frame,focus,bright,count,n_link,flow,struct_rms,affine_r2,div,curl,shear
0,162.87550354003906,218.01658630371094,54,51,0.10195900660674641,0.2835747940809269,0.019003859835245884,0.25942750883701376,-0.30305835674130455,0.7076733423867702
55,165.2650604248047,218.01255798339844,48,43,0.14961356102533355,0.5108369203388311,0.043201087371944835,-0.20264113506222678,0.6074033719951214,1.2456676569196483
111,169.95654296875,217.46145629882812,51,46,0.17953780229803384,0.5114029527540528,0.06494850771270433,-0.6168314009714838,-0.4609852446467515,1.030508053881878
166,174.8782196044922,218.8828125,55,47,0.35475056205885674,0.42589400821484186,0.04010459932485644,0.39523013948833313,0.7830987513670582,0.7197377743397267
222,172.28213500976562,219.61376953125,44,41,0.25277422706735275,0.7018304825449296,0.12062995863601012,0.9074824037054344,1.3596063279896753,0.1308671893167714
277,174.43353271484375,219.15721130371094,43,41,0.03868929628925737,0.5472913195529622,0.07066386269455116,-0.05831971918510451,1.2337761902968885,0.41519547778277655
333,185.2239532470703,219.33609008789062,48,42,0.49799137232784024,0.373698586924753,0.02670073069600476,0.7470529731438703,0.24084120657866162,0.7624405134800984
388,181.72955322265625,219.4935760498047,44,40,0.38337567309794557,0.498743268266985,0.060741078710768615,-0.7263625217505911,0.7000275339402587,0.47754484885397214
444,185.6768798828125,219.695068359375,50,46,0.12209517931150188,0.4503153895722778,0.05214793935399764,0.557636319661536,-0.539953425776518,0.6887589499677388
499,183.1211700439453,219.77345275878906,46,44,0.31999968440610754,0.4996042341269048,0.04836340764225777,-0.1974020786483102,-0.04749283666352481,1.2347000364349223
555,177.07232666015625,219.6102752685547,44,41,0.3955231499176024,0.49009228791594794,0.07569646595540047,0.7452054494059754,-0.7965798188718879,0.5214771193114107
610,170.51576232910156,219.5556182861328,48,44,0.21871784476892842,0.32392894014409673,0.02080889991468715,0.69062473756675,0.2531472587389819,0.16248549225073466
666,172.73814392089844,219.99380493164062,49,47,0.11219791517647401,0.15863023352054792,0.009413260859632566,0.1446910866649416,-0.21047228777046698,0.2668194745629842
721,160.17356872558594,220.03260803222656,52,49,0.14452940941810985,0.3298279339757921,0.023282247532784184,-0.1898531664745459,-0.7002967116236979,0.5374550517506061
777,168.14724731445312,219.76136779785156,52,48,0.27907594367028377,0.40085097803865544,0.03620882119716784,0.8496871839911733,0.0318777424768559,0.6132832645915461
832,164.80055236816406,219.9671630859375,54,52,0.40477237457691373,0.6013774633082452,0.07458824551480314,0.4368876586278539,0.7916297064771785,1.097478201663698
888,158.20753479003906,220.3563995361328,57,48,0.07460576294813494,0.35888135442748087,0.03417547441841262,-0.48739469009146796,-0.47580633872202005,0.37407166309976986
943,149.43727111816406,219.9841766357422,57,53,0.3015660251235241,0.5928926759385222,0.08017923507956137,-0.36521558172646074,-0.4330464753851185,1.1484882710252142
999,139.0851287841797,218.96998596191406,55,50,0.2961696640668327,0.49404211243712487,0.05635576468849235,0.506990569398467,0.17018844670159902,1.0105415999119356
1054,151.96035766601562,219.59136962890625,47,45,0.41191188699959774,0.5037018068746363,0.05281879354544727,1.2285257685440594,-0.009636436967588332,0.4261105542494947
1110,153.873046875,219.47055053710938,50,47,0.4400239986283365,0.4314096243975278,0.03578842424530415,0.6957506979171958,0.8347915770975844,0.10862990133062744
1165,149.96664428710938,218.7637939453125,49,46,0.41896454489055357,0.36923447231057055,0.02247539660215292,0.7223331182144204,0.08388514764746167,0.5445973818724259
1221,156.22727966308594,218.1392822265625,50,48,0.3441635770710708,0.35542642254600765,0.03377948190700153,-0.3930637398554234,-0.47360342516136167,0.7122750278573922
1276,161.82211303710938,219.17807006835938,51,47,0.05863661958524579,0.42806654021562873,0.030025172345581663,-0.7734613834736219,0.6791927328780383,0.265271562258457
1332,166.78350830078125,219.50990295410156,51,41,0.1135806472199949,1.0152803244586475,0.18226588022526047,-1.173850535555375,-0.6567917880673417,1.8249164337514012
1387,171.6890411376953,219.39471435546875,47,46,0.3534551159318052,0.4187807981658736,0.03817304720300985,0.1392301099772912,-0.15771500711871628,0.9318523188627299
1443,172.93417358398438,218.97793579101562,50,46,0.30931144977896713,0.3130327260481541,0.019173624411236156,0.5693840530965643,0.3308958302149247,0.4248704425102522
1498,170.49977111816406,219.45982360839844,48,45,0.4574490318952035,0.832967331866291,0.12507666294543895,1.5886475667237294,0.6328047024223077,1.2981664452042938
