frame,dx,dy
0,0.0,0.0
1,0.5889129638671875,0.11803436279296875
2,0.6843719482421875,0.12572479248046875
3,0.5664520263671875,0.13158416748046875
4,0.6291351318359375,-0.13495635986328125
5,0.71240234375,-0.23850250244140625
6,0.57305908203125,-0.32495880126953125
7,0.6003189086914062,-0.47150421142578125
8,0.7195968627929688,-0.31140899658203125
9,1.0582504272460938,-0.24860382080078125
10,1.1753158569335938,-0.28012847900390625
11,1.1958847045898438,-0.24044036865234375
12,1.3563156127929688,-0.25960540771484375
13,1.2544631958007812,-0.38484954833984375
14,1.7124710083007812,-0.6786727905273438
15,1.7612338066101074,-0.7134933471679688
16,1.9467196464538574,-0.8109767436981201
17,2.2671847343444824,-0.7165553569793701
18,2.4021944999694824,-0.7232692241668701
19,2.5245089530944824,-0.7226588726043701
20,2.281116008758545,-1.1448085308074951
21,1.973987102508545,-1.2683436870574951
22,2.386542797088623,-1.3849208354949951
23,2.425790786743164,-1.6690089702606201
24,2.567544937133789,-1.6568019390106201
25,2.4390811920166016,-1.8300807476043701
26,2.9121341705322266,-1.7597072124481201
27,3.350290298461914,-1.7756984233856201
28,3.365121841430664,-1.4873988628387451
29,3.7097110748291016,-1.3941218852996826
30,3.7504215240478516,-1.3689296245574951
31,3.9523258209228516,-1.4237239360809326
32,3.7154788970947266,-1.4302852153778076
33,3.525179862976074,-1.7243220806121826
34,3.762484550476074,-1.6413753032684326
35,3.348788261413574,-1.4854304790496826
36,3.8363704681396484,-1.6190364360809326
37,3.7029476165771484,-2.0652644634246826
38,3.7707271575927734,-2.1444880962371826
39,3.9994850158691406,-2.524897336959839
40,3.860340118408203,-2.421351194381714
41,3.967884063720703,-2.365442991256714
42,3.701160430908203,-2.456141233444214
43,3.5637435913085938,-2.546839475631714
44,3.4121475219726562,-2.532557249069214
45,3.4748916625976562,-2.172083616256714
46,3.5648574829101562,-1.9326426982879639
47,3.2510757446289062,-2.0127360820770264
48,3.1515274047851562,-2.0840251445770264
49,3.0412979125976562,-2.2399089336395264
50,2.8523025512695312,-2.1662395000457764
51,2.6944046020507812,-1.9589946269989014
52,2.7373733520507812,-1.9491984844207764
53,2.8150100708007812,-1.7996013164520264
