particle,keep,proposed,reason,R_px_med,sym_med
4,0,reject,rigid-doublet;not-round,19.6535541095238,84.799042
6,0,reject,rigid-doublet;not-round,12.159132403496006,54.149425
7057,0,reject,not-round,13.41985429969164,40.83359
15,0,reject,not-round,14.33472669396186,39.46446
9,0,reject,not-round,12.338427230435336,34.665081
2819,0,reject,not-round,14.44883786216054,34.31786
7467,0,reject,short;not-round,10.95611524916883,32.629594999999995
3553,0,reject,not-round,14.362460947408977,32.27264
5941,0,reject,defocus,11.18719520195801,17.9297325
6502,0,reject,not-round,14.807405250717736,16.30066
11,0,reject,defocus,14.748482430949744,15.1693295
5814,0,reject,two-cores;not-round,9.898035932113428,14.189214
5173,0,reject,rigid-doublet;two-cores;not-round;elongated,14.681740022769278,14.099194
22,0,reject,not-round,16.16395412230036,13.740903
7124,0,reject,two-cores,12.867579041761186,13.731952
30,0,reject,not-round,8.914701433950956,13.3143605
2622,0,reject,defocus,12.11381729306502,13.2227325
17,0,reject,not-round,16.73512083844141,13.2206055
1496,0,reject,not-round,9.305579210557095,13.003841
6301,0,reject,not-round,8.880786428364068,12.967765
12,0,reject,not-round;defocus,13.919144969543671,12.772396
6122,0,reject,rigid-doublet;two-cores;not-round;elongated,13.41661046565578,12.7113495
2528,0,reject,two-cores;not-round,12.149354713055008,12.55164
14,0,reject,not-round,10.091645474496326,12.154742
1133,0,reject,rigid-doublet;two-cores,12.701891981417,12.08131625
32,0,reject,two-cores,12.523627118699505,11.50232
18,0,reject,not-round,9.76536101811446,11.263631
5633,0,reject,not-round,9.566943856134124,11.091232
927,0,reject,not-round,14.77549617590756,11.039548
2621,0,reject,not-round,9.707075190982216,10.9418665
25,0,reject,rigid-doublet;two-cores;not-round;elongated,13.424704173850994,10.876715
3637,0,reject,rigid-doublet;not-round,9.704846951700874,10.8606775
3948,0,reject,short;two-cores;not-round,11.980721486804004,10.85029925
2889,0,reject,rigid-doublet;two-cores;not-round,10.740239737134198,10.805803
2055,0,reject,two-cores;not-round;elongated,13.242892455983933,10.78440175
2154,0,reject,two-cores;not-round,12.931982282856607,10.410881
4429,0,reject,two-cores;not-round;elongated,14.786355625353686,10.380309
5013,0,reject,rigid-doublet;not-round,9.28981078265324,10.335361
20,0,reject,rigid-doublet;not-round,8.887955902736298,10.079408
703,0,reject,defocus,11.372619076051496,9.942866
2737,0,reject,two-cores,12.267195101162706,9.261942
7259,0,reject,not-round,8.88920601325733,9.149843
23,0,reject,not-round,10.088271543994535,9.123676
28,0,reject,not-round,7.5662142547399345,9.006082750000001
29,0,reject,defocus,8.031197915942814,8.9352455
33,0,reject,rigid-doublet;not-round,8.840586302761457,8.816787
3029,0,reject,two-cores,12.450864886487766,8.775856
3577,0,reject,not-round,18.52565128531325,8.605745
1994,0,reject,not-round,11.031120528647191,8.491343
5394,0,reject,rigid-doublet;two-cores;not-round;elongated,13.53037673032653,8.27759875
4239,0,reject,not-round,17.61033902688413,8.25513
5251,0,reject,two-cores,11.687721044195754,8.250947499999999
4242,0,reject,two-cores,12.83655827767487,8.162627
38,0,reject,two-cores;not-round,11.881759566663243,7.7084985
2791,0,reject,two-cores;not-round;defocus,10.385202734236904,7.6908507
4358,0,reject,not-round,8.089733221954084,7.49587
6676,0,reject,rigid-doublet;not-round,9.07465124549434,7.4533343
5430,0,reject,two-cores;not-round,12.7610355431048,7.4249578
27,0,reject,defocus,8.480186780661654,7.405689499999999
7042,0,reject,short;not-round;elongated,8.48523864196423,7.11576365
1952,0,reject,not-round;elongated,13.55425103785262,7.030518
3722,0,reject,two-cores;not-round;elongated,11.429220644265609,6.641689
3548,0,reject,rigid-doublet;not-round,15.358028070917827,6.5263066
42,0,reject,rigid-doublet;two-cores;not-round;defocus,8.560186359394374,6.3228462
40,0,reject,defocus,10.815784162153223,6.171098300000001
3184,0,reject,two-cores;not-round;elongated,13.271576391736165,6.015808
882,0,reject,two-cores;not-round;elongated,12.861600661778276,5.3750973
3983,0,reject,not-round,7.759602454216348,5.32722905
6320,0,reject,two-cores;not-round;elongated;defocus,10.293933116695277,5.3118615
1020,0,reject,two-cores;defocus,11.936328096335991,5.262835
3493,0,reject,two-cores;not-round;defocus,11.727418374736478,5.225128
6321,0,reject,not-round;elongated,11.338608012211887,5.1749525
7449,0,reject,short,7.588102354394161,5.1549816
4272,0,reject,short;not-round;elongated;defocus,8.802715081666946,4.9895682
4261,0,reject,two-cores;not-round;elongated,12.07397928590792,4.92086165
5795,0,reject,rigid-doublet;defocus,7.27732239320658,4.9145837
1348,0,reject,short;two-cores;not-round,12.809151599474523,4.8154273
49,0,reject,not-round,7.755180274517485,4.672669
47,0,reject,not-round,8.602402850869767,4.6584992
4276,0,reject,not-round,9.085048090020608,4.59011865
5666,0,reject,defocus,9.087582429799896,4.536467099999999
19,0,reject,defocus,8.317774619489423,4.488965
3185,0,reject,rigid-doublet;not-round,8.191886115815157,4.4807334
31,0,reject,defocus,7.243512489561587,4.22930285
5917,0,reject,short;not-round;elongated,12.836168275108747,4.1620617
4577,0,reject,rigid-doublet;two-cores;not-round;elongated,12.359968364403686,4.105976
2627,0,reject,short;not-round,9.417110488356055,4.0476025
5786,0,reject,not-round,9.975567006919068,4.000959
1612,0,reject,not-round,8.133731315307703,3.9952861
3530,0,reject,two-cores;not-round;elongated,13.156398999113796,3.981651
6202,0,reject,defocus,6.48146433487268,3.9482235
36,0,reject,not-round,8.24126582855952,3.9452152
138,0,reject,two-cores;not-round;elongated,17.578932116291867,3.92377295
3896,0,reject,rigid-doublet;not-round;defocus,8.632743210815722,3.893485
4588,0,reject,rigid-doublet;not-round;elongated,13.26194443074679,3.8651775
1053,0,reject,short;two-cores;not-round;elongated,10.8158311718887,3.83015165
3819,0,reject,two-cores;not-round,13.728709030879305,3.8219364
4688,0,reject,rigid-doublet;not-round,8.420541289527987,3.7798718
6378,0,reject,not-round;elongated,11.14561028258445,3.7651455
6806,0,reject,not-round,10.022280668522454,3.7147753
1629,0,reject,two-cores;not-round;elongated,8.904355898102985,3.6673057
1669,0,reject,short;two-cores;not-round,12.452858368319824,3.6649782
6011,0,reject,short;two-cores;not-round;elongated,9.413467920991796,3.55578875
3087,0,reject,two-cores;not-round;elongated,9.014033232244696,3.520609
6907,0,reject,two-cores;not-round;defocus,7.688262224642748,3.4494324
6367,0,reject,not-round;elongated,12.074616470662544,3.4478831000000003
455,0,reject,two-cores;not-round;elongated,12.752392583640304,3.39958345
4866,0,reject,short;defocus,6.614846897149405,3.386831
4988,0,reject,two-cores;not-round;defocus,6.937788036878566,3.37493145
6795,0,reject,rigid-doublet;two-cores;not-round,10.111964292446665,3.3058233
5488,0,reject,not-round,8.23655468441583,3.298403
35,0,reject,not-round;elongated,8.58960432599564,3.269332
3340,0,reject,not-round;elongated,10.952036344403377,3.19486065
51,0,reject,not-round;defocus,10.40901885267553,3.1425221
46,0,reject,not-round;elongated,16.784246658764403,3.0623996
140,0,reject,two-cores;not-round;elongated,9.570324293649731,2.99177025
926,0,reject,not-round;elongated,7.704514551410606,2.9685938
1088,0,reject,short;two-cores;not-round;elongated,13.267773080597811,2.885443
72,0,reject,not-round,9.709450249402778,2.88145655
1685,0,reject,not-round,10.716919782989075,2.8159008
2824,0,reject,not-round;elongated,9.676569782957085,2.70768545
7347,0,reject,two-cores;not-round;elongated;defocus,8.075119244121652,2.6396124
3051,0,reject,not-round;elongated,14.506928262808628,2.61656
2860,0,reject,two-cores;not-round;elongated,13.500724072680644,2.5004215
557,0,reject,not-round;elongated,8.325193194489188,2.49261815
687,0,reject,short;two-cores;not-round,12.178616062083314,2.3492396
2450,0,reject,two-cores;not-round;defocus,9.16693308075417,2.299866
1256,0,reject,not-round;defocus,6.932231561240569,2.2941654
3894,0,reject,rigid-doublet;two-cores;not-round;elongated,12.101159630213424,2.27913545
7141,0,reject,not-round,9.644601891388907,2.2276455
6027,0,reject,short;not-round,14.336288682270554,2.223177
4096,0,reject,rigid-doublet;two-cores;not-round,11.771104275175436,2.17614005
6926,0,reject,not-round;defocus,7.197212414046146,2.15546775
5310,0,reject,two-cores;not-round,13.343610106239058,2.1241678000000004
1391,0,reject,two-cores;not-round;defocus,9.073614410066211,2.1202338
2925,0,reject,two-cores;not-round;elongated;defocus,12.609090148388628,2.07610495
331,0,reject,not-round;elongated,19.962921229617347,2.0731684
3344,0,reject,two-cores;not-round;elongated,9.61201893296492,2.0636098
56,0,reject,not-round,9.530567873808092,2.045569
6491,0,reject,not-round,12.029794660423176,1.99069985
54,0,reject,not-round;elongated,8.611559758885615,1.97346505
2057,0,reject,not-round,8.802029871006988,1.9678818
4404,0,reject,rigid-doublet;not-round;elongated,8.944701179061848,1.95052725
7284,0,reject,not-round,9.853804128568791,1.9352988
3903,0,reject,not-round;elongated,13.354447598600206,1.9341463
63,0,reject,not-round,10.052089860296675,1.9053527
53,0,reject,not-round,8.18464140606551,1.9033922
5808,0,reject,not-round,7.651567259501956,1.8493081
6361,0,reject,not-round;defocus,9.785480390662231,1.8453926
6553,0,reject,not-round;defocus,7.325371922468586,1.83126675
4835,0,reject,not-round,6.865750081249729,1.8311949
1344,0,reject,not-round;elongated,16.211907830621755,1.8161693
1165,0,reject,two-cores;not-round;elongated,9.50467970784048,1.77435095
4594,0,reject,short;not-round;elongated,13.31807433984476,1.7277029499999998
4195,0,reject,rigid-doublet;not-round;elongated,7.531728697432164,1.6982104
834,0,reject,not-round,10.772017659675718,1.68877365
5567,0,reject,two-cores;not-round;elongated,13.85473094947459,1.6458521
44,0,reject,not-round;elongated,13.13860632757684,1.6445856
1573,0,reject,short;two-cores;not-round;elongated,14.647583855321177,1.629529
779,0,reject,not-round,9.35210784827933,1.578424
5681,0,reject,not-round;mislink,12.990722423260245,1.55832125
5429,0,reject,two-cores;not-round,9.125174896173814,1.5324211
57,0,reject,short;not-round,9.500562803260657,1.5264865
1038,0,reject,not-round,17.615844797928087,1.4986504
1242,0,reject,not-round,9.3751893055544,1.4915321499999998
472,0,reject,not-round;elongated,15.44818647394719,1.4646429
2108,0,reject,short;not-round,12.529990968076492,1.449346
5660,0,reject,not-round;elongated,8.591111504756848,1.44194025
2548,0,reject,not-round;elongated,10.861154149944923,1.4221591
5167,0,reject,not-round;elongated,13.443443247845092,1.4078366
4212,0,reject,not-round;elongated,10.463599289064907,1.3958265
6028,0,reject,short;not-round,12.804415374947675,1.37095175
6272,0,reject,not-round;elongated,13.26057265839577,1.3001531
1887,0,reject,two-cores;not-round;defocus,7.144573824931576,1.2922107
5144,0,reject,not-round;elongated,10.982056846431444,1.2910298
2865,0,reject,not-round;elongated,12.631735552059505,1.2868356
3142,0,reject,two-cores;not-round;elongated;defocus,8.874628552303419,1.2863635
5345,0,reject,not-round;elongated,12.57341761118465,1.2742366
774,0,reject,not-round;elongated,9.846870886862089,1.26196265
5707,0,reject,not-round;elongated;defocus,10.411673104397812,1.2608861
7154,0,reject,two-cores;not-round,10.060096677890373,1.25968845
3416,0,reject,not-round;elongated,12.09746516624461,1.24391155
7339,0,reject,not-round;elongated,12.935131485630771,1.23582915
52,0,reject,not-round,14.138090510575749,1.2217265
4677,0,reject,not-round;elongated,8.394635259917361,1.2182925999999998
4362,0,reject,short;elongated,8.239910457613771,1.2143888
6013,0,reject,short;not-round,10.48353897407808,1.197632
1008,0,reject,short;two-cores;not-round,8.798523238435315,1.1710797
5192,0,reject,short;not-round;elongated;defocus,7.255362923641138,1.1655440499999998
2076,0,reject,two-cores;not-round;elongated,8.770311881308352,1.13695
4872,0,reject,not-round,8.26231017778102,1.1362373
5773,0,reject,not-round;elongated;defocus,8.094810955539138,1.1173939
234,0,reject,not-round,8.926569782142588,1.1102216
3661,0,reject,rigid-doublet;not-round;defocus,6.969719809274269,1.0954442
5398,0,reject,not-round;elongated;defocus,10.074213261469568,1.08319285
41,0,reject,not-round,9.123528916111889,1.0795538
58,0,reject,short;two-cores;not-round;elongated;defocus,16.446022526895387,1.0364621
3480,0,reject,not-round,8.70717255352041,1.00914885
4673,0,reject,two-cores;not-round;elongated,14.913628456031637,1.0066413
3660,0,reject,not-round,8.107413482248813,0.987653
6960,0,reject,rigid-doublet;not-round,10.805225473318307,0.97178523
3596,0,reject,not-round;elongated,9.099074993445344,0.95348305
59,0,reject,short;not-round;elongated,10.197624015811888,0.94492355
3319,0,reject,not-round;defocus,7.751911449351641,0.9415736
5178,0,reject,not-round;elongated;defocus,9.639232606565727,0.9360494
5199,0,reject,not-round;elongated,12.190164396366978,0.9236123
3275,0,reject,two-cores;not-round;defocus,10.16678786469202,0.918703
6106,0,reject,not-round,13.13538165641905,0.91691095
4950,0,reject,not-round;elongated,10.704909777953056,0.90822324
7046,0,reject,short;not-round;elongated,10.717498577093732,0.8654469
6205,0,reject,two-cores;not-round,11.672686787313127,0.84000444
5568,0,reject,two-cores;not-round;elongated,7.226630829450861,0.83594105
5579,0,reject,two-cores;not-round;elongated,9.379179952438252,0.815493875
6263,0,reject,not-round,8.445898673972435,0.8141516
2914,0,reject,not-round;elongated,8.280136477255983,0.8137091249999999
406,0,reject,not-round;elongated,10.57986716235235,0.8108021249999999
2834,0,reject,two-cores;not-round;elongated,8.887916090783698,0.7989781499999999
2157,0,reject,not-round,11.083221317687588,0.778194225
317,0,reject,not-round;elongated,11.977122533920136,0.7760969200000001
3677,0,reject,not-round,12.471505978599373,0.74808003
62,0,reject,not-round;elongated,9.772560337363952,0.7477533000000001
6868,0,reject,two-cores;not-round;elongated,12.53593914019084,0.71955135
69,0,reject,two-cores;not-round;elongated,12.72741192360932,0.70836767
1820,0,reject,two-cores;not-round;elongated;defocus,10.652899138451032,0.697758345
3689,0,reject,not-round,8.111913239968992,0.696957815
7302,0,reject,not-round,13.622977147332106,0.6891938
169,0,reject,two-cores;not-round;elongated,11.572283581735672,0.68708134
4805,0,reject,short;two-cores;not-round;elongated,11.141543452621786,0.6797533
1801,0,reject,not-round;elongated;defocus,13.498838687385732,0.67740685
6885,0,reject,not-round;elongated,8.689079049595067,0.67461485
5428,0,reject,short;not-round;elongated,17.36134882839224,0.66052127
5886,0,reject,not-round,18.70839748188573,0.656473
7019,0,reject,short;not-round,6.557510776880139,0.65127844
6606,0,reject,not-round,8.12368176394473,0.6283343
4657,0,reject,not-round;elongated,11.538416315086543,0.6279356
3954,0,reject,short;two-cores;not-round;elongated,10.233389598474153,0.6228189
3913,0,reject,not-round;elongated,9.362688239700422,0.62161937
7350,0,reject,two-cores;not-round,11.657627139138963,0.6212609
1298,0,reject,short;two-cores;not-round;elongated,10.86026061013246,0.6149885
4911,0,reject,not-round;elongated;mislink,10.99423028501074,0.6119678
4245,0,reject,short;two-cores;not-round;elongated,10.315503984044549,0.6045684
4354,0,reject,not-round;elongated,8.420533190982379,0.603663295
4129,0,reject,not-round;elongated,10.939219935639075,0.60176235
7357,0,reject,two-cores;not-round;elongated,12.035192550652214,0.59967351
2563,0,reject,short;not-round,10.869225268983572,0.58558244
4441,0,reject,not-round;elongated,9.057382099963974,0.582776875
6371,0,reject,not-round,8.619432477212513,0.5782837
1913,0,reject,short;two-cores;not-round,11.250286912866432,0.5768321
3645,0,reject,not-round;elongated,11.285884584598868,0.5683854
5374,0,reject,two-cores;not-round,12.236904566114838,0.563979835
271,0,reject,two-cores;not-round;elongated;defocus,10.040270279180094,0.5473137
6384,0,reject,not-round;elongated,10.963334584924011,0.5468251
4187,0,reject,not-round,12.553824981162602,0.54205797
7287,0,reject,two-cores;not-round;elongated,14.598475128747134,0.53033925
6699,0,reject,two-cores;not-round;elongated,12.600012167478368,0.5243933
1252,0,reject,not-round;defocus;mislink,16.156022658950526,0.517557145
967,0,reject,short;not-round;elongated;mislink,11.420393742686151,0.49869528
3731,0,reject,not-round,11.846697701808903,0.49808562
5011,0,reject,not-round,11.978069611990644,0.49761045
1211,0,reject,not-round,12.141477877965649,0.49061668
5055,0,reject,not-round,10.59472175281763,0.48324697
6386,0,reject,short;not-round;elongated,12.79856330961038,0.47005066
3719,0,reject,two-cores;not-round;elongated;defocus;mislink,13.37590391585367,0.46861872
3138,0,reject,two-cores;not-round;elongated,14.498922611917736,0.46824563
7113,0,reject,not-round,10.369057583026953,0.4674615
1752,0,reject,not-round,12.489091072108408,0.4652965
2266,0,reject,not-round;elongated,10.518468704628084,0.46368635
5831,0,reject,not-round;elongated,7.10249160450486,0.463268175
424,0,reject,not-round,12.234347663751992,0.46262538
4929,0,reject,short;two-cores;not-round,13.82521966477462,0.4624294
3928,0,reject,not-round;elongated,11.182754919726555,0.45933953
1024,0,reject,short;not-round;elongated,12.868717014510043,0.45890462
1409,0,reject,short;not-round,10.893262455323809,0.4581103
4609,0,reject,not-round;elongated,12.6986208123081,0.45650944
5483,0,reject,short;not-round,12.018665147271085,0.45000804
5072,0,reject,not-round;elongated,11.54424759369832,0.44796714
941,0,reject,not-round;elongated,10.648451017426414,0.4412514
5631,0,reject,not-round,11.317294191787951,0.43751082
5717,0,reject,not-round;elongated;defocus;mislink,19.25854959831423,0.43726143
5872,0,reject,short;not-round;elongated,11.613633314732386,0.43619616
6904,0,reject,not-round;elongated;defocus,10.752183687552,0.43514165
4452,0,reject,not-round;mislink,10.944253678502388,0.431859895
2535,0,reject,not-round,10.182538122160604,0.4306204
3335,0,reject,not-round,10.227092211137869,0.43060434
6650,0,reject,not-round;elongated;mislink,12.764850140674024,0.4279997949999999
6675,0,reject,rigid-doublet;not-round;elongated,12.547238681392209,0.42591417
5527,0,reject,not-round;elongated,11.634744336356295,0.42517483
6911,0,reject,not-round;elongated,9.433259859077264,0.41803047
1543,0,reject,short;not-round;elongated,10.883760334122336,0.41790187
2692,0,reject,not-round;elongated,10.695827411990544,0.41785067
946,0,reject,short;two-cores;not-round;elongated,10.932316770221036,0.4134087349999999
2707,0,reject,not-round;mislink,10.480523076023152,0.4126458
1680,0,reject,not-round;elongated,11.022419688086105,0.410499215
5364,0,reject,not-round;mislink,12.246007704017392,0.41001645
1689,0,reject,not-round,11.07899472726708,0.40729687
685,0,reject,not-round;elongated,11.115244579636729,0.406719075
74,0,reject,not-round;mislink,10.700110715922932,0.40449417
584,0,reject,two-cores;not-round;elongated;defocus,13.424838373343157,0.40347615
7390,0,reject,short;two-cores;not-round,9.826137536948806,0.40113343
338,0,reject,not-round;elongated,11.02692450679897,0.3992962
3287,0,reject,short;not-round,11.143065594068917,0.39887175
2526,0,reject,not-round,10.600856146510392,0.3980142
7128,0,reject,not-round;elongated;mislink,10.288427716581204,0.3957077
6913,0,reject,not-round,10.65714012513073,0.3952737349999999
1755,0,reject,short;two-cores;not-round;elongated,10.221643103547684,0.39478679
442,0,reject,not-round;elongated,13.21067702411304,0.393824335
3771,0,reject,short;not-round;elongated,10.729002178953028,0.3922801
1506,0,reject,not-round;elongated,10.67196132403189,0.38849044
2139,0,reject,short;two-cores;not-round,10.490562474188442,0.3856883
5678,0,reject,rigid-doublet;not-round,11.45597955028007,0.38287628
216,0,reject,not-round;elongated,11.467059061962086,0.38237044
83,0,reject,not-round;elongated,10.43607730013436,0.37880838
6510,0,reject,not-round;elongated,10.63916957845042,0.37808082
6327,0,reject,not-round;elongated,10.831235587087786,0.377222615
4879,0,reject,two-cores;not-round;mislink,13.393454959576651,0.37568006
5171,0,reject,two-cores;not-round,11.368120561514845,0.3743406299999999
347,0,reject,not-round;elongated,12.66718534255305,0.37034795
6131,0,reject,not-round,11.382604488505637,0.3689149499999999
404,0,reject,not-round,10.442807588276466,0.36517267
2972,0,reject,short;two-cores;not-round;elongated,13.189256455291403,0.36133662
76,0,reject,rigid-doublet;not-round,8.85831546674839,0.35780355
5493,0,reject,not-round,12.812223488885856,0.3538326149999999
5898,0,reject,not-round,11.030699028267652,0.35073432
3342,0,reject,not-round,10.736094088160064,0.3488249
4905,0,reject,rigid-doublet;not-round,11.45338324474536,0.3467661
2712,0,reject,not-round,11.52897008913816,0.346709115
3667,0,reject,not-round,10.785024328359547,0.344480185
1637,0,reject,short;not-round;elongated,11.146880736529384,0.34145781
6089,0,reject,short;not-round,11.17636238979999,0.3383206
1359,0,reject,not-round,11.59374640673311,0.33683953
1445,0,reject,not-round;elongated,9.195411137727524,0.3355508299999999
2218,0,reject,rigid-doublet;not-round,11.714293419164104,0.33441293
625,0,reject,short;two-cores;not-round;elongated,11.010795669093527,0.33249444
4695,0,reject,not-round;elongated,11.59844132781964,0.32853182
5728,0,reject,not-round;elongated,10.978727961833489,0.327467695
1139,0,reject,not-round,10.81477079479442,0.32510588
6152,0,reject,two-cores;not-round,23.13101599174177,0.32497516
1246,0,reject,not-round;elongated,11.640367479369823,0.32452288
6933,0,reject,two-cores;not-round;elongated,9.97443728266202,0.32372192
7097,0,reject,not-round;elongated,16.05899385034231,0.32198274
604,0,reject,short;not-round,11.37292369683312,0.31805176
391,0,reject,short;not-round,10.52979292955582,0.3128084
1168,0,reject,short;not-round;elongated,11.898938480440007,0.3102904
1792,0,reject,short;not-round,10.73203173023544,0.304780555
7316,0,reject,not-round;elongated,10.751400058082446,0.29797307
2296,0,reject,two-cores;not-round;elongated,11.949100171715026,0.29712448
4453,0,reject,short;two-cores;not-round;elongated,10.803416091780582,0.294455315
189,0,reject,short;not-round,10.91124329273505,0.29156247
1828,0,reject,not-round;elongated,10.890244546523403,0.28735703
3296,0,reject,not-round;elongated;defocus,9.90998288869006,0.28679058
3439,0,reject,not-round,11.261251072730802,0.2810677
7111,0,reject,short;not-round;elongated,12.890416044281285,0.2809194
1753,0,reject,short;two-cores;not-round;elongated,13.360133159789752,0.2801169
4122,0,reject,two-cores;not-round;elongated,10.5209041691921,0.275543475
88,0,reject,rigid-doublet;not-round;elongated,12.802560301160586,0.27477278
2730,0,reject,not-round,11.097033108323084,0.27463114
4606,0,reject,rigid-doublet;not-round;elongated,14.435943570170506,0.2714016
4216,0,reject,not-round,11.12717561645503,0.26987702
5035,0,reject,short;not-round;elongated;mislink,11.811146274264418,0.26985532
3348,0,reject,not-round;elongated,10.573522623577684,0.268363015
812,0,reject,short;not-round,10.080483341889204,0.26460868
5369,0,reject,short;not-round;elongated,12.004666279885996,0.262210905
5439,0,reject,short;two-cores;not-round;elongated,12.12231791549156,0.25731343
86,0,reject,not-round;elongated,11.05410505718681,0.2545699
5724,0,reject,two-cores;not-round;elongated,12.679103907304604,0.25292408
2317,0,reject,not-round,10.168729516638614,0.24902491
4915,0,reject,short;not-round;elongated,10.06907983174561,0.24686031
1231,0,reject,short;not-round;elongated,10.002469304105254,0.2425503
3586,0,reject,not-round;elongated,13.312969470793565,0.24190366
7080,0,reject,short;two-cores;not-round,12.091589930805728,0.236912
2,1,single,,13.022703607143791,256.3692
0,1,single,,12.045256551135434,255.57258
1,1,single,,13.651961210147002,212.04652
3,1,single,,11.482863518886475,203.472485
7,1,single,,12.02375560720777,140.15672999999998
5393,1,single,,12.013394719206069,128.43637
6793,1,single,,12.044854017387028,95.53503
5,1,single,,9.680200600764277,85.157905
10,1,single,,9.569508637318858,68.71855
2844,1,single,,9.057896930220528,54.2557275
3396,1,single,,11.621747086330837,49.78108
8,1,single,,8.883597797549506,44.213863
348,1,single,,9.39439744206076,37.575886
1734,1,single,,9.70784301263121,33.88224
4793,1,single,,9.566675535373724,31.119898
5516,1,single,,8.46884098621501,30.75644
1485,1,single,,8.476516965765164,16.5976295
13,1,single,,8.082837282981979,15.838243
21,1,single,,8.359212089543973,13.3465175
4804,1,single,,7.864342535716061,11.693221
1630,1,single,,11.831404994948349,8.210511
958,1,single,,7.719824061640829,7.353555
1611,1,single,,10.453562033368076,7.1288414
7173,1,single,,8.027794751608612,6.8856053
6300,1,single,,8.332340046497391,6.3056617
39,1,single,,13.824392479055108,6.18951085
37,1,single,,7.548570535719453,5.091301
6012,1,single,,9.151615664633214,4.8681126
6660,1,single,,7.266455204934402,4.5609803
6432,1,single,,6.982063790548657,4.4348633
243,1,single,,8.474942178070556,4.26856585
34,1,single,,7.245421557875938,4.15132735
3229,1,single,,7.289536671982865,4.14801825
4145,1,single,,7.283392042931037,3.8666131
1619,1,single,,9.353557989978857,1.1712605
