particle,n_frames,R_px_med,R_cv,resid_med,ring_cv_med,ecc_med,n_cores_med,frac_multicore,inlier_med,n_shape,x_med,y_med,sym_med,polarity,rigid_partner,rigid_sep_cv,rigid_corr,med_step,max_step,mislink,reason,proposed
4,1118,19.6535541095238,0.03701918476828559,0.006445347046748,0.20644852892758447,0.33196001203118664,1.0,0.0625,0.6666666666666666,80,1081.9347534179688,187.2332763671875,84.799042,1,88,0.027451384962795988,0.7437244532988208,0.6904620342324869,2.2823674972913683,False,rigid-doublet;not-round,reject
6,1118,12.159132403496006,0.043087878195364526,0.015844916160588092,0.14105884366806898,0.312209571479631,1.0,0.0375,0.75,80,476.97389221191406,1131.2378540039062,54.149425,1,4588,0.07290769392181021,0.7560445000579596,0.9880569603927261,3.523194788928007,False,rigid-doublet;not-round,reject
7057,67,13.41985429969164,0.0339940243928627,0.07298221877368471,0.1425460066000862,0.3965452079587191,1.0,0.0,0.8541666666666666,5,209.7680511474609,1132.7677001953125,40.83359,-1,-1,,,0.7664902727868045,5.317576119957929,False,not-round,reject
15,399,14.334726693961859,0.016452884166228626,0.029261795498161873,0.15100658623445512,0.25617434861968336,1.0,0.034482758620689655,0.8333333333333334,29,205.9940185546875,1130.280517578125,39.46446,1,-1,,,0.8344305761860266,5.776615742811952,False,not-round,reject
9,1118,12.338427230435336,0.09329333511643968,0.013837621209163702,0.1461521814459274,0.35780663519591926,1.0,0.2,0.65625,80,1576.0115966796875,168.16109466552734,34.665081,1,-1,,,0.9493004872793801,3.9549034551032496,False,not-round,reject
2819,109,14.448837862160541,0.0078452037901635,0.02275186393317169,0.14248883414032504,0.24557492659801655,1.0,0.0,0.8125,8,209.04446411132807,1133.258056640625,34.31786,1,-1,,,0.7276817014137661,4.760020678230296,False,not-round,reject
7467,52,10.95611524916883,0.16673355727686248,0.19133552671759274,0.2111510586550181,0.32737658280418935,1.0,0.0,0.9791666666666667,4,203.62304687500003,1129.1513671875,32.629594999999995,-1,-1,,,0.861514129850031,4.282321392562191,False,short;not-round,reject
3553,493,14.362460947408975,0.10945821844211143,0.029026605940542814,0.16289228348295565,0.2843535810268455,1.0,0.12121212121212122,0.8125,33,206.24090576171875,1130.0545654296875,32.27264,1,-1,,,0.7716034120546494,5.842817198681739,False,not-round,reject
5941,274,11.18719520195801,0.3105984253186925,0.03424473409563458,0.0620562368810464,0.3091767981822227,1.0,0.25,0.9166666666666666,20,504.0977478027344,1095.984130859375,17.9297325,1,-1,,,1.8123904901500034,6.132197772948536,False,defocus,reject
6502,195,14.807405250717737,0.19465004571357392,0.06703979687449169,0.11148479400424502,0.3780386059354709,1.0,0.2857142857142857,0.875,14,1058.5233154296875,745.0218505859375,16.30066,-1,-1,,,1.9570607668837647,5.822237010046389,False,not-round,reject
11,924,14.748482430949743,0.29318043940107974,0.0637739549133905,0.09931460735374925,0.3223440419480479,1.0,0.21212121212121213,0.9479166666666667,66,1070.1951904296875,731.5719909667969,15.1693295,-1,-1,,,1.9149920435206134,6.3494231893611826,False,defocus,reject
5814,295,9.898035932113427,0.1796446581323256,0.059538529811290444,0.20172725283458373,0.44510299760475447,1.0,0.3333333333333333,0.75,21,646.9473266601562,911.0264892578124,14.189214,1,-1,,,1.1726515984874442,5.604138233120188,False,two-cores;not-round,reject
5173,61,14.681740022769278,0.16964000650359776,0.1064424074977248,0.20371681215872744,0.45600503367471446,1.0,0.4,0.8333333333333334,5,645.85498046875,900.7891235351562,14.099194,1,4577,0.11547449758751856,0.736437893867645,1.5092945883649707,5.760403202855051,False,rigid-doublet;two-cores;not-round;elongated,reject
22,188,16.16395412230036,0.09553710428345473,0.10138960080467627,0.12005498587852871,0.41632142251556603,1.0,0.0,0.9791666666666666,14,138.86548614501953,480.0507507324219,13.740903,-1,-1,,,1.8354024392594568,5.936266815690936,False,not-round,reject
7124,105,12.867579041761186,0.04070913955687933,0.06822797001727134,0.07285956789979403,0.3867178472075469,2.0,1.0,0.9479166666666667,8,112.714111328125,430.5179443359375,13.731952,-1,-1,,,2.040855892449759,4.908412105399508,False,two-cores,reject
30,570,8.914701433950956,0.18948123744091463,0.029715116238456435,0.11115901019296853,0.3441530458172168,1.0,0.1,0.84375,40,694.2954711914062,209.23889923095703,13.3143605,1,-1,,,1.3879584597090966,7.253343490736971,False,not-round,reject
