frame,focus,bright,count,n_link,flow,struct_rms,affine_r2,div,curl,shear
0,119.69287109375,213.7459716796875,23,20,0.5934733321790677,1.0165455895439115,0.1315875028318202,-1.404467993791264,1.7637122050368799,0.977230368376903
55,120.34182739257812,213.98814392089844,20,18,0.8513713793998025,0.6137302756236475,0.09495462167330981,-0.5624538851380897,0.8340329894898797,0.8234896798761129
111,125.26388549804688,213.87271118164062,25,21,0.6698492048259957,1.0188567498610173,0.2356285278097875,-0.8195594807928958,-0.11056721945556837,2.384162681435397
167,123.3703384399414,212.95660400390625,22,21,0.5461835229485599,0.5482462751099841,0.09304923048986402,0.8858093053839072,-0.5315460329521657,1.0082170631638139
223,122.19499206542969,214.22869873046875,21,20,0.8793619687749191,0.7468057239057206,0.11022664052732656,0.18684516645549226,0.5273579800595944,1.3554717451093985
279,123.12763214111328,213.00685119628906,23,22,1.188801682414252,1.12584206153486,0.2775644366403791,-2.056325272848442,-0.6750390869536003,1.226123308051872
335,118.02378845214844,213.74888610839844,27,20,0.44825887602063913,0.5315892693259809,0.03638299747882712,-0.04201048612694162,-0.6815739365274563,0.7077969532694137
391,115.9528579711914,213.88002014160156,24,23,0.7507201866597596,0.7764094121659495,0.08144150533213546,0.9867623572219895,-1.1151069755371006,0.8253349617875958
446,113.8015365600586,213.7516326904297,23,18,0.6516790969246129,0.8782878189536572,0.1175694332514321,-0.5965265179967084,1.8431420583988662,0.6884348801041555
502,109.8734130859375,213.31985473632812,21,18,0.47566231708652884,0.923291262182351,0.15454650554020433,-1.1911462828660337,0.7041176189743158,1.086970153219599
558,120.33837890625,213.61386108398438,22,18,1.4862214497986046,1.0733511081301574,0.22867459023935832,-0.5832809679598923,1.628800395808935,0.932203748763485
614,122.22653198242188,213.7587432861328,19,19,0.8136929606519561,0.5683262435745731,0.08379718230950928,0.2791623162239159,-0.48096353062748787,1.1429542946276483
670,120.90840911865234,213.2430419921875,27,23,0.5769128198424417,0.3812464201820082,0.025597409532492676,0.13232461609618096,0.7701969995669767,0.4778238124356453
726,117.67557525634766,213.21731567382812,29,26,0.5776212549342723,0.43644929895024365,0.0318218660649201,0.22694068423431052,0.5875752508270258,0.7113636069621934
782,113.6336898803711,213.29537963867188,27,22,0.960121807320935,0.6783990391238748,0.08398340122019698,-1.3934112939072505,-0.3897994237165985,0.9148037184117515
838,115.33592987060547,212.92425537109375,27,25,0.7318405280648167,0.9496556265606841,0.148309556510978,-1.4318636148164967,-0.40711159031550576,0.8425055973689517
893,113.52550506591797,213.35350036621094,25,23,0.6775501537968164,0.558606053564931,0.06679053046454564,0.9121545027963734,0.8015384275619255,0.7968168267998827
949,111.9752197265625,212.78028869628906,26,24,0.3687467719882852,0.32202020372469375,0.022809348170252153,-0.2309080077556231,0.04021252050032999,0.5795897265371396
1005,107.47840881347656,213.0625457763672,33,25,0.5663136028549128,0.35147452720583766,0.009511138537535824,-0.6568966352400596,-0.12202842414190436,0.6194353042724972
1061,101.05538177490234,213.48532104492188,29,24,0.49744337471825445,0.36212194372095136,0.027767701337160666,-0.6518902957296919,-0.6017739883458347,0.4139330002765023
1117,99.38987731933594,213.31124877929688,33,28,1.0520955566759886,0.36311621282245354,0.021876196683492388,0.24879700059578438,-0.006221643869635217,0.8297975733527649
1173,97.35340881347656,212.85733032226562,31,28,0.28943314645564294,0.6832565723357656,0.10040057904844368,0.3945497755982638,-1.5214354816906839,1.175845274810086
1229,126.8145523071289,210.9364013671875,27,25,0.6197984086227354,0.7444404547115039,0.07878966735180948,-0.157691413830489,0.4028456597817182,1.6893530140151751
1285,125.39907836914062,213.98306274414062,26,25,0.8957633664174767,1.3238720859304418,0.227323572319991,-0.8128300695414085,-2.96724842312959,0.5526659871281104
1340,124.0634536743164,213.12506103515625,25,23,0.578570775669477,0.9474658084739012,0.12186899212534097,1.8120133160307899,0.8325384875094282,1.1285689746815106
1396,122.57534790039062,213.0631561279297,30,29,0.6943116826126041,0.6984424177035431,0.06827388560113756,-1.2589640876079622,-0.6954968435866985,0.44266020414423807
1452,125.97230529785156,214.73353576660156,26,25,1.315092895308222,0.8229550246088608,0.09474642015064338,0.21208861830206774,-0.665087088381445,1.6851331612663125
1508,124.64849853515625,214.24407958984375,29,28,1.5680927855083096,0.7401263419464773,0.05415187701502577,0.11580744408826159,1.236600339954847,1.8164520718923063
1564,128.2618408203125,213.98086547851562,27,24,0.8200340533996286,1.2600373893968866,0.24645023509664998,-0.6760119551815597,1.2018730810428977,2.872826140965258
1620,120.37879943847656,213.32293701171875,31,27,0.4999000505341555,0.8852962430245792,0.10206909072713533,-0.7007336274328424,1.5584324325598227,1.1508583878476675
1676,118.88475799560547,213.5117950439453,28,24,0.8949714609168518,0.7150723493554099,0.08047249516728683,0.8534177749166147,-1.4035190713323744,0.9353773750918662
1732,120.68589782714844,213.42576599121094,40,37,0.846158521322741,0.7986508715480405,0.06912666134756762,0.8083592926825167,0.7912403991621537,0.9629380652240794
1787,119.13156127929688,213.3083953857422,41,34,0.5919510384789293,0.27891528083750305,0.011086073137227537,0.2035690940229771,0.4842259433060756,0.05062041262364099
1843,109.90805053710938,212.37977600097656,39,34,1.1830480791834372,0.7469261974985802,0.07575985005741381,0.6888000386348633,1.0607280548043565,1.440207617195589
1899,110.76041412353516,212.7377166748047,35,29,0.6521245309231574,0.8423428817702285,0.10162877565501693,0.5320159862587013,-0.5516206457481924,1.4968585547805608
1955,109.27620697021484,212.47714233398438,44,36,0.5094308009913124,0.8878189696451045,0.13218480778111474,1.842323109039707,0.09399575536918864,0.4125132369082533
