frame,dx,dy
0,0.0,0.0
1,-0.06591796875,0.906951904296875
2,-1.0989990234375,0.81494140625
3,-1.51922607421875,0.6990966796875
4,-1.53240966796875,0.585693359375
5,-1.1634521484375,0.2445068359375
6,-1.6485595703125,0.671875
7,-1.2578125,0.61248779296875
8,-1.8311614990234375,-0.3555908203125
9,-2.2229461669921875,0.0859832763671875
10,-3.736358642578125,0.0355072021484375
11,-4.713409423828125,0.1430511474609375
12,-5.246368408203125,0.0694122314453125
13,-5.436431884765625,-0.2582855224609375
14,-5.777740478515625,0.647857666015625
15,-6.176910400390625,0.68463134765625
16,-6.671661376953125,1.3958740234375
17,-6.932403564453125,1.72918701171875
18,-7.189178466796875,2.33685302734375
19,-6.762969970703125,2.116680145263672
20,-7.331817626953125,2.083049774169922
21,-6.597930908203125,1.2844352722167969
22,-6.411651611328125,0.6474113464355469
23,-7.584014892578125,0.7638664245605469
24,-7.321075439453125,0.4531974792480469
25,-7.992034912109375,0.7578544616699219
26,-8.597869873046875,0.8332328796386719
27,-8.936614990234375,0.7609672546386719
28,-8.969085693359375,0.7685050964355469
29,-9.392791748046875,1.4089469909667969
30,-10.023162841796875,2.831493377685547
31,-10.073333740234375,2.797679901123047
32,-9.636810302734375,2.792613983154297
33,-8.823577880859375,3.227825164794922
34,-8.656951904296875,3.709270477294922
35,-8.981536865234375,3.606700897216797
36,-8.616790771484375,3.973644256591797
37,-9.191253662109375,5.322032928466797
38,-8.706390380859375,6.2523956298828125
39,-8.401458740234375,6.668886184692383
40,-8.36431884765625,6.723756790161133
41,-8.19573974609375,7.314088821411133
42,-7.08001708984375,8.480470657348633
43,-5.94873046875,9.084146499633789
44,-7.4327392578125,8.459665298461914
45,-9.2244873046875,6.557199478149414
46,-10.1405029296875,5.439264297485352
47,-11.893310546875,4.688837051391602
48,-12.39306640625,3.6013736724853516
49,-12.8768310546875,3.6401309967041016
50,-12.9127197265625,4.007974624633789
51,-13.4393310546875,4.295297622680664
52,-13.9686279296875,4.505311965942383
53,-13.9215087890625,4.150453567504883
54,-14.1077880859375,4.188112258911133
55,-14.644424438476562,4.434724807739258
56,-15.181571960449219,5.075517654418945
57,-15.136131286621094,5.148530960083008
58,-15.149040222167969,4.87999153137207
59,-15.171165466308594,5.129472732543945
60,-15.349205017089844,5.71373176574707
61,-14.447837829589844,6.093507766723633
62,-14.580131530761719,6.115571975708008
63,-14.642814636230469,5.723649978637695
64,-15.125938415527344,5.216997146606445
65,-14.589530944824219,4.954607009887695
66,-14.137687683105469,5.278947830200195
67,-14.403800964355469,6.10716438293457
68,-15.189674377441406,6.672407150268555
69,-15.454139709472656,6.755598068237305
70,-15.771034240722656,7.394392013549805
71,-15.822425842285156,7.151288986206055
72,-15.619300842285156,7.39320182800293
73,-15.751747131347656,7.41132926940918
74,-15.808113098144531,7.071989059448242
75,-15.580482482910156,7.028669357299805
76,-14.948524475097656,5.976980209350586
77,-15.495826721191406,5.981100082397461
78,-15.496437072753906,5.720205307006836
79,-15.355476379394531,5.562337875366211
80,-14.760627746582031,5.250570297241211
81,-14.686286926269531,5.051412582397461
82,-13.989875793457031,5.012380599975586
83,-14.102912902832031,4.70051383972168
84,-14.499916076660156,4.32838249206543
