particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,r2_msd,fit_npts,v_dx_um_s,v_dy_um_s,v_drift_um_s,v_drift_se,drift_z,drift_flag,lin_flag
0,1500,0.33666794225857827,0.007814245687234546,-0.39619596327185125,1.264686686143311,0.985139738103092,30,0.3369176857406167,-0.16095234245585657,0.37338878331685366,0.06463333089292692,5.777031419522819,True,False
1,1500,0.31782721879945475,0.004751769313503484,-0.28985662013148783,1.2151861442063459,0.9937801932675728,30,0.33468458450957733,-0.11204016850046361,0.352940179727331,0.06279877894942118,5.620175831947192,True,False
2,1500,0.3305403392090695,0.004917428337147486,-0.30177574804631235,1.2182094716759952,0.9938411144629271,30,0.2760680317018861,-0.17999269155343714,0.3295617197740119,0.06404244292542538,5.145989202157264,True,False
3,1500,0.31721670912637967,0.005657192269756934,-0.27638833585131417,1.180692279460208,0.991173319587996,30,0.26913850742564394,-0.2879728596882429,0.39416228142267473,0.06273843532751944,6.282628493442525,True,False
4,1500,0.27706955628159075,0.0035852443481939646,-0.1751360985092424,1.1332688658851269,0.9953335504380757,30,0.1988931540354299,-0.14672147984455758,0.24715517265462636,0.058634072581876404,4.215214154014285,True,False
8,1500,0.7829348426779619,0.01766923420753572,-0.9645412937677225,1.3053698607781277,0.985939763463196,30,-0.20855193791645057,0.09013153178934277,0.22719507880101708,0.09856403313730752,2.305050550077596,True,False
12,1468,0.6501952641346935,0.01296510024810551,-0.7075014063018844,1.260034024841186,0.988989328862291,30,0.06209309637923104,0.005892395827189573,0.06237205260807725,0.09076435907337685,0.6871866142706264,False,False
11,1205,0.39376251994239253,0.007553959005663919,-0.4224432738746932,1.2541827483768428,0.9898003299846982,30,0.2752661785404809,-0.19147301737250896,0.3353108787826799,0.07799386034555378,4.299195825121061,True,False
1332,1087,0.948633926855501,0.027805448973588054,-1.4507014683513944,1.4108511287916343,0.9765092484883212,30,-0.2333160391894163,0.12342830917533094,0.2639524988495436,0.12746498107002807,2.070784435330756,True,False
9,945,0.7518968030154728,0.010990969096591802,-0.6880008573533455,1.236912277550517,0.9940526579173027,30,0.2742683730356981,-0.15876005383408107,0.3169036054402808,0.12171653881920444,2.603619923098567,True,False
10,900,0.525512760962441,0.012602057529330106,-0.5847704023840333,1.2252762418450707,0.9841533599297893,30,0.24625655968004512,-0.14891185268271426,0.287779486855561,0.10427213344425261,2.759888738724403,True,False
2032,859,0.40872151985105615,0.0069051586782314265,-0.38281983232767725,1.2229847437765775,0.992071458506673,30,0.34561338090651234,-0.13084796412944022,0.36955351273996745,0.09412967961373148,3.926004149344386,True,False
2281,777,0.566292934824982,0.008572294852144939,-0.3670772315954781,1.1232452922302714,0.993624821081723,30,-0.008053539569892354,-0.0908679738274871,0.09122416438157546,0.1165054342995229,0.783003513355849,False,False
17,745,0.8401825416852768,0.005417141112552168,-0.4631858315250708,1.1701302460995242,0.9988373585548027,30,0.17462962103322305,0.23742411289357418,0.29472989995164683,0.14492951232282514,2.0336085813574454,True,False
1879,721,0.48031667897664837,0.009090847413392824,-0.4754425304954183,1.2040623462729825,0.9900693641969621,30,0.28898057219538986,-0.2590610331670168,0.3881010049097234,0.11139201440661452,3.484100785654503,True,False
6,697,0.9487850214012589,0.03228090771928896,-1.568675181422284,1.3996493539884154,0.9686049938707858,30,-0.7514161686478577,0.2858293018628819,0.8039431872395264,0.15923398437151143,5.048816622988176,True,False
2389,565,0.9711103927957081,0.02028426512543645,-0.8188701460551421,1.1489708037448005,0.9879311452305938,30,-0.03429835291997953,-0.02315787774113073,0.04138434866584983,0.178483980804666,0.2318658989970709,False,False
2080,560,1.4343883667798885,0.04015760783181843,-2.1939680097259506,1.4158271680664605,0.9785250510787666,30,-0.7204231469736866,0.45910208187327933,0.8542740966901954,0.2167283284408802,3.941681748923869,True,False
3079,516,0.6467184210303742,0.01288748518689964,-0.7811401922041381,1.3194745772225345,0.9890033177803161,30,0.4003320309515093,-0.3624730635823187,0.5400485689533042,0.15283065462319176,3.5336403569349946,True,False
1961,480,0.9483698660543257,0.0336452806870809,-1.6089158912205734,1.4460072370699406,0.9659584522467182,30,-0.7826877461700873,0.5136704184627899,0.9361930392865291,0.1919011549050293,4.878516962286367,True,False
1784,477,0.7281450280250191,0.00221714797728174,-0.2388018696523405,1.132340577448771,0.9997404632366759,30,-0.21930286035553728,0.08908529479961322,0.2367064306470238,0.16850245269579195,1.4047654907098877,False,False
2986,472,0.7571576477974468,0.014554730512544734,-0.8227321088056521,1.2579084397925018,0.9897594472789593,30,-0.5274474114537084,0.3811120403206391,0.6507281760663035,0.17182661687385786,3.7871209240185357,True,False
14,417,0.4634432742577467,0.005468374745102877,-0.17133886310622512,1.0647787183512643,0.9961167830124447,30,-0.30665726759343936,0.15824204949301063,0.3450785794505691,0.1437761124333964,2.40011065544998,True,False
3509,397,0.6398033612849434,0.013712205840153495,-0.7475433567652783,1.266520696932655,0.987302163424265,30,0.47081835800710026,-0.3297391230929983,0.5748024143430868,0.173353309745581,3.3157856356286803,True,False
3191,382,0.9356182093245067,0.018327553026153538,-0.8600513756917934,1.204428357111186,0.9893701176320934,30,-0.22134070597989516,-0.10393853259892967,0.24453001182369652,0.2137190903711468,1.1441655090288994,False,False
3654,346,2.3942951502042873,0.10090672141365589,-4.922447928222778,1.6657884998545958,0.9526233785990534,30,-1.342621495313336,0.8032135910542216,1.5645397254565436,0.35876268499375724,4.360932145113608,True,False
7,337,2.770790928053429,0.11473406334263678,-5.665354131226004,1.6522077794623404,0.9541890100661407,30,-1.4563283458877812,0.7567880252940632,1.641225263717546,0.39106000382659933,4.196863007359057,True,False
337,275,3.240365369020143,0.14498084548753915,-6.906239165324093,1.7084060452444245,0.9469230438676992,30,-1.6807815803718582,0.8137532556653562,1.8674102607684493,0.4690057657022474,3.9816360423039914,True,True
2946,265,0.725858647363049,0.015267479074448741,-0.8572608418236919,1.2692765202456868,0.9877639356136628,30,0.44037203522213436,-0.06608985096453382,0.4453037141167801,0.22571455375580027,1.972862213389007,False,False
2127,264,0.3688155201181272,0.008176256058474784,-0.3602784633281636,1.1413186787305691,0.9864258369476296,30,0.1471422967350019,-0.22040737700255725,0.26500993816383334,0.16059064704407433,1.6502202528090006,False,False
2140,259,1.4164513250508017,0.03850216663158015,-2.1588926712286733,1.4356562938676698,0.9797310188827313,30,-0.8120477151117118,0.7665814063973158,1.1167222323622998,0.3195563460762686,3.4946019569762243,True,False
811,256,0.39157874026188455,0.0018712713007518534,-0.194176320804975,1.164364904453169,0.9993609781280499,30,0.25182792174809676,-0.10172105722191084,0.2715961628121959,0.16900359166471215,1.607043732839821,False,False
3034,251,1.1182746063255713,0.02215176483252878,-0.9383189833241351,1.1899083104987278,0.989132435832999,30,-0.8872901404245409,0.07955531117522972,0.890849505152688,0.2884434618961271,3.0884718249342624,True,False
