t_s,M_px,Renc_px,cx_px,cy_px,Rg_px,R95_px,clipped,npix,dx_px,dy_px,moved,Rfix_px
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006514540725675033,0.015206120385187205,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06601751271182366,-0.06667402612964679,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011323452136139167,-0.04371641219529465,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07130657363984483,-0.0189255535015036,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0885893029987983,-0.10936480132016868,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.0,-0.29842439448054847,0.2431548150248659,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,0.39462023344765385,0.11894941839125295,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,0.17010981008729686,-0.05715971588813318,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2788.0,0.06472501448047296,-0.2577810302786929,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678.0,0.3078435681817382,-0.14432546665591417,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.0,-0.19226021505903645,-0.020752171930155328,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082.0,0.41050804063661417,-0.1319940828893209,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308.0,0.2329969918714596,0.0607990407138459,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482.0,-0.16825710866521604,-0.047943730468716694,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2761.0,0.10917101973473109,-0.08550326286984955,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3161.0,0.06516803337126476,-0.03239734731852195,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.0,0.1601314684821773,-0.0537336946010214,0.0,0.0
