particle,n_frames,D_um2_s,D_err,intercept_um2,fit_npts,size_px_med,size_cv,ecc_med,nn_px_med,mass_med
2,1225,0.11726594773281725,0.001717205151630284,0.0818570284166666,20,3.242755372606146,0.31688248393247653,0.1170184408837922,201.83805527240258,2214.513343717799
8,1225,0.1419657577101079,0.0009493822653186499,0.03347642624953307,20,2.689563542298484,0.34411570077230735,0.0396054970666842,127.22644193415341,2406.731642918517
22,1225,0.08284521742362555,0.0008276592688036544,0.010785946693034674,20,3.821632282872957,0.02578324795024739,0.0317553228162949,75.25652645587019,6142.169805011507
24,1225,0.07070446647937759,0.00030373392851327775,-0.004120636799093781,20,4.512278740254796,0.022819874656546203,0.0469156366154616,131.28167426350325,7691.722673125942
28,1225,0.14260077639065144,0.00038016092954686986,-0.005216884900317575,20,3.0131365048133243,0.02251533474313315,0.031247654976802,132.0383142700336,3541.9059835247904
25,1225,0.229123260923413,0.0025381083509275083,0.14827728163277634,20,4.022663070879561,0.4356754107796793,0.1036332056149429,75.25652645587019,1213.727180677088
12,1224,0.06551091190781363,0.00048181549770780663,0.0010194811591063427,20,6.655710790463093,0.03734338580753455,0.06508127578497644,160.33428204930624,7391.463090369651
23,1221,0.1641501590756358,0.0012144883456060333,0.025138432156211497,20,3.1320694684073622,0.31994289266646075,0.0496213673401171,307.1696234344159,3632.308620803452
17,1210,0.20928484721531,0.0017323705732238835,0.19800941682587322,20,5.970587647390592,0.2742352771319804,0.3090068560755374,80.8379417945365,1681.6639903608675
93,1174,0.15761179245752713,0.0008666540640260275,-2.2387225355204008e-05,20,3.1080928510053054,0.30708717359983967,0.030414766827808602,140.9290352510132,3635.343900667395
103,1167,0.1745203156283132,0.0008482711735391888,0.11396032491100483,20,3.1806587704542086,0.39018401717962775,0.0737808768429454,129.88962836213744,2538.703771036577
120,1149,0.2887850212534005,0.0010911279253216133,0.11553453098997117,20,5.936937971069323,0.3368394411931238,0.1369990727953133,122.35362199775402,1236.798544773626
382,820,0.10903425975211968,0.0008124095450626923,0.06349738350928379,20,3.9405380843799254,0.2589779709194621,0.18335608909209267,121.42196927248733,2323.4847163789846
13,814,0.0975323006219094,0.0031008505789957776,0.09762159731406818,20,3.878735441029817,0.24484165044583553,0.1439612873476103,306.6652733032875,4378.647415414951
496,778,0.21229129037828384,0.002765643486870965,0.11089248285417615,20,2.784381824236309,0.41902291126027014,0.07127501113106335,101.86370163695943,1560.1005798139272
305,753,0.06005596923507177,0.0004893628293510001,0.012467994460994433,20,3.978899558277469,0.021211472553442398,0.0422961210711069,177.80932760693352,6583.65193270064
411,717,0.20594215536369093,0.0021253710949798196,0.1528101797522298,20,5.819310770634271,0.4009311504003475,0.0746479974520329,263.21131945853296,1967.7190881788124
81,699,0.15622479142137238,0.004714860829352159,0.14810173696530657,20,2.85054667421256,0.38989403844917775,0.0752671612424483,409.3477007651093,1555.2546666081885
428,575,0.1544691522608451,0.00434873139951291,0.20020602955905673,20,3.2719796347503918,0.3278114144347275,0.0733346998296142,158.60484109049065,3547.1121842893144
703,568,0.23495527942506528,0.0037645956469973155,0.12862830649108598,20,3.3259227163501732,0.395840919284831,0.083060751836071,172.9527376517441,1772.8267020641688
7,555,0.24294208547324078,0.004825847285849204,0.20315072979301038,20,5.940616125639686,0.2944009658234416,0.4091548318504541,170.06850817483854,1536.6338087062304
383,512,0.2709503457146918,0.006653435773490726,0.37983689487394523,20,5.749644944878842,0.29131339271355683,0.3595730410853478,141.05867129721958,918.1778231352146
297,492,0.04268213313187431,0.0004677147061665652,0.024985713035822886,20,6.886684886024893,0.010461692593238134,0.02538383172815835,25.40543030085957,8197.65026560563
18,447,0.3333805349382938,0.003430375082573542,0.02731315991455439,20,5.874885091490598,0.3278626709187177,0.1467577448333532,172.51467260160115,1827.8489114036597
163,444,0.4195912346069282,0.0023096859412640868,0.25222731926069175,20,6.1752021327047935,0.020843957732569154,0.4665444334835508,173.4909377721013,1689.539547208004
627,407,0.08473050922995691,0.0029717142410521946,0.37030460380216923,20,4.786056351917172,0.23065561046676236,0.0836171150668762,26.04742591497083,1514.2629004370124
902,390,0.03557530339380159,0.0009479520208696904,0.0743260608421629,20,6.879396091635221,0.01313355091559378,0.02780019939970585,48.962437106923396,8556.207699141385
