particle,r_px_med,r_um,circ_resid_frac,inlier_frac,r_px_frame_cv,n_meas
297,20.17530884690421,2.9032269430695155,0.008317523427514042,0.898989898989899,0.003729100652566517,8
902,20.153621402184722,2.9001061197743816,0.006407006159033628,0.851948051948052,0.005264381604385761,6
12,19.16749228415026,2.7582021396892222,0.009910668344888957,0.9393939393939394,0.004419880520292957,9
24,14.500000000000016,2.086550000000002,1.5290652734752773e-15,0.8888888888888888,0.004383050200259745,9
1031,13.725855797755097,1.9751506492969584,0.1507417981194441,1.0,0.08086603543694834,9
627,13.518546589122561,1.9453188541747366,0.15107954186795347,0.8857142857142857,0.19682288955265867,9
915,13.383647830050007,1.925906922744196,0.19115158160911477,1.0,0.04683876905965539,9
1102,13.30998899853966,1.9153074168898572,0.017716339339055084,0.8055555555555556,0.030371782812532045,9
305,13.193628332464096,1.8985631170415833,0.010934029919656555,0.7878787878787878,0.011347524909137896,9
13,13.161855210219445,1.8939909647505782,0.18076542686519537,1.0,0.061225394433352384,9
151,13.094446772329597,1.884290890538229,0.008807521854406301,0.7714285714285715,0.008776601414273843,9
1000,12.904743784146643,1.856992630538702,0.2083322898682024,1.0,0.07736324958917738,9
22,12.717163647694813,1.8299998489032836,0.01787743280374232,0.8333333333333334,0.006747410442740166,9
11,12.710613403792959,1.8290572688058067,0.1662299739896543,1.0,0.15538460433602877,9
410,12.339989869513088,1.7757245422229333,0.05887777379773124,0.9444444444444444,0.0764930380732033,9
15,12.251301854878442,1.7629623369170078,0.04499065902849104,0.8611111111111112,0.028738907700595798,9
72,12.246436620571895,1.7622622297002957,0.23685251288421943,1.0,0.08834404666811888,9
306,12.239962836226093,1.7613306521329348,0.18617121547806684,1.0,0.05377448198432098,9
1154,12.13267002254582,1.7458912162443436,0.24692805337692772,1.0,0.04916115209128442,9
1026,12.073575892160909,1.7373875708819548,0.18105669751780606,1.0,0.06654591607458349,9
197,11.893903901893898,1.711532771482532,0.14510954111876606,1.0,0.04363847397383147,9
203,11.180426381393431,1.6088633562825148,0.454909526465705,1.0,0.05679138514579274,9
428,10.83631940194417,1.559346361939766,0.03221961656085486,0.8571428571428571,0.09125675509419054,9
835,10.76444195598552,1.5490031974663163,0.34567397475359724,1.0,0.07342505682102346,9
382,10.597353085458934,1.5249591089975407,0.17239643305325766,0.9705882352941176,0.1906917130912006,9
