frame,y,x
1,0.01715364354023719,-0.15039659073844547
2,-0.16049339186419267,0.08064745299804799
3,-0.18905253306839007,0.02660114975849341
4,-0.11534748112885124,0.11049652800518905
5,-0.2339360466145487,0.08525531642065806
6,0.0004184673849625675,0.5267604027025109
7,0.34955818003278916,0.19819837490969472
8,0.012728820155544107,0.29016414918004024
9,0.02981961895728171,0.7238284811610156
10,0.11541631672660432,0.37879080638432966
11,0.17503644373902144,0.2037730107653656
12,0.20190126937281813,0.04179036188465618
13,0.2151236886279557,0.3059498890837998
14,0.5605456740571451,0.35486705569068366
15,0.43030183583411974,0.6586321983859011
16,0.36592140304296866,0.5686912754423191
17,0.435487522759318,0.6379483516622094
18,-0.060452966077162884,0.28524445295056455
19,-0.12357386759840425,0.2703810146252453
20,-0.37332706550631606,0.29546772497954765
21,-0.15873286479432466,0.36473561220289863
22,-0.2589913579612183,-0.2528544697171735
23,-0.30046910683800304,-0.5666601759746249
24,0.08480480368376558,-0.34651912250030004
25,-0.27017515812382004,-0.17245751159012954
26,-0.42481778844244567,0.24976641251344808
27,-0.5684843458682229,-0.3547529410594702
28,-0.49332150269871805,-0.2783085249225886
29,-0.25255720037236273,-0.4482116396486987
30,-0.6675734393174857,-0.6632304423487
31,-0.059252169342084327,-1.0005687734941455
32,-0.39410508149634943,-0.3765192220447008
33,-0.6498223118307965,-0.6421899954967969
34,-0.3480740105057908,-0.575021665542181
35,-0.7015904133544354,-1.2374335083230779
36,-0.3498922529459527,-1.368509419098137
37,-0.4208225989908676,-0.8154892171480567
38,-0.14416442517344213,-0.6606365434907201
39,0.14593045822605133,-1.1007484384849207
40,0.29056212067615406,-1.00495563246449
41,0.28072000033293626,-1.167796166277831
42,0.13111930981265643,-0.742033694957122
43,0.10417085203639889,-0.8117529105247494
44,-0.2110874534505839,-1.3028648329703998
45,-0.29924532881499655,-0.3045903769158551
46,-0.2851889033294892,-0.6209433348907796
47,-0.33520713990840845,-0.5292143899610764
48,-0.07939175855610309,-0.1952013817163149
49,-0.0727494214584286,0.2488897458328263
50,0.0558824302873802,1.0058459061354976
51,-0.274555126843434,0.48342684186823404
52,-0.2410254952281792,0.4004082861308187
53,-0.6512682174907516,0.6239441767746191
54,-0.40944643051965257,0.5875613183750973
55,-0.24391429586813032,0.33512968768402107
56,-0.8811724448925443,0.7439219717866175
57,-0.7287037572206885,0.6841054941810882
58,-1.1196120824462406,0.7268932827533288
59,-1.5014266261889908,0.6241142668781962
60,-1.483728915152183,0.1349085079284162
