particle,r_px_med,r_um,circ_resid_frac,inlier_frac,r_px_frame_cv,n_meas
124,17.299205125535504,2.487798689103261,0.03154987203868795,0.9310344827586207,0.017164800795844978,9
525,17.25673653049794,2.4816912804509084,0.024673268653653484,0.9285714285714286,0.022882795293732782,9
18,17.188738553947083,2.47191249144313,0.021501210329553853,0.9354838709677419,0.020390954767002055,9
759,17.113256707414617,2.461057447093296,0.03322146751814185,0.9285714285714286,0.04081929793190417,9
12,17.105030986954855,2.4598745062339775,0.016724061021413352,0.8620689655172413,0.009738939031174886,9
69,17.05933762998895,2.4533033445687105,0.041263808004171516,1.0,0.015269917022357943,9
187,17.008075898934976,2.445931395025839,0.025994617603316998,0.9310344827586207,0.0176688401981037,9
20,16.988804145355523,2.4431599241435777,0.07131383445835952,0.9615384615384616,0.059081097942282355,9
668,16.92808065881522,2.4344272795442166,0.022011640845130444,0.8571428571428571,0.02869819370732472,9
1054,16.831479474104356,2.4205350631709472,0.035291908995387006,0.9166666666666666,0.021023802672900063,9
1353,16.828458544448587,2.4201006232771514,0.01943354539616864,0.9,0.07324200533498779,9
1087,16.808376615469307,2.4172126410706407,0.022378294980121113,0.8387096774193549,0.01966383968196518,9
1008,16.775321225025667,2.412458945370941,0.027767797984481472,0.8064516129032258,0.011257497712676368,9
1850,16.626625739205174,2.391075047555096,0.0252214120241446,0.8461538461538461,0.09499678032039016,9
15,16.5954520625161,2.3865919611104403,0.09767184422045097,0.9090909090909091,0.11507206826709707,9
1574,16.586894387199024,2.3853612818230916,0.08230803461359125,0.9583333333333334,0.06014667586735931,9
1297,16.57446026213838,2.3835731302981205,0.03498123568774776,0.8275862068965517,0.016904919809837278,9
2424,16.56693180081549,2.382490462275275,0.053494134049559855,0.9696969696969697,0.12407974330823296,9
612,16.543775056752196,2.3791602909115332,0.026673741248687058,0.8709677419354839,0.024356673950116342,9
1051,16.501933052926017,2.3731429923412906,0.02390279132316706,0.8275862068965517,0.11322153886815027,9
961,16.451781856112923,2.3659307487275996,0.04845760282788872,0.8666666666666667,0.06259248838448096,9
453,16.357456120386185,2.3523657646727374,0.030485215244062867,0.875,0.010705673036670646,9
52,16.273275526960553,2.340259753532197,0.04397747613002304,0.9444444444444444,0.11679760713484598,9
2278,15.836855755631188,2.277498226217321,0.15812796367319415,1.0,0.10198805409179162,9
1739,15.821883029821214,2.2753449985185887,0.11483010737986052,0.967741935483871,0.20025885039521385,9
1564,15.784399493502805,2.269954491160638,0.031765471664309534,0.782608695652174,0.1479041883652047,9
3104,15.540488486008341,2.2348776491728595,0.06023318447621649,1.0,0.15137337612284352,9
2819,15.383945079212346,2.2123651418415275,0.11339537076975652,0.90625,0.1232684919387498,9
53,15.327055355937055,2.204183830737308,0.06860784363643604,0.9444444444444444,0.11773089867639928,9
58,15.273556188290566,2.196490115438066,0.1882487057983968,0.9655172413793104,0.08639532940648782,9
664,15.249033254321917,2.1929634723040348,0.14472824147453886,1.0,0.04074943689155528,9
1223,15.222657067641766,2.1891703128975624,0.1930076566394322,0.9142857142857143,0.12460041108451869,9
