particle,n_frames,D_um2_s,D_err,intercept_um2,fit_npts,size_px_med,size_cv,mass_med
2713,300,0.19503882185538768,0.000852607712158832,-0.014357304325314714,30,2.9197104620198093,0.04037613372861848,924.6652119984758
2466,290,0.06069309251657196,0.0022076978583119074,0.32267761351884916,30,3.196170341937932,0.03305282099208583,265.2649147438098
2424,289,0.07980811039456362,0.001150215206180958,0.057612808438635844,30,3.1831597829003093,0.027944817412042234,242.9850304615601
2695,284,0.04949082098073595,0.0008110302701931767,0.05738124883527295,30,3.242335667491029,0.026619797382774462,383.0513414339186
2476,283,0.06516759641556985,0.004786448190107863,0.3691160499207313,30,3.1591153817172457,0.018890357506381843,278.80115138734885
9,278,0.1304258495913764,0.0023949277291214874,0.19444904173654481,30,2.4891734624240316,0.07166533583807154,528.2634528775513
1472,274,0.15770022692016925,0.002716408932389447,-0.10676631488995979,30,3.168727412563972,0.012065650094026008,983.3894341597515
575,271,0.04102147266206563,0.000856319111732148,0.036289168863425064,30,3.2120016481584868,0.031805485043072894,1245.685573652515
449,270,0.11824447143055629,0.004058594910994784,0.4976045463592496,30,2.5858020094891367,0.07938962121094799,248.4591471888263
1026,268,0.25507171240475396,0.00242973606524972,0.05085793128511351,30,2.673062290003693,0.10497292973988154,451.98349377822683
69,265,0.09158488147572218,0.0008685169442160597,-0.04967128558579649,30,2.7969048780474632,0.03953190810475676,461.4377611797795
2841,237,0.017093679504499033,0.0011383716997372647,0.19206911310882852,30,3.189265554241413,0.015286832461529657,308.6345358340167
48,236,0.2773032585484412,0.004178340996656957,0.08990497112447397,30,2.3766002113352256,0.09520283699582967,290.133329460592
1223,224,0.08791330331080893,0.0028300485534156045,0.39029726714568647,30,3.0822679550823455,0.0226027187604654,274.43672324753527
1641,220,0.04596784880067061,0.0020792714961572834,0.19927115211450958,30,3.2344788810026,0.024866894027172712,318.1194497513545
152,220,0.12091775928707826,0.000873170043312438,0.01276336500643584,30,3.072128860119057,0.02377211328454136,1070.442837019823
1353,218,0.09322576328066298,0.008968044090226411,0.6987841458771382,30,3.183873258821282,0.02735829289633363,239.0762668424632
2833,218,0.03182081654885681,0.0016169567899462038,0.15375576533644295,30,3.122253101713329,0.02872768191908633,305.7532739080417
2913,217,0.38113511765783364,0.004761874786889524,-0.17204800309186757,30,2.0650351471558523,0.12256278502512068,511.67473010894014
957,215,0.22140298151045965,0.0022169000817139468,-0.01782676800885693,30,2.258390787124412,0.1522762717934001,546.5913035800396
947,211,0.05965452174541412,0.0018798618633035311,0.16431734075042242,30,3.157239630426605,0.021176818824827352,268.58408396601334
1538,206,0.16640684166847786,0.002529612134471545,0.1327392222409257,30,2.80027995019858,0.06439940897166561,389.01574842518664
2242,193,0.3311400638479587,0.0025369105802790456,-0.03808612043218664,30,1.8971932652098695,0.20516684778217156,387.5057480691242
2926,192,0.0566635349497747,0.001259845690883456,0.14028555393086492,30,3.228932739242611,0.017958521158814876,298.84163062507366
2532,190,0.07957665123620063,0.0030705111340279144,0.23819716995427107,30,3.2191306719751243,0.028809996564939273,240.98964630306338
12,180,0.08488021595212511,0.0032509670978742,0.2107720175607558,30,3.16721607772541,0.02218063256490382,267.54260746128114
663,179,0.1858415966502438,0.0019739531936277433,0.024380816856350587,30,2.852057240623989,0.0748448682681562,387.3814277761607
1983,178,0.01544804161974924,0.001917447155824003,0.16922408874807665,30,3.1354814150791377,0.020042715067963554,286.1643986615742
668,178,0.26168833028767596,0.00705755677050318,0.5480917219493172,30,3.2027109434575802,0.0209602563099723,240.1813495371457
612,177,0.1013703687617612,0.002735090067884586,0.10195112458305883,30,2.78048550730936,0.07715143966923031,437.3765779322329
2322,177,0.19452555476785333,0.004214618647296508,0.3127768963256697,30,3.105765286335681,0.030066097726903,252.49085566046296
1770,176,0.14943792944496628,0.004210893860613831,0.22541294764031175,30,3.1597726313489956,0.020995831895724255,316.1038354628521
2752,174,0.24870316551033106,0.0028957687605322816,0.17135278741532362,30,2.1490867904698066,0.15001247943359755,516.161325567547
393,172,0.046824972119657915,0.0061183422456248665,0.7077452480669184,30,3.1465599989160085,0.02141077547153639,270.47139386858896
