particle,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape
5779,7.180340424966374,1.0326047565144143,0.23943088963870376,0.024713956409251864,0.025619286045840357,0.2426940940927081,1.0,70.1224652683553,31
25,7.361843133281075,1.0587066609971514,0.18490509448811954,0.029469251186492212,0.03532519708177784,0.26232312377559325,0.9791666666666666,101.8345451720952,31
21,8.055602075769372,1.1584761345163932,0.14367920446727395,0.03662336006621202,0.036641793927582475,0.3042322132732944,1.0,100.83205138513418,120
41,8.46116751105509,1.2168004997648323,0.07495586526740082,0.07006709359025438,0.07019639298773832,0.4171066436015232,1.0,71.4700148890667,89
29,8.494759766655065,1.2216314020426648,0.16315200851912676,0.03439002055991441,0.0427954093477392,0.29186065362730956,0.9791666666666666,104.86029808973518,115
26,8.52225208592317,1.225585072476611,0.1712406345587365,0.029182457833945227,0.08635482407900849,0.33767335229666784,0.875,74.79051942540924,120
23,8.555241462808498,1.23032927476649,0.07473526959334163,0.040705100074488444,0.04506463974328247,0.33658405950466397,1.0,348.62057937595125,14
6570,8.736373080300101,1.2563778126779575,0.15263808489957462,0.04179049106440301,0.11784167630795297,0.2994168207007454,0.8958333333333334,140.62059652882652,10
38,8.858387649731398,1.2739247279078723,0.21128240366584927,0.04899200582492842,0.08192658360929192,0.36410514816716133,0.9166666666666666,90.01609424288175,120
11,9.251482767886685,1.330455736849784,0.1280781230329523,0.014517139364249962,0.033898919146640935,0.24411499401250125,0.8645833333333333,54.79017839345212,120
9,10.291199552272381,1.4799774076122911,0.15800725679976974,0.018838240625948667,0.019939058306375327,0.21686154877796038,1.0,153.57335505824247,120
8,10.465382717051428,1.5050266885391659,0.10379233458131423,0.017188537976782353,0.018834038175647397,0.20622799338154496,1.0,62.044866479267185,120
13,10.618847068037416,1.5270963968544609,0.04418521890000722,0.024724952078841664,0.027022952981567996,0.24349117095844885,0.9791666666666666,85.90828977306845,96
5,11.116734225134085,1.5986975489165327,0.012428759686688272,0.010817529683569572,0.014280158141767457,0.17153143368856322,0.9375,58.657207293389874,120
4,11.329714480120277,1.629326239386097,0.026103670536229084,0.01304336128019773,0.013886683856400333,0.17732477296388277,1.0,69.73255864124003,120
3,11.533064463569318,1.6585700005059034,0.0071630697793882625,0.008408281786174733,0.010117371204226091,0.13418017258830323,0.9583333333333334,54.79017839345212,120
10,11.65527451793031,1.676145028423558,0.00963852678826238,0.010776428806985535,0.0523354004849344,0.23942950463100815,0.7708333333333334,15.993159948406877,120
14,11.82387547468489,1.7003915320144338,0.03931827844753154,0.02258341248293545,0.06576808056963146,0.23572151719737033,0.875,15.382682921600317,120
6527,12.615250948753797,1.8141992389402835,0.03030204105315323,0.0628201020647595,0.08609580720845147,0.2783717375099058,0.9375,45.47242153302661,17
6,13.675534707357809,1.9666786462651265,0.008407463264744815,0.013640000630268115,0.029612391225901383,0.17159582630127881,0.8229166666666667,15.939002460362543,120
12,13.682215612008985,1.967639427163012,0.013789691911392201,0.064042047787459,0.06414074105208242,0.40170773551343625,1.0,63.6931126203729,120
7,14.129568168520098,2.0319731983148754,0.009467207872321531,0.012162694643131801,0.04951230105058768,0.24352346365868965,0.8020833333333333,65.23599745852333,120
5198,15.400405257937075,2.214732280143931,0.010466112933233672,0.03015133383534602,0.08876304911288688,0.32366971832897495,0.8125,11.481661638222425,41
0,16.788941691122474,2.414417704600323,0.00351822884743486,0.0038715019297114817,0.02619685887628368,0.13920588157473934,0.8125,15.779751722695417,120
