particle,n_frames,R_px_med,R_cv,resid_med,ring_cv_med,ecc_med,n_cores_med,frac_multicore,inlier_med,n_shape,x_med,y_med,sym_med,polarity,rigid_partner,rigid_sep_cv,rigid_corr,med_step,max_step,mislink,reason,proposed
0,1135,16.789547446841052,0.003601896157852225,0.004092334504369539,0.026185774497374643,0.13714793759791813,1.0,0.0,0.8125,80,586.8820190429688,654.7901611328125,234.62779,1,-1,,,0.7186480727879786,2.421163780925526,False,,single
3,1135,11.545473054866886,0.0073354013930204244,0.00854606924340662,0.010430725106425329,0.1329940350565506,1.0,0.0,0.9583333333333334,80,937.678955078125,375.1204833984375,87.96573,1,-1,,,1.0070024158045028,3.1328802073578412,False,,single
4,1135,11.32681626523021,0.026728884977278967,0.012441177956928902,0.013351436448049826,0.17176831332248138,1.0,0.0,1.0,80,1314.261962890625,1007.5088500976562,72.89289,1,-1,,,1.0816092797732675,3.5349624044530263,False,,single
5,1135,11.136030299525142,0.011621286677098266,0.010236071910647064,0.014326979618423278,0.1716528527792832,1.0,0.0,0.9375,80,1100.912841796875,140.8267059326172,70.978455,1,-1,,,1.0666141506008606,3.564239141055874,False,,single
8,1135,10.472602740645446,0.11290219435024593,0.01693716376989881,0.018058408675564533,0.20295967038284912,1.0,0.0625,0.9791666666666666,80,1403.81640625,105.02139282226562,48.465153,1,-1,,,1.1287288800768545,4.4314693390151465,False,,single
9,1135,10.27617903557934,0.16403975858002154,0.019766844236457824,0.019942722315983367,0.22065913595048448,1.0,0.1375,1.0,80,1345.9696044921875,520.024169921875,41.211628,1,-1,,,1.2558636171041186,5.140280590741895,False,,single
6,1135,13.660934174432796,0.008124918903468224,0.015369082617982635,0.03051930773530492,0.17433187406107792,1.0,0.0,0.8333333333333334,80,1119.4254150390625,986.3809814453124,39.90649,1,-1,,,0.8633240053750193,3.074288259136055,False,,single
7,1135,14.11302279599248,0.013066763200327942,0.01104531753375777,0.050149221066197354,0.24646127502440504,1.0,0.075,0.78125,80,231.63450622558597,270.1038513183594,36.88353,1,-1,,,0.8445345955649616,2.8061822865078137,False,,single
12,1135,13.688983622269546,0.013465006876597095,0.06413065839298426,0.06422976197479376,0.40239443730895597,1.0,0.0,1.0,80,1271.27197265625,293.85302734375,36.05203,1,-1,,,0.8971123897407234,3.2065645680136483,False,,single
10,1135,11.645541227652858,0.010043304247813183,0.009173976404632526,0.05236141587332303,0.24239769499366415,1.0,0.0125,0.7291666666666666,80,427.0625915527344,254.7540435791016,34.853466,1,-1,,,0.9418093850976198,3.1237050867898932,False,,single
14,1132,11.827813404618649,0.03382231065179693,0.022708114116368895,0.0632164250471183,0.2433562088304479,1.0,0.025,0.875,80,163.48049926757812,710.2051696777344,24.782339999999998,1,-1,,,0.8657087887887196,6.08235665901747,False,,single
11,1135,9.27095156793304,0.13306597464486808,0.015519695141205162,0.03480992493744533,0.24512352891650796,1.0,0.05,0.875,80,897.2122192382812,417.9565734863281,24.394594,1,-1,,,1.2837084234278477,4.100498502943462,False,,single
13,914,10.609565904182757,0.043402240902496086,0.026474930444995454,0.028011920813022673,0.25069120385498966,1.0,0.0,1.0,64,1325.9678344726562,1177.9924926757812,21.8799095,1,-1,,,1.2785946696523733,4.154205941703975,False,,single
23,130,8.616635878741548,0.10257213907789349,0.04485028009951038,0.04488415076095317,0.33936197921954725,1.0,0.0,1.0,10,11.121461868286135,1144.902587890625,7.7249865,1,-1,,,1.2210392271645154,4.2342615846315255,False,,single
26,1135,8.512130719048816,0.17365517900872163,0.028974321994131018,0.09210875220403322,0.3555369289132496,1.0,0.05,0.8958333333333334,80,1298.6278076171875,1115.1192626953125,7.354667,1,-1,,,1.484710802736862,5.077113223248178,False,,single
5198,381,15.40089400025022,0.008908834238027376,0.028320456666708304,0.09090465164601333,0.3212719830093155,1.0,0.0,0.7916666666666666,27,1150.270263671875,832.5863647460938,6.946017,1,-1,,,0.5751718278900956,4.0692631715219605,False,,single
