particle,keep,proposed,reason,R_px_med,sym_med
1,0,reject,rigid-doublet,14.51268333804386,119.51719
5583,0,reject,rigid-doublet;not-round,18.10819657367376,82.89657500000001
2,0,reject,rigid-doublet,15.702967841760938,79.31199
7466,0,reject,not-round,16.632832829748683,73.2906925
16,0,reject,rigid-doublet,11.4382933313406,16.018019
24,0,reject,not-round;elongated,13.686908543236427,15.39017
15,0,reject,not-round;mislink,15.482685682049985,13.562047
17,0,reject,not-round,10.228667195461687,13.351979
19,0,reject,defocus,11.976758330881438,11.311863
1990,0,reject,defocus,11.886707862446116,10.531604000000002
4023,0,reject,defocus,15.712282050791613,10.272767
6072,0,reject,two-cores;not-round;mislink,21.216397824862447,10.185379
20,0,reject,not-round;elongated,12.378221395237972,10.11771
52,0,reject,two-cores;not-round,17.637200152047694,8.9507265
18,0,reject,not-round,10.69258667696626,8.707882
28,0,reject,not-round,19.533744293629404,8.61017825
4111,0,reject,two-cores;not-round,21.349786041413328,7.239844
85,0,reject,defocus,12.067006125208597,7.1777864
22,0,reject,not-round;mislink,12.383771790433949,7.084309
1488,0,reject,not-round,17.01782322479653,7.020173
640,0,reject,two-cores;not-round;elongated,16.621691074757987,6.0003981500000005
6853,0,reject,not-round,9.016668240690915,5.5841907
35,0,reject,not-round,19.552652315664105,5.384945
2789,0,reject,not-round,8.81533568501418,5.2519407
47,0,reject,two-cores;not-round;elongated;mislink,20.99062141177918,5.2393928
27,0,reject,rigid-doublet;not-round,11.465717998614116,5.1330466
1407,0,reject,two-cores;not-round;defocus,10.180227736583404,5.02064425
30,0,reject,short;two-cores;not-round,16.746677998818654,4.9401364
33,0,reject,rigid-doublet;not-round,11.742974828000484,4.916528
1347,0,reject,not-round;mislink,11.994742267584632,4.8764696
6830,0,reject,not-round;elongated,11.223196838237856,4.8024487
32,0,reject,rigid-doublet;two-cores;not-round;mislink,10.291454339160351,4.62124625
285,0,reject,two-cores;not-round,11.54174839154432,4.48554495
4736,0,reject,not-round,16.960345491674055,4.4182017
306,0,reject,not-round,16.35141517704197,4.08845375
983,0,reject,not-round,18.78132622991113,4.0798842
6822,0,reject,rigid-doublet;not-round;elongated;defocus,8.59606666533711,4.051835049999999
6699,0,reject,not-round;elongated,15.785089672919357,4.013314
4197,0,reject,not-round,10.126506226343478,3.9033311
45,0,reject,rigid-doublet;not-round,8.19166641422654,3.9019601
5979,0,reject,not-round,15.917085392722385,3.89429545
31,0,reject,rigid-doublet;not-round,12.056760949741042,3.6681793
42,0,reject,two-cores;not-round,13.278381793227371,3.5037234
36,0,reject,not-round;defocus,13.209966435525889,3.4013631
4898,0,reject,two-cores;not-round;elongated,11.252898463073269,3.379552
79,0,reject,not-round;elongated,11.380205035622517,3.3781273
5824,0,reject,two-cores;not-round;elongated,9.695422159409452,3.341388
4456,0,reject,two-cores;not-round;elongated,12.81815484367594,3.2253483000000003
4217,0,reject,not-round;elongated,7.6957497699175,3.2143648
1576,0,reject,two-cores;not-round;elongated,10.287809760146189,3.210439
630,0,reject,not-round;elongated,8.944878914497771,3.1043014500000004
2581,0,reject,not-round,9.968934041932563,3.07424865
5688,0,reject,two-cores;not-round,11.767115278874147,3.0111592
6880,0,reject,not-round;elongated,9.066262659641918,2.9892375
5427,0,reject,not-round,8.068611675106629,2.909633
4948,0,reject,not-round;elongated;defocus,8.959512834004908,2.87086305
2456,0,reject,not-round,8.414623596782812,2.8383844
43,0,reject,not-round,8.057921217709547,2.7698824
34,0,reject,not-round,10.236426953339434,2.7686663
6225,0,reject,not-round,10.29001783523081,2.7023220500000003
2828,0,reject,not-round;elongated,9.396168142840954,2.695636
40,0,reject,not-round;elongated,10.007484406050787,2.66863
3512,0,reject,two-cores;not-round,10.965609681712504,2.6590483000000003
51,0,reject,not-round,9.364892198670445,2.6297655
7258,0,reject,not-round,16.874943024111104,2.5635645
270,0,reject,two-cores;not-round;elongated,12.312794046776252,2.5479496
4825,0,reject,two-cores;not-round;elongated,10.432576566169889,2.5449784
1049,0,reject,two-cores;not-round,12.49432326083966,2.5256035
4580,0,reject,two-cores;not-round;defocus,11.703486887553614,2.51645255
373,0,reject,short;not-round;elongated,8.26966099684707,2.5150073
4433,0,reject,not-round;elongated,8.89350733409646,2.43955805
54,0,reject,not-round;defocus,9.454474797168311,2.4282186
2665,0,reject,two-cores;not-round,11.582592472689385,2.4249341
2684,0,reject,two-cores;not-round,20.85851767550818,2.3260107
6938,0,reject,rigid-doublet;not-round;elongated,8.773063931658541,2.2739253
6447,0,reject,not-round;defocus,16.44438262014934,2.173373
2479,0,reject,two-cores;not-round;elongated,10.05781585438719,2.116178
7271,0,reject,not-round,13.508027387635874,2.0572078
443,0,reject,not-round;elongated,16.308607203046996,2.052222
6902,0,reject,not-round;elongated,9.00522147798015,2.0486362
55,0,reject,rigid-doublet;not-round,11.291424739251244,2.007769
6212,0,reject,not-round;elongated,16.81892558134171,1.96673155
6062,0,reject,not-round,8.364664943042154,1.9663585
2238,0,reject,two-cores;not-round;mislink,16.689474790720027,1.95787845
59,0,reject,not-round;elongated,15.792343074680794,1.9214555
7481,0,reject,short;not-round,7.807969784686916,1.9056193
3464,0,reject,not-round,13.940720161425746,1.89598955
6618,0,reject,not-round,9.242143321589964,1.8849657
5890,0,reject,two-cores;not-round,20.240481537628177,1.8806429
2534,0,reject,not-round;elongated,9.209734483144429,1.8228189
5088,0,reject,not-round,18.384094427566247,1.8193461
2912,0,reject,two-cores;not-round,14.013678208699105,1.8050015
3568,0,reject,not-round;elongated;mislink,9.771754349806944,1.80264955
1800,0,reject,not-round;elongated,9.817494288481637,1.790442
6900,0,reject,not-round,12.687364359862794,1.78856825
1905,0,reject,two-cores;not-round;elongated,12.91063556521155,1.7825717
2028,0,reject,not-round;elongated,16.96853807015257,1.7743826
1669,0,reject,two-cores;not-round,9.563178370544774,1.7161752
6916,0,reject,not-round;elongated,17.357568509834422,1.6420909
1059,0,reject,short;two-cores;not-round,10.10079040983381,1.6323508
5658,0,reject,not-round;elongated;mislink,11.713244134792308,1.5635501
2469,0,reject,not-round,9.68855022715188,1.5600516
587,0,reject,two-cores;not-round;elongated;mislink,14.194473939419748,1.4917183
57,0,reject,not-round,8.367412141376073,1.48667
7070,0,reject,not-round,10.796243316361188,1.4845457
1240,0,reject,short;two-cores;not-round,19.43492734330381,1.4739337
2239,0,reject,two-cores;not-round;elongated,19.339300831108936,1.47392095
5579,0,reject,two-cores;not-round,12.682827443709796,1.471026
48,0,reject,not-round;elongated,9.632318509031744,1.4623469
6543,0,reject,not-round,18.873729657279995,1.460333
5094,0,reject,short;not-round;elongated,20.61526240668736,1.4548659
912,0,reject,not-round;elongated,10.135950055465836,1.4434705
1540,0,reject,not-round,19.440990091457078,1.4325498
7272,0,reject,two-cores;not-round,8.39268884858741,1.40005795
4690,0,reject,not-round,8.848378399739037,1.3967861
44,0,reject,not-round;mislink,17.924311743123667,1.3722601
94,0,reject,not-round;elongated;mislink,16.460530176006642,1.3702716
2661,0,reject,not-round;elongated;defocus;mislink,14.457038067159305,1.3462482
7458,0,reject,not-round,12.432818918196308,1.3437716
3925,0,reject,two-cores;not-round;elongated;mislink,11.101781988641733,1.3026253
2635,0,reject,not-round,18.855149213893423,1.28271655
7294,0,reject,not-round;elongated;defocus,8.248109698248932,1.2399133
4655,0,reject,not-round;elongated,15.675483228548735,1.2308468
6141,0,reject,short;two-cores;not-round;mislink,20.301793540753177,1.2296733
2475,0,reject,not-round,8.768080322018072,1.2233776
5313,0,reject,short;not-round;elongated;mislink,10.896696140955036,1.2233142
523,0,reject,not-round;elongated;mislink,15.881732884777549,1.2180637
3084,0,reject,not-round;elongated;defocus;mislink,8.98585672068624,1.20530985
1398,0,reject,not-round;elongated,8.92739674061696,1.2035155
1634,0,reject,not-round;elongated;defocus,10.493448922336915,1.1673433
4754,0,reject,short;two-cores;not-round;elongated,13.1880711574879,1.1638746
2264,0,reject,two-cores;not-round;elongated,20.49233841510104,1.1623176
5126,0,reject,rigid-doublet;not-round;elongated,11.936187658340552,1.161457
548,0,reject,not-round,8.681568000247122,1.1209213
6798,0,reject,short;rigid-doublet;not-round,8.510379158394342,1.1164869
49,0,reject,not-round;elongated;mislink,20.70651630061932,1.1081401
112,0,reject,rigid-doublet;two-cores;not-round;elongated,10.349687664559806,1.1070656
5576,0,reject,not-round,9.033669674384305,1.09322605
3407,0,reject,short;two-cores;not-round;mislink,20.25575311106811,1.0771147
71,0,reject,not-round,9.12423050639318,1.0695163
1164,0,reject,two-cores;not-round,16.455801577178935,1.0681454
77,0,reject,two-cores;not-round;elongated;defocus;mislink,15.705501874340094,1.0590808
1950,0,reject,not-round;elongated,13.927225307255387,1.05508645
53,0,reject,rigid-doublet;not-round,9.285970798057305,1.0506037
6995,0,reject,not-round,7.657789561034428,1.04962075
1727,0,reject,not-round;elongated,12.483760239533265,1.0470691
6748,0,reject,two-cores;not-round;elongated;mislink,13.65496007125604,1.0443746
4622,0,reject,rigid-doublet;not-round;elongated,14.9634288903988,1.0397602
6250,0,reject,not-round;elongated;mislink,13.192281917924156,1.0352981
922,0,reject,rigid-doublet;not-round,9.151443043956096,1.03240045
5730,0,reject,not-round;elongated;mislink,14.946043793701676,1.0246081
2408,0,reject,two-cores;not-round;elongated;mislink,11.274092080995125,1.0236605
2266,0,reject,not-round;elongated,13.582407876427526,1.0163966
6708,0,reject,not-round;elongated,13.12501006349866,1.0151118
2423,0,reject,two-cores;not-round;elongated,12.628727702916777,1.0036603
58,0,reject,not-round;elongated;mislink,17.74377235218425,0.9939996
61,0,reject,two-cores;not-round;elongated,23.11487405552277,0.992834875
4063,0,reject,not-round;elongated;defocus;mislink,10.536863547932828,0.9806371
2259,0,reject,not-round;elongated,10.459781281035962,0.9790013
1287,0,reject,not-round;mislink,12.923527277633116,0.967375885
834,0,reject,not-round;elongated;mislink,16.297815254320167,0.95709223
3119,0,reject,not-round;elongated,15.057110726419843,0.9520446
3762,0,reject,not-round;elongated,11.959129484109038,0.949245
5037,0,reject,two-cores;not-round,14.272885460400808,0.94315228
3825,0,reject,not-round;elongated,13.731070889931337,0.93959245
80,0,reject,not-round;elongated;mislink,12.197027991049204,0.92385584
5569,0,reject,not-round;mislink,13.773287535517197,0.91581535
2251,0,reject,not-round;elongated;mislink,8.8474615111519,0.913351085
6149,0,reject,not-round;elongated;mislink,13.896574669379186,0.89836496
3466,0,reject,not-round;mislink,15.211179677226422,0.88072398
5155,0,reject,not-round,15.42694760830183,0.86615014
1201,0,reject,two-cores;not-round;defocus,14.026967160566262,0.86596197
7337,0,reject,two-cores;not-round,14.138389175480494,0.86341196
660,0,reject,short;two-cores;not-round;elongated,20.047630759319965,0.859187335
255,0,reject,not-round;elongated,30.80388271172768,0.855279075
683,0,reject,not-round;mislink,12.57708868209478,0.855115
3307,0,reject,not-round,10.788897087642088,0.832232955
3918,0,reject,not-round;elongated;mislink,11.66980861375318,0.8309069849999999
68,0,reject,not-round;elongated,24.219962374962165,0.8302439
1324,0,reject,two-cores;not-round;elongated,21.761583379075983,0.820562985
67,0,reject,not-round;elongated;mislink,13.47990273252637,0.8000207
5464,0,reject,short;two-cores;not-round,14.276005896299557,0.79292634
3342,0,reject,two-cores;not-round,17.077559622810284,0.7851132000000001
6134,0,reject,two-cores;not-round;mislink,11.088770272272845,0.78126717
2538,0,reject,short;not-round;elongated,12.388397197957657,0.77957202
5372,0,reject,two-cores;not-round;elongated;mislink,12.11917607650676,0.77528477
3075,0,reject,not-round;elongated,12.920652544792445,0.77519536
2875,0,reject,not-round,10.976131183348643,0.7746199
46,0,reject,not-round;elongated,11.479077209072209,0.76655215
4443,0,reject,not-round;defocus;mislink,7.631450447277919,0.7641833499999999
3327,0,reject,not-round;elongated,16.77467048003858,0.7638433
5505,0,reject,short;not-round,21.442295875285787,0.75660479
3940,0,reject,not-round;elongated;mislink,12.569553847823569,0.7541814499999999
3427,0,reject,not-round,11.350016227638084,0.747866425
7065,0,reject,not-round,13.408896070516622,0.7441159
672,0,reject,not-round;elongated,22.56498140155081,0.74346415
1414,0,reject,not-round;elongated,11.52247598329934,0.7422647
1042,0,reject,two-cores;not-round;elongated,19.128750875609285,0.73934704
3947,0,reject,two-cores;not-round;elongated,21.48634807974186,0.73890764
1597,0,reject,not-round;elongated,21.1925580326286,0.73677117
6440,0,reject,short;not-round,12.197711158526667,0.7331186
7007,0,reject,not-round,13.309347749229453,0.72633705
64,0,reject,not-round;elongated;defocus;mislink,7.509621972221383,0.7262122
3132,0,reject,not-round;elongated,13.278820384479936,0.7237372200000001
5719,0,reject,not-round;defocus,7.894309492875307,0.717205
63,0,reject,not-round;elongated;defocus;mislink,19.56975107421152,0.71618545
3697,0,reject,two-cores;not-round;elongated;defocus,9.619720210922797,0.7147958
7186,0,reject,not-round;elongated,14.104306080058002,0.6926587
6554,0,reject,short;not-round,14.412114895212603,0.6908605
5122,0,reject,not-round,13.59340067879612,0.6894296
7453,0,reject,short;not-round,15.84533703722074,0.68874467
5416,0,reject,not-round,12.851815412569495,0.6770283749999999
123,0,reject,not-round;mislink,14.685567127387886,0.6703554
69,0,reject,not-round,15.3659079662207,0.6667041
4463,0,reject,not-round,12.181275419927594,0.6653983699999999
6505,0,reject,two-cores;not-round;elongated;mislink,14.951023933297932,0.65993875
3906,0,reject,short;not-round;elongated,11.805212529543684,0.65936375
2420,0,reject,not-round;mislink,16.500684725827686,0.65913767
3229,0,reject,short;two-cores;not-round;elongated,16.91862911676571,0.65272444
1138,0,reject,two-cores;not-round;elongated;defocus,18.198393102515208,0.6416575
5426,0,reject,not-round;elongated,12.59996201390669,0.6402277
1515,0,reject,not-round;elongated,15.411121806331566,0.636110695
2874,0,reject,not-round;elongated,13.41480022946322,0.626417225
6383,0,reject,two-cores;not-round;elongated;defocus,13.375146013139885,0.6207764
2041,0,reject,not-round;mislink,14.684030102216589,0.6168881749999999
5933,0,reject,short;not-round,15.95519723383986,0.61606115
5603,0,reject,not-round;elongated;defocus,16.088228231564194,0.60047644
5310,0,reject,not-round,14.321203003249792,0.6000975
62,0,reject,not-round;elongated;defocus,16.24054586755137,0.59085923
1627,0,reject,short;not-round;mislink,16.21961561971281,0.5831985
1224,0,reject,two-cores;not-round;elongated,13.344148362818974,0.58241624
1870,0,reject,rigid-doublet;not-round,8.50244279801593,0.5734511
88,0,reject,not-round;elongated;mislink,15.338048004181324,0.572247735
4267,0,reject,not-round;elongated,12.374894510030972,0.57198066
6035,0,reject,not-round;mislink,14.03233223126599,0.5650714
5729,0,reject,not-round;elongated,12.329254927589734,0.5596865
5490,0,reject,not-round;elongated;mislink,9.891450449811355,0.5580763
6561,0,reject,not-round,12.967079733835211,0.5558347699999999
5522,0,reject,not-round;elongated,11.155610455634404,0.5542156
2773,0,reject,not-round;mislink,13.387252949871622,0.5537784
5503,0,reject,not-round,7.976497204868199,0.552999915
631,0,reject,not-round;elongated,20.50380170682036,0.5514739200000001
2960,0,reject,two-cores;not-round;elongated,15.421738752192017,0.55063057
4153,0,reject,not-round;mislink,14.874185922650213,0.547117485
6419,0,reject,not-round;elongated,12.559986110484518,0.54165038
65,0,reject,two-cores;not-round;mislink,19.914600221640057,0.5391323
2891,0,reject,not-round;elongated,15.46811068423758,0.5363165299999999
1797,0,reject,not-round,11.48871387476218,0.53487426
3747,0,reject,short;not-round;elongated,14.449231807925344,0.533573
2705,0,reject,not-round;elongated;defocus;mislink,10.732818073060535,0.53063767
6846,0,reject,not-round;elongated;mislink,12.958183373069138,0.52954895
3588,0,reject,two-cores;not-round;elongated,10.507526386776814,0.52395785
3443,0,reject,not-round;elongated,17.92103551499976,0.522650525
3077,0,reject,not-round;mislink,12.706247561205023,0.5214340399999999
81,0,reject,not-round,12.053827059454084,0.52094185
1115,0,reject,not-round,14.059667800069109,0.5189343
2302,0,reject,not-round;elongated,15.179101509600224,0.5129524
7199,0,reject,not-round;elongated,10.585134057224376,0.51204795
2297,0,reject,not-round,13.163782476497351,0.5116361300000001
3911,0,reject,not-round;elongated;mislink,11.922646104421355,0.5109264
450,0,reject,not-round;elongated;defocus;mislink,17.130902057667857,0.505535065
1076,0,reject,rigid-doublet;not-round;elongated,13.598840122413511,0.50411123
249,0,reject,not-round;mislink,11.857418413775648,0.4965737
2738,0,reject,not-round;mislink,12.96755605362341,0.49654393
1055,0,reject,not-round;elongated,13.49021566435346,0.49294955
1374,0,reject,not-round;elongated;mislink,13.349729932053645,0.4892465
6588,0,reject,not-round;elongated,10.039871882005096,0.486015175
1319,0,reject,not-round;elongated;mislink,12.947834861283027,0.484957755
590,0,reject,not-round;elongated,13.299409972612718,0.48425397
3278,0,reject,not-round,8.039405870661623,0.482344165
3707,0,reject,not-round;elongated,14.666623023037491,0.480781675
5943,0,reject,not-round;elongated;mislink,11.786621762510922,0.48071059
1803,0,reject,not-round;elongated;defocus;mislink,19.613758482524545,0.4790491
6094,0,reject,not-round;elongated;mislink,12.93994759981323,0.47872715
7122,0,reject,not-round;elongated;mislink,15.015182043434248,0.4773383
2484,0,reject,not-round;mislink,10.930276553120493,0.47556989
4386,0,reject,two-cores;not-round;mislink,12.605840151787993,0.47448802
3069,0,reject,not-round;elongated;mislink,11.952390173767004,0.474442335
87,0,reject,two-cores;not-round;elongated;mislink,18.19396109014859,0.473213275
2592,0,reject,short;not-round,13.167564629600871,0.4719564
2084,0,reject,rigid-doublet;two-cores;not-round,14.080102105657009,0.47012982
3525,0,reject,short;not-round;elongated,13.510163841507405,0.469788845
4958,0,reject,not-round,12.208204681090733,0.468250825
2809,0,reject,not-round;elongated;mislink,15.557184917875713,0.46750423
89,0,reject,two-cores;not-round;elongated;mislink,15.702557690071076,0.46636455
6686,0,reject,not-round;elongated,13.259850438867716,0.46603847
6723,0,reject,not-round;elongated;mislink,13.30084544676007,0.46538556
5638,0,reject,short;two-cores;not-round;elongated;mislink,15.026917677644857,0.46458007
5042,0,reject,not-round;mislink,11.923632187680656,0.45810116
5971,0,reject,not-round,13.638494926296014,0.45577756
1508,0,reject,two-cores;not-round,12.046767598379825,0.45036193
3853,0,reject,not-round,12.301795796218638,0.447361625
5273,0,reject,not-round;elongated,11.032149893168846,0.4461408
3867,0,reject,not-round;elongated;mislink,15.312658453841236,0.44402763
3849,0,reject,not-round;elongated,11.858109589210326,0.44394988
2698,0,reject,short;not-round,11.226668687708829,0.44269336
5970,0,reject,not-round;elongated;mislink,11.680058038695398,0.441285955
