particle,r_px_med,r_um,circ_resid_frac,inlier_frac,r_px_frame_cv,n_meas
642,21.610404884212773,3.1077923263986387,0.01083747539809581,0.9047619047619048,0.029018349815838916,9
4117,21.02764967202306,3.023986299333636,0.009066539240131555,0.875,0.024939383454076307,9
3309,20.857459761588803,2.9995112883140855,0.01942442362579822,1.0,0.17900809713620774,9
76,20.78968086702949,2.9897640054875105,0.007952973380994627,0.9047619047619048,0.05769458722065956,9
3470,20.74552852784227,2.9834144575889967,0.00774930600103447,1.0,0.019254799522299134,9
5066,20.718651266936615,2.9795492386981546,0.008843801126014395,0.9523809523809523,0.03374188335985694,9
77,20.696365349334666,2.9763443008878183,0.007742088184795181,0.9444444444444444,0.008676461242509571,9
685,20.681952586297662,2.9742716014354666,0.008615383362118768,1.0,0.006710035671518201,9
1409,20.67015898830668,2.9725755641083835,0.009892659753516286,0.9565217391304348,0.0038926597465095227,9
75,20.62209863815925,2.965664005153682,0.008611598826560868,1.0,0.26681561114489294,9
4075,20.621234887313467,2.9655397891445494,0.007016120577995079,1.0,0.14596646359217064,9
5264,20.60814989808661,2.963658036843835,0.01258896862366691,1.0,0.28012921152683734,9
5235,20.585378043844734,2.960383216485311,0.009812464716474813,0.9310344827586207,0.21409959055169303,9
2150,20.510453049625404,2.9496082530666294,0.006440848403703251,0.95,0.006338347938575357,9
576,20.492070349574078,2.946964636972248,0.010715039522491806,0.96,0.1904946301516706,9
4210,20.48251257342701,2.945590133184538,0.00940341278666973,0.9,0.13082394490573013,9
3752,20.420552807049255,2.936679699181753,0.01068279207239107,0.8695652173913043,0.06321636519530702,9
3115,20.304293416036682,2.919960436160235,0.010988834756446787,0.92,0.09020817945193997,9
2271,20.300993378532194,2.919485857766715,0.012161626832352869,0.9130434782608695,0.2395103769903711,9
5242,20.20250103313593,2.905321673575278,0.01103149422051292,0.8947368421052632,0.022944200792096966,9
4725,20.00972155315511,2.8775980565592363,0.016672756801042257,0.7894736842105263,0.0808826064875009,9
4120,19.881769753600835,2.859197308265336,0.04144870158807363,1.0,0.01842602489975148,9
