frame,y,x
1,0.177780777699346,-0.7479708233849737
2,0.15988949279004816,-0.6641300376441901
3,-0.10244832227522116,-0.6510548679357876
4,0.29620883557342875,-0.7106175451861249
5,0.008087267671621046,-0.6732470946532508
6,0.7391639223403714,-0.5774919851653889
7,0.9073251505341945,-1.0107640645381906
8,0.38936494022117574,-1.054411168803449
9,0.6959038547294142,-1.1362287355959981
10,0.8195633439834994,-0.902552228396552
11,0.7540487257913867,-1.2914940143562645
12,0.5069440031303483,-0.6706242651501323
13,0.05161834015564842,-0.9750076975773584
14,0.10297882431286001,-1.0927834139536823
15,-0.19252335451299937,-0.5147666243980004
16,0.03189884325635853,-0.24935555124927533
17,-0.017646237380778175,-0.09730723541905473
18,-0.30599086224181044,-0.16279493673306633
19,-0.6390239431021627,-0.04662683219855013
20,-0.7020249018805151,0.07030891572167021
21,-0.7931616810162265,0.031196203981489305
22,-1.2411411948537323,-0.020130264674835155
23,-0.9477480434614977,-0.1282762222420309
24,-0.9448565737413731,0.0646372315526926
25,-1.1133748817571867,0.20973799363147616
26,-0.5276552802510527,0.047455454463173175
27,-0.3064462553289925,0.4710816814966704
28,-0.06686649813056988,0.5684335814153402
29,-0.1557821285636422,0.4451234164183302
30,-0.03508811056363002,0.38098653655518205
31,0.15717089653501465,0.4794802097828059
32,-0.17262697781764808,0.3279581390492181
33,0.20481414456071467,0.5902205290771247
34,0.10814333174016133,0.103483340112493
35,-0.43952188008685666,0.5441535908674691
36,0.07441366770510083,0.7341548575070242
37,-0.09831890496621776,1.2248301119771356
38,-0.011646838024238798,1.0370354217847961
39,-0.33675271413258634,1.1341208659226951
40,-0.7403959331037855,0.9600242363773082
41,-0.7373253738610784,1.0726794964374242
42,-0.45558958550234785,1.3136598588499613
43,-0.9354193851091771,0.8172051704234986
44,-0.9515305940815197,1.1723456521229263
45,-1.5252047372833646,1.0794928573067404
46,-1.5896816387590493,1.2000923425697012
47,-1.2668413533744909,1.3813660797003862
48,-1.4230420424921826,0.9870557053948723
49,-1.5278069614471386,1.2314889729895875
50,-1.4329442771920649,1.0741675307474523
51,-1.035362341885693,1.5433703145930235
52,-1.3597954981304545,1.2253863001906073
53,-1.7370048324507157,1.441381171886289
54,-1.8215172562481454,0.9207755462272551
55,-1.4908359696529718,1.1889780307387279
56,-1.1871035246784847,1.7590725263753808
57,-1.367125438551159,1.9883546808431005
58,-1.4475875812194758,1.7081328385939676
59,-0.7772536473917264,1.8813636682387456
60,-1.0086806068508973,2.149267604663308
61,-0.9443442528990664,1.7528781658937398
62,-0.802801332313838,2.1769665032114993
63,-0.6626400564019503,2.0827394103486783
64,-0.6487383187131498,2.0491520855393093
65,-0.5801560719084481,1.585936767566782
66,-0.8436616948921114,1.8264842968046642
67,-0.5091457896873062,2.24873061067644
68,-0.3096474044907871,1.9430136058526573
69,-0.24367058813559772,2.018014386073038
70,-0.02550848420298185,2.543456911988819
71,0.21417718531126037,2.434704269172316
72,0.2846255021825879,2.608462550025878
73,-0.024207559009278456,2.0311376986468197
74,-0.06924308391178412,2.4095650171518113
75,-0.13952424963194698,1.947459236592893
76,-0.1929772178569781,1.9726211140348757
77,-0.007812973831065162,1.8089430500454313
78,-0.30889435600928167,2.2852919267757223
79,-0.12184601750248947,2.220071138305852
80,-0.21959489526734355,1.9009342570074899
81,-0.2372131982506301,1.558408770249249
82,-0.33855107900120895,1.859638644425686
83,-0.5568669262177082,1.733405339721375
84,-0.3232566118929404,1.8671304480952822
85,-0.669414850563129,2.356184900948807
86,-0.30990706474880364,2.146520554627943
87,-0.10180425629769474,2.1584305673321196
88,-0.08078269040142368,2.33970867350516
89,-0.031280726934202085,2.2034089998759026
90,-0.3575712002090135,2.3415571388242347
91,-0.10322094253171671,2.5296161780977138
92,0.36073210971237357,2.9627755710054937
93,0.5424705677043131,3.487619635245885
94,0.30415561237843525,3.021946965204224
95,0.706495449429346,2.9694958144524155
96,0.6990564283326532,3.6737844570215366
97,0.4183366224461114,3.8934597461241287
98,0.4627660470979844,3.8106210537640197
99,0.17158277891535467,3.4750660754632827
100,0.4118572695453753,3.870268605708262
101,0.6455283537658106,3.87006539129453
102,0.6567690139863775,3.9746244387281457
103,0.7793350519180531,3.7626905504055927
104,1.0170180880448028,3.8447067052486745
105,1.133577634512406,3.6424832313099693
106,0.8733155952173295,3.802316739996341
107,0.748450230266107,4.063136395803488
108,1.176224475877372,3.505622242795322
109,1.4381535095107194,3.573246157171455
110,1.20063222437519,3.7284148613988317
111,1.2467896294021086,3.640860238779751
112,1.5470506240628572,3.489560774510968
113,1.4277900786723055,3.6260175535131784
114,0.9101146889647601,3.728224909263581
115,0.8005587389710758,2.9794922513825886
116,0.9321286906701982,3.333906717099299
117,1.078141373689815,2.9408301357551294
118,0.6666440063974172,2.8936383754660118
119,0.7940468280143473,3.188110800441433
120,0.7623356803169656,3.6953356872044703
121,1.2484313864196177,3.8326210057158523
122,1.2013227886183633,3.5769809039306217
123,1.2034886738276764,3.7349674859016946
124,1.7045558260329385,4.045199893453857
125,1.8737917179692205,3.8087354411510375
126,1.7012490208365676,3.942847066316016
127,1.967494930684671,3.3298711122996334
128,2.155039052630627,3.453599369859064
129,2.109990410059312,3.5253503942361646
130,2.1540987645628107,3.699122494315324
131,2.159472052303992,3.6286052486999276
132,2.065628125246419,3.4352593994575837
133,2.256552964389219,3.0203850323693766
134,2.0179262550328807,3.116382172662549
135,1.9694623724509273,3.4166366402927
136,1.7930657313833682,3.0412420339000263
137,2.0924281578780946,3.354131651429841
138,1.9294326595228644,3.2349875166221116
139,1.9317783222920029,3.433105658654278
140,2.3806862158806688,3.291931156501225
141,2.302522957385844,3.3773348036067823
142,2.2545173146662827,3.625906994259884
143,2.0063362620823417,3.076911544495851
144,2.3511675206616665,3.34902642663865
145,2.3033336649605167,3.512928009232745
146,2.286877398130401,3.5072453869687985
147,1.8565341372479724,3.4876993417658024
148,1.8265825962202709,3.251775192424362
149,1.7831722868442412,3.260112113294915
150,1.949349281150704,3.221051043913585
151,2.1745619166182477,2.8412862703962145
152,2.188311828404146,2.722821461821852
153,2.29295405744651,2.78712098378978
154,2.3479549442121956,2.869745861249221
155,2.743190155709967,2.486177790553854
156,2.3955585792855394,2.40398163737202
157,2.6629048703621474,2.5592631157587613
158,2.93484055101596,2.495330774821876
159,2.9131878661626742,2.5663182851349573
160,2.788882148492798,2.0040766345447945
