frame,dx,dy
0,0.0,0.0
1,-0.241363525390625,-0.02392578125
2,-0.436553955078125,0.11401939392089844
3,-0.274810791015625,0.14313316345214844
4,-0.270111083984375,0.30222129821777344
5,-0.215667724609375,0.4774036407470703
6,-0.245758056640625,0.6476917266845703
7,-0.652191162109375,0.7541294097900391
8,-0.586456298828125,0.6694707870483398
9,-0.179351806640625,0.7650518417358398
10,0.03619384765625,0.5347051620483398
11,-0.34356689453125,0.43952083587646484
12,-0.20660400390625,0.39794063568115234
13,-0.43304443359375,0.10155391693115234
14,-0.42333984375,-0.005913734436035156
15,-0.38739013671875,-0.4526662826538086
16,-0.3102874755859375,-0.7829732894897461
17,-0.3752288818359375,-0.7531728744506836
18,-0.28369140625,-0.9161062240600586
19,-0.27021026611328125,-1.1505117416381836
20,-0.35895538330078125,-1.1947011947631836
21,0.02782440185546875,-1.3974370956420898
22,0.32616424560546875,-1.4532995223999023
23,0.44667816162109375,-1.427229404449463
24,0.5078353881835938,-1.7231431007385254
25,0.6980209350585938,-1.6290326118469238
26,0.7498397827148438,-1.4923138618469238
27,0.8778610229492188,-1.5239911079406738
28,1.0118026733398438,-1.5449261665344238
29,0.9366378784179688,-1.5560040473937988
30,0.8505172729492188,-1.4222149848937988
31,0.8345260620117188,-1.5769000053405762
32,1.0357284545898438,-1.3102984428405762
33,1.3678817749023438,-1.3026080131530762
34,1.2741317749023438,-1.1542315483093262
35,1.1621322631835938,-1.4933547973632812
36,1.2904281616210938,-1.7174758911132812
37,1.7065963745117188,-1.9160103797912598
38,1.9703903198242188,-2.1164040565490723
39,2.0127487182617188,-2.4367470741271973
40,2.0381393432617188,-2.5510048866271973
41,2.2046737670898438,-2.5969128608703613
42,2.2281723022460938,-2.343082904815674
43,2.3287582397460938,-2.620914936065674
44,2.4551010131835938,-2.4513325691223145
45,2.3231430053710938,-2.7748517990112305
46,2.2531204223632812,-2.592463493347168
47,2.1780166625976562,-2.330328941345215
48,1.9819326400756836,-2.474501609802246
49,2.0339345932006836,-2.4370107650756836
50,2.0437307357788086,-2.320704460144043
51,2.018996238708496,-2.094771385192871
52,1.878737449645996,-2.2652339935302734
53,2.137160301208496,-2.3458614349365234
54,2.148268699645996,-2.3269333839416504
55,2.109511375427246,-2.287764072418213
56,2.216902732849121,-2.336988925933838
57,2.219832420349121,-2.389845371246338
58,2.084315299987793,-2.415297031402588
59,1.867945671081543,-2.336561679840088
60,2.1687498092651367,-2.2767138481140137
61,2.2267942428588867,-2.3291640281677246
62,2.3292102813720703,-2.2660231590270996
63,2.2210559844970703,-1.9988112449645996
64,2.1658802032470703,-2.123063564300537
65,2.0765247344970703,-2.241044521331787
66,2.2731800079345703,-2.658494472503662
67,2.5208988189697266,-2.7751035690307617
68,2.6047229766845703,-2.7990293502807617
69,2.709901809692383,-2.2831602096557617
70,3.114320755004883,-2.2378721237182617
71,3.457704544067383,-2.246462821960449
72,3.458292007446289,-2.291781425476074
73,3.299928665161133,-2.443697929382324
74,3.291658401489258,-2.489809989929199
75,3.448762893676758,-2.5612058639526367
76,3.432344436645508,-2.5108213424682617
77,3.197237014770508,-2.5623350143432617
78,3.252931594848633,-2.6265058517456055
79,3.291444778442383,-2.8375959396362305
80,3.354890823364258,-2.816012382507324
81,3.5431995391845703,-2.971407890319824
82,3.6241321563720703,-2.91385555267334
83,3.5815296173095703,-3.06461238861084
84,3.520357131958008,-3.139479637145996
85,3.481081008911133,-3.068861961364746
86,3.601045608520508,-2.99259090423584
87,3.947542190551758,-2.650424003601074
88,3.935335159301758,-2.710543632507324
89,3.657869338989258,-2.600131034851074
90,3.663118362426758,-2.238802909851074
91,4.058382034301758,-2.221957206726074
92,4.146181106567383,-2.1899099349975586
93,3.944643020629883,-1.998641014099121
94,4.046144485473633,-1.764693260192871
95,3.8578968048095703,-1.825974464416504
96,4.06968879699707,-1.7317132949829102
97,4.26536750793457,-1.6398706436157227
98,4.47459602355957,-1.855198860168457
99,4.517534255981445,-2.1489076614379883
100,4.667474746704102,-2.261357307434082
101,4.598749160766602,-2.191868782043457
102,4.566766738891602,-2.070836067199707
103,4.776147842407227,-1.897496223449707
104,5.153863906860352,-1.773472785949707
105,5.188318252563477,-1.7397661209106445
106,5.127168655395508,-1.8723878860473633
107,5.233125686645508,-1.7899370193481445
108,5.141389846801758,-1.857813835144043
109,5.105257034301758,-2.023585319519043
110,5.120759963989258,-2.135488510131836
111,5.070955276489258,-1.955826759338379
112,4.888216018676758,-2.151942253112793
113,4.713899612426758,-1.9184637069702148
114,4.737070083618164,-2.3205671310424805
115,4.616067886352539,-2.4897146224975586
116,4.527551651000977,-2.4939260482788086
117,4.470819473266602,-2.2738943099975586
118,4.666986465454102,-2.299757957458496
119,4.777338027954102,-1.9385976791381836
120,4.683420181274414,-1.7857892513275146
121,4.934030532836914,-1.7186505794525146
122,4.900888442993164,-1.6038053035736084
123,5.193124771118164,-1.333759069442749
124,5.345880508422852,-1.0712916851043701
125,5.398294448852539,-1.142033338546753
126,5.352396011352539,-1.228306531906128
127,5.326150894165039,-1.062901258468628
128,5.030977249145508,-0.9153182506561279
129,4.916109085083008,-0.8966872692108154
130,5.102296829223633,-0.8539855480194092
131,5.193971633911133,-0.7900359630584717
132,5.043886184692383,-0.8574187755584717
133,4.989320755004883,-0.7124450206756592
134,4.898958206176758,-0.6876647472381592
135,4.795991897583008,-0.9175841808319092
136,4.919893264770508,-0.7184875011444092
137,4.895845413208008,-0.8659484386444092
138,4.868745803833008,-0.7410247325897217
139,4.750398635864258,-0.8700530529022217
140,4.877229690551758,-0.5236003398895264
141,5.065141677856445,-0.6049907207489014
142,5.086381912231445,-0.6375758647918701
143,5.157548904418945,-0.6819484233856201
144,4.981645584106445,-0.4774196147918701
145,4.948259353637695,-0.4555842876434326
146,4.927873611450195,-0.5261409282684326
147,4.817705154418945,-0.5506923198699951
148,4.625856399536133,-0.6407077312469482
149,4.561769485473633,-0.8158786296844482
150,4.213212966918945,-0.748610258102417
151,4.176713943481445,-0.6718699932098389
152,4.144868850708008,-0.6835582256317139
153,4.135347366333008,-0.6689708232879639
154,4.111299514770508,-0.6946666240692139
155,4.016633987426758,-0.7741343975067139
156,4.012544631958008,-0.7025401592254639
157,4.048372268676758,-0.4697902202606201
158,4.249788284301758,-0.3170192241668701
159,4.291276931762695,-0.3322780132293701
160,3.8703784942626953,-0.6976916790008545
161,3.9862842559814453,-0.43128085136413574
