particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,fit_npts
18,1421,0.25050807814931664,0.0027127857570182043,0.010039655380160956,1.0615542433703864,30
0,1421,0.09863719553061795,0.00029991103874555563,-0.014789800782861566,1.0336763762394416,30
1,1421,0.08907392671404411,0.00031019006592462097,-0.01694229231516044,1.049760389255216,30
62,1421,0.43614685064252323,0.0010760198512425056,-0.017635892887529397,1.0331134080548634,30
19,1421,0.20891126401437615,0.001416888329189139,0.01322611571271115,1.0392640943820217,30
27,1421,0.20414899784220045,0.0013462359543412814,0.04415475436504131,1.018311424258835,30
3,1421,0.16116095504570874,0.0008542785392189939,0.014564555642060146,1.0259654748415394,30
13,1421,0.03095176727430914,0.00040799236058221896,0.025581142053389492,0.8848185941035325,30
4,1421,0.1909733474887673,0.0005357559418583713,-0.03300909037123289,1.0450136690997007,30
16,1421,0.22596449652558592,0.0007876149199124116,0.001289725658467378,1.0504902439939106,30
2,1421,0.10583430434511756,0.0008985359261359721,-0.031784318023995346,1.0556084136022443,30
20,1421,0.3367724565453351,0.0013840685419413106,-0.09437290805384496,1.0668721144473037,30
15,1421,0.047911520080535126,0.00010739211365049783,-0.003652646743218349,1.0349499758990885,30
7,1421,0.18378310316358779,0.0008955750088100569,0.019224674374843837,1.0098784660773783,30
21,1418,0.3129429589549997,0.0007166406928012332,-0.06184829332785358,1.0665746885403082,30
34,1411,0.017714592057818064,0.00019605602686290194,0.036352906393200275,0.6338978860605492,30
44,1407,0.3419842491598491,0.001995569462984085,0.06190452590165907,1.0075892880153265,30
11,1218,0.26037881745541996,0.0020184020105532092,-0.09785334166246967,1.0767991966095662,30
33,1180,0.08909071591224442,0.0003894568165571092,-0.03156938577676854,1.0922146615418005,30
2152,1079,0.27060848916253993,0.0016317730901193757,0.09282107461740528,0.968495394421254,30
47,1056,0.036368193741810974,6.61107850577473e-05,0.004974240359403913,0.9400915324837972,30
25,964,0.3217999411687579,0.004234906136640599,0.14873540889358755,0.978191194777243,30
2790,955,0.027225616269155928,0.00014863631437837875,0.045091829037129716,0.6478822675449744,30
3110,916,0.34132934700926815,0.0036858228047974588,-0.1589606795325531,1.1032728663425646,30
26,903,0.3371443608218801,0.0044073786837035885,0.08819527039110908,1.0320089149641252,30
3283,883,0.27246917269782844,0.0007081458785833819,-0.0406351251742861,1.0464641773864436,30
513,867,0.15822828992130097,0.0016971515770332843,-0.08762167709211044,1.0970745450978558,30
3395,864,0.1713496813549503,0.001050949266604027,-0.05701929626255309,1.0683873678457234,30
2592,847,0.2448689090986831,0.0013781476984967025,-0.09749221635324122,1.085126584784053,30
3528,844,0.3936028417640071,0.0017545555618661106,0.028641919134643368,1.0320311715757884,30
3803,798,0.2350638390315286,0.002649739053951038,0.16948486216551448,0.9168748698678515,30
3888,781,0.04253849286750059,0.00012377931322588798,0.004867152389968484,0.9953728223810389,30
4089,745,0.015090336296494264,0.00014568079822589483,0.015145516950338788,0.798798753652393,30
22,742,0.00953082164156613,0.00017312257472955087,0.052008637042276026,0.3689089305899521,30
4117,740,0.039671846780350815,0.0005544933940077976,0.022284959842596392,0.9154717321517424,30
2784,705,0.03819375963642681,0.00021153093014073814,0.001128986613643555,1.0060863366806096,30
4148,700,0.04215683979801167,0.000285225544089568,0.011498248327492218,0.959112762262929,30
14,689,0.04710643378741046,0.000227000816542386,-0.012346221246855223,1.0382169506517884,30
663,663,0.1350066771917538,0.0005017585886093495,-0.03090386335448441,1.0492831926419701,30
4708,659,0.09570010999196932,0.0007094930321000756,0.031465216116412995,0.9905942597288157,30
207,650,0.09764455097173773,0.0011371108033230788,0.05156223755643068,0.9492726470714785,30
6,640,0.11643917330934729,0.0011450552889652216,-0.06391216138971967,1.1009944148919066,30
28,623,0.28219604559019473,0.001604589375180106,0.023529391946354502,1.0145680179228576,30
444,623,0.05178338743642284,0.0001619980174096402,0.005751658397352738,0.9837606520963273,30
4408,611,0.11671155351590139,0.0004689969800941011,0.022445557305202934,0.9649178208758893,30
3686,596,0.03973539597021186,0.0007997225536751518,0.047766561016781645,0.8301211566832787,30
423,592,0.05178511776527046,0.0006035371779235865,0.05133875459629762,0.8208631243749631,30
40,571,0.35051134207187273,0.002736223243082336,0.07575520834126967,1.0019134297710601,30
17,558,0.15397172305358228,0.002004913781471023,-0.08775426757646144,1.0853295762519077,30
5291,556,0.3669516729061366,0.002528473872028561,-0.15568276585831373,1.0717368305143122,30
676,548,0.04850190451043212,0.00035559497079255494,0.028928563285954965,0.8640999582896424,30
5489,519,0.08854097175872205,0.0013422235456569084,0.07845871802906092,0.8987073862435468,30
75,518,0.016749544299215616,0.000533437309414219,0.04232426271587498,0.6668949473673388,30
2608,511,0.5160077351011305,0.0035119739105943385,0.024334417060594093,1.0516258295812324,30
5649,493,0.00446593618137469,3.734618726572401e-05,0.0043679230089833,0.6981800296746842,30
396,489,0.35847887433583703,0.0017841169769675792,-0.15799783165002862,1.1378006334048336,30
3991,483,0.039386903082227524,0.0002721757517935139,0.008938087665539371,0.975729879442225,30
1613,478,0.2307223120844818,0.002205806981690802,0.06980558909778978,0.993468399333096,30
5152,474,0.5403580848936147,0.004261485535436749,-0.0035057619403033122,1.0591840875944654,30
35,459,0.02691893037150183,0.00044932938776473535,0.028306897582240427,0.8102624090544097,30
31,453,0.028127251748292094,0.00013467195147646708,0.010387107258273735,0.9171542527423594,30
3458,448,0.01343187102466844,0.00016062684712058316,0.026684624423625694,0.6365205208292406,30
5866,446,0.12285127322167236,0.0009678386004185064,-0.032503795870359356,1.054520240006943,30
