particle,frame,x,y,x_raw,y_raw,sym,r_est,polarity,contrast
0,0,1111.117919921875,1122.2015380859375,1111.117919921875,1122.2015380859375,188.64539,9.0,1,54.754795
1,0,837.9175415039062,340.8938903808594,837.9175415039062,340.8938903808594,162.19084,10.0,1,65.02426
2,0,1405.1048583984375,297.6466064453125,1405.1048583984375,297.6466064453125,88.49012,9.0,1,67.974686
3,0,1125.947998046875,308.1795959472656,1125.947998046875,308.1795959472656,63.965305,11.0,-1,4.9373164
4,0,948.1946411132812,258.9512939453125,948.1946411132812,258.9512939453125,48.766327,6.0,1,27.894184
5,0,21.788928985595703,957.7763671875,21.788928985595703,957.7763671875,43.180878,8.0,1,71.0371
6,0,1626.2313232421875,668.0597534179688,1626.2313232421875,668.0597534179688,42.599934,10.0,1,71.60197
7,0,1004.9176635742188,920.0903930664062,1004.9176635742188,920.0903930664062,41.367863,7.0,1,65.18272
8,0,1455.5728759765625,854.3214111328125,1455.5728759765625,854.3214111328125,40.770046,12.0,-1,25.82845
9,0,1158.514404296875,174.96253967285156,1158.514404296875,174.96253967285156,27.418188,10.0,1,47.55134
10,0,829.7514038085938,625.0757446289062,829.7514038085938,625.0757446289062,25.406408,7.0,1,43.70223
11,0,902.3720092773438,540.5989990234375,902.3720092773438,540.5989990234375,24.536825,10.0,-1,32.63711
13,0,1188.1068115234375,182.50985717773438,1188.1068115234375,182.50985717773438,22.942625,13.0,1,76.81808
14,0,244.24305725097656,738.823974609375,244.24305725097656,738.823974609375,22.831835,19.0,1,83.422646
15,0,1065.51806640625,1019.1471557617188,1065.51806640625,1019.1471557617188,22.30594,11.0,1,75.90095
16,0,883.8117065429688,894.8294677734375,883.8117065429688,894.8294677734375,21.779322,6.0,1,60.998646
17,0,1235.7020263671875,1021.7199096679688,1235.7020263671875,1021.7199096679688,21.03921,7.0,1,66.5192
18,0,801.3523559570312,224.1206512451172,801.3523559570312,224.1206512451172,20.81804,10.0,-1,13.577541
19,0,809.5078735351562,187.23898315429688,809.5078735351562,187.23898315429688,18.640808,10.0,-1,6.435815
20,0,378.88336181640625,1051.2548828125,378.88336181640625,1051.2548828125,17.67835,8.0,-1,19.633812
21,0,439.9856262207031,965.9888305664062,439.9856262207031,965.9888305664062,15.633079,15.0,-1,34.95622
22,0,867.17138671875,1215.1724853515625,867.17138671875,1215.1724853515625,14.309291,10.0,-1,27.395367
23,0,949.1981201171875,507.4102478027344,949.1981201171875,507.4102478027344,12.712658,5.0,1,6.299542
24,0,1466.9859619140625,297.2613220214844,1466.9859619140625,297.2613220214844,11.178533,9.0,-1,8.519369
25,0,1300.0546875,230.4982452392578,1300.0546875,230.4982452392578,10.925172,9.0,-1,52.45161
26,0,165.76161193847656,963.9999389648438,165.76161193847656,963.9999389648438,10.314551,10.0,-1,46.812195
27,0,744.1300048828125,1193.9559326171875,744.1300048828125,1193.9559326171875,9.250762,6.0,1,58.447334
28,0,356.53143310546875,705.7633056640625,356.53143310546875,705.7633056640625,9.163548,9.0,-1,46.529427
29,0,697.8042602539062,1095.1719970703125,697.8042602539062,1095.1719970703125,8.77796,5.0,1,39.637085
30,0,118.7191162109375,750.94482421875,118.7191162109375,750.94482421875,7.7820854,6.0,1,44.066177
31,0,1387.998291015625,28.74272918701172,1387.998291015625,28.74272918701172,7.3364463,10.0,1,10.907585
33,0,1054.2965087890625,1031.8896484375,1054.2965087890625,1031.8896484375,7.0006986,7.0,1,65.96346
34,0,526.6551513671875,39.18341064453125,526.6551513671875,39.18341064453125,6.8535857,23.0,1,14.52091
35,0,514.5658569335938,81.95330810546875,514.5658569335938,81.95330810546875,6.7322173,18.0,1,18.727242
36,0,1372.08203125,18.007238388061523,1372.08203125,18.007238388061523,6.613695,11.0,1,39.766315
37,0,191.0476531982422,997.7970581054688,191.0476531982422,997.7970581054688,5.192556,8.0,-1,5.4423285
38,0,556.5119018554688,128.8698272705078,556.5119018554688,128.8698272705078,5.1136694,21.0,-1,28.599586
39,0,1364.31298828125,1114.299560546875,1364.31298828125,1114.299560546875,4.974109,8.0,1,37.203842
40,0,1528.2769775390625,244.6613006591797,1528.2769775390625,244.6613006591797,4.9473186,8.0,-1,19.970596
41,0,1173.58837890625,170.619140625,1173.58837890625,170.619140625,4.399062,7.0,1,74.709915
44,0,1247.850830078125,268.2082214355469,1247.850830078125,268.2082214355469,4.1500545,6.0,1,39.72171
45,0,113.0280532836914,740.9177856445312,113.0280532836914,740.9177856445312,4.1231766,6.0,1,46.192665
47,0,1378.8125,32.37978744506836,1378.8125,32.37978744506836,2.9714155,13.0,-1,18.940552
48,0,702.080078125,176.00221252441406,702.080078125,176.00221252441406,2.7848551,8.0,-1,14.607432
49,0,678.5081787109375,1185.1190185546875,678.5081787109375,1185.1190185546875,2.5408556,14.0,-1,21.144573
50,0,529.9080810546875,30.552019119262695,529.9080810546875,30.552019119262695,2.1942308,22.0,-1,0.547627
51,0,1076.9180908203125,1013.8684692382812,1076.9180908203125,1013.8684692382812,2.1147392,6.0,1,26.40873
53,0,1568.674560546875,176.84629821777344,1568.674560546875,176.84629821777344,1.7361317,8.0,1,29.996721
54,0,1168.8714599609375,182.33486938476562,1168.8714599609375,182.33486938476562,1.6836597,6.0,1,45.833908
56,0,168.14208984375,377.5846862792969,168.14208984375,377.5846862792969,1.595558,6.0,1,37.610233
57,0,796.951171875,1008.33154296875,796.951171875,1008.33154296875,1.5487214,14.0,-1,12.986532
61,0,494.27960205078125,79.67874145507812,494.27960205078125,79.67874145507812,1.089036,23.0,-1,30.30504
62,0,1500.93505859375,1065.8135986328125,1500.93505859375,1065.8135986328125,1.0822097,5.0,1,21.16987
70,0,36.77021789550781,120.84423828125,36.77021789550781,120.84423828125,0.8492002,23.0,-1,7.213911
71,0,1051.2777099609375,1023.9969482421875,1051.2777099609375,1023.9969482421875,0.7035737,5.0,1,17.78151
72,0,220.35464477539062,836.3966064453125,220.35464477539062,836.3966064453125,0.6905317,9.0,-1,25.270166
73,0,1177.258544921875,192.75271606445312,1177.258544921875,192.75271606445312,0.6286458,13.0,-1,32.622192
74,0,1328.4613037109375,944.071533203125,1328.4613037109375,944.071533203125,0.61802644,5.0,1,21.220875
75,0,501.97540283203125,57.502567291259766,501.97540283203125,57.502567291259766,0.57825536,7.0,1,27.979599
77,0,499.05084228515625,91.23719787597656,499.05084228515625,91.23719787597656,0.49682823,18.0,-1,44.815044
79,0,1187.9183349609375,165.17250061035156,1187.9183349609375,165.17250061035156,0.46626708,8.0,1,11.410168
83,0,1396.8924560546875,23.160083770751953,1396.8924560546875,23.160083770751953,0.38573027,23.0,-1,45.77887
84,0,241.07757568359375,768.019775390625,241.07757568359375,768.019775390625,0.3824531,15.0,1,18.631008
85,0,1383.88720703125,18.13628578186035,1383.88720703125,18.13628578186035,0.37066266,21.0,1,17.346855
