particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,fit_npts,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape,kb_i
0,1421,0.0986371955306179,0.0002999110387455,-0.0147898007828615,1.0336763762394416,30,11.731349836707102,1.687085420016848,0.0124559357224755,0.0073171041217559,0.0083420516102748,0.1199413867109933,0.9791666666666666,86.06339303691227,120,9.364634127362104e-24
1,1421,0.0890739267140441,0.0003101900659246,-0.0169422923151604,1.049760389255216,30,12.781667507955564,1.8381316043190896,0.0027191628306628,0.005151582654542,0.0112825803335109,0.1113678518136556,0.875,100.90756633380506,120,9.213830669902693e-24
27,1421,0.2041489978422004,0.0013462359543412,0.0441547543650413,1.018311424258835,30,8.134611249618803,1.16983844380768,0.1391939033929611,0.0231554999508263,0.0454991203500204,0.2796007546125618,0.875,53.972018169054216,120,1.3439594577623007e-23
4,1421,0.1909733474887673,0.0005357559418583,-0.0330090903712328,1.0450136690997007,30,8.57971651607764,1.2338490321771254,0.0543571232399788,0.0200402054639249,0.0213973793995275,0.2259561411804341,1.0,135.49956695487552,120,1.3260130913899977e-23
16,1421,0.2259644965255859,0.0007876149199124,0.0012897256584673,1.0504902439939106,30,8.564532710230335,1.2316654490582244,0.1662162180695478,0.0203852023004493,0.0219600496287206,0.22160122212085,1.0,155.53880193435725,120,1.5661955772592417e-23
2,1421,0.1058343043451175,0.0008985359261359,-0.0317843180239953,1.0556084136022443,30,11.605716683010296,1.6690181161837108,0.0077776378430055,0.0078570357694613,0.0131434664033886,0.1409154834909615,0.9166666666666666,63.2037690978892,120,9.940323914125936e-24
3395,864,0.1713496813549503,0.001050949266604,-0.057019296262553,1.0683873678457234,30,9.591598029219153,1.379367712582006,0.0716099961450215,0.015801556854292,0.0796557804859435,0.2737546289693288,0.8125,104.4657130414285,73,1.3300757746000522e-23
2592,847,0.2448689090986831,0.0013781476984967,-0.0974922163532412,1.085126584784053,30,7.72743327758277,1.111282179649178,0.0953787362134727,0.0229169816753175,0.0530932877143004,0.2897615155502081,0.8541666666666666,51.7700838845862,71,1.5313378702847877e-23
3528,844,0.3936028417640071,0.0017545555618661,0.0286419191346433,1.0320311715757884,30,8.431474823717089,1.2125303943987544,0.1593855039909962,0.0584989132704088,0.0716081086908295,0.3582382262285761,0.9583333333333334,76.83278635216125,71,2.6857394933209857e-23
4708,659,0.0957001099919693,0.0007094930321,0.0314652161164129,0.9905942597288157,30,12.071878364268914,1.7360568275655124,0.0415226002742668,0.0088764321061353,0.0105124223171168,0.1454229448248568,0.96875,198.5787164322641,56,9.349521838025608e-24
6,640,0.1164391733093472,0.0011450552889652,-0.0639121613897196,1.1009944148919066,30,12.058309875599978,1.7341055432100327,0.0457666659180762,0.0089787807833376,0.0098497040355133,0.1308017226543571,0.9791666666666666,244.67111436042248,54,1.1362860270183411e-23
4408,611,0.1167115535159013,0.0004689969800941,0.0224455573052029,0.9649178208758892,30,9.610977343592564,1.3821546517820464,0.0609876578076238,0.0302700077672784,0.0322985624418647,0.276763766606936,1.0,248.92461448754383,51,9.077860735662044e-24
17,558,0.1539717230535822,0.002004913781471,-0.0877542675764614,1.0853295762519075,30,9.949395484273715,1.4308225645934032,0.055434100461671,0.0189478525282185,0.1053928711563202,0.2962754612602581,0.8333333333333334,87.96799069146255,47,1.2397661564396411e-23
5866,446,0.1228512732216723,0.0009678386004185,-0.0325037958703593,1.054520240006943,30,11.185560893518817,1.6085955120969406,0.0567194113616058,0.0654042383348104,0.1036743592661732,0.4009467085942204,1.0,70.16111413610568,38,1.1120889892102685e-23
48,302,0.2093572215912388,0.0024748440333223,0.1606705430120815,0.9003912869313336,30,10.632499090837364,1.5290596942533212,0.1983754761653539,0.0626450120908933,0.0875046140976578,0.3781928822982277,0.9270833333333331,95.46071225097378,26,1.801463274860111e-23
4478,290,0.2788588617760928,0.0022889749402601,-0.110456546317416,1.0700313986721308,30,7.591457916928587,1.0917275630335002,0.1794632119436691,0.0410670501773698,0.0581963041388492,0.3271687377379062,0.9791666666666666,63.39080996760944,25,1.7132145408405716e-23
1447,234,0.0715692766888486,0.0010577869670844,0.0380288623919574,0.92274847812678,30,12.034032251247057,1.730614178051839,0.0549564132288092,0.0072944087160868,0.0503143080783718,0.2155810240984122,0.9375,137.54323090687058,20,6.970114488088278e-24
5516,219,0.3323755062496088,0.0023906550676316,-0.0557118692189132,1.0163765331469914,30,7.277172035376603,1.046530110407509,0.1953615062352467,0.0590574238239725,0.0630032789996972,0.3774177266410887,0.9791666666666666,112.01066024314704,18,1.9574639220215922e-23
7342,205,0.3126305294597162,0.0059420933315256,-0.1558486995302642,1.0893385373068556,30,7.235484024796194,1.0405349576059406,0.0588808932546353,0.0167916101313183,0.018596291051181,0.2081341006525998,1.0,47.73943405061297,17,1.8306321600664015e-23
30,205,0.0958746779458365,0.0029244747543035,0.1393204320101279,0.8842667432469262,30,8.304751137476767,1.194306261080534,0.1160934625931458,0.0101379039210847,0.0677642283617204,0.2802841979321611,0.8125,11.599987029822936,17,6.443660544238833e-24
74,160,0.2437957239368235,0.0087176774817612,0.1979951120448699,1.0370508471009496,30,8.846274637312234,1.2721827555918723,0.1776999656471284,0.0662625039319913,0.0936312627896232,0.3946559239907318,1.0,90.34977628021234,14,1.7453744522506545e-23
7651,155,0.2374327611879755,0.0054319485510402,-0.098677142663163,1.0085662309101444,30,7.228201476459239,1.0394876543296032,0.0842700191707454,0.0209354920478732,0.0371733960778703,0.2692073803142443,0.8333333333333334,45.8153726255312,13,1.388906483078555e-23
37,143,0.4070651263674362,0.0106998048697177,-0.3663582218927365,1.102830820995204,30,7.817018556726174,1.124165438642791,0.1869563306611884,0.0403500823211044,0.0465666446758218,0.2934166930135087,0.9479166666666669,36.21959743032156,12,2.5751774046115695e-23
4143,107,0.1047802367270089,0.0076428904570918,0.4969219024743762,0.6417940467069886,30,12.40461533108612,1.7839077307634947,0.0204341287088235,0.0527679080917318,0.0992666855459839,0.1722951005002074,0.8958333333333334,64.70618043150765,9,1.051876588430723e-23
4802,91,0.3129093696488678,0.0037532160440914,-0.0129999172289807,1.0691849744671054,30,8.689894300765165,1.2496936993930383,0.0784044389481092,0.1181899918954556,0.118816108295335,0.5048685227246655,1.0,78.16932896027812,8,2.2005699301671692e-23
8151,81,0.1457855713764776,0.0032146112962468,-0.0720190414712672,1.1251306224958963,30,11.060122211593796,1.5905561752493038,0.0134713943903053,0.0191233038868452,0.0219760582227209,0.2361745281881792,1.0,78.60495381139711,7,1.3048980487414326e-23
1663,76,0.2130572356104493,0.0030830386071832,0.012255715073668,0.9046452904400346,30,10.663125739304808,1.5334641125694242,0.1776617764241535,0.0495369202063376,0.0690102068819117,0.3034309696581613,0.8541666666666666,58.970360036297336,6,1.8385816901237074e-23
6394,72,0.1034772840051477,0.0037668302157149,0.0592637714877654,0.9201055755693548,30,9.631092562184062,1.3850474213676898,0.0516544668099205,0.0176824173634626,0.0800177905924713,0.3255049905390922,0.8854166666666667,40.414017045128205,6,8.065340193197981e-24
782,62,0.200996834883155,0.0067194387674464,-0.2717937610434138,1.2457021361007437,30,12.919118083770709,1.8578983716270647,0.0583844953344731,0.12077244474762,0.1413362946600894,0.4156973966796525,0.9787234042553192,42.41563062146194,5,2.1014748603235884e-23
