particle,n_frames,v_dx_um_s,v_dy_um_s,v_drift_um_s,v_drift_se,drift_z,drift_flag,r2_msd,lin_flag
0,1387,0.12069462878701304,-0.1087496977186366,0.1624613497787388,0.04648941413983208,3.494588021481262,True,0.9996065764980204,False
1,1387,0.014174778136349847,-0.004221423394492748,0.014790021997627736,0.06314472806281039,0.23422417755787978,False,0.9984091328341351,False
5,1387,0.009420991699398912,0.10949842699526612,0.109902959919366,0.06708048083688943,1.6383746590398214,False,0.9996387496052394,False
4,1387,0.10800102542811868,-0.12769762122117914,0.16724504165766135,0.056335234472148256,2.9687467039894213,True,0.9997440846409924,False
7,1387,0.008612290564342756,-0.01729041905928753,0.019316576819158222,0.060429334239300025,0.3196556285506079,False,0.9997119784317419,False
6,1387,0.10428974881613753,-0.041337713680820516,0.11218359185054896,0.057716955447255226,1.9436851958185528,False,0.9985578304949796,False
14,1387,0.02691223355564246,-0.0938348572923494,0.09761787109965585,0.052413849261554644,1.8624442294349517,False,0.9985560328657592,False
17,1387,-0.2666083914961079,0.08582641018327652,0.28008250052634487,0.0821373253800539,3.409929641979305,True,0.9979210304828456,False
27,1387,0.11979256810997117,-0.102844216132371,0.15788347654603987,0.04245615122755998,3.718742089922447,True,0.9970209984166525,False
38,1386,0.022508576093156648,-0.04009561658774109,0.04598145786393208,0.026300723300322355,1.7482963239786073,False,0.9990608395984201,False
2,1344,0.013988543593428621,-0.0493964016512437,0.05133891163587561,0.04957134619973995,1.0356569988842654,False,0.9997873996352198,False
159,1325,0.1470620330352102,-0.10464406445644449,0.18049271948312423,0.04101483224918671,4.400669455053135,True,0.9963468886342881,False
8,1146,-0.16987714713192564,0.26591270367443426,0.31554367541297573,0.07182427320310368,4.393273490156813,True,0.9973591766022787,False
235,1115,0.006775557067986216,-0.04269536147306841,0.043229643358435335,0.029325458744933208,1.4741335756905922,False,0.9997973449311824,False
576,1033,0.029654020734153144,-0.0023718676231195557,0.029748726052104945,0.03471207745372835,0.8570137034224006,False,0.999323164141116,False
21,1028,0.018554665418118572,-0.025361528168907,0.03142423777660468,0.023893653844736316,1.31517088097128,False,0.9992702051567316,False
658,1028,-0.023255585263827185,-0.11380186728935203,0.1161537224737392,0.09829188752723474,1.1817223719664078,False,0.9996656098278792,False
50,1028,0.0236541773593147,-0.016396497788098947,0.02878133503263964,0.03041774073830695,0.9462022600644208,False,0.9960376201444971,False
448,1007,0.1568831721850498,-0.09287957494093224,0.18231550991633222,0.05563027699853358,3.277271294571085,True,0.9983039316229316,False
9,956,-0.029943466053796327,-0.1530443355569868,0.1559460798013032,0.07723413776651125,2.019134081262722,True,0.9961797003847962,False
800,927,0.015343428499806492,-0.026538433373341105,0.03065467735990609,0.03155279656050801,0.9715359873449055,False,0.9998646537774263,False
871,886,0.114272617928789,-0.0764639892710244,0.13749535578898045,0.06931821095190667,1.9835387252619003,False,0.9978105330512459,False
917,827,0.18840062931413754,-0.1154745781758179,0.2209732457354196,0.05621689108262473,3.930726895065121,True,0.9981912294748,False
1043,796,-0.19381587401124434,-0.07415128488673599,0.2075162790459978,0.09712728006428523,2.136539589172577,True,0.9980478280485684,False
10,795,0.050595967497755176,-0.11621327690571158,0.12674966531000187,0.10429506337456852,1.2152987994723123,False,0.9990557286599505,False
12,779,-0.06553810471332414,0.017264666046425466,0.06777397629702152,0.08544075017426246,0.7932277766615075,False,0.9985364868697427,False
31,766,-0.19168371050552319,0.027387332075199163,0.19363034584321345,0.10763138799153299,1.7990137399180035,False,0.9990741239535499,False
238,721,-0.023847790879541652,-0.04101649858069936,0.04744544536259369,0.03480850335040567,1.363041808634405,False,0.9953343179058752,False
384,687,0.039153829099610016,-0.051944818656662964,0.06504833985917757,0.026626007713464888,2.443037670505982,False,0.9710660817939611,False
26,682,-0.5686700808133253,0.39623715873562043,0.6931013971816181,0.1382965311905682,5.011704857778006,True,0.9860429527846128,False
222,667,0.03684228723535855,-0.057163895882645775,0.06800783132268393,0.030147986762367067,2.2558000923489954,False,0.9992930116966184,False
938,620,-0.010185566163597231,-0.04675609174596184,0.047852668404487306,0.022885781585441512,2.0909344182034904,False,0.9956431251128502,False
1538,580,0.05272719500080605,-0.012307416417244053,0.05414452503735234,0.037991143005730976,1.4251881031635354,False,0.9988814254266093,False
1223,579,-0.1171394248702272,0.15666997128912097,0.1956198475683426,0.10126214271485795,1.9318161982724842,False,0.9962061962047576,False
40,567,0.01886003535357421,0.016562674277345847,0.02510026120891021,0.030885434651207085,0.8126892657451795,False,0.9986161947340002,False
1573,563,0.03346017536402078,-0.07716409054544197,0.08410636245312356,0.03891640108680399,2.1612060751846567,False,0.9980722781326916,False
11,552,0.21730546464800238,-0.10067056437560515,0.2394916021441818,0.08652688820614017,2.767828672789216,True,0.9989994145242276,False
616,550,-0.5512773197162124,0.6879697945889977,0.8815946469326584,0.18260162951670972,4.82796703000936,True,0.9713462218659394,False
35,547,-0.3393017525889744,0.09009662892420897,0.35105994054214756,0.14549866262518368,2.4128052740010837,True,0.9986778604609026,False
1614,543,0.016664562629131956,-0.020013574566078794,0.026043248924284723,0.028201729018141386,0.923462845399721,False,0.9989225733332998,False
1551,536,0.050763120137313544,-0.03746151003384445,0.06308929465520403,0.04537850946149713,1.390290148439851,False,0.9978664437018278,False
1622,535,0.021820047457492844,-0.027199873110378067,0.034870439748702735,0.07921501691582727,0.4401998649543376,False,0.9914549342741583,False
28,496,0.11281553293674138,0.0573573535723514,0.126559118520258,0.08241449646156065,1.5356414702999133,False,0.9985120861266804,False
253,496,-0.039522414757334576,-0.08359184826260514,0.09246414637149461,0.04451915855637496,2.076951797155073,False,0.9957038329873774,False
13,489,-0.1958197316015973,0.04698788044336597,0.2013783210603407,0.1287779005728069,1.563764591320448,False,0.9997516543656807,False
1735,488,-0.03535067148209857,-0.1278737372378105,0.13267012719297386,0.12195493145557582,1.0878619307108646,False,0.9983866978537956,False
29,486,0.11629662951548579,0.07985740342604214,0.14107484155090094,0.12091176037974838,1.1667586437235404,False,0.9998453874926295,False
1762,479,0.0313315844937461,0.001204870724541898,0.03135474286852963,0.09109673529193035,0.3441917294626379,False,0.998223496412101,False
1771,474,-0.7204144973248984,0.41482329777931254,0.831309458827692,0.17304409086893288,4.804032629217849,True,0.9784693742147943,False
1495,467,-0.03794805650088007,0.07557046733143263,0.0845632930111234,0.10143905484875505,0.8336364444365802,False,0.9985220084605976,False
16,463,-0.037559819096233786,0.009174285375144321,0.03866403396810006,0.11909533477457508,0.3246477625784734,False,0.9984795519847072,False
985,460,0.015903099126947384,0.16784889222822943,0.16860059069909955,0.12813912622548837,1.3157619820382616,False,0.9992436118487246,False
15,459,-0.5197397459068678,0.0971288820164364,0.5287375749812929,0.16154251786974236,3.273055180479689,True,0.9860840994286019,False
1769,456,0.006570746087995726,-0.07381722171343168,0.07410908800979027,0.0405101070755295,1.8293974852156472,False,0.9997065353442225,False
1494,453,0.023199293035050708,-0.2074653113937068,0.2087583833742106,0.15155959800165797,1.377401273998674,False,0.997273582690583,False
48,452,-0.01658853194604012,-0.05367846113210355,0.05618324111009924,0.05862380459306932,0.9583690703817164,False,0.9967831443357871,False
597,443,0.14497258501498636,0.09424293199592912,0.17291263874314328,0.10162105582802572,1.7015434186765879,False,0.9995993324021003,False
1301,422,0.004867453807859722,-0.007743777250906121,0.009146485263930582,0.03765049220083364,0.2429313597055197,False,0.9998172002066862,False
