particle,keep,type,note,source,proposed,reason,x_med,y_med,R_px_med,sym_med
5802,0,reject,,auto,reject,not-round,976.287078857422,237.2887115478516,23.02120263227108,1.9443287
41,0,reject,,human,reject,rigid-doublet;not-round;elongated,1442.247314453125,398.11497497558594,12.28079587994627,1.9363413
2183,0,reject,,auto,reject,not-round;elongated,597.4138793945312,55.86153411865234,15.138855450388288,1.9180397
5317,0,reject,,auto,reject,not-round;elongated,436.665283203125,277.3074493408203,8.992312818795476,1.8840143
40,0,reject,,auto,reject,not-round;elongated,1180.7425537109375,744.251708984375,19.780048145503287,1.682269
932,0,reject,,auto,reject,two-cores;not-round;elongated;defocus,395.960189819336,280.4851837158203,9.285289067847772,1.6748254
2392,0,reject,,auto,reject,not-round;elongated;defocus;mislink,1063.559814453125,375.55517578125,17.67940333828357,1.6736695
1709,0,reject,,auto,reject,rigid-doublet;two-cores;not-round;elongated,1431.3677978515625,399.7157897949219,10.820648456761422,1.6350298
5772,0,reject,,auto,reject,not-round,695.3352661132812,195.26272583007807,23.42858685922709,1.574387
324,0,reject,,human,reject,two-cores;not-round;elongated,380.9490051269531,315.5160217285156,9.518535700998711,1.5326214
5474,0,reject,,auto,reject,not-round;elongated;mislink,817.4810485839844,787.3432922363281,20.227694291267294,1.49728775
6679,0,reject,,auto,reject,short;two-cores;not-round,1545.066162109375,323.5649108886719,11.085318506538904,1.3785596
6448,0,reject,,auto,reject,not-round;elongated;defocus,1067.2037963867188,367.0130615234375,27.393398254578702,1.36442575
2306,0,reject,,auto,reject,short;not-round;elongated;defocus,1168.28369140625,732.7920532226562,12.01415929893514,1.3495065
1334,0,reject,,auto,reject,two-cores;not-round;elongated,1448.030517578125,429.7774963378906,10.939362283230164,1.2797137
5008,0,reject,,auto,reject,short;not-round,1076.6363525390625,387.4768981933594,26.05254051675358,1.125525
2640,0,reject,,auto,reject,not-round;elongated,1426.9237670898438,419.9385833740234,20.8019065727122,1.0911711
5876,0,reject,,auto,reject,two-cores;not-round,1060.565185546875,386.05078125,22.276333254541107,1.0891359
5505,0,reject,,auto,reject,not-round;elongated;defocus,657.1429443359375,24.215625762939453,12.519794066082696,1.0890174
