particle,n_frames,R_px_med,R_cv,resid_med,ring_cv_med,ecc_med,n_cores_med,frac_multicore,inlier_med,n_shape,x_med,y_med,sym_med,polarity,rigid_partner,rigid_sep_cv,rigid_corr,med_step,max_step,mislink,reason,proposed
5590,326,12.546695109616882,0.03901243648711008,0.006813868760805,0.008235468124042541,0.1281661990220017,1.0,0.0,0.9583333333333334,21,1612.92578125,766.1448974609375,316.28544999999997,1,-1,,,0.9857157903205287,3.047385898115582,False,,single
0,1225,14.445174120425644,0.0032369622784404533,0.005141649828819647,0.013230236098896599,0.1284678663518141,1.0,0.0125,0.8333333333333334,80,824.6359252929688,790.960205078125,311.08994,1,-1,,,0.879855152983652,3.8342192398634345,False,,single
3,1225,12.917455221603852,0.006469419139140111,0.005277977408088117,0.036924425225546065,0.18451634208394788,1.0,0.0,0.75,80,1153.111328125,164.74684143066406,155.7516,1,-1,,,0.8813219809700915,3.1225295852136874,False,,single
2,1225,12.463360455706368,0.004739898674679306,0.006190644932040768,0.031231662357415757,0.15760265629295594,1.0,0.025,0.7708333333333334,80,1181.0994873046875,750.8006591796875,128.76442,1,-1,,,0.9980535689493006,3.4238302602940816,False,,single
5,1225,10.048626443540865,0.11779342334027888,0.014696967475221884,0.016431013708074288,0.1935609534686779,1.0,0.05,0.9895833333333333,80,1405.0357666015625,1166.8858642578125,108.79606,1,-1,,,1.3394023281266476,3.885588367891054,False,,single
6,1225,10.221927314340666,0.14228840246015254,0.012978185779889828,0.013270313457128112,0.17979488926917833,1.0,0.0125,1.0,80,346.2554626464844,737.865966796875,105.81771,1,-1,,,1.2033970833858256,4.212771080206233,False,,single
4,1225,10.169669728858022,0.037886525743516315,0.01720001093490974,0.01883527481954719,0.21282318091961488,1.0,0.0,1.0,80,1571.576416015625,939.0133666992188,103.771454,1,-1,,,1.2986337513474715,3.993818461289548,False,,single
8,1225,9.135154860394419,0.20372386274900509,0.0160951711500441,0.016385235741774674,0.20112522741505645,1.0,0.0875,1.0,80,904.8203125,694.1973266601562,80.01794,1,-1,,,1.3371731484489313,4.32005971243177,False,,single
9,1225,9.019344892245964,0.05727583004578652,0.022999610752592877,0.024348195534422575,0.24063991654649486,1.0,0.0,1.0,80,1494.0386962890625,292.7129821777344,50.36122,1,-1,,,1.3824506209777936,5.839273703144915,False,,single
10,1225,10.214463874453337,0.11475560993522305,0.015611674778977413,0.09578227729696252,0.3067285923369684,1.0,0.0625,0.7708333333333334,80,551.938720703125,525.2050170898438,43.974014,1,-1,,,1.1579728237827025,4.379964538144522,False,,single
13,1031,11.92646770423163,0.06062293097537416,0.047665101365808996,0.08994109512013729,0.34634949914220065,1.0,0.014925373134328358,0.9375,67,730.197265625,498.1164855957031,40.86791,1,-1,,,0.9973283603179978,7.091245150845393,False,,single
16,132,9.210024538842983,0.016237940106404853,0.02954056923515596,0.02955024019286989,0.277459393996881,1.0,0.0,1.0,9,335.38243103027344,123.72047805786133,32.5196035,1,-1,,,1.110408010887774,3.4485599521525163,False,,single
6281,196,11.775175443490186,0.014287306773749215,0.03913071296489789,0.0908916540972605,0.34558646388845093,1.0,0.0,0.8541666666666666,13,705.5555725097656,479.92333984375,31.887164,1,-1,,,0.9431713126213581,2.8897905564562425,False,,single
870,362,9.173577348552408,0.016269479989085532,0.027731481059936478,0.027739484362976505,0.2661600488023991,1.0,0.0,1.0,22,344.31390380859375,110.71798324584961,29.944633500000002,1,-1,,,1.2982098399729118,6.056524308157803,False,,single
3103,740,9.136203255038017,0.01815081094316328,0.02545128690413545,0.025457480170623464,0.2563926035454681,1.0,0.0,1.0,48,363.12982177734375,88.10457992553711,26.5133995,1,-1,,,1.3973165808609165,4.445517569816516,False,,single
4933,432,13.76690897045232,0.18416251589465116,0.052039599362651075,0.06999379906975475,0.3174262610274147,1.0,0.4827586206896552,0.9375,29,695.3236389160156,568.1454162597656,26.4326705,-1,-1,,,1.7792067117125538,5.344923988016693,False,,single
6974,62,8.871019828269517,0.029038563391923837,0.02889131630713064,0.08114701759576995,0.350030605945292,1.0,0.0,0.8958333333333333,4,1579.8090209960938,8.331138134002686,25.908784,1,-1,,,1.4413776891548897,3.0965520973067497,False,,single
11,82,12.349510187790662,0.240964312613912,0.05307452669782906,0.05707511872586566,0.33187267913930507,2.0,0.6666666666666666,0.9895833333333333,6,83.02501678466797,1013.8291320800781,22.3988455,-1,-1,,,1.8444234151945995,6.068469420271838,False,,single
2783,63,14.293834986705306,0.08247416282655436,0.05153517762328294,0.07492031355308976,0.2867554438633011,1.5,0.5,0.9270833333333334,4,1257.7998046875,1206.654296875,21.774673,-1,-1,,,1.808341704011525,5.6827421776083895,False,,single
3140,65,12.272238861611996,0.24397996927786025,0.03190907118467964,0.05350401527849798,0.26022066057929294,2.0,0.75,0.8645833333333333,4,1263.6807861328125,1199.3204345703125,21.173822,-1,-1,,,2.087736283188459,5.6920367004194885,False,,single
24,794,7.650835139405112,0.18468113517552032,0.025824354215776477,0.026372591550641564,0.24501215380072144,1.0,0.09615384615384616,1.0,52,703.4775390625,565.0956420898438,18.696748,1,-1,,,1.6816026846887893,5.246184963064827,False,,single
3554,674,8.608652142524097,0.1432453082364926,0.02940861963924219,0.033425458653122325,0.25968066139419627,1.0,0.06818181818181818,0.9583333333333334,44,1275.253662109375,1179.1546020507812,17.3294445,1,-1,,,1.704398674097385,5.03303236259043,False,,single
3556,163,8.605870241742918,0.06928040563948437,0.042250992007703506,0.04444436726692028,0.3294894827834305,1.0,0.0,1.0,10,49.49029159545898,1020.9251708984376,14.064382,1,-1,,,1.4807612144733504,4.2634943562097725,False,,single
23,63,7.357142822666847,0.08838258428091329,0.028499752306660905,0.042650865586562184,0.2836884917253334,1.0,0.0,0.9583333333333334,5,1094.30712890625,799.5884399414062,12.42365,1,-1,,,2.0032516883353364,4.619265673505342,False,,single
