particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,fit_npts
77,1000,0.2853854025580738,0.0029310516565774227,0.055455500046640765,1.025431986249851,30
47,1000,0.23334287368080717,0.001003223490895081,-0.0560691529664612,1.0608363266102763,30
43,1000,0.0204244708325548,0.00028365208079392284,-0.007476402582323984,1.0288695937995678,30
41,1000,0.33367812991637463,0.0008017879030195451,-0.08907000620186145,1.0965896698973303,30
37,1000,0.05813935680296757,0.00016201983889846267,0.0009763070053447902,0.9795694812104707,30
1,1000,0.12717238793224628,0.0006576264937772654,0.02558348970057538,1.0048177865883552,30
0,1000,0.2014213497222879,0.0017875871032079446,-0.09474046839942117,1.1174641544592674,30
4,1000,0.0449768091858504,0.0002620628430280457,-0.013319495586680852,1.0477788801597392,30
5,1000,0.20445934201826943,0.0009663422041039951,-0.08248312961426252,1.1202903984765669,30
6,1000,0.08179446164914364,0.0011018267882982697,0.059910300880306924,0.9461709143389242,30
3,1000,0.21585645430914752,0.0014395395715319861,-0.10988670116914792,1.135723392694587,30
25,1000,0.19600137175408,0.003105054917014952,0.08112486936800946,1.0242562417902896,30
31,1000,0.09379773536878996,0.0007928159076710991,0.0027508487010162053,1.0603654792665205,30
28,1000,0.33146564826252417,0.0012397141742696782,-0.0641512928596828,1.0508857230142385,30
26,1000,0.20455366259728228,0.000980390273090582,0.026456045569122313,1.0125865627079662,30
8,1000,0.20102881550768983,0.0009126339169392056,0.006148025989328781,1.048589784816104,30
11,1000,0.17148948039416942,0.0009219296160525574,-0.09077421201809016,1.1675968504656156,30
2,1000,0.0728755826654158,0.00038869922395676394,-0.015714906396512355,1.0488160490531944,30
13,1000,0.08788816550789634,0.0005379646152312338,0.012722846808896352,1.0138883846355473,30
18,1000,0.1068670742122159,0.00046257069222307393,0.020456661072148028,0.9932609103751118,30
19,1000,0.23549268350040373,0.0014316378342590416,0.06246051598429365,1.001289013724964,30
40,998,0.024300150319655347,0.0002563104033480332,0.002504540679208708,0.9085753544907438,30
53,998,0.501125820000903,0.007374976002551299,-0.36330280181239794,1.1378473985990691,30
135,997,0.11025023737795668,0.001001189295900737,0.048904500900437776,0.9727226055590528,30
96,997,0.04729939998311968,0.00032765985270563825,-0.01392846371855491,1.031951096026698,30
123,997,0.06257140494612645,0.00034092293794751275,0.0003791133712503666,0.9667941405762857,30
30,994,0.1481986209893805,0.0017675770669949768,0.07262629261891665,0.9850285394993926,30
48,980,0.4749180007659719,0.002269539029228312,-0.07462586016797858,1.0982322786945593,30
872,897,0.022593937023211573,0.00019453796279579738,-0.0028358405998212565,0.9648879803937419,30
95,874,0.15950746978568006,0.0014452776562312228,-1.9112558834641003e-05,1.0726641127630354,30
100,869,0.43505261615454893,0.0014509653347539037,-0.09229710394738401,1.0857591788129604,30
7,804,0.06028578702580784,0.0003623459947917534,0.019258092685943043,0.9485222906319468,30
32,786,0.06442094363172612,0.00023124589631214642,0.008978210034143948,0.9800930353529702,30
1625,781,0.0869981472237741,0.0015639837790631058,0.06513177167504298,0.9633720230026296,30
1793,758,0.01687340268404543,0.00012136160818955927,0.012648677668771868,0.809503270451755,30
1796,757,0.26534070916944397,0.0010010715452758113,-0.08147221950679101,1.1038582791234717,30
17,730,0.4500567378067423,0.0022911652281726526,-0.18488951919915986,1.1141124885758054,30
9,710,0.1495620401208389,0.000786852270635599,-0.012106578839755215,1.0863710674753,30
2286,682,0.23110163794058478,0.0014015128579624215,0.036952176346005595,1.0106288538417332,30
36,675,0.1859661022674556,0.0028132237058931765,0.12486081140349826,0.9502672550663147,30
110,664,0.02321117573432678,0.00032509363328127685,0.029882634640766393,0.643160182990642,30
2455,656,0.20758574426671225,0.0008698264494505573,-0.053910105537559906,1.1148849515390014,30
