frame,focus,bright,count,n_link,flow,struct_rms,affine_r2,div,curl,shear
0,155.0458984375,208.9315643310547,49,45,0.6907359695302555,0.9374728200585217,0.2525110021739915,-0.30751063116091915,-1.8559543862622456,1.9836187530572804
28,162.9376220703125,209.64366149902344,53,49,0.16741819982994807,0.714221277603478,0.07744622372414944,0.11714022466902141,0.024013055465421693,1.441136311359961
56,158.18740844726562,210.40016174316406,45,44,0.5368815256857357,0.2454571189781274,0.026087156475087858,-0.12534471240739176,-0.5308654881391415,0.4045505603748681
85,166.83807373046875,210.10414123535156,49,47,0.2947115896406594,0.38287370806789295,0.057135641854209274,0.4264305695527678,0.7790629738470409,0.6070772070839404
113,168.20498657226562,210.67112731933594,49,48,0.32723580621990844,0.7177288059093111,0.15995244035262135,-0.11610365284041542,-1.683338942738589,0.8514850432821529
141,172.71194458007812,211.2172088623047,51,49,0.34369275267962013,0.3649047684455215,0.03507344343379304,0.04582582380792485,-0.3250224278804675,0.8460831546709341
170,170.221923828125,212.19088745117188,49,47,0.6801570131396293,0.5541483355159331,0.06547043709737688,0.05176495568077079,-0.4451392632770559,0.7350995887674779
198,164.44668579101562,210.4038543701172,57,52,0.5550802053488213,0.43145684201628526,0.04760276973127564,-0.7760686720506489,-0.16793615873802456,0.9700392177852729
226,170.65225219726562,210.12449645996094,53,48,0.2851175047046378,0.4167196924319243,0.04981470370416807,-0.5189336550396151,0.6976496738464883,0.9126631043843362
255,171.6063690185547,210.32440185546875,50,45,0.3971860145324838,0.6800404444762145,0.09233169287113696,0.6701702665480476,-0.8970012166534185,1.4824126151094223
283,167.14695739746094,211.34852600097656,50,46,0.030943057215260215,0.6865509823211278,0.08275658977077449,0.03460861749361806,-1.380948773724816,1.001830937491231
311,163.5325927734375,211.02345275878906,44,44,0.3495062722669424,0.560510359355068,0.07732383781097074,0.9879059446493955,0.5055893069569181,1.0101087157221351
340,167.14645385742188,210.4913330078125,48,43,0.20702341567016497,0.4201174289594281,0.05480148249235395,0.6957113497056453,0.473070863054116,0.47022550423234505
368,161.1398468017578,210.32643127441406,58,52,0.727386935487276,0.6565023317868027,0.12334031577207727,-0.26428392146778934,0.9865875847664385,0.9046198992726647
397,171.1223907470703,209.903076171875,52,48,0.23855128896258226,0.7645747346570212,0.09620869100764107,0.4265446984276367,-0.5719462596695247,1.0267262034629656
425,166.91371154785156,209.3462677001953,57,47,0.24165526778561852,0.4607633412369063,0.04745136493435809,0.8513473889427162,-0.5430354365014618,0.8523392126841887
453,168.32247924804688,210.31333923339844,46,42,0.24563693242292634,0.8105103932201471,0.19449093286385488,-1.5931526696511857,-0.5945017518509669,1.3732968472684999
482,169.35537719726562,210.56549072265625,52,47,0.2750523679223319,0.4825451093012765,0.05603784074038065,0.398838623458213,-0.007010659243280866,0.8488371205658414
510,168.1029510498047,210.61468505859375,46,45,0.5963788132489393,0.43759886840935136,0.03878550492663935,-0.5724598259038207,-0.5361010182850331,0.10861797721731072
538,167.788330078125,211.51417541503906,53,49,0.49943690234179167,0.512426468591595,0.05897578880562515,0.07822667479892725,-0.09307324324941049,0.9782701374822821
567,163.40487670898438,211.27700805664062,49,48,0.6746066024747821,0.73573936619156,0.1364292734064677,1.3867737286735395,-0.3082079396403548,1.3929475191985725
595,159.25669860839844,211.88296508789062,45,41,0.3820934576663996,0.5513367155740247,0.04760401813536108,0.5057804613699467,1.0512291152376663,0.9757361104489232
623,161.62762451171875,210.96591186523438,60,54,0.14758235863962657,1.125840735779125,0.2248098324985447,1.5454241740700767,0.6985528296560383,1.238774831003492
652,157.32325744628906,210.62977600097656,51,46,0.6682384881468667,0.7801715298766984,0.12365594764554122,-0.25813634881649716,0.3051373997836167,1.4961820741277145
680,155.50885009765625,210.4144744873047,50,49,0.5158010395758641,0.6769008235242109,0.07162770831364085,0.8774178945130846,0.001586084055596156,0.8696255796140395
708,156.4947509765625,210.44284057617188,52,49,0.7343007498805006,0.6285137534868867,0.09745605968400306,0.7345609101555747,-0.7751392474225988,0.645636150837245
737,153.6565704345703,210.44834899902344,51,45,0.4656084535763765,0.5971617961982842,0.07902588352928286,0.9345306601884589,0.6924632891067244,1.2857631941515257
765,149.3715362548828,211.13975524902344,51,49,0.058888223697999204,0.9569529662589285,0.18736750490169718,-1.5185647508907845,-1.4655226675731037,1.7584386612342706
794,151.3422393798828,210.1899871826172,45,45,0.32195196345893884,0.32525795397758056,0.030585807688829236,0.4413070613780309,-0.48941534307990725,0.46733141419192664
822,151.61207580566406,211.3790283203125,55,51,0.10779343414865206,0.5389832897711239,0.06738940357347356,-0.3619030640141357,-0.6582352427510203,1.1337379452290632
850,149.22694396972656,211.0163116455078,56,53,0.31776126923452663,0.5826550987360477,0.05439921457405483,0.8112720496040406,-0.8081529377163004,1.1937959272814627
879,146.56129455566406,210.9950714111328,55,52,0.3025488039732258,0.40002420650955356,0.035375473407855185,-0.3966671641785028,-0.3404639045241981,0.8697041441747217
907,144.46975708007812,209.50094604492188,54,50,0.19613603496239618,0.7169793432867558,0.12166423208980393,-0.4595348455965463,-0.9704559147150641,1.3501827751364306
935,142.2832489013672,208.901123046875,57,53,0.36984727447409904,0.435381779627288,0.05232337716066959,-0.6275092126630338,-0.5061841349447949,0.2594316217490715
964,141.7896270751953,211.0801544189453,53,51,0.8336218437444721,0.8450368547112628,0.20273520378331156,0.3021466602775928,0.5471837873883659,1.5163561609281273
992,135.8392791748047,210.0296173095703,58,51,0.49858392772050425,0.7518875614276677,0.12236268286462038,-0.390796923539365,-0.840673068824903,1.6880715960260217
1020,134.02943420410156,210.6378173828125,58,55,0.33159155942168,0.21538918429609386,0.010108143080706289,-0.21009388194564502,0.18508712104967584,0.23973711476098375
1049,136.68751525878906,211.43724060058594,60,57,0.11976242042014953,0.637684799980645,0.13883888727477633,0.433392354212774,0.34439212819882054,1.3947678897336457
1077,134.26983642578125,211.07212829589844,55,49,0.34478991738883386,0.7790450058510703,0.11336712715472885,0.4765949481511831,0.40052903302485504,0.9876134321365306
1106,130.7799835205078,211.40313720703125,57,52,0.3579784406247305,0.6321988523477348,0.07273555891835382,-0.5855857588013679,-0.005974169175059158,0.8677444890416343
