frame,dx,dy
0,0.0,0.0
1,0.34912109375,-0.189910888671875
2,0.7791366577148438,-0.3023223876953125
3,0.9550247192382812,-0.61102294921875
4,0.8261184692382812,-0.8509902954101562
5,0.8042984008789062,-1.3993911743164062
6,1.1283950805664062,-1.6033096313476562
7,1.1337661743164062,-1.7727432250976562
8,1.3804702758789062,-2.1111221313476562
9,1.4092788696289062,-2.4866561889648438
10,0.8027114868164062,-2.3564071655273438
11,0.7442398071289062,-2.5144729614257812
12,0.48886871337890625,-2.5912857055664062
13,0.38486480712890625,-3.0707778930664062
14,0.8660659790039062,-3.4740371704101562
15,0.43732452392578125,-3.7437210083007812
16,0.5247573852539062,-3.6218948364257812
17,0.7202987670898438,-3.7139511108398438
18,0.7671127319335938,-3.3518295288085938
19,0.9659652709960938,-3.3817672729492188
20,0.8562240600585938,-3.8118209838867188
21,0.7297592163085938,-4.141868591308594
22,0.8455734252929688,-3.9696578979492188
23,0.8550949096679688,-3.8166122436523438
24,1.0812911987304688,-4.248008728027344
25,0.8668746948242188,-4.239601135253906
26,1.2066574096679688,-4.528434753417969
27,1.1810226440429688,-4.422874450683594
28,1.2713546752929688,-4.719505310058594
29,1.2993392944335938,-5.030998229980469
30,1.3809585571289062,-5.124046325683594
31,1.3329849243164062,-5.092948913574219
32,1.5442886352539062,-4.958427429199219
33,1.3633804321289062,-5.080589294433594
34,1.3104629516601562,-5.302452087402344
35,1.1987075805664062,-5.740058898925781
36,1.1158523559570312,-5.721076965332031
37,1.1202468872070312,-5.788734436035156
38,1.3972978591918945,-5.931526184082031
39,1.7480669021606445,-6.176719665527344
40,1.7582902908325195,-6.016120910644531
41,1.4351396560668945,-6.048255920410156
42,1.5553789138793945,-5.812782287597656
43,1.3485307693481445,-5.248687744140625
44,1.6870927810668945,-5.229156494140625
45,1.6943559646606445,-5.1993560791015625
46,1.9991655349731445,-5.3746795654296875
47,2.228581428527832,-5.9747772216796875
48,3.021916389465332,-6.5663299560546875
49,3.541733741760254,-6.7544708251953125
50,3.746720314025879,-6.8046417236328125
51,3.594681739807129,-6.7447662353515625
52,3.478592872619629,-6.4463043212890625
53,3.414872169494629,-6.7984161376953125
54,3.337632179260254,-7.047126770019531
55,3.567368507385254,-7.456336975097656
56,3.739243507385254,-7.676180839538574
57,3.7042551040649414,-7.614520072937012
58,3.3691720962524414,-7.967867851257324
59,3.21450138092041,-7.860842704772949
60,2.69924259185791,-7.903048515319824
61,2.70736026763916,-8.397799491882324
62,2.7705163955688477,-8.913851737976074
63,2.5074243545532227,-8.736422538757324
64,2.5188989639282227,-9.2162504196167
65,2.2323179244995117,-9.511126518249512
66,2.8120298385620117,-9.946429252624512
67,2.9775571823120117,-9.701586723327637
68,2.9187192916870117,-9.766314506530762
69,3.001498222351074,-10.346301078796387
70,3.064364433288574,-10.771044731140137
71,3.040163993835449,-10.969866752624512
72,2.900637626647949,-11.196948051452637
73,2.995791435241699,-11.479479789733887
74,2.681307792663574,-11.983416557312012
75,2.757927894592285,-12.045626640319824
76,3.21657657623291,-12.473010063171387
77,3.65639591217041,-12.864336967468262
78,4.02138614654541,-12.976214408874512
79,4.299935340881348,-12.976916313171387
80,4.279305458068848,-13.583941459655762
81,4.331215858459473,-13.635096549987793
82,4.505410194396973,-13.904916763305664
83,4.237618446350098,-13.973001480102539
84,4.209450721740723,-13.390970230102539
85,4.216927528381348,-13.402490615844727
86,3.9886560440063477,-13.217676162719727
87,3.8123865127563477,-13.577539443969727
88,3.3374109268188477,-13.509683609008789
89,3.8418893814086914,-13.381921768188477
