particle,frame,x,y,x_raw,y_raw,sym,r_est,polarity,contrast
0,0,536.8500366210938,208.4980010986328,536.8500366210938,208.4980010986328,18.34246,10.0,1,33.3579
1,0,1321.1578369140625,323.4957275390625,1321.1578369140625,323.4957275390625,18.249626,10.0,1,34.87439
2,0,1285.732177734375,1061.793212890625,1285.732177734375,1061.793212890625,16.986773,12.0,-1,37.18168
3,0,1527.9317626953125,375.8919372558594,1527.9317626953125,375.8919372558594,16.23327,12.0,1,52.123543
4,0,374.3647766113281,540.659912109375,374.3647766113281,540.659912109375,15.767738,12.0,1,27.51794
5,0,685.718994140625,383.6504821777344,685.718994140625,383.6504821777344,14.952657,12.0,-1,28.91236
6,0,299.8033447265625,805.6287231445312,299.8033447265625,805.6287231445312,11.543036,14.0,-1,26.160707
7,0,1535.2659912109375,25.81456756591797,1535.2659912109375,25.81456756591797,9.724561,10.0,1,32.434082
8,0,767.391845703125,1091.560546875,767.391845703125,1091.560546875,9.399725,12.0,-1,19.173578
9,0,1535.4898681640625,396.43255615234375,1535.4898681640625,396.43255615234375,6.6020684,8.0,1,37.4736
10,0,1332.5438232421875,582.509765625,1332.5438232421875,582.509765625,6.449819,18.0,-1,37.390366
11,0,33.37289047241211,1037.1988525390625,33.37289047241211,1037.1988525390625,5.8565288,28.0,-1,51.015106
12,0,1536.874755859375,784.4374389648438,1536.874755859375,784.4374389648438,5.66756,12.0,-1,35.346817
13,0,1091.6724853515625,12.317459106445312,1091.6724853515625,12.317459106445312,5.207319,10.0,1,35.212994
14,0,1516.091552734375,394.2752685546875,1516.091552734375,394.2752685546875,4.6620126,12.0,1,49.38747
15,0,1495.9849853515625,554.171875,1495.9849853515625,554.171875,4.617785,8.0,1,31.432049
16,0,1363.281005859375,895.2586669921875,1363.281005859375,895.2586669921875,4.217259,6.0,1,3.7540343
17,0,385.2781677246094,879.608642578125,385.2781677246094,879.608642578125,4.1510205,18.0,-1,15.231505
18,0,256.0353088378906,1167.6123046875,256.0353088378906,1167.6123046875,3.612151,14.0,-1,52.18918
19,0,998.0225830078125,174.33718872070312,998.0225830078125,174.33718872070312,3.2235966,10.0,-1,14.047293
20,0,1102.5601806640625,847.0725708007812,1102.5601806640625,847.0725708007812,3.2117503,8.0,1,14.138993
21,0,588.2548828125,272.6952819824219,588.2548828125,272.6952819824219,3.2030106,8.0,1,29.074997
22,0,393.1864013671875,540.0753173828125,393.1864013671875,540.0753173828125,2.6024158,10.0,1,11.433249
23,0,1292.778564453125,1101.34716796875,1292.778564453125,1101.34716796875,2.360037,24.0,-1,12.275357
24,0,1497.8851318359375,405.5527038574219,1497.8851318359375,405.5527038574219,2.0895138,8.0,1,10.991644
25,0,1497.7315673828125,371.97503662109375,1497.7315673828125,371.97503662109375,2.0173466,10.0,1,19.284443
26,0,1115.95654296875,253.37376403808594,1115.95654296875,253.37376403808594,1.8546964,14.0,1,17.05381
27,0,368.7047119140625,723.7523803710938,368.7047119140625,723.7523803710938,1.7051773,10.0,-1,42.02685
28,0,81.9422607421875,310.0196228027344,81.9422607421875,310.0196228027344,1.572711,8.0,-1,20.644884
