particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,fit_npts,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape,kb_i
9,1897,0.1721833249298891,0.0003430613768011,-0.0400176762148272,1.0690041559088266,30,9.52176160567764,1.3693245365125015,0.1838850151667755,0.0136736044214815,0.0484870775676228,0.2532414574523372,0.8541666666666666,81.25263176516307,120,1.3268154086844755e-23
4,1897,0.0663697909429028,0.0002526164642503,-0.0121965711523661,1.045136153389724,30,13.310718917283982,1.9142144874946092,0.0043224467771049,0.0050533258950797,0.0319437224557469,0.16718879760148,0.7708333333333334,16.74666307168186,120,7.149473730446131e-24
10,1897,0.1757591544720629,0.0007039971411613,-0.0233052555176177,1.0720021720066806,30,9.103020417108718,1.3091053661844048,0.1639384395837861,0.0130190649594257,0.0154305308511152,0.1824261050785433,0.9791666666666666,106.02100449349518,120,1.2948086260386826e-23
11,1897,0.1493129592617198,0.0007847881843513,0.0220765540599298,1.005298620686028,30,8.505761685210096,1.223213587950064,0.1222060823412692,0.0138418835470117,0.0143498109007045,0.1890037100442579,1.0,111.20047885696182,120,1.0278099695557782e-23
16,1897,0.2014274380750377,0.000246777483056,-0.0239597480368378,1.0421291918894982,30,7.998606374878983,1.1502795827713463,0.1811694240528919,0.0204796520990134,0.0238088097494713,0.2232083216018255,1.0,131.28040913604727,120,1.3038723223597444e-23
2,1897,0.105614048754772,0.0004864232061915,-0.0372869087784785,1.0894845201521035,30,11.859347179426686,1.7054927178733517,0.0273724538339444,0.0053800807710191,0.0399283329125609,0.2071078785455049,0.7708333333333334,13.42007599043846,120,1.013641977423213e-23
1,1897,0.0879718194365415,0.0008197708447071,-0.0053020417060541,0.9902055752851416,30,11.4374407668314,1.6448183566780237,0.0027182359643254,0.0054644600870259,0.0059737160428978,0.1017680701771787,0.9791666666666666,90.2154762942926,120,8.142814562223149e-24
5,1897,0.0941252702865734,0.0007101768858687,0.0416596801596475,0.95496845625476,30,10.745295259129367,1.5452809112153942,0.1465202532414399,0.0066017768530421,0.0074943846794239,0.1089179409149607,0.9583333333333334,57.71097975515306,120,8.185151126311184e-24
341,1853,0.1238590488441793,0.0014466191980819,-0.0654740332553459,1.0858883883600996,30,10.848551133004456,1.5601301384373707,0.0036950081323532,0.0052241345172494,0.006107571727811,0.0958306566822167,0.9583333333333334,132.53145192920942,117,1.0874307094059746e-23
7,897,0.1130040728842477,0.0003127945159229,-0.0002066430279665,0.9983859627482424,30,10.003452885435738,1.4385965594545134,0.0745381784728755,0.0077141281043843,0.0087097398157462,0.1272680744961588,0.9791666666666666,128.2168616727858,57,9.14842095839147e-24
488,889,0.0815207264663095,0.0009703893618774,0.027601507002004,0.9999117604559156,30,11.774402024593837,1.6932767551568395,0.0920105073152663,0.0078466091677145,0.0340885743195138,0.2000879478925425,0.8125,86.58172742105292,56,7.76799637118771e-24
988,516,0.3103330463462977,0.0022601637556067,-0.1841885617675407,1.1518030405337778,30,7.743843304460611,1.1136421056144803,0.1497626568145123,0.0139493740847396,0.017074960179526,0.1768618679690269,0.9791666666666666,50.70382820398806,33,1.9448526084568594e-23
4319,367,0.1775698737639784,0.0018721221432044,0.0702015747895406,0.96964773597511,30,8.610710670459893,1.2383063015188371,0.1903989742049759,0.0178581972876796,0.0211126721531241,0.2081327522564132,0.9375,102.48125616163333,23,1.2374008078069583e-23
2342,322,0.2878024293381973,0.0042516947007167,0.0911831483030252,1.0581452299712986,30,7.574091936691433,1.089230161415595,0.0450858460556208,0.0384915005655738,0.0398226861166168,0.3048573762820957,1.0,107.5478353355792,20,1.764116006367185e-23
9082,316,0.1556001335563123,0.0010862937764773,0.0256335527840781,1.0122789142784678,30,8.054774159236612,1.158357071839817,0.0497045258068834,0.0184677653228848,0.0885641711264287,0.293389110193486,0.7916666666666666,70.12652168240874,20,1.0142977126490054e-23
362,230,0.223767208937623,0.0041740397824684,0.1033328750093816,0.9987079136924992,30,7.008387382457578,1.0078761894712245,0.168830104494234,0.0250818707887131,0.0323221790880791,0.2715804849884914,1.0,59.54932817321441,15,1.2691608198032521e-23
4940,180,0.4458009508611952,0.0137360722156339,-0.5662216058554139,1.2069403879845868,30,7.110328060680257,1.0225362784064278,0.1769113920461357,0.0435179645926422,0.0442826501276068,0.3228382708802588,1.0,97.38402917492748,11,2.5652679899997576e-23
4498,133,0.168958327284076,0.0023694345187661,0.0998701251887343,0.8725280539537975,30,12.26111809809806,1.763271393687482,0.0452828669111004,0.0549619629968932,0.0675329819618558,0.3277378683778987,0.90625,107.00734810014131,8,1.6765317767023525e-23
