particle,frame,x,y,x_raw,y_raw,sym,r_est,polarity,contrast
0,0,1405.3258056640625,534.259765625,1405.3258056640625,534.259765625,208.94115,16.0,-1,5.913071
1,0,618.6766967773438,948.9392700195312,618.6766967773438,948.9392700195312,208.42015,9.0,1,40.228626
2,0,806.9898071289062,1139.0328369140625,806.9898071289062,1139.0328369140625,165.64378,10.0,1,32.08494
4,0,1323.258544921875,463.0442810058594,1323.258544921875,463.0442810058594,132.94429,11.0,1,52.572422
5,0,993.16162109375,62.35565185546875,993.16162109375,62.35565185546875,106.83662,9.0,1,46.26484
6,0,1020.4588012695312,288.9231262207031,1020.4588012695312,288.9231262207031,89.1863,8.0,1,41.815716
7,0,558.282958984375,1182.8665771484375,558.282958984375,1182.8665771484375,77.57429,8.0,1,28.027876
9,0,869.255615234375,1192.941162109375,869.255615234375,1192.941162109375,53.503128,7.0,1,33.185925
10,0,1514.37451171875,223.4196319580078,1514.37451171875,223.4196319580078,50.741245,7.0,1,48.2521
11,0,368.25787353515625,631.6419067382812,368.25787353515625,631.6419067382812,49.595764,6.0,1,14.984207
14,0,1376.290283203125,703.858154296875,1376.290283203125,703.858154296875,34.26047,8.0,1,62.398663
16,0,1217.8583984375,148.68870544433594,1217.8583984375,148.68870544433594,30.199707,10.0,-1,14.666355
17,0,956.9737548828125,1210.3712158203125,956.9737548828125,1210.3712158203125,27.994719,6.0,1,60.150436
18,0,1478.8548583984375,479.9945983886719,1478.8548583984375,479.9945983886719,25.419008,7.0,1,23.554922
19,0,920.218017578125,905.17822265625,920.218017578125,905.17822265625,22.57142,10.0,1,9.49988
20,0,350.7618408203125,207.45428466796875,350.7618408203125,207.45428466796875,21.982702,7.0,1,41.806244
21,0,1552.3448486328125,1149.8682861328125,1552.3448486328125,1149.8682861328125,21.608076,8.0,-1,42.361866
22,0,1503.553955078125,484.9616394042969,1503.553955078125,484.9616394042969,20.96281,11.0,1,42.069935
23,0,1400.4674072265625,351.99505615234375,1400.4674072265625,351.99505615234375,16.582571,8.0,-1,51.80942
24,0,1497.40966796875,481.28082275390625,1497.40966796875,481.28082275390625,16.05089,12.0,1,25.418238
25,0,493.0852966308594,1118.979248046875,493.0852966308594,1118.979248046875,15.286138,6.0,1,34.750763
27,0,910.3095092773438,709.8172607421875,910.3095092773438,709.8172607421875,12.739139,5.0,1,12.059419
29,0,1259.642822265625,544.4943237304688,1259.642822265625,544.4943237304688,11.643215,6.0,1,54.111652
30,0,246.2591552734375,222.81759643554688,246.2591552734375,222.81759643554688,10.856885,12.0,-1,2.4531991
31,0,1336.734619140625,452.92523193359375,1336.734619140625,452.92523193359375,10.161169,6.0,1,61.832413
33,0,153.1676788330078,939.7422485351562,153.1676788330078,939.7422485351562,8.3617115,4.0,1,1.6716162
34,0,992.6295776367188,1194.80712890625,992.6295776367188,1194.80712890625,7.8910575,4.0,1,12.9167795
39,0,1397.761474609375,706.57763671875,1397.761474609375,706.57763671875,4.9484997,6.0,1,2.789488
40,0,1268.6085205078125,414.3414001464844,1268.6085205078125,414.3414001464844,4.875861,9.0,-1,30.100286
41,0,164.933837890625,713.453369140625,164.933837890625,713.453369140625,4.6455092,7.0,1,56.678814
44,0,930.97265625,138.24432373046875,930.97265625,138.24432373046875,3.5954273,15.0,-1,20.349607
46,0,1089.5885009765625,392.35015869140625,1089.5885009765625,392.35015869140625,3.262662,16.0,-1,13.765377
48,0,806.088134765625,869.8081665039062,806.088134765625,869.8081665039062,2.65951,22.0,-1,12.889589
49,0,865.86767578125,169.85911560058594,865.86767578125,169.85911560058594,2.602061,5.0,1,30.322739
51,0,1133.15966796875,758.4744262695312,1133.15966796875,758.4744262695312,1.7549256,18.0,-1,10.007632
52,0,181.53701782226562,1214.3026123046875,181.53701782226562,1214.3026123046875,1.2715758,18.0,1,25.12481
54,0,1487.013671875,472.1695251464844,1487.013671875,472.1695251464844,0.8655197,10.0,-1,16.746109
55,0,1481.8187255859375,492.4080810546875,1481.8187255859375,492.4080810546875,0.639529,7.0,1,16.935776
58,0,806.1221313476562,1150.8360595703125,806.1221313476562,1150.8360595703125,0.54154885,4.0,1,13.786495
67,0,163.15321350097656,723.8750610351562,163.15321350097656,723.8750610351562,0.3419532,6.0,1,15.751551
74,0,1512.0960693359375,465.4364013671875,1512.0960693359375,465.4364013671875,0.29804927,12.0,1,0.06823206
76,0,1494.880859375,499.4687805175781,1494.880859375,499.4687805175781,0.27476278,7.0,1,7.1123075
82,0,1478.15576171875,466.774169921875,1478.15576171875,466.774169921875,0.22467315,7.0,1,17.59541
0,1,1405.7217102050781,533.8504486083984,1405.0335693359375,533.724609375,265.91135,16.0,-1,0.030712426
1,1,619.5120544433594,948.9192352294922,618.8239135742188,948.7933959960938,210.41493,9.0,1,44.105064
2,1,806.4523620605469,1138.2649993896484,805.7642211914062,1138.13916015625,117.881966,10.0,1,29.989645
4,1,1323.2234191894531,462.8556671142578,1322.5352783203125,462.7298278808594,112.3645,11.0,1,53.898125
5,1,994.0605163574219,62.726600646972656,993.3723754882812,62.60076141357422,108.04841,9.0,1,43.11197
6,1,1021.3921203613281,290.05848693847656,1020.7039794921875,289.9326477050781,77.9188,8.0,1,44.5272
10,1,1513.8144836425781,224.493408203125,1513.1263427734375,224.36756896972656,74.04868,7.0,1,54.04876
7,1,561.2624816894531,1183.007064819336,560.5743408203125,1182.8812255859375,72.31098,8.0,1,21.98867
11,1,371.278076171875,632.9683685302734,370.5899353027344,632.842529296875,55.779507,6.0,1,11.333477
9,1,870.7998352050781,1190.956039428711,870.1116943359375,1190.8302001953125,53.56337,7.0,1,43.34269
16,1,1216.6749572753906,147.6835479736328,1215.98681640625,147.55770874023438,31.685415,10.0,-1,11.712502
19,1,918.5898132324219,905.8245086669922,917.9016723632812,905.6986694335938,29.126768,17.0,-1,6.474365
14,1,1377.2768859863281,704.7274627685547,1376.5887451171875,704.6016235351562,28.968895,8.0,1,63.438515
