frame,dx,dy
0,0.0,0.0
1,-0.05973052978515625,-0.23680877685546875
2,-0.13204193115234375,-0.49631500244140625
3,0.07498931884765625,-1.1464614868164062
4,0.05040740966796875,-1.3212051391601562
5,0.4748382568359375,-1.6352005004882812
6,0.8849639892578125,-1.7066726684570312
7,0.8061141967773438,-2.0712356567382812
8,0.9469833374023438,-2.3247146606445312
9,1.0007247924804688,-2.0146865844726562
10,0.46364593505859375,-1.9453506469726562
11,0.886444091796875,-2.2755966186523438
12,0.88519287109375,-2.3179244995117188
13,0.37811279296875,-2.4319686889648438
14,0.129302978515625,-1.9900741577148438
15,-0.07180023193359375,-1.7009201049804688
16,-0.8115005493164062,-2.0194473266601562
17,-1.12139892578125,-1.9610671997070312
18,-1.1659927368164062,-2.235811233520508
19,-1.1183853149414062,-2.097444534301758
20,-1.6909713745117188,-1.8947467803955078
21,-1.8300704956054688,-2.642274856567383
22,-1.8978271484375,-2.548280715942383
23,-2.006103515625,-2.675722122192383
24,-2.116607666015625,-3.404256820678711
25,-2.089263916015625,-3.575918197631836
26,-2.3722686767578125,-3.815114974975586
27,-2.1531219482421875,-3.927602767944336
28,-1.7635650634765625,-3.750234603881836
29,-1.6497650146484375,-3.858999252319336
30,-2.2016448974609375,-3.734579086303711
31,-1.94891357421875,-4.388753890991211
32,-1.94854736328125,-5.122213363647461
33,-1.778411865234375,-5.155416488647461
34,-1.748870849609375,-5.163228988647461
35,-1.421661376953125,-5.520162582397461
36,-1.6323776245117188,-5.661397933959961
37,-1.9106521606445312,-5.372081756591797
38,-2.2505874633789062,-6.039440155029297
39,-2.4443435668945312,-5.990184783935547
40,-2.6244583129882812,-6.159496307373047
41,-2.3969497680664062,-5.840404510498047
42,-1.7382278442382812,-6.210300445556641
43,-2.2269973754882812,-6.734195709228516
44,-2.2628860473632812,-6.900882720947266
45,-2.1555404663085938,-7.021183013916016
46,-1.8198471069335938,-6.749958038330078
47,-1.8928298950195312,-6.611183166503906
48,-1.2987747192382812,-6.888008117675781
49,-0.47061920166015625,-6.944923400878906
50,-0.27289581298828125,-7.426261901855469
51,-0.5459060668945312,-7.619041442871094
52,-0.5439529418945312,-8.002952575683594
53,-0.40799713134765625,-8.090496063232422
54,-0.30622100830078125,-8.069530487060547
55,-0.39200592041015625,-8.302719116210938
56,-0.16062164306640625,-8.331893920898438
57,-0.46491241455078125,-9.153244018554688
58,-0.5837783813476562,-9.223251342773438
59,-0.5121231079101562,-9.031661987304688
60,-0.40097808837890625,-9.341079711914062
61,-0.34641265869140625,-9.535171508789062
62,-0.47156524658203125,-9.192062377929688
63,-0.7198562622070312,-9.292922973632812
64,-0.8663253784179688,-9.177597045898438
65,-1.3626174926757812,-9.652786254882812
66,-1.7092971801757812,-10.084487915039062
67,-1.9984207153320312,-11.011672973632812
68,-2.0091705322265625,-11.305633544921875
