particle,frame,x,y,x_raw,y_raw,sym,r_est,polarity,contrast
0,0,961.9967041015625,54.916446685791016,961.9967041015625,54.916446685791016,18.061531,10.0,1,38.6607
1,0,1161.5267333984375,138.11090087890625,1161.5267333984375,138.11090087890625,10.889886,10.0,1,37.276
2,0,1267.310302734375,235.89871215820312,1267.310302734375,235.89871215820312,7.217488,12.0,-1,26.337202
3,0,275.28485107421875,552.478515625,275.28485107421875,552.478515625,6.923641,16.0,-1,31.36847
4,0,376.5990295410156,951.4517211914062,376.5990295410156,951.4517211914062,6.3198357,18.0,-1,28.110521
5,0,397.7859191894531,540.0746459960938,397.7859191894531,540.0746459960938,6.065291,14.0,-1,28.042278
6,0,1066.6533203125,1037.994873046875,1066.6533203125,1037.994873046875,5.978438,16.0,-1,27.39259
7,0,789.562744140625,495.2278137207031,789.562744140625,495.2278137207031,5.906721,8.0,1,19.913752
8,0,308.4136047363281,1188.4117431640625,308.4136047363281,1188.4117431640625,5.8938375,18.0,-1,27.221899
9,0,1414.057861328125,884.8787841796875,1414.057861328125,884.8787841796875,5.6243663,8.0,1,21.881805
10,0,699.8869018554688,688.1817016601562,699.8869018554688,688.1817016601562,5.4526,12.0,-1,16.098797
11,0,513.8829956054688,544.1617431640625,513.8829956054688,544.1617431640625,4.921931,12.0,-1,11.244633
12,0,1130.4415283203125,764.1011352539062,1130.4415283203125,764.1011352539062,4.5669813,14.0,-1,23.07513
13,0,1178.4732666015625,130.5444793701172,1178.4732666015625,130.5444793701172,4.144151,8.0,1,37.68798
14,0,730.2910766601562,480.9059143066406,730.2910766601562,480.9059143066406,3.6081684,10.0,-1,34.761173
15,0,137.3072509765625,828.8909301757812,137.3072509765625,828.8909301757812,3.5889559,18.0,-1,22.77036
16,0,1401.463134765625,451.6166687011719,1401.463134765625,451.6166687011719,3.4006484,12.0,-1,24.887487
17,0,968.3846435546875,733.8438720703125,968.3846435546875,733.8438720703125,3.2896364,10.0,-1,12.4117155
18,0,1100.47412109375,1155.4794921875,1100.47412109375,1155.4794921875,3.191386,16.0,-1,15.432297
