t_s,M_px,Rg_px,R95seed_px,Rmaxseed_px,circ_cx_px,circ_cy_px,circ_R_px,circ_R_raw_px,edge,n_comp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,1378.0,28.702515460857576,101.31633629380802,106.15083607772479,400.7227783203125,326.55694580078125,37.965721130371094,37.965721130371094,0.0,1.0
13.5,1417.0,28.23979120378492,101.31633629380802,106.10372283760829,399.73529052734375,325.3823547363281,39.492225646972656,39.492225646972656,0.0,1.0
14.0,1462.0,28.878429327994606,101.41424944063402,106.7941945987702,400.26220703125,324.27850341796875,40.671295166015625,40.671295166015625,0.0,1.0
14.5,1536.0,30.05090403763487,101.67103815738285,106.83164325236227,399.5280456542969,322.5654296875,42.26818717829883,42.5035514831543,0.0,1.0
15.0,1633.0,30.90128831132188,101.83319694480774,107.5174404457249,400.4947814941406,322.31854248046875,43.0351448059082,43.0351448059082,0.0,1.0
15.5,1758.0,31.89224358648193,101.67103815738285,107.5174404457249,399.8949890136719,320.6191101074219,44.63203681819141,44.79890060424805,0.0,1.0
16.0,1784.0,31.257267439049098,101.41277026145853,108.2450922675019,401.08929443359375,320.2678527832031,45.00098419189453,45.00098419189453,0.0,1.0
16.5,1957.0,32.42119655753676,101.83319694480774,108.93117092916977,399.0,318.0,46.59787620417774,48.02092742919922,0.0,1.0
17.0,2093.0,33.03146644431697,101.45441177578576,108.93117092916977,399.0,317.5,48.19476821646094,48.448524475097656,0.0,1.0
17.5,2121.0,33.29376600081726,101.67103815738285,108.93117092916977,397.5,317.5,49.23931121826172,49.23931121826172,0.0,1.0
18.0,2162.0,33.21029612709043,101.87197846033308,108.90362712049586,396.13934326171875,318.3688659667969,49.26578140258789,49.26578140258789,0.0,1.0
18.5,2286.0,34.012396923331345,101.91172650877817,110.30865786510141,396.13934326171875,318.3688659667969,49.26578140258789,49.26578140258789,0.0,1.0
19.0,2231.0,33.57905176137209,102.46218742135662,110.3177229641729,393.92626953125,319.7820129394531,49.42153549194336,49.42153549194336,0.0,1.0
19.5,2274.0,33.88504933409095,102.80928880936048,111.03603018840326,393.92626953125,319.7820129394531,49.42153549194336,49.42153549194336,0.0,1.0
20.0,2406.0,34.401437791742026,102.90164258544296,111.73182178770737,396.5,320.0,51.018427504226565,51.041748046875,0.0,1.0
20.5,2414.0,34.23226656482952,103.47946656221224,112.48555462813881,396.5,320.5,51.463680267333984,51.463680267333984,0.0,1.0
21.0,2498.0,34.45644622389734,104.01105704786957,113.86395390991831,396.0,320.5,51.73258590698242,51.73258590698242,0.0,1.0
21.5,2477.0,34.493218381372564,104.20844408945993,113.17243480636087,396.5,320.5,52.004905700683594,52.004905700683594,0.0,1.0
22.0,2520.0,35.085879761640214,103.77788628397838,115.26057435220423,396.5,320.0,52.42385482788086,52.42385482788086,0.0,1.0
22.5,2600.0,35.03005800391139,104.00504794913678,113.89907813498755,396.0,320.5,53.11553955078125,53.11553955078125,0.0,1.0
23.0,2614.0,34.71948704387709,104.0064901568278,114.6298390472568,397.5,319.5,53.16493606567383,53.16493606567383,0.0,1.0
23.5,2668.0,34.89343355177363,104.0439780293546,114.5512985522207,398.0,319.5,53.4252815246582,53.4252815246582,0.0,1.0
24.0,2759.0,35.442860382427,104.06248123122954,114.58621208504974,395.0,321.0,54.083370208740234,54.083370208740234,0.0,1.0
24.5,2755.0,35.25013155154559,104.32688897727394,117.45637488020819,395.0,321.5,54.500099182128906,54.500099182128906,0.0,1.0
25.0,2768.0,35.56302141730474,104.03148438078105,118.1397477566293,395.0,321.0,54.91822052001953,54.91822052001953,0.0,1.0
25.5,2863.0,35.721259562999975,104.13548802963821,118.1397477566293,395.0,321.0,54.91822052001953,54.91822052001953,0.0,1.0
26.0,2861.0,35.69515775384587,103.81233067415451,117.45637488020819,395.0,321.0,54.91822052001953,54.91822052001953,0.0,1.0
26.5,2907.0,35.867329783491016,103.84266755806279,117.38824472663352,396.0,321.0,56.03580093383789,56.03580093383789,0.0,1.0
27.0,2993.0,35.99350220892534,104.00673052477629,116.67476162392619,396.0,321.0,56.03580093383789,56.03580093383789,0.0,1.0
27.5,2919.0,35.91390691658794,103.07764064044152,116.67476162392619,394.5,322.0,56.10045623779297,56.10045623779297,0.0,1.0
28.0,3053.0,36.438605480512855,104.07785377075925,118.10588469674151,394.0,321.5,56.80018615722656,56.80018615722656,0.0,1.0
28.5,3125.0,36.61065326049236,104.09322631028893,121.69634341261039,394.0,320.5,57.60435104370117,57.60435104370117,0.0,1.0
29.0,3208.0,36.75260523077618,104.23531071570709,122.42957159118053,394.0,320.5,57.60435104370117,57.60435104370117,0.0,1.0
29.5,3266.0,37.35575076913905,104.60759664501731,122.494897852931,392.5,320.0,58.90044021606445,58.90044021606445,0.0,1.0
30.0,3368.0,37.68823398113511,104.79790034698755,122.494897852931,390.0,321.5,59.600852966308594,59.600852966308594,0.0,1.0
30.5,3431.0,37.717936230980875,104.65657591181187,123.3288287465668,391.5,319.5,60.913970947265625,60.913970947265625,0.0,1.0
31.0,3500.0,38.17905303985954,104.89041900955492,123.3288287465668,391.5,320.0,61.32097625732422,61.32097625732422,0.0,1.0
31.5,3556.0,38.47164645560493,105.55093557141026,124.08464852672147,391.5699768066406,320.10498046875,61.447086334228516,61.447086334228516,0.0,1.0
32.0,3604.0,39.16951113453359,106.50867616785463,123.98790263570072,390.0,321.0,62.00816345214844,62.00816345214844,0.0,1.0
32.5,3640.0,39.178692308661674,107.8206812730017,125.31959144523253,396.5,318.0,63.60505546443164,64.86341857910156,0.0,1.0
33.0,3694.0,39.421022969626,107.85683425772154,125.31959144523253,395.5,318.0,65.20194747671485,65.52299499511719,0.0,1.0
33.5,3680.0,39.69241060279228,108.37896288448489,125.31959144523253,394.0,318.5,66.22886657714844,66.22886657714844,0.0,1.0
34.0,3736.0,39.80217659952619,108.39740958590193,125.93649193144932,393.5,319.5,66.65218353271484,66.65218353271484,0.0,1.0
34.5,3715.0,40.27144308308399,109.7569015354234,126.66885963013956,393.0,319.5,66.97957611083984,66.97957611083984,0.0,1.0
35.0,3849.0,40.74046279014023,108.7942774585993,126.81088281373961,395.0,318.0,67.35735321044922,67.35735321044922,0.0,1.0
35.5,3899.0,40.600346107695536,109.23643497684397,127.47548783981962,395.0,318.0,67.35735321044922,67.35735321044922,0.0,1.0
36.0,3937.0,40.49352439308804,111.72466149952109,128.22246293064254,395.5,318.5,68.06256866455078,68.06256866455078,0.0,1.0
36.5,4037.0,40.95770326769728,111.67631556484083,128.22246293064254,395.5,318.0,68.44168090820312,68.44168090820312,0.0,1.0
37.0,4097.0,40.99439468573208,110.77904616235654,128.22246293064254,395.5,318.5,68.82233428955078,68.82233428955078,0.0,1.0
37.5,4165.0,41.67645528592675,110.99187928570461,128.3160161476345,395.5,318.5,68.82233428955078,68.82233428955078,0.0,1.0
38.0,4202.0,41.733467409478024,111.50153622107041,128.14444974324874,395.5,318.5,68.82233428955078,68.82233428955078,0.0,1.0
38.5,4238.0,41.76889245977312,111.07204868912791,128.14444974324874,395.0,319.0,68.8840560913086,68.8840560913086,0.0,1.0
39.0,4253.0,41.842271934546574,111.75866856758807,128.81770064707723,395.0,319.5,69.26950073242188,69.26950073242188,0.0,1.0
39.5,4220.0,41.771347194201724,113.28723900612094,129.5569372901351,395.0,319.5,69.26950073242188,69.26950073242188,0.0,1.0
40.0,4232.0,41.9219026221066,113.14106231013378,129.5569372901351,395.0,319.0,69.6563949584961,69.6563949584961,0.0,1.0
40.5,4206.0,41.45054147631122,113.14592347937243,128.8875478857442,394.5,319.0,69.97330474853516,69.97330474853516,0.0,1.0
41.0,4298.0,41.86837589633555,113.17906056876956,129.5569372901351,393.5,320.0,70.12320709228516,70.12320709228516,0.0,1.0
41.5,4298.0,42.34059540033097,114.702655659816,129.5569372901351,393.5,320.0,70.12320709228516,70.12320709228516,0.0,1.0
42.0,4347.0,42.32598813540991,114.4870751474884,130.09611831257686,393.5,320.0,70.12320709228516,70.12320709228516,0.0,1.0
42.5,4283.0,42.5015842896037,114.5835936698405,129.63024338479042,397.7764892578125,316.61767578125,70.33484649658203,70.33484649658203,0.0,1.0
43.0,4408.0,42.610203612223664,114.58621208504974,129.63024338479042,397.7764892578125,316.61767578125,70.33484649658203,70.33484649658203,0.0,2.0
43.5,4389.0,43.580149318190145,114.73795589574028,130.41855696180662,397.7764892578125,316.61767578125,70.33484649658203,70.33484649658203,0.0,3.0
44.0,4559.0,43.95541111295225,113.28636030999992,129.41792766073794,398.7421569824219,315.8539123535156,70.44097900390625,70.44097900390625,0.0,3.0
