t_s,M_px,R95_px,R99.5_px,Rg_px,n_comp
203.66666666666666,6349.0,68.35641877072634,75.77796375354038,42.473590413210886,2.0
204.0,6407.0,68.44048435768049,76.02433737972304,42.49961358288795,3.0
204.33333333333334,6293.0,68.54195795277518,76.13960608219762,42.536014944398296,2.0
204.66666666666666,6302.0,68.67932714678692,76.13783298667617,42.56759435604185,3.0
205.0,6319.0,68.7989822397748,76.30622408317262,42.528155746548556,3.0
205.33333333333334,6262.0,68.7648154156863,76.14571341121594,42.56084807796208,3.0
205.66666666666666,6302.0,68.6804193347711,76.22591591383343,42.565307588923325,3.0
206.0,6322.0,68.76772498781678,76.15773105863909,42.571549176946505,3.0
206.33333333333334,6291.0,68.78226361954212,76.23349200885507,42.57288353463667,3.0
206.66666666666666,6325.0,68.86508157198035,76.51260538545618,42.59800671107199,4.0
207.0,6316.0,68.94200461257273,76.51583978195723,42.602660345417114,3.0
207.33333333333334,6346.0,68.75317712716446,76.48055302806704,42.62425368125409,2.0
207.66666666666666,6347.0,68.76772498781678,76.12896750906891,42.66230354704668,2.0
208.0,6335.0,68.80334221678952,76.35595964396796,42.52872819484806,3.0
208.33333333333334,6372.0,68.80661219955056,76.1777044000596,42.58589834130777,2.0
208.66666666666666,6295.0,68.6804193347711,76.15773105863909,42.560972875928236,2.0
209.0,6297.0,68.80116222828217,76.39078227000557,42.56874441295795,3.0
209.33333333333334,6263.0,68.79680225126747,76.48326608388395,42.62178855167332,3.0
209.66666666666666,6267.0,68.85927164252547,76.41827381687752,42.50844171356511,3.0
210.0,6355.0,68.60685023835629,76.12739142416098,42.474307774073026,2.0
210.33333333333334,6319.0,68.62215385719105,76.30622408317262,42.447022299958846,3.0
210.66666666666666,6323.0,68.59956264597,76.05918747922567,42.49337419234653,2.0
211.0,6366.0,68.2971422396902,75.82428856312562,42.52620042164854,1.0
211.33333333333334,6347.0,68.26419266350405,75.83618469662831,42.49275182187286,1.0
211.66666666666666,6308.0,68.35678450474184,75.93984347790872,42.48701949345371,2.0
212.0,6353.0,68.35202996254024,76.05918747922567,42.493594881214634,1.0
212.33333333333334,6382.0,68.24954212300622,75.96080930068918,42.46383202745066,1.0
212.66666666666666,6361.0,68.24954212300622,75.93286435413688,42.37042151891227,1.0
213.0,6426.0,68.14506400009262,75.91194428367237,42.373006935631494,1.0
213.33333333333334,6444.0,68.0294054067798,75.79528228287886,42.21622546726261,1.0
213.66666666666666,6460.0,68.01470429252781,75.6904821766199,42.31731170972543,1.0
214.0,6456.0,68.0018381359193,75.75304809841488,42.29081456435993,1.0
214.33333333333334,6477.0,68.00735254367721,75.62380141693772,42.239354839693306,1.0
214.66666666666666,6450.0,67.97793759742936,75.58938412175502,42.292256608655215,1.0
215.0,6378.0,68.00735254367721,75.5851506285906,42.34530097164855,1.0
