t_s,M_px,R95_px,R99.5_px,Rg_px,n_comp
0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.3333333333333333,0.0,0.0,0.0,0.0,0.0
1.6666666666666667,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
2.3333333333333335,0.0,0.0,0.0,0.0,0.0
2.6666666666666665,10.0,39.624576204366804,39.79331024774657,2.0124611797498106,1.0
3.0,10.0,39.624576204366804,39.79331024774657,2.149418526020468,1.0
3.3333333333333335,25.0,39.3878124274093,39.76206320267624,21.63855817747569,2.0
3.6666666666666665,17.0,39.89949149883025,40.21425038537962,2.6840551874234904,1.0
4.0,33.0,41.06106639892548,42.342567910683975,21.65613221336183,2.0
4.333333333333333,53.0,39.37257486785908,39.821350676020096,18.44042103107976,3.0
4.666666666666667,23.0,40.66056074618534,41.49569826684253,3.131038589111101,1.0
5.0,61.0,45.34313619501854,47.203676999776754,10.835433130523274,3.0
5.333333333333333,41.0,39.35733730830886,39.72873302126789,20.60289971101355,2.0
5.666666666666667,337.0,46.02823908234038,53.94883075390253,20.312073178575496,10.0
6.0,455.0,46.03692448285588,53.0926651942065,20.61456100887664,9.0
6.333333333333333,535.0,44.62508615227146,53.00346401356738,21.180649609885894,11.0
6.666666666666667,648.0,46.9238522122761,53.06866378920747,23.79016464972697,15.0
7.0,506.0,48.08324761596005,53.70966432185662,23.64624960152179,14.0
7.333333333333333,283.0,49.46998618539949,54.757965943703255,23.15774033572963,11.0
7.666666666666667,167.0,47.48261269827042,48.3392155355985,23.737557153906582,7.0
8.0,153.0,47.866478503713566,48.619020806060725,24.681197683132407,6.0
8.333333333333334,207.0,48.33218389437829,50.67910474434805,27.242134866966055,9.0
8.666666666666666,383.0,50.18226239754021,56.033147980792016,25.23837962225032,14.0
9.0,479.0,49.523728353800024,55.01033271764632,25.657839001190766,16.0
9.333333333333334,538.0,48.93667425050256,55.35708222676644,25.023075059984855,15.0
9.666666666666666,417.0,50.265286110212855,55.43355323381572,25.869837602984557,13.0
10.0,398.0,51.50578291104844,56.09000635389218,26.264964662608296,14.0
10.333333333333334,353.0,52.44042161322806,57.54475513837886,26.953899378376338,13.0
10.666666666666666,367.0,51.71652292048167,56.765936878315344,26.652846750687957,13.0
11.0,396.0,51.681707379544996,56.00849435325079,27.000944237098985,14.0
11.333333333333334,426.0,52.17935967612992,57.29148470316565,26.84846920108607,14.0
11.666666666666666,452.0,50.28517111597336,55.189923199238265,25.430939188023782,14.0
12.0,530.0,49.98412049739853,55.112629694033856,25.460528997761468,14.0
12.333333333333334,567.0,49.183242108573424,54.72755061701765,25.49364969493447,14.0
12.666666666666666,530.0,49.61702095330707,54.09605963282631,25.195279822051962,14.0
13.0,569.0,49.57822102496216,54.448420546366535,25.881580372326166,15.0
13.333333333333334,530.0,49.72874393095806,54.78827728671855,26.17050243268573,15.0
13.666666666666666,518.0,50.17318980938781,54.60748181425558,25.766935386816872,16.0
14.0,447.0,50.316991842868724,54.95811246777248,26.53416550698156,16.0
14.333333333333334,441.0,51.088159097779204,55.29917441219312,27.34645648879221,16.0
14.666666666666666,435.0,51.6855757729824,56.59860378173933,26.58855980961309,16.0
15.0,413.0,51.69331255985722,55.58844579658693,27.508861287968088,15.0
15.333333333333334,423.0,52.15535261820808,56.565772495800154,26.574756940837204,12.0
15.666666666666666,430.0,52.49761899362675,56.33841833264702,27.714954287972837,14.0
16.0,452.0,52.44518806159462,57.103095842837675,27.59223527108797,14.0
16.333333333333332,475.0,51.96610670705764,57.25092627507274,28.19302929504073,17.0
16.666666666666668,361.0,47.01063709417264,48.721060896827204,22.748773820882416,15.0
17.0,335.0,47.92594434692763,52.5736046400029,23.206779568802755,14.0
17.333333333333332,421.0,53.907327887774215,57.912481848215066,28.00446853848722,16.0
17.666666666666668,377.0,54.50320301520388,57.984825330421266,26.240342600472857,13.0
18.0,450.0,53.48512420122728,57.21355950215589,29.132655386636884,15.0
18.333333333333332,472.0,53.78381940730703,57.302528050840266,29.45893128098427,16.0
18.666666666666668,398.0,53.933719074402056,57.012839895629725,26.358825746895153,12.0
19.0,448.0,54.02168969649487,57.30671671769823,29.68453848681806,14.0
19.333333333333332,398.0,54.457321161705906,57.32519573077396,26.631247323524242,12.0
19.666666666666668,429.0,54.4407918548492,57.90408873330799,29.776629244512076,15.0
20.0,474.0,54.71012032009855,58.48126992406808,29.587038324173264,15.0
20.333333333333332,404.0,55.21865285752609,58.718040144924544,27.315970177580663,10.0
20.666666666666668,503.0,54.48485916899579,58.383179403998994,29.600309687181763,15.0
21.0,508.0,54.69551805910512,58.366267245366366,29.70339234553915,18.0
21.333333333333332,500.0,54.56738427624154,58.393326699178544,29.88494082309684,14.0
21.666666666666668,563.0,55.53286518744738,60.335073798079314,31.133006169382348,17.0
22.0,562.0,55.31274366086627,60.338418558714075,30.301665147360332,18.0
22.333333333333332,548.0,55.93075670294151,60.38524520759957,30.795162121613124,18.0
22.666666666666668,457.0,56.10879389448833,60.18936043185774,27.7990374311685,10.0
23.0,530.0,55.92628635441123,59.70468980241371,30.778032602017248,14.0
23.333333333333332,471.0,56.85507875876279,60.09489134391122,27.596086964622984,10.0
23.666666666666668,599.0,55.90616978602502,59.47171196832089,30.776324748808673,18.0
24.0,587.0,56.60476881416498,60.207972893961475,30.90022940773531,20.0
24.333333333333332,582.0,56.917921784045184,60.45909090750073,31.15194447194328,17.0
24.666666666666668,611.0,56.793447159024666,60.85384026325147,30.646060538282153,19.0
25.0,580.0,56.86255200230364,60.47232600656955,30.427827319518634,17.0
25.333333333333332,623.0,56.71859747666072,60.00007873975144,31.260442594617494,18.0
25.666666666666668,611.0,57.08304250423883,60.4048670192723,31.515722690495775,18.0
26.0,513.0,57.76671024217243,60.87559436297245,28.002196628277655,14.0
26.333333333333332,595.0,57.335843749024164,60.92716937999931,31.031653054242284,17.0
26.666666666666668,447.0,58.05170109479997,60.95145452950436,26.486826199524703,10.0
27.0,509.0,58.16355866469107,61.506440298503264,27.720574934545176,14.0
27.333333333333332,490.0,58.16140939388302,61.543500185247325,27.224898721036208,12.0
27.666666666666668,488.0,58.165707935499114,61.54740122595722,27.146502684542646,12.0
28.0,504.0,58.04394593057997,61.12057652269552,26.13362237929123,12.0
28.333333333333332,513.0,58.020680437919985,61.72778834939153,27.6680748834479,14.0
28.666666666666668,519.0,58.06030772681942,61.48693509495376,26.50889711714896,14.0
29.0,526.0,57.99568901432423,61.47328145246912,27.319167056026476,13.0
29.333333333333332,515.0,58.07752099085833,61.494737176373576,27.73648986812396,14.0
29.666666666666668,597.0,57.28001396647874,61.07879126815863,30.756666730847748,18.0
30.0,616.0,57.28874035576615,61.062660356547475,30.4839520595952,18.0
30.333333333333332,524.0,58.17430501873129,62.550906992701684,27.492294810805102,13.0
30.666666666666668,539.0,58.69412236331676,63.18123949027102,27.466359557382958,13.0
31.0,657.0,57.892987359396294,62.10144592571997,30.663249977602245,18.0
31.333333333333332,551.0,58.15926012307498,62.25351046118374,27.27322849715682,13.0
31.666666666666668,539.0,58.1867654594643,62.256401305056215,27.476905239859736,14.0
32.0,653.0,57.989653634378136,62.27711901947566,30.861384555693455,19.0
32.333333333333336,572.0,58.40263709600476,62.79824917157531,27.648839619675517,14.0
32.666666666666664,695.0,58.54655207629902,63.4467990426216,29.8176507362643,16.0
33.0,707.0,58.71796791706789,64.02167658760331,30.21574542128577,18.0
33.333333333333336,746.0,58.187197785717316,63.24492553003856,30.97389666676536,20.0
33.666666666666664,605.0,58.816663420400054,63.15678784707918,27.439405222250926,14.0
34.0,604.0,59.0842580750474,63.69427469649226,27.219141543668893,14.0
34.333333333333336,630.0,58.938432820654896,63.06563886218272,27.215979014751948,14.0
34.666666666666664,706.0,59.45165701946847,63.32353360442419,28.972643774170226,16.0
35.0,630.0,59.28853870607901,63.455535929121524,27.640455350497888,13.0
35.333333333333336,637.0,59.486131982931234,63.443377820267834,26.446931186061754,12.0
35.666666666666664,771.0,58.15926012307498,62.24869238806294,31.91193722545054,20.0
36.0,750.0,58.88715056797596,62.7795415490086,29.690618795243125,16.0
36.333333333333336,791.0,59.464274989274024,63.568066273595264,30.139908957785234,17.0
36.666666666666664,736.0,59.40117799226544,63.09970946132756,29.920961016817223,16.0
37.0,651.0,60.124867761807224,64.955162108114,27.648440742944317,12.0
37.333333333333336,860.0,60.83789871321438,67.1029792605212,29.936184944148707,14.0
37.666666666666664,863.0,59.894894536251954,65.5843817920485,30.75768137979971,19.0
38.0,798.0,60.876925020897694,67.26945727898097,29.507594819328432,16.0
38.333333333333336,801.0,61.84658438426491,67.54257916307313,30.100985526929865,15.0
38.666666666666664,708.0,62.24746336555071,67.8056562301964,27.21608655833589,12.0
39.0,766.0,61.708968922048754,67.2837190775133,30.855304590796596,16.0
39.333333333333336,747.0,62.28081033959758,67.65019356062345,31.116322802498342,15.0
39.666666666666664,783.0,62.29205178565925,67.94777080165294,31.06041650666422,16.0
40.0,796.0,62.72148430059082,68.01507182038411,31.186300447433418,16.0
40.333333333333336,800.0,63.26132525961333,68.68085586303633,30.793233809353314,16.0
40.666666666666664,824.0,63.129987988628315,68.57621914531241,31.481858173808366,17.0
41.0,857.0,63.70236375705717,68.65594263743482,31.085866868641528,16.0
41.333333333333336,747.0,64.10367018192721,68.9939333718064,27.622593569457624,12.0
41.666666666666664,870.0,63.41904582207095,68.80898410772915,30.714095739643334,15.0
42.0,773.0,64.41892515847148,68.93748836321714,27.694664324909333,11.0
42.333333333333336,854.0,64.05301821846624,69.19583282560649,30.863391389098524,14.0
42.666666666666664,786.0,64.87487742939848,69.35416353759881,27.902751977343527,11.0
43.0,794.0,64.4883683943237,69.35416353759881,28.789145515798992,11.0
43.333333333333336,811.0,64.42823784526948,69.27937008115973,27.881324210387614,9.0
43.666666666666664,830.0,65.0296031280393,69.35416353759881,27.997959949944345,9.0
44.0,829.0,65.0630459116588,69.41613194978548,27.987200461455735,13.0
44.333333333333336,987.0,64.17631326176004,69.35920747812564,30.93197227201981,14.0
44.666666666666664,934.0,65.20233204890401,69.37830239583433,31.530079639570907,14.0
45.0,925.0,64.78878699125029,69.35416353759881,32.081255018996124,17.0
45.333333333333336,835.0,65.61547418335152,69.35416353759881,29.2445805538556,14.0
45.666666666666664,858.0,65.7962764344436,69.7136893104144,29.4154116406429,15.0
46.0,945.0,65.71598355256855,69.90703513641049,31.542533446978293,16.0
46.333333333333336,880.0,65.76625241025725,70.07024490540879,29.389525224534573,13.0
46.666666666666664,979.0,65.74420090899991,69.87665470955278,32.10588790353463,17.0
47.0,876.0,66.24196904353032,70.07138671452734,29.56317181723879,13.0
47.333333333333336,982.0,65.91812572590055,70.04112877288566,32.397824824318306,17.0
47.666666666666664,970.0,65.78145461453444,69.79043048441319,32.7251734991663,19.0
48.0,926.0,66.21744475067676,70.1569180280744,29.16277485064633,13.0
48.333333333333336,1082.0,65.5144960982028,69.35416353759881,32.78356332346022,16.0
48.666666666666664,1088.0,66.47781546138353,71.9231471103441,33.01894949206562,19.0
49.0,1081.0,66.48308055437865,72.37109739713017,32.12876034289183,13.0
49.333333333333336,1141.0,66.76076692189807,72.27571356380227,32.54518241179901,16.0
49.666666666666664,1114.0,67.18147056591508,73.21169838931804,32.29648939807383,15.0
50.0,1097.0,67.22052836562268,72.71640859015137,32.38077667118641,16.0
50.333333333333336,1147.0,67.83357923974042,72.93996618447169,32.22499572707423,14.0
50.666666666666664,1174.0,67.29931791965802,73.00898356671013,32.24546916792135,14.0
51.0,1231.0,68.01102841810251,73.50445627611188,32.685871876490886,13.0
51.333333333333336,1263.0,68.57621646053543,74.15240743233524,32.5871156289888,12.0
51.666666666666664,1247.0,68.54264426446626,74.26044773205867,32.33102401792389,12.0
52.0,1245.0,68.62215385719105,73.94639824483548,32.34722605072781,12.0
52.333333333333336,1232.0,68.91334373513672,74.34731248232546,32.56072448331246,12.0
52.666666666666664,1234.0,68.90681410447924,74.3085924129204,32.390566679044355,13.0
53.0,1271.0,69.2748135444856,74.5897633507783,32.464102815649866,11.0
53.333333333333336,1249.0,69.48667184218051,74.98034836837964,32.6747362451993,10.0
53.666666666666664,1245.0,69.56148145557843,74.98809413072249,32.84382145543738,12.0
54.0,1278.0,69.79540333603025,74.71482102192239,32.93145673806072,13.0
54.333333333333336,1292.0,70.21395872616783,75.38818800298108,33.084887262041605,12.0
54.666666666666664,1320.0,70.35089554371488,75.6084925555641,33.26825260901876,13.0
55.0,1319.0,70.21395872616783,75.1060480687431,33.24859721475084,12.0
55.333333333333336,1301.0,70.3420215802759,75.36878341750568,33.270755348234346,13.0
55.666666666666664,1323.0,70.60169918461142,75.14100016104615,33.407691293280244,11.0
56.0,1323.0,70.9365914038728,75.60759986546127,33.790087571560704,12.0
56.333333333333336,1298.0,71.50629338573285,75.6182471436902,33.29817489599747,14.0
56.666666666666664,1352.0,71.50839103140049,75.66817814634298,33.556943060329296,13.0
57.0,1356.0,72.05379176767596,76.05918747922567,33.72060671143569,13.0
57.333333333333336,1371.0,72.1526107057511,76.42872207644486,33.735519293855546,13.0
57.666666666666664,1402.0,72.23295545828488,76.57666092283351,34.01921641897291,13.0
58.0,1421.0,72.44998274671983,76.6824540473611,34.27854301762213,14.0
58.333333333333336,1395.0,72.82992558729273,76.69849674207418,33.59549873468283,12.0
58.666666666666664,1439.0,72.8107077909677,76.66816229827903,34.10486653102427,13.0
59.0,1406.0,73.37063391862573,76.96687588525317,33.88835272115893,14.0
59.333333333333336,1421.0,73.37574531137656,76.96492668228642,34.02990522434402,14.0
59.666666666666664,1454.0,73.42749689798094,77.12607462450045,34.015183801445026,12.0
60.0,1467.0,73.75499878353901,77.3822325661027,34.21123677893157,11.0
60.333333333333336,1487.0,73.81395368806481,77.45862462730985,34.400821836318464,12.0
60.666666666666664,1530.0,73.9553870648969,77.629310974599,34.2184076050723,13.0
61.0,1535.0,73.7583892879322,77.40973241000935,34.82675722808649,12.0
61.333333333333336,1543.0,74.24015042188589,78.27164103290329,34.55239175135092,12.0
61.666666666666664,1551.0,74.4378887268342,78.32940894431772,34.790737567931686,12.0
62.0,1557.0,74.34647912710251,78.71607201249779,34.760425238280256,12.0
62.333333333333336,1592.0,74.46475676452586,78.7892035033259,34.898196812854714,11.0
62.666666666666664,1563.0,74.84116342471728,79.25838614182759,34.47643066693381,11.0
63.0,1626.0,75.11823564790897,79.64373665697026,34.6526546716898,8.0
63.333333333333336,1609.0,74.9506503595472,79.58814583345449,34.95101263718898,12.0
63.666666666666664,1594.0,75.28844526198215,80.05623023850174,35.00893284309489,13.0
64.0,1662.0,75.16481854852367,79.723350337944,34.973633713025706,9.0
64.33333333333333,1640.0,75.61249862353603,80.21146076048136,35.20248802072794,10.0
64.66666666666667,1691.0,75.911130467477,80.58069158116085,35.36096666985085,12.0
65.0,1658.0,76.16659080721796,80.62257748298549,36.093496775950996,13.0
65.33333333333333,1672.0,76.53757247260981,80.88914103076503,35.361990167305876,12.0
65.66666666666667,1706.0,76.46403497283289,80.63730377628288,35.07951315898533,11.0
66.0,1706.0,76.93016061197848,81.45043530837073,35.22583012091516,8.0
66.33333333333333,1753.0,77.09863393134138,81.60539046870926,35.205841123993714,9.0
66.66666666666667,1718.0,77.53869232946364,81.9043309051267,35.18276169808571,11.0
67.0,1783.0,77.7772285677262,82.01410248874215,35.20161151254906,10.0
67.33333333333333,1765.0,78.10761802438454,82.51858507115327,35.12844333867093,10.0
67.66666666666667,1779.0,78.39005038906404,82.7746893497985,35.01417553063672,8.0
68.0,1803.0,78.54934754662193,82.85529554590944,35.53200201230476,10.0
68.33333333333333,1786.0,79.02370965053277,83.02361821845143,35.3962927237963,10.0
68.66666666666667,1861.0,78.92401408950256,83.00602387778854,35.33435600726802,9.0
69.0,1841.0,79.37883848986453,83.49368340417683,35.150959768155865,9.0
69.33333333333333,1892.0,79.40403012442127,83.70128005715846,35.43442444143297,9.0
69.66666666666667,1892.0,79.96154303605907,84.02207208404324,35.35175324490636,10.0
70.0,1916.0,80.50465753169172,84.10529033192812,35.4692132968475,10.0
70.33333333333333,1927.0,80.51583614675043,84.25288216664501,35.60293721165207,10.0
70.66666666666667,1930.0,80.63962898048774,84.46702283554008,35.304846617565,11.0
71.0,1975.0,80.50589960003158,84.58362704706181,35.73281271916535,9.0
71.33333333333333,1996.0,80.95214631402514,84.58176512898889,35.90876396243573,12.0
71.66666666666667,2017.0,80.96418825868237,84.4769781355143,36.15792535596511,11.0
72.0,2026.0,80.99382692526635,84.57466931776884,35.71948545039299,11.0
72.33333333333333,1992.0,81.28499102473361,84.75901128504738,35.358031300876334,14.0
72.66666666666667,2029.0,81.45550794089435,85.09324295055882,35.589324151193644,12.0
73.0,2065.0,81.4616464925227,85.09218526096686,35.779016186652576,12.0
73.33333333333333,2073.0,81.49233092751734,85.30339474881683,35.767631355420995,11.0
73.66666666666667,2098.0,81.75817255949781,85.44003745317531,35.678088461910285,12.0
74.0,2105.0,81.90360129186814,85.48356522248854,35.90681066979594,12.0
74.33333333333333,2142.0,81.98536385764889,85.62065851545619,35.966411257727565,11.0
74.66666666666667,2148.0,81.93686588787897,85.70915875189019,35.88354146060261,11.0
75.0,2143.0,82.12855611576,85.89039462227909,35.88233382314665,12.0
75.33333333333333,2149.0,82.22286781136326,85.97592228592197,35.73290709446563,13.0
75.66666666666667,2175.0,82.3522915912813,86.15419514847825,35.98711155792401,11.0
76.0,2166.0,82.76472678623425,86.33075929238663,35.63691669190019,12.0
76.33333333333333,2162.0,82.85529554590944,86.41504304098378,35.98826347682492,12.0
76.66666666666667,2211.0,83.19555271148911,87.22584649620177,36.11783554845358,10.0
77.0,2247.0,83.25322775618433,87.20233000191708,36.25577872999551,8.0
77.33333333333333,2257.0,83.58229135212783,87.62853176811673,36.27010248153607,10.0
