t_s,M_px,Renc_px,cx_px,cy_px,Rg_px,R95_px,clipped,npix,dx_px,dy_px
233.0,109986.0,244.15272521972656,640.5,367.5,146.4256065038064,300.55947829289556,0.0,89342.0,0.07605652943550467,-0.10112800984768455
234.0,110477.0,244.83168029785156,641.5,366.5,146.75893812899469,301.37020423392886,0.0,87725.0,0.08895147724126673,-0.23212274877255368
235.0,110932.0,245.48941040039062,641.0,367.0,147.0569333855139,301.9772342131719,0.0,87431.0,0.18782908066907567,-0.10571311308115128
236.0,111333.0,245.85423278808594,642.0,366.5,147.31677506294062,302.4314796867856,0.0,87349.0,0.03197400317026222,-0.05831918512086531
237.0,111840.0,247.26766967773438,641.0,366.5,147.62428859768673,303.04149880641137,0.0,87653.0,-0.023292825563771657,-0.12883323330481744
238.0,112394.0,247.31822204589844,642.0,365.5,147.97475305082997,303.7268509697488,0.0,88663.0,0.12339859623034499,-0.23742321111279807
239.0,112854.0,247.31822204589844,642.0,365.5,148.2849898587038,304.1861270858502,0.0,89093.0,0.21600596743985534,-0.22378935208087114
240.0,113333.0,247.99859619140625,641.0,365.5,148.58720220632486,305.026228380446,0.0,89386.0,0.08050818973879359,-0.13362668126001154
241.0,113808.0,248.2197723388672,645.0,362.0,148.8985831223791,305.6021105938096,0.0,89289.0,0.1718857497511408,-0.20250469419517003
242.0,114303.0,248.219970703125,644.7547607421875,362.2383117675781,149.2038000482775,306.2498979591667,0.0,90530.0,0.11480716596418006,-0.37606300591335184
243.0,114799.0,249.61280822753906,641.5,363.5,149.5090354224986,306.8587622960268,0.0,90749.0,0.08989539708511529,-0.03699344405464444
244.0,115345.0,250.3199005126953,642.0,364.0,149.8494758242102,307.54511862396254,0.0,91028.0,0.09898164284720679,-0.33484089175505005
245.0,115952.0,250.3199005126953,642.0,364.0,150.2048335140151,308.20877633798295,0.0,90756.0,0.09872256351047781,-0.35329317744697164
246.0,116989.0,252.44613647460938,637.0,370.0,150.85194773928492,309.5057349386494,0.0,93384.0,0.13577297258098042,-0.2882942853159989
247.0,117341.0,253.16014099121094,637.0,370.0,151.07101792854013,309.7434422227531,0.0,94137.0,0.1655040107999639,-0.34451127915605184
248.0,117762.0,253.50010681152344,638.0,368.5,151.32734858638415,310.16124838541646,0.0,92796.0,0.16089031327601333,-0.23590325313665517
249.0,118213.0,253.8603057861328,637.0,369.0,151.61835819860553,310.6976021793538,0.0,91894.0,0.22008802793527593,-0.3166344190249788
250.0,118768.0,254.26031494140625,639.5,366.0,151.9556317307176,311.45087895110146,0.0,94095.0,0.11582808746436513,-0.4973275953117877
251.0,119482.0,256.0205993652344,640.5,362.5,152.38598238027555,312.27071588607214,0.0,94089.0,0.0616454696036044,-0.480566742240228
252.0,119953.0,257.0665588378906,639.7626342773438,361.7622375488281,152.68973921638113,313.0,0.0,94150.0,0.011366870208121327,-0.39535817298855136
253.0,120785.0,257.7655334472656,639.2662963867188,361.2635803222656,153.18770623205964,313.68296096536704,0.0,94130.0,-0.02122469859773446,-0.15573221096741463
254.0,121278.0,258.15057373046875,637.2817993164062,362.78948974609375,153.52781060052172,314.0859754907882,0.0,95748.0,0.1846165318219164,-0.28596463011018614
255.0,121882.0,258.2280578613281,635.029296875,365.0919189453125,153.90625064405364,314.74592928265173,0.0,96447.0,-0.016844216948697976,-0.30857594269969013
256.0,122364.0,258.5743713378906,634.8064575195312,364.82330322265625,154.221073678641,315.2966856787429,0.0,95180.0,0.03949707564208893,-0.3023477238563146
257.0,122831.0,258.9252624511719,636.2670288085938,363.8905334472656,154.51017023582997,316.0988769267781,0.0,96903.0,0.10747635022005397,-0.5390255732073115
258.0,123585.0,259.646240234375,636.4078369140625,364.761474609375,154.9387806056997,316.8860992502195,0.0,95135.0,0.12406225519214331,-0.6814242996410371
259.0,124101.0,260.33160400390625,639.312255859375,362.6990966796875,155.22822980069543,317.32160342466443,0.0,96313.0,-0.006283186525479323,-0.6534817704456941
260.0,124711.0,261.3955993652344,638.138916015625,363.4700012207031,155.61889321884573,318.1532649050526,0.0,97953.0,-0.1391539182793622,-0.5804549742672407
261.0,125279.0,261.43853759765625,638.2265625,363.3977966308594,155.95935652166384,318.71021320176413,0.0,97968.0,-0.20687350512753255,-0.423616246049221
262.0,125801.0,262.5378112792969,637.8699951171875,363.3572692871094,156.27349127355137,319.2647803939545,0.0,98464.0,-0.16030396972303151,-0.4018736984114071
263.0,126357.0,262.98748779296875,636.1436157226562,364.75079345703125,156.61599433545302,319.9803118064376,0.0,97736.0,-0.155891455558276,-0.393880271770513
264.0,126937.0,264.14422607421875,633.861328125,365.6144104003906,156.98354190000694,320.5769798293337,0.0,99154.0,-0.10147022988235221,-0.3695436875262317
265.0,127474.0,264.85601806640625,634.2806396484375,365.198486328125,157.3216490109001,321.0389384482823,0.0,100090.0,0.02657173172349303,-0.4605916406061965
266.0,128003.0,265.3182678222656,632.072021484375,367.0791015625,157.6369313134718,321.6356634370051,0.0,100562.0,0.14710997162967487,-0.5669347059829306
267.0,128619.0,265.7923889160156,630.673828125,369.0107421875,158.00358381928908,322.23811071400763,0.0,100438.0,0.031117857419076245,-0.6820931561937869
268.0,129202.0,265.9336853027344,629.4794311523438,370.23406982421875,158.35722682126456,322.8929389116072,0.0,101711.0,0.1455273540448161,-0.869759389958574
269.0,129847.0,266.39056396484375,628.1119384765625,371.1872253417969,158.73735894963835,323.54149655876626,0.0,100849.0,0.038597610058332066,-0.5542596224977956
270.0,130429.0,266.7184143066406,628.8131713867188,370.9920654296875,159.08957987966343,324.00092592372084,0.0,102045.0,-0.025848084341760114,-0.3869556065908455
271.0,131054.0,266.75262451171875,627.888427734375,371.87835693359375,159.46353572518953,324.3421803197705,0.0,101507.0,0.004996594153794831,-0.43849500042034606
272.0,131632.0,266.9288024902344,626.1884765625,373.63763427734375,159.83922643559427,324.9385318905154,0.0,102708.0,0.01337237854193063,-0.20063837151428743
273.0,132192.0,267.4443664550781,622.7960205078125,376.22308349609375,160.1652290427655,325.29594218098583,0.0,102344.0,0.017583327620286582,-0.3242173109882174
274.0,132815.0,268.54290771484375,622.5,376.0,160.55124464906223,326.0223918659948,0.0,103069.0,0.0025237712313810334,-0.2990072085221982
275.0,133399.0,268.5768127441406,623.3377075195312,375.2669982910156,160.88098963882163,326.43866192464924,0.0,103883.0,0.04390032633443752,-0.3220668848526316
276.0,134320.0,269.5200500488281,623.0,376.0,161.38258940128082,327.29955698106284,0.0,103391.0,0.016852366370585514,-0.4711224019695237
277.0,134891.0,270.1741027832031,625.0,375.0,161.72335556614058,328.01905428120665,0.0,104757.0,-0.06351841560501725,-0.7284048551831575
278.0,135384.0,270.2481384277344,623.0,377.0,162.0089505492286,328.49505323520475,0.0,105194.0,0.052154471375956746,-0.5906894396613893
279.0,135890.0,271.27716064453125,624.5,376.0,162.30034977941108,328.976518918035,0.0,105750.0,0.14032069815743853,-0.511939158384564
280.0,136426.0,272.368408203125,625.5,375.5,162.6314285512959,329.47496111171813,0.0,106070.0,0.0064974013378105155,-0.5194482080755733
281.0,137013.0,272.80999755859375,627.0,374.5,162.9695953795714,329.9866663897814,0.0,106435.0,0.08742719265296728,-0.7101573019242551
282.0,137679.0,273.1227722167969,624.0,377.0,163.35607016130876,330.7533824269033,0.0,105681.0,0.10749322151809793,-0.3383363857712993
283.0,138285.0,273.82940673828125,624.5,376.5,163.69522727130268,331.2403960783873,0.0,107312.0,0.1088481006947859,-0.32003635201203906
284.0,138795.0,274.8313903808594,623.5,378.0,164.00177282182665,331.7303121513016,0.0,106501.0,-0.004216782366256666,-0.41300732400986817
285.0,139321.0,275.2427062988281,624.5,377.5,164.3064289004062,332.29053552576545,0.0,107640.0,0.022606922919635508,-0.3001911101662813
286.0,139914.0,275.97564697265625,622.5,378.5,164.6308664146752,332.9459415580854,0.0,107903.0,0.17814842597795177,-0.37487238993423944
287.0,140460.0,276.7102355957031,623.5,377.5,164.95364685491748,333.57098192833337,0.0,109591.0,0.24562309262842064,-0.46018195375904725
288.0,141037.0,277.0781555175781,623.5,378.0,165.2702391139837,334.0014970026332,0.0,109706.0,0.11406179683342543,-0.343345623973903
289.0,141891.0,278.4911193847656,623.5,378.0,165.749761870879,334.6415993268022,0.0,108512.0,0.15704681277441068,-0.28793127254260753
290.0,142426.0,278.859375,623.5,378.5,166.04661270288122,335.1771919292372,0.0,110408.0,-0.054746711205552856,-0.4897713169809208
