particle,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape
1746,8.225380580737859,1.1828919813159116,0.057095144104880015,0.06002000379083934,0.10880733264548971,0.3188988310375859,0.875,95.56378136169724,14
22,8.884876669771804,1.2777341138798832,0.2398712246081783,0.016553794297252143,0.017213348321380488,0.20064030378668735,0.9791666666666666,153.39864253800746,120
28,9.604207642714176,1.3811811010987256,0.1490755702827963,0.023682418059671414,0.09562183882710013,0.30295541784634394,0.7916666666666666,123.95469850728695,120
9,9.991983523318764,1.4369471504884714,0.24722005070608996,0.021581838703047224,0.028363887613830012,0.24577412755945408,0.9583333333333334,52.84245479250302,120
33,11.528702332444896,1.6579426824289003,0.1651813288747075,0.04828306805079716,0.058001531192675274,0.30246921801609905,0.9583333333333334,141.44765656607473,120
35,11.55497208569782,1.6617205356442033,0.20400694374530104,0.044531083669382285,0.05849307682899171,0.31264792800921726,0.9375,158.89234055175254,120
1,11.656991904140385,1.6763920057344288,0.12466245882550742,0.01047858856440645,0.012780534734910894,0.16519702748137066,0.9583333333333334,40.96805101573277,120
2373,12.149048127651398,1.7471546112375473,0.013204195006866745,0.0203281608002296,0.0689841309801667,0.27797717318341897,0.7916666666666666,17.998633740094352,25
25,12.76833630274178,1.8362144436972954,0.23305116386885752,0.043918414878790106,0.06008866560587008,0.2932258845061936,0.9375,90.15468681623176,120
2365,26.34325587861314,3.7884236279033554,0.036557173408392304,0.007765315599417043,0.08753334643602534,0.21940517544390234,0.625,22.253611826262706,25
