particle,n_frames,v_dx_um_s,v_dy_um_s,v_drift_um_s,v_drift_se,drift_z,drift_flag,r2_msd,lin_flag
32,1483,-0.17861460942668253,0.06607607758476632,0.19044481281892245,0.07446232376463961,2.5575996449006895,True,0.999739227064527,False
33,1483,-0.10737907246158747,0.08479880517522327,0.1368250801638951,0.06667359361645257,2.0521629740103244,True,0.9986766134477972,False
35,1483,-0.08380681616284885,0.0065904233817020985,0.08406554654377517,0.05525523606476603,1.521404169647196,False,0.9995508464810421,False
7,1483,-0.07800076346122481,0.03795522386310599,0.08674513311438535,0.04788691341322949,1.8114580149661659,False,0.9995622277018235,False
4,1483,-0.10904014464175543,0.006491446356802488,0.10923320016962879,0.04783773096226813,2.2834109806710137,True,0.9989337025799037,False
5,1483,-0.11621310107989971,-0.04069304522248653,0.12313167257893609,0.06069983800283664,2.028533792350185,True,0.9988602297643369,False
2,1483,-0.011029386811213375,-0.00428991844108566,0.01183430495054671,0.04359737469441929,0.2714453572834414,False,0.9997959815551496,False
1,1483,-0.045519517626498626,-0.021296233485611018,0.05025491066177294,0.043405360948280826,1.1578042334829013,False,0.9987817598641381,False
0,1483,-0.050391037809933904,-0.02312991232814261,0.055445915411955746,0.031425501678361493,1.7643605495766477,False,0.9988702500366146,False
3,1483,-0.17437231890059776,-0.05698754509112986,0.18344831940981451,0.0518106968102233,3.540742176886076,True,0.9996978890821869,False
21,1483,-0.043061107598683694,0.06748876586738667,0.08005618343343848,0.057162854721364835,1.4004930968487335,False,0.9995944191524869,False
22,1483,-0.20760601326226122,-0.015131129823879635,0.20815669057802894,0.05225434402286667,3.983528919374414,True,0.9986054433712234,False
9,1483,0.0941470086173807,0.0352369670997195,0.10052513656786483,0.04780647907520079,2.1027513113805405,True,0.9999143346258793,False
10,1483,-0.012988783449251992,0.06555729122343291,0.06683163119396052,0.04752850176822176,1.4061379742175064,False,0.999694419946995,False
12,1483,-0.024536627773904706,-0.026207187769536632,0.03590073527524056,0.04005953194614005,0.8961845915601065,False,0.9996058092780205,False
11,1483,0.0707722679024918,-0.004863685903091577,0.07093919469958763,0.0504142346834647,1.4071262837766512,False,0.9996120800078958,False
13,1483,-0.039582238469652635,0.03091607780247458,0.050225068132926515,0.054348831720176446,0.9241241539747942,False,0.999863134599743,False
15,1483,-0.11897840771989675,-0.001602784499526869,0.11898920296276427,0.06020028921193969,1.9765553375309168,False,0.9995056947682207,False
27,1483,0.0012617150882082975,0.004594037090402028,0.0047641475367375015,0.03025151417972473,0.15748459757860797,False,0.9991181719137725,False
28,1483,0.10657677497042947,0.014688730440738694,0.10758423567167379,0.047458625895556744,2.2669058288463053,True,0.9993385570292718,False
29,1483,-0.056246075888105526,0.08734377687566508,0.10388722930041254,0.04261021410376425,2.438082780983609,True,0.9913610838868679,False
16,1483,-0.0628794817234546,-0.0036216800162391844,0.06298369461972113,0.051137752712071605,1.2316476825711813,False,0.9968119362351652,False
19,1483,-0.047002454732750276,-0.0011144890469543482,0.04701566586511372,0.046303282793599236,1.0153851525968471,False,0.9994829215851181,False
18,1483,0.048749736096679194,0.03664173253675486,0.0609848615050567,0.045387006272682204,1.3436634515760653,False,0.9985872634337855,False
25,1483,-0.06471539894064347,0.0017961434639836953,0.06474031967321331,0.04627584062572137,1.3990090465742697,False,0.9971055269537393,False
24,1483,-0.06254597422247007,-0.002339019241888046,0.0625896948582737,0.05075020405475201,1.2332895211760848,False,0.9998349652654576,False
53,1431,-0.015599346295448539,-0.016927261204247986,0.0230189438663498,0.02974059920461185,0.7739905880168101,False,0.9997258764438285,False
395,1309,0.11385938978065761,0.003169335210062255,0.11390349128493586,0.020609642425643497,5.526708757606183,True,0.9996092421839717,False
163,1300,0.11434040032920961,0.004375794552940374,0.11442410028229831,0.02226661617152286,5.138818552440723,True,0.999320292572222,False
597,1220,-0.04915809998520987,0.01768000274571595,0.05224080102031758,0.062459567957368727,0.836393890139844,False,0.9999355047563186,False
20,1154,-0.08999255426572034,-0.051576472042816,0.10372459829592978,0.0451178160290249,2.298972056386824,True,0.9997942095224551,False
26,1117,-0.14660034521477155,0.018106561023604955,0.14771428085730817,0.09061942007288196,1.6300510501888763,False,0.9993739214717093,False
172,1110,-0.08178168052780564,-0.09225770328630062,0.12328717324042736,0.04504960830163529,2.7366980066717264,True,0.9995976781137805,False
592,1089,0.11617529963192788,0.005904478548490562,0.11632524709407588,0.023755342262547777,4.8968036666628905,True,0.9977960228995958,False
421,971,0.10481376283335188,0.009493397424606075,0.10524281198232806,0.0246611761678666,4.267550390376716,True,0.9966742692035192,False
1092,956,0.10955515904686816,-0.0022063820757463656,0.10957737446959,0.02921133715841241,3.7511933765768553,True,0.9996181075580388,False
17,908,0.1224399274491636,-0.009424751909527832,0.12280212450243927,0.029105142076156377,4.2192587200267155,True,0.9955841852611833,False
50,879,-0.046357953119441644,0.07728263482465128,0.09012028330439686,0.08818172842035858,1.0219836344644695,False,0.9994009123648092,False
714,871,-0.0878095567171674,0.024180554877286892,0.09107808454858349,0.05941953047866674,1.5327971092145039,False,0.9990733015100242,False
1254,861,-0.012636019563538402,-0.01851482833449671,0.022415794847963955,0.03646213571359432,0.6147691134725985,False,0.9993554281769835,False
788,815,-0.02965567671152543,-0.008920620796765208,0.030968316657806763,0.036240908226669644,0.8545127087907034,False,0.9971759502187171,False
765,800,-0.021787153755124845,-0.021225663303125166,0.030417245953686948,0.0442739472180666,0.6870235853123746,False,0.9989083554413662,False
1420,781,-0.09602649171981638,0.017056864640503707,0.09752960444593442,0.06549623916446314,1.4890870940090848,False,0.9996145937922929,False
658,765,0.11206386462387719,0.004240318222613632,0.11214405937484027,0.029123228201372107,3.8506740598748848,True,0.9940745076887778,False
651,765,0.10561807587697915,0.014331991359981157,0.10658604002540811,0.027461872968567412,3.881237093602663,True,0.9989493454399341,False
1452,750,-0.04630242084466146,-0.001626709459234524,0.04633098703611767,0.051959888403634795,0.8916683322375387,False,0.9996563185814286,False
1615,668,0.036650944835076346,0.11957747013706455,0.12506823386329707,0.0786609361859275,1.5899662517069288,False,0.9922694368803096,False
453,632,0.12412803179285532,0.015073679505391176,0.12503992998478267,0.03258875576916295,3.83690408036693,True,0.9898148844806912,False
1745,602,-0.06757466975099664,-0.03412806312466585,0.07570376928923313,0.05228522128477105,1.4478999501008736,False,0.9991228238523974,False
