particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,r2_msd,fit_npts,v_dx_um_s,v_dy_um_s,v_drift_um_s,v_drift_se,drift_z,drift_flag,lin_flag
0,1309,0.07163742492195549,0.00036972807429380266,-0.02372443892393082,1.072043685151658,0.9992547205182382,30,-0.02526321775057875,-0.06962883814278227,0.07407027252701943,0.03191360606665899,2.320962174324846,False,False
2,1309,0.07434289603231627,0.0008162344752158612,0.034604253774212786,0.9780148595880187,0.9966360808045389,30,0.06788275203994704,0.029503452581975547,0.07401703681432953,0.03251064862736489,2.276701325239874,False,False
4,1309,0.03300416538575637,0.0002606358367136324,0.021261834471793577,0.8899491158774065,0.9982568647439517,30,0.021224181501692394,-0.024162493323016534,0.03216040988547254,0.021661587140056077,1.4846746767692889,False,False
3,1309,0.09674261441590727,0.0005018122467455332,-0.02345236901713274,1.048867212519795,0.9992472030596883,30,0.03464852054034236,-0.023248948063007806,0.04172569426230031,0.037086410974356596,1.1250938865761786,False,False
5,1309,0.08476294407497667,0.001533740257665457,0.07440715684246205,0.9392762660231745,0.9909158069178576,30,0.02681015025134375,0.011247285039941062,0.0290737953709059,0.03471434002949919,0.8375154286729884,False,False
9,1309,0.05393479248115645,0.00020501677038289,0.005824291888078179,1.0039786091243221,0.9995955888567373,30,0.03461569139969676,0.001308513614476062,0.03464041424345716,0.02769111242205587,1.2509578421943857,False,False
11,1309,0.3201359521915552,0.0015219056027208936,-0.12543090421570804,1.1097498246930548,0.9993676029566674,30,-0.03180975055623937,-0.037616672949684085,0.049263316111013734,0.06746416064606076,0.7302146152749953,False,False
8,1309,0.056093107262051654,0.00015832850110403403,0.00013520599607155285,1.014690117059666,0.9997769714994694,30,0.04339012888582943,-0.006153328768390082,0.04382427112526558,0.02823973687953405,1.551865419717348,False,False
16,1309,0.16919767994761817,0.001552813036733272,0.020391358138276493,1.0490056228984435,0.9976472024991756,30,0.012722702564925055,0.05232368004206868,0.053848255809267644,0.04904594407495173,1.0979145538921025,False,False
14,1309,0.208833945005939,0.0006589147990434495,-0.06018489338555788,1.083995739756673,0.9997213280047882,30,-0.06680559687474127,0.0019331709341735186,0.06683356135693484,0.05448869956442391,1.2265582018142158,False,False
7,1029,0.3141435641038176,0.0018155755615160928,0.02460011636816585,1.0482767445629864,0.9990656182056331,30,-0.06660788153191537,-0.03765406218859265,0.0765143011565294,0.07538367309526156,1.0149983148186354,False,False
10,1004,0.010811392034671883,0.0005098446793447182,0.09501529963190765,0.34544019823634364,0.9413813041800958,30,0.025462325293948568,-0.0007163823832282409,0.02547240100763673,0.013957599353955573,1.8249843946421827,False,True
26,955,0.3940875258778841,0.0029403172036166813,-0.13121132026986967,1.0727739694514173,0.9984437311698271,30,-0.14347679713392847,-0.026146507380190108,0.14583974480227535,0.08723544269579535,1.6717946318085763,False,False
22,868,0.355722355542629,0.003446419807894761,-0.13499610922192268,1.0744951214375924,0.9973786071141044,30,-0.024669345507361017,-0.22285658776179518,0.22421783005950324,0.08724799596862778,2.569890890561273,True,False
6,754,0.2897413260693585,0.003560647496443767,0.1577593799584369,0.9792080357834178,0.9957892202425893,30,0.04554216763166617,0.14929043355541977,0.15608242240481784,0.0845897034380472,1.8451704647378429,False,False
1350,744,0.4058539753386181,0.0013757610418418172,-0.046766767308694994,1.07386769366787,0.9996783639426012,30,-0.005536402046214894,-0.08231291004930755,0.08249889034649331,0.10078601270611127,0.818554957492538,False,False
1349,739,0.055253999551280346,0.0002640325129630163,0.022703944580120546,0.9253990214554512,0.9993610485966976,30,0.032434449850716925,0.028563678213340004,0.04321894550071653,0.037187520440622034,1.162189492298229,False,False
1440,723,0.045117931937010254,0.00018302344352249815,0.009867170029558156,0.9733181174547324,0.9995394539651178,30,0.04474046028233613,0.0166506013524945,0.047738363102173796,0.03408911781382718,1.4003989004024688,False,False
13,698,0.006643069803441706,0.00014877637831350703,0.024334367309208463,0.5291298828858824,0.9861505795954568,30,0.017304325667787484,0.007259185778238519,0.018765272845866886,0.01304445282104825,1.4385634340742637,False,False
1552,689,0.3866116208672343,0.006626557829184081,0.26338922234875983,0.9648293799263985,0.9918411987842685,30,-0.09116023190374789,0.16559335854640764,0.18902737440758205,0.10207577252081132,1.8518338851566658,False,False
178,670,0.07794947018415373,0.00021469938881515013,-0.017292266290598803,1.0595273653758748,0.9997876261355841,30,0.043642785933796016,0.08433233493325645,0.09495596600192159,0.046478819873009516,2.042994341537983,False,False
21,667,0.3597444835167115,0.002926693925345112,0.012446369712258962,1.0139082853251473,0.9981502192136389,30,-0.01710592635835946,0.030930064719576683,0.0353451781737597,0.10022353705889522,0.35266344823760815,False,False
1,592,0.06352977373334365,0.00045634704216590565,-0.005040836544190808,1.0856401548542352,0.9985573303405413,30,0.035664693199019507,-0.04079669824696874,0.05418801462347934,0.04471000131029139,1.2119886610472161,False,False
1827,574,0.050993471473832666,0.0009144823328704869,0.04936527772063989,0.8935897764449093,0.9910754519307963,30,-0.001621099664700564,-0.020579705219733544,0.02064345492048316,0.04064537284453687,0.5078918822922752,False,False
20,565,0.44502845973209415,0.004632769502026999,-0.15909749974105528,1.0562855502030801,0.9969748421111386,30,0.08134404205416898,-0.02452580968709174,0.08496098233023118,0.12113345636245852,0.7013832914666351,False,False
1894,555,0.35772352435533683,0.002513358101810608,0.0880439748695924,1.0197207146834766,0.9986197050370834,30,-0.09917725940928686,0.05725405457649914,0.11451705353084195,0.10957932901882693,1.0450607295758003,False,False
1526,553,0.051181110129040724,0.0006769772106961848,0.03114464587489058,0.9402469944574403,0.9951251145696637,30,0.03870060985431109,-0.05229215373019331,0.06505541134169986,0.041448587699821834,1.5695447047036417,False,False
65,546,0.05312449761319702,0.0004300102276645283,0.016448906282529086,0.9875911051445745,0.9981688246590064,30,-0.013531218782206728,-0.1271568231716241,0.12787474950447264,0.042114300262048286,3.036373600149976,True,False
12,532,0.5274024428879798,0.003401238080193189,-0.2267610684098839,1.0974976686320803,0.9988368321992668,30,-0.17976245925133702,0.01713232034346272,0.180577014474267,0.13552212686056334,1.3324541066276208,False,False
37,501,0.05486568131425676,0.00032588472298304526,0.044141905802661724,0.79236568467437,0.9990131396909725,30,-0.030707554525087864,0.028572970657094562,0.04194482753668718,0.044210446957174056,0.9487537544535221,False,False
18,500,0.20764692188975936,0.0024071424779648276,0.06997853589199765,0.9880504158596526,0.9962513099357608,30,-0.12973567104114114,0.07882617384696501,0.15180550063764864,0.08787948747531434,1.7274281518800545,False,False
2053,478,0.22743352911951856,0.0029937379007434818,0.1525125369414188,0.9087729987182588,0.9951719171529745,30,-0.12222972513322729,-0.09434859071562929,0.15440777919576987,0.09271595213060636,1.6653852508386038,False,False
60,460,0.007963133315072018,0.00017300205255246743,0.05471271463775787,0.35622363383962,0.9869566055583896,30,0.006384002082089169,-0.0034530514066277067,0.00725803324606139,0.017656513760147333,0.4110683085379832,False,False
27,456,0.33344249582095775,0.002067052611465019,0.006037685012393921,1.0143032379649877,0.9989251394104575,30,0.07310706725762323,0.07981594476906215,0.10823690831869055,0.11648289148789068,0.929208632582259,False,False
1539,453,0.17904078399525436,0.0025165696347866475,-0.06584587103673792,1.022951873858541,0.9944985628792088,30,0.16770884173030376,-0.04541409658368262,0.17374894463861393,0.08582553845606669,2.0244433972011073,True,False
