particle,n_frames,v_dx_um_s,v_dy_um_s,v_drift_um_s,v_drift_se,drift_z,drift_flag,r2_msd,lin_flag
0,1309,-0.02526321775057875,-0.06962883814278227,0.07407027252701943,0.03191360606665899,2.320962174324846,False,0.9992547205182382,False
2,1309,0.06788275203994704,0.029503452581975547,0.07401703681432953,0.03251064862736489,2.276701325239874,False,0.9966360808045389,False
4,1309,0.021224181501692394,-0.024162493323016534,0.03216040988547254,0.021661587140056077,1.4846746767692889,False,0.9982568647439517,False
3,1309,0.03464852054034236,-0.023248948063007806,0.04172569426230031,0.037086410974356596,1.1250938865761786,False,0.9992472030596883,False
5,1309,0.02681015025134375,0.011247285039941062,0.0290737953709059,0.03471434002949919,0.8375154286729884,False,0.9909158069178576,False
9,1309,0.03461569139969676,0.001308513614476062,0.03464041424345716,0.02769111242205587,1.2509578421943857,False,0.9995955888567373,False
11,1309,-0.03180975055623937,-0.037616672949684085,0.049263316111013734,0.06746416064606076,0.7302146152749953,False,0.9993676029566674,False
8,1309,0.04339012888582943,-0.006153328768390082,0.04382427112526558,0.02823973687953405,1.551865419717348,False,0.9997769714994694,False
16,1309,0.012722702564925055,0.05232368004206868,0.053848255809267644,0.04904594407495173,1.0979145538921025,False,0.9976472024991756,False
14,1309,-0.06680559687474127,0.0019331709341735186,0.06683356135693484,0.05448869956442391,1.2265582018142158,False,0.9997213280047882,False
7,1029,-0.06660788153191537,-0.03765406218859265,0.0765143011565294,0.07538367309526156,1.0149983148186354,False,0.9990656182056331,False
10,1004,0.025462325293948568,-0.0007163823832282409,0.02547240100763673,0.013957599353955573,1.8249843946421827,False,0.9413813041800958,True
26,955,-0.14347679713392847,-0.026146507380190108,0.14583974480227535,0.08723544269579535,1.6717946318085763,False,0.9984437311698271,False
22,868,-0.024669345507361017,-0.22285658776179518,0.22421783005950324,0.08724799596862778,2.569890890561273,True,0.9973786071141044,False
6,754,0.04554216763166617,0.14929043355541977,0.15608242240481784,0.0845897034380472,1.8451704647378429,False,0.9957892202425893,False
1350,744,-0.005536402046214894,-0.08231291004930755,0.08249889034649331,0.10078601270611127,0.818554957492538,False,0.9996783639426012,False
1349,739,0.032434449850716925,0.028563678213340004,0.04321894550071653,0.037187520440622034,1.162189492298229,False,0.9993610485966976,False
1440,723,0.04474046028233613,0.0166506013524945,0.047738363102173796,0.03408911781382718,1.4003989004024688,False,0.9995394539651178,False
13,698,0.017304325667787484,0.007259185778238519,0.018765272845866886,0.01304445282104825,1.4385634340742637,False,0.9861505795954568,False
1552,689,-0.09116023190374789,0.16559335854640764,0.18902737440758205,0.10207577252081132,1.8518338851566658,False,0.9918411987842685,False
178,670,0.043642785933796016,0.08433233493325645,0.09495596600192159,0.046478819873009516,2.042994341537983,False,0.9997876261355841,False
21,667,-0.01710592635835946,0.030930064719576683,0.0353451781737597,0.10022353705889522,0.35266344823760815,False,0.9981502192136389,False
1,592,0.035664693199019507,-0.04079669824696874,0.05418801462347934,0.04471000131029139,1.2119886610472161,False,0.9985573303405413,False
1827,574,-0.001621099664700564,-0.020579705219733544,0.02064345492048316,0.04064537284453687,0.5078918822922752,False,0.9910754519307963,False
20,565,0.08134404205416898,-0.02452580968709174,0.08496098233023118,0.12113345636245852,0.7013832914666351,False,0.9969748421111386,False
1894,555,-0.09917725940928686,0.05725405457649914,0.11451705353084195,0.10957932901882693,1.0450607295758003,False,0.9986197050370834,False
1526,553,0.03870060985431109,-0.05229215373019331,0.06505541134169986,0.041448587699821834,1.5695447047036417,False,0.9951251145696637,False
65,546,-0.013531218782206728,-0.1271568231716241,0.12787474950447264,0.042114300262048286,3.036373600149976,True,0.9981688246590064,False
12,532,-0.17976245925133702,0.01713232034346272,0.180577014474267,0.13552212686056334,1.3324541066276208,False,0.9988368321992668,False
37,501,-0.030707554525087864,0.028572970657094562,0.04194482753668718,0.044210446957174056,0.9487537544535221,False,0.9990131396909725,False
18,500,-0.12973567104114114,0.07882617384696501,0.15180550063764864,0.08787948747531434,1.7274281518800545,False,0.9962513099357608,False
2053,478,-0.12222972513322729,-0.09434859071562929,0.15440777919576987,0.09271595213060636,1.6653852508386038,False,0.9951719171529745,False
60,460,0.006384002082089169,-0.0034530514066277067,0.00725803324606139,0.017656513760147333,0.4110683085379832,False,0.9869566055583896,False
27,456,0.07310706725762323,0.07981594476906215,0.10823690831869055,0.11648289148789068,0.929208632582259,False,0.9989251394104575,False
1539,453,0.16770884173030376,-0.04541409658368262,0.17374894463861393,0.08582553845606669,2.0244433972011073,True,0.9944985628792088,False
2150,451,-0.23241819019603874,0.058984560191957504,0.23978614112379534,0.12854223591316832,1.8654268725010625,False,0.995581380061068,False
2194,438,-0.1517897413310216,-0.008568811140356498,0.15203141154938193,0.09163730317820153,1.6590559332997352,False,0.9974475771354678,False
2196,436,0.01193158003935812,-0.004336349735170859,0.012695138095401936,0.017127747388469446,0.741203020307762,False,0.988847540261733,False
1559,399,0.04157149752062694,-0.03171325759753881,0.052286901931127505,0.01868761267283868,2.7979444376607487,False,0.9930381543737987,False
33,379,-0.12809547507909777,0.23702223894977614,0.2694215887647175,0.14220248584495465,1.8946334669456595,False,0.997519980279904,False
660,362,0.023938525415548872,0.07872313771865967,0.0822823517611276,0.06190298429794776,1.3292146201722856,False,0.9967799005646986,False
1754,348,0.010837932291358857,0.031260681458996284,0.03308611463488744,0.0540519306422912,0.6121171666160666,False,0.9912410309252452,False
2486,307,0.3105661879573902,0.14743652302167487,0.34378610417395566,0.17259745849235172,1.9918375807902744,False,0.9985176867781352,False
2166,299,0.07954411323875327,-0.04915118073523155,0.0935045695065594,0.08158537983541247,1.1460946764627717,False,0.9943905508887165,False
24,292,0.06622224307821896,0.23300455071588028,0.24223233915524148,0.1257525894375431,1.9262612423225667,False,0.9813804013816889,False
262,279,-0.014793166320808042,-0.01503959404174773,0.02109566682367882,0.02997941348299352,0.7036717658150917,False,0.9443602643688975,True
894,266,-0.008732629683162917,-0.036757969354414916,0.03778104196873564,0.14850408959393366,0.2544107847268267,False,0.9891930362751226,False
1534,262,0.19627246238535745,-0.10704202647681324,0.2235640286876991,0.1489702053534527,1.5007298147791506,False,0.9744215162114116,False
1481,242,0.06311671422614806,-0.10368231270345896,0.12138262471310747,0.06098122813138751,1.990491638698744,False,0.9896199285222803,False
