particle,frame,x,y,x_raw,y_raw,sym,r_est,polarity,contrast
0,0,697.9598388671875,602.1691284179688,697.9598388671875,602.1691284179688,111.97482,14.0,1,19.586758
1,0,97.672607421875,678.4142456054688,97.672607421875,678.4142456054688,82.96263,16.0,1,26.750673
2,0,936.2892456054688,1175.955322265625,936.2892456054688,1175.955322265625,50.15968,10.0,1,23.350657
3,0,48.9384651184082,152.1836700439453,48.9384651184082,152.1836700439453,20.704632,18.0,-1,40.123234
4,0,723.6630249023438,127.664306640625,723.6630249023438,127.664306640625,16.981573,12.0,1,28.325815
5,0,1084.4114990234375,539.5071411132812,1084.4114990234375,539.5071411132812,16.52688,8.0,1,23.515425
6,0,1117.774658203125,240.08038330078125,1117.774658203125,240.08038330078125,12.825717,12.0,-1,26.691038
7,0,1129.8692626953125,28.261516571044922,1129.8692626953125,28.261516571044922,11.627044,18.0,-1,32.308502
8,0,732.0118408203125,99.48589324951172,732.0118408203125,99.48589324951172,8.527509,10.0,1,49.378147
9,0,992.3746337890625,511.0820007324219,992.3746337890625,511.0820007324219,7.180273,10.0,1,46.8976
10,0,1074.2159423828125,558.3251953125,1074.2159423828125,558.3251953125,6.633627,10.0,1,4.3263817
11,0,950.2067260742188,325.8080139160156,950.2067260742188,325.8080139160156,6.1941705,10.0,-1,12.47007
12,0,1324.0509033203125,299.9822692871094,1324.0509033203125,299.9822692871094,6.1898627,10.0,-1,20.557627
13,0,1005.0845947265625,829.705078125,1005.0845947265625,829.705078125,5.387858,8.0,1,29.667372
14,0,521.6338500976562,172.58984375,521.6338500976562,172.58984375,4.3675523,6.0,1,9.765319
15,0,976.1079711914062,500.3791198730469,976.1079711914062,500.3791198730469,4.328389,8.0,1,21.352648
16,0,315.7175598144531,1058.1334228515625,315.7175598144531,1058.1334228515625,3.756282,6.0,1,11.454356
18,0,1332.17626953125,86.81720733642578,1332.17626953125,86.81720733642578,2.0964072,14.0,-1,10.27844
20,0,774.2877197265625,941.4086303710938,774.2877197265625,941.4086303710938,1.6204538,28.0,-1,2.1217356
21,0,1155.1622314453125,331.54876708984375,1155.1622314453125,331.54876708984375,1.5667707,8.0,-1,17.823696
22,0,1256.87939453125,161.85105895996094,1256.87939453125,161.85105895996094,1.4726492,10.0,-1,2.573834
24,0,1549.3756103515625,466.4109191894531,1549.3756103515625,466.4109191894531,1.4374561,12.0,-1,8.169704
25,0,790.740234375,660.7724609375,790.740234375,660.7724609375,1.0467416,12.0,-1,8.846694
26,0,936.259765625,848.4207763671875,936.259765625,848.4207763671875,0.9271603,12.0,-1,7.917144
27,0,99.94316864013672,78.3565444946289,99.94316864013672,78.3565444946289,0.66616607,12.0,-1,5.1482773
28,0,107.93138885498047,651.12890625,107.93138885498047,651.12890625,0.46522176,16.0,1,16.708736
30,0,1007.5830078125,502.5564880371094,1007.5830078125,502.5564880371094,0.333487,8.0,1,23.342667
