particle,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape
2884,8.88507860066221,1.2777631535612324,0.06652873967725344,0.06384689787424215,0.08475542070631306,0.31489374874040793,0.9583333333333334,196.18678756519873,13
1350,10.392798841764979,1.4945884014342214,0.1594176191260957,0.06402629769883153,0.07668836062786091,0.32220233424640726,0.9583333333333334,125.15559822983366,68
5,11.360305427315764,1.6337255235022798,0.09680830098569335,0.008640781000582066,0.01148951107814893,0.15980502333002405,0.9375,40.77610460483922,120
2,11.765490388690369,1.6919951727975617,0.06793294985944731,0.00665263419456183,0.03776003949992564,0.17503326237549366,0.7916666666666666,257.99267976760433,120
1894,12.053409402941087,1.7334008062369577,0.15450292712985159,0.06836284893063314,0.09074526803489598,0.3401395973046246,0.9375,112.21660075381348,51
6,12.594821673422402,1.8112613048548756,0.25516651647477406,0.07395884347541738,0.09465088027186645,0.33930107948853544,0.9791666666666666,56.76056587671228,69
9,13.632406870432074,1.9604764320368366,0.04309363282674027,0.01301298277877045,0.08859866375651673,0.2692389393088316,0.7083333333333334,18.09914318814773,120
3,13.841101192149956,1.9904887624430851,0.20995653137650433,0.03989114605551705,0.056714758111903296,0.31687761928308456,0.9583333333333334,61.9447237580648,120
11,14.834632124080244,2.13336844576398,0.26305065450346293,0.047855214797635576,0.0668164683776835,0.29823776754917614,0.9375,183.7196675664126,120
1882,15.325886813871396,2.2040157827028453,0.1243512347892318,0.08177486636042819,0.11303327199944813,0.33456801219513066,0.9791666666666666,33.066292684768996,12
0,15.69143783785096,2.2565856754613467,0.056618617480819054,0.006589449791889591,0.07883551922150078,0.2228240517914427,0.7916666666666666,244.4188273686137,120
7,16.927684406675134,2.434370294523951,0.17390603464997598,0.05387136181111071,0.07879344747195206,0.32722750024216263,0.9375,153.94650935117232,94
1,18.399706517288003,2.6460617942511875,0.02950059354119826,0.007261583183169263,0.022786527074206097,0.1706585164331762,0.8125,157.86646713930463,54
