frame,dx,dy
0,0.0,0.0
1,0.342437744140625,-0.73394775390625
2,0.3532257080078125,-0.447265625
3,0.2928009033203125,-0.311126708984375
4,0.0789947509765625,-0.222320556640625
5,-0.0903167724609375,-0.267791748046875
6,-0.1926116943359375,0.013824462890625
7,-0.1456146240234375,0.170135498046875
8,-0.03702545166015625,0.7818603515625
9,0.14373016357421875,0.3868560791015625
10,0.8884201049804688,0.5048980712890625
11,1.3237228393554688,0.6003570556640625
12,1.1301193237304688,0.2590484619140625
13,0.7739791870117188,-0.0096893310546875
14,0.9150924682617188,-0.0379486083984375
15,1.0261764526367188,0.2688140869140625
16,0.9538497924804688,0.2798004150390625
17,1.0960006713867188,1.1543121337890625
18,1.2605514526367188,1.2381744384765625
19,1.2796859741210938,1.5626068115234375
20,1.4656295776367188,1.3583831787109375
21,1.5571212768554688,1.6237030029296875
22,1.7961349487304688,1.5708465576171875
23,1.8387680053710938,1.52178955078125
24,2.2012557983398438,2.247222900390625
25,2.4173202514648438,2.30267333984375
26,2.2101058959960938,2.26123046875
27,2.8779525756835938,2.146270751953125
28,3.0384445190429688,2.005340576171875
29,2.7166366577148438,1.279296875
30,2.2817916870117188,1.46124267578125
31,2.1794967651367188,1.24285888671875
32,2.1329574584960938,1.074859619140625
33,2.7662582397460938,1.1535186767578125
34,3.1209716796875,1.0937118530273438
35,3.051513671875,0.8562850952148438
36,2.866814613342285,0.9186935424804688
37,2.150188446044922,1.0318832397460938
38,5.313640594482422,-1.9051895141601562
39,4.016582489013672,-0.8263320922851562
40,0.7313652038574219,0.25820159912109375
41,1.3896293640136719,-0.36284637451171875
42,0.22562789916992188,1.3371353149414062
43,1.3048515319824219,1.3194808959960938
44,-0.2513771057128906,1.2163162231445312
45,1.8694114685058594,0.6018753051757812
46,-0.16312026977539062,0.5574722290039062
47,0.6490745544433594,0.5621109008789062
48,-0.20698928833007812,0.07921600341796875
49,-0.3723945617675781,-0.2120819091796875
50,-0.7747993469238281,-0.1329803466796875
51,-0.6929817199707031,-0.4288787841796875
52,-0.3447532653808594,0.2227935791015625
53,-0.30707645416259766,-0.5845184326171875
54,-0.27733707427978516,-0.8900680541992188
55,-1.4079828262329102,-1.3008880615234375
56,-1.2672967910766602,-1.5051116943359375
57,-1.5540399551391602,-1.0495452880859375
58,-1.9679803848266602,-1.3094329833984375
59,-1.067366600036621,-1.509002685546875
60,-1.766341209411621,-1.224090576171875
61,-1.338576316833496,-1.49615478515625
62,-1.840529441833496,-1.41326904296875
63,-1.752913475036621,-0.819580078125
64,-1.454817771911621,-1.542236328125
65,-1.6483449935913086,-1.5390853881835938
66,-1.3718557357788086,-2.1932296752929688
67,-1.2158842086791992,-2.4033126831054688
68,-1.5202360153198242,-2.3831710815429688
69,-1.7575407028198242,-2.3921432495117188
70,-1.9939298629760742,-2.2727584838867188
71,-1.7198057174682617,-2.2398605346679688
72,-1.6391172409057617,-2.3228683471679688
73,-1.8822965621948242,-2.2089157104492188
74,-1.7251920700073242,-2.8794937133789062
75,-1.6398649215698242,-3.5145034790039062
76,-1.7716913223266602,-3.6449356079101562
77,-1.7990961074829102,-3.9205780029296875
78,-1.8779535293579102,-3.6318511962890625
79,-1.8326654434204102,-3.6466522216796875
80,-1.9509363174438477,-3.6898155212402344
81,-2.3396692276000977,-3.753002166748047
82,-2.2802209854125977,-3.8887596130371094
83,-1.9446191787719727,-4.218196868896484
84,-1.7921838760375977,-4.384113311767578
85,-1.8326196670532227,-4.551624298095703
86,-1.7546253204345703,-4.577320098876953
87,-1.4608936309814453,-3.951313018798828
88,-1.407242774963379,-3.8052406311035156
89,-1.984452247619629,-3.1179237365722656
