frame,focus,bright,count,n_link,flow,struct_rms,affine_r2,div,curl,shear
0,117.45823669433594,217.66612243652344,40,36,0.3087407674127265,0.6590182493030424,0.07237940326672454,0.5060828649417635,-0.14233060916424106,1.609085165044839
113,136.66380310058594,218.28668212890625,40,34,0.33076896057712973,0.6456790400103781,0.05303209576225909,0.39645460111034647,-1.0174252124164982,1.0184769467886639
226,134.43544006347656,218.43017578125,47,39,0.3275792619351831,0.5975105156137218,0.11638265341958232,-0.7804646509437952,-0.8909861863999096,0.47975117983591964
339,145.60757446289062,216.9644317626953,38,36,0.3635760463151646,0.799366469520412,0.08454587650562417,-0.44647490935986545,-0.4538283018940055,1.6749003389373962
452,138.0741729736328,218.12745666503906,39,36,0.4832102064587997,0.7784478135051766,0.1625675711872362,0.6992421699029089,-1.6412074734173356,0.4494582875586783
565,132.9995880126953,217.55369567871094,43,41,0.2335151284837912,0.5722698536708248,0.053761142662653194,1.0031183324164252,0.8595158880803333,0.39856157073563553
678,129.3578643798828,217.5505828857422,47,40,0.22299832809280265,0.45091549831408045,0.040431132652614665,-0.5746833513038531,-0.476660938297734,1.0236623203984445
791,133.24366760253906,216.6268768310547,47,37,0.09267283298309373,0.8075908902633167,0.206995328292093,-0.43492537916708385,-0.85117618414815,1.799163691225824
904,131.7202911376953,217.2077178955078,46,39,0.3738386706650561,0.6443610317147476,0.08685450688019647,-1.4427908395682154,-0.6590060368642146,0.8603529886725094
1017,131.9259796142578,218.2323760986328,49,40,0.41232882349338734,0.502057468445404,0.03129249314206106,-0.42496095269567247,-0.5998658268391839,1.2197854433163327
1130,134.2906951904297,216.114013671875,42,37,0.42933269197768353,0.36660703649546283,0.04491775788733254,-0.027238662908964723,-0.78955209829114,0.621144775585425
1243,132.04595947265625,215.54539489746094,40,35,0.39863214229151767,0.3618871642381005,0.04246424088104028,-0.7092175770700372,0.12415519494198109,0.6914678554445222
1356,129.8343963623047,216.5037841796875,47,41,0.35382084524266233,0.56849040804375,0.06369797616815176,-1.1790744159967248,-0.7376974567175144,0.198227893464869
1469,135.4333038330078,217.4076385498047,54,50,0.4142588836548386,0.41357628867618623,0.027508136522926385,0.05942409690806367,0.7180434505639655,0.972170539448362
1582,131.56582641601562,216.02322387695312,49,45,0.19178076131620517,0.5236700725744547,0.038576775863749746,-0.25361930586083364,0.15862169159721354,1.2456010982642884
1695,131.60781860351562,216.44100952148438,51,44,0.0876408302723982,0.25445364828194716,0.016236506688159458,0.32794957756958815,-0.042583387722316325,0.5291648581760411
1808,128.89308166503906,216.06715393066406,53,45,0.014769948207878886,0.42377550081801374,0.029466325521891323,0.21618642775560518,1.081870094812333,0.6682728616260034
1921,131.13427734375,214.94485473632812,44,40,0.1851454532886774,0.4433177225447985,0.04324258835819561,-0.014256509073787456,-0.4115769898894179,0.9649655614106537
2034,134.85687255859375,217.25790405273438,44,39,0.3038196672026081,0.5355455347319379,0.04846764648613466,1.0334496323903897,-0.8875786686001821,0.19189130013856298
2147,133.19325256347656,217.29714965820312,48,43,0.06654406107388479,0.5338800982733531,0.05470914721499831,0.5195424252878148,-1.064697350683696,0.7069374041829392
2260,132.51861572265625,217.54075622558594,48,42,0.46876258616374034,1.112268263327442,0.17003476440929555,-1.4915400946944288,-0.05202717516303045,2.030711985005555
2373,137.5181884765625,217.1621856689453,45,39,0.12736864544949697,0.5100863975427586,0.05876541943317937,0.056570147711021,-1.3348502917824583,0.6467053564064995
2486,138.44471740722656,218.55718994140625,45,40,0.09441925533739626,0.37323349192756267,0.02399098011674894,0.1429384430926249,0.10953140174719857,0.8578676643820716
2599,139.32379150390625,217.138671875,41,36,0.21093815751026432,0.37374746078371557,0.02771850946979637,-0.3792967496641659,0.692387098504462,0.19153660376532203
2712,139.0556640625,218.5501708984375,45,40,0.4633936068845738,0.5390888650936151,0.051909353377084355,-0.12950704774807106,0.2207020410190749,1.298951289751693
2825,138.5645294189453,217.16783142089844,46,40,0.572662433231154,0.5135997386261372,0.07658589305443098,0.17594636752852208,-0.7179563643607616,1.1323023816713826
2938,148.11717224121094,216.74937438964844,45,39,0.22541594014314814,0.2839064052269971,0.025151299213796885,-0.21053794478835122,0.3431115191117947,0.693346415659587
3051,143.93295288085938,216.7037353515625,40,39,0.58618745009926,0.4321656162685964,0.024939322342224624,0.645103601333735,0.6258144969503243,0.42482647808572627
3164,144.6623992919922,217.2816162109375,42,38,0.42150942841701233,0.6305214201441502,0.10421925307482527,-0.9373831666829079,-0.12333968176187143,1.3189375777014003
3277,142.1463165283203,219.1895294189453,52,45,0.43572420323943417,0.39217422738883484,0.02591005822066983,0.047056479675793086,-0.5576470817300935,0.9191196451351166
3390,142.24606323242188,218.32656860351562,43,40,0.3691639836549368,0.3230110801181299,0.024258930039895876,-0.10893392305380613,0.4212450722703557,0.5335161332109766
3503,145.47625732421875,216.99044799804688,50,47,0.49310700008099584,0.5525311951717615,0.04908874831637844,-0.1398043337346465,1.1774483351257239,0.8192373624734364
3616,148.2994842529297,216.9591522216797,56,48,0.3992560260513347,0.34252092219680114,0.023798786382097314,-0.5238692380745466,0.21075315047757617,0.687538398562827
3729,147.42080688476562,216.0014190673828,48,42,0.2529549069590492,0.44178747310737865,0.06502177847800328,0.41390333828782183,-0.0969266289599598,0.7621018031561675
3842,148.8499298095703,216.74945068359375,48,40,0.4638333222847157,0.2666547979075341,0.016482998427028273,0.04188586008317497,0.006487108341279311,0.60825803030049
3955,150.1269073486328,215.99374389648438,46,39,0.5873888950248249,0.5804554906811619,0.05026289255378735,0.12730871894531484,-0.7552528595461911,1.172158839007052
4068,147.2873992919922,216.9425811767578,47,41,0.6829707985607951,0.6446175046635972,0.08390490509258208,0.021712232124975743,0.8008782178278934,1.4975089634472518
4181,147.7595977783203,216.21954345703125,46,38,0.06863359720727442,0.33636758805363287,0.02282626080786221,-0.3600084759980775,0.1823288686550188,0.7597341512635678
4294,156.6671142578125,217.0889892578125,50,46,0.6351685531773157,1.0223018636101617,0.13694550010035111,1.786934167076953,0.975886848372092,0.9791301010959914
4407,134.91883850097656,215.7480926513672,42,41,0.35551214014300603,0.23879907945896342,0.01565981910035663,0.009237375002836546,0.4657865355604294,0.2619528156250204
