particle,n_frames,R_px_med,R_cv,resid_med,ring_cv_med,ecc_med,n_cores_med,frac_multicore,inlier_med,n_shape,x_med,y_med,sym_med,polarity,rigid_partner,rigid_sep_cv,rigid_corr,med_step,max_step,mislink,reason,proposed
0,1500,14.164457475037516,0.012589001185359534,0.007546506665171645,0.05216363828215371,0.20562293443648985,1.0,0.0125,0.7708333333333334,80,1122.6329345703125,700.1373596191406,72.7903555,1,-1,,,0.855330355238867,2.8361714485972414,False,,single
1,1500,12.613782830674488,0.02268273172424882,0.014756539658565316,0.016167381256735794,0.18763920613747193,1.0,0.0125,1.0,80,521.8186645507812,289.9962921142578,65.7269,1,-1,,,0.9902529945760544,3.8949239675654246,False,,single
2,1500,13.016562574490443,0.02719086494072689,0.011280763756040315,0.03585454806916039,0.20247632396446358,1.0,0.0,0.8125,80,612.8630065917969,934.1252136230469,46.4206525,1,-1,,,0.9422009200005683,3.5619572886961404,False,,single
3,1500,22.70971427004037,0.005813672635678332,0.006566218491475061,0.035332830994216136,0.19896389094487163,1.0,0.325,0.7083333333333334,80,742.6730346679688,455.8040771484375,30.012408999999998,1,-1,,,0.5369407026158383,2.419317791243184,False,,single
7,1500,9.862634222779718,0.07043147843400119,0.021269774178120062,0.02484657704668678,0.23200134756191987,1.0,0.0,0.9791666666666666,80,1099.6216430664062,314.98712158203125,12.183212000000001,1,-1,,,1.395561676894349,5.055942380460737,False,,single
9,825,10.06379350130847,0.06444217279889877,0.041790697196002355,0.04246413506635183,0.3236976842140034,1.0,0.0,1.0,44,293.7299194335937,31.916269302368164,9.238157,1,-1,,,1.3062729194074563,4.920799941731359,False,,single
10,1500,8.716512161615356,0.14713859230772214,0.021824041992459083,0.02415387466050784,0.23333559491887318,1.0,0.05,1.0,80,833.3412475585938,168.302978515625,7.8079963,1,-1,,,1.510577418328889,5.084400289044875,False,,single
1208,683,12.047370491403127,0.2084586357683234,0.06055976704111199,0.08375001883768658,0.2850743528222218,1.0,0.17142857142857143,0.9166666666666666,35,1591.788818359375,606.2470092773438,5.5777764,-1,-1,,,2.1363464648899346,7.725052495320122,False,,single
2889,409,10.108246743365953,0.20628059262714377,0.07910214724215302,0.08529585943703108,0.44573135591283,1.0,0.18181818181818182,1.0,22,574.3094482421875,894.305908203125,5.1439214,1,-1,,,1.6287414712640653,5.598597024251441,False,,single
841,249,10.46838605639431,0.055887375022443085,0.051779960563111224,0.0753366059762715,0.3007101906104342,1.0,0.38461538461538464,0.8958333333333334,13,758.8313598632812,1202.170166015625,4.5392203,-1,-1,,,2.0466226482854664,6.992978074291104,False,,single
2768,68,9.334519947657615,0.01071893583834984,0.020164779806797692,0.030186201552761298,0.21458415272645925,1.0,0.0,0.9791666666666667,4,281.21327209472656,10.71390151977539,3.3693478,1,-1,,,1.4742619734187234,4.2616408496317035,False,,single
17,901,9.911780836545425,0.1811495376636358,0.07148167756659499,0.08936741621994876,0.373716363074155,1.0,0.08333333333333333,0.9375,48,860.0755004882812,450.3919372558594,2.1515346,-1,-1,,,2.131721899006621,7.536082500064476,False,,single
