particle,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape
10,8.599255164189868,1.236658885162145,0.1623644962400433,0.022473999300923763,0.02338673045621991,0.2342147053207178,1.0,266.38427072823157,120
2768,9.387809119738119,1.3500608295095389,0.00975512283884845,0.02188499430682758,0.02609456554192434,0.22804227718938092,0.9791666666666667,175.85945785846945,6
7,9.853153526908491,1.41698200870471,0.06926584048956064,0.020986564380488917,0.023841882409447568,0.2303869222901898,0.9791666666666666,196.97356678211906,120
2889,9.881193866794039,1.4210144899836508,0.2515042688540688,0.07469472231009981,0.09698658463836364,0.45618839627014457,1.0,41.023649883955564,33
17,9.973489682369669,1.434287551221582,0.18902958657179383,0.06554192266750472,0.09446488803280062,0.36895713571634675,0.9375,81.98463670060242,72
9,10.12242740435725,1.455706285020616,0.06666190257239304,0.0406469369154469,0.04234633227698642,0.3281671156444617,1.0,178.57796538138527,66
841,10.216410122707524,1.469221939746569,0.09721452159300895,0.05078490999164971,0.060477720469030535,0.2711376873446587,0.9375,165.50415394962855,19
1208,11.790485746591898,1.6955897552173809,0.2180897632734371,0.06883886646052528,0.09328097027876156,0.31086465316719836,0.8958333333333334,77.99237209245874,55
1,12.59480703154916,1.8112591992070846,0.023033841760446323,0.014628267665858927,0.016455496332024713,0.1919829934313411,0.9791666666666666,185.23961695662643,120
2,12.97477796122062,1.8659028186031374,0.024122443272334412,0.011751681497203688,0.034532750380570854,0.1866925067177745,0.8125,45.9172978520627,120
0,14.154442641479342,2.035550396271144,0.012013606689899365,0.007703239880806062,0.049773691043557944,0.19572919517216547,0.7916666666666666,174.8363222825527,120
3,22.71572283705226,3.2667481011964856,0.005627977305310373,0.00710174294047952,0.03422144527064856,0.19029340276615553,0.7291666666666666,20.015389151181225,120
