particle,frame,x,y,x_raw,y_raw,sym,r_est,polarity,contrast
0,0,113.30953216552734,1103.6578369140625,113.30953216552734,1103.6578369140625,19.494173,10.0,1,35.682575
1,0,550.7353515625,663.9241333007812,550.7353515625,663.9241333007812,12.419754,10.0,-1,44.038162
2,0,280.25927734375,129.54051208496094,280.25927734375,129.54051208496094,10.28284,10.0,1,28.673845
3,0,837.2574462890625,1071.6666259765625,837.2574462890625,1071.6666259765625,10.263768,8.0,1,26.710474
4,0,1480.39404296875,193.721435546875,1480.39404296875,193.721435546875,8.5834055,10.0,-1,9.562862
5,0,523.8560180664062,434.6996154785156,523.8560180664062,434.6996154785156,8.201274,10.0,-1,19.428728
6,0,1221.5294189453125,589.3444213867188,1221.5294189453125,589.3444213867188,7.794998,10.0,1,37.722042
7,0,176.26473999023438,433.4203186035156,176.26473999023438,433.4203186035156,5.6591573,8.0,-1,1.9738386
8,0,836.151611328125,326.6521911621094,836.151611328125,326.6521911621094,5.2522044,22.0,-1,12.263782
9,0,228.1605224609375,50.08012390136719,228.1605224609375,50.08012390136719,4.7989087,8.0,1,24.87223
10,0,1243.5242919921875,178.8262481689453,1243.5242919921875,178.8262481689453,4.7803416,10.0,-1,19.394213
11,0,775.9766845703125,835.9683837890625,775.9766845703125,835.9683837890625,4.665535,8.0,-1,37.102024
12,0,80.91841125488281,456.5853576660156,80.91841125488281,456.5853576660156,4.5449166,22.0,-1,21.209923
13,0,1528.0479736328125,884.170166015625,1528.0479736328125,884.170166015625,4.4417844,10.0,-1,23.726673
14,0,1600.378173828125,393.0007629394531,1600.378173828125,393.0007629394531,4.325105,16.0,-1,18.952507
15,0,1294.49560546875,53.49371337890625,1294.49560546875,53.49371337890625,4.1194654,10.0,-1,14.473365
16,0,1403.9501953125,1207.99609375,1403.9501953125,1207.99609375,3.5079296,6.0,1,13.067177
17,0,666.5532836914062,297.9919738769531,666.5532836914062,297.9919738769531,3.2233036,6.0,1,2.0703883
18,0,469.6152648925781,816.3153686523438,469.6152648925781,816.3153686523438,3.211168,20.0,-1,15.43397
19,0,970.2914428710938,543.2298583984375,970.2914428710938,543.2298583984375,3.007039,8.0,-1,20.762852
20,0,543.3941650390625,808.29736328125,543.3941650390625,808.29736328125,2.959205,16.0,-1,13.218404
21,0,1382.52734375,25.98883056640625,1382.52734375,25.98883056640625,2.832338,16.0,-1,35.384987
22,0,183.70863342285156,412.0845947265625,183.70863342285156,412.0845947265625,2.6677263,6.0,1,5.03598
23,0,764.970947265625,306.5807189941406,764.970947265625,306.5807189941406,2.5964887,12.0,-1,9.786169
24,0,1310.3983154296875,449.10223388671875,1310.3983154296875,449.10223388671875,2.0882878,8.0,1,16.241762
25,0,415.70556640625,515.4743041992188,415.70556640625,515.4743041992188,2.0019844,18.0,-1,11.293256
26,0,764.723876953125,1159.3433837890625,764.723876953125,1159.3433837890625,1.9841723,6.0,1,3.4679015
27,0,199.8426513671875,632.3006591796875,199.8426513671875,632.3006591796875,1.8218201,10.0,1,1.708518
28,0,65.86243438720703,525.2622680664062,65.86243438720703,525.2622680664062,1.6363639,6.0,1,18.951511
29,0,481.65570068359375,392.8844299316406,481.65570068359375,392.8844299316406,1.0572333,26.0,-1,2.9649615
32,0,424.1227722167969,160.21771240234375,424.1227722167969,160.21771240234375,0.73740417,6.0,1,8.5487175
33,0,524.9815063476562,1194.956298828125,524.9815063476562,1194.956298828125,0.5573748,6.0,1,4.94851
34,0,632.5208740234375,1141.39599609375,632.5208740234375,1141.39599609375,0.48995838,26.0,-1,1.8336085
35,0,448.1811218261719,746.6148071289062,448.1811218261719,746.6148071289062,0.4263961,10.0,-1,2.6194654
36,0,94.23312377929688,467.51971435546875,94.23312377929688,467.51971435546875,0.41476548,22.0,1,3.4484277
40,0,203.94664001464844,498.5375671386719,203.94664001464844,498.5375671386719,0.3129848,6.0,1,1.7544852
41,0,733.518798828125,729.4256591796875,733.518798828125,729.4256591796875,0.30614182,24.0,-1,3.4650111
43,0,1409.0567626953125,26.46729850769043,1409.0567626953125,26.46729850769043,0.24186347,26.0,1,12.973061
0,1,114.31829071044922,1104.0772857666016,114.46876525878906,1104.1011962890625,17.382729,10.0,1,36.906914
2,1,282.17618560791016,129.64845275878906,282.32666015625,129.67236328125,11.040703,10.0,1,28.98687
1,1,550.8780288696289,663.7602081298828,551.0285034179688,663.7841186523438,10.843379,10.0,-1,43.06547
3,1,837.7081069946289,1070.393814086914,837.8585815429688,1070.417724609375,10.218514,8.0,1,24.093184
5,1,525.6762466430664,434.4742889404297,525.8267211914062,434.4981994628906,8.779183,10.0,-1,19.974298
6,1,1221.6811904907227,589.2458648681641,1221.8316650390625,589.269775390625,8.2110615,10.0,1,38.21673
4,1,1480.3218154907227,194.49551391601562,1480.4722900390625,194.51942443847656,6.1972733,10.0,-1,5.948893
15,1,1292.9582901000977,49.61048126220703,1293.1087646484375,49.63439178466797,5.5792103,10.0,-1,22.15631
8,1,836.8699111938477,330.17445373535156,837.0203857421875,330.1983642578125,4.9688487,22.0,-1,12.7919655
7,1,176.03194427490234,433.61158752441406,176.1824188232422,433.635498046875,4.8504558,8.0,-1,4.6752634
11,1,774.1375503540039,835.4964141845703,774.2880249023438,835.5203247070312,4.411057,8.0,-1,33.510246
9,1,228.35054779052734,49.3155632019043,228.5010223388672,49.339473724365234,4.1528797,8.0,1,24.834002
