t_s,M_px,Renc_px,cx_px,cy_px,Rg_px,R95_px,clipped,npix,dx_px,dy_px
206.0,51436.0,224.4394073486328,412.0,315.0,130.35214568939315,243.52617929085162,0.0,27115.0,0.9790091211693834,-0.2972994855630873
207.0,51714.0,225.1072998046875,411.5,316.0,130.75311583981937,244.24250241255228,0.0,27125.0,0.9483650962685033,-0.5479521883083862
208.0,51866.0,225.1072998046875,411.5,316.0,130.97479976326605,244.92039523077696,0.0,26665.0,0.9641931969210873,-0.3198825879671858
209.0,52098.0,225.1072998046875,411.5,316.0,131.277240145107,245.5951953927438,0.0,27314.0,0.9434230137470649,-0.3960836163470276
210.0,52414.0,225.2288818359375,413.0,315.0,131.67057927268306,246.36710294677948,0.0,27719.0,0.9438256630202204,-0.4609987955220163
211.0,52594.0,225.62423706054688,413.0,315.5,131.84792158742934,246.81237813178322,0.0,27825.0,0.9420296616427777,-0.442776324423221
212.0,52750.0,225.80810546875,412.0,316.5,132.05100981638842,247.50353532828578,0.0,27201.0,0.884768930840778,-0.3573078041223994
213.0,52925.0,226.02001953125,413.0,316.0,132.28291864461534,248.19024938592952,0.0,28101.0,0.9140123109312981,-0.3974891478046061
214.0,53178.0,226.24435424804688,406.3529052734375,321.2087707519531,132.63796585434898,248.7267577081324,0.0,27982.0,0.9551978870673565,-0.3250595069762312
215.0,53436.0,227.72471618652344,402.5,322.5,133.0562969247558,249.5020009447954,0.0,27804.0,0.9062906304117178,-0.34413843979291414
216.0,53732.0,227.72471618652344,402.5,322.5,133.5654023935641,250.89041432466087,0.0,27858.0,0.8048446424073745,-0.20752162136381003
217.0,54049.0,228.12921142578125,404.9885559082031,319.89044189453125,134.09323221444413,252.11108657970607,0.0,27808.0,0.895067992491704,-0.2640567394655591
218.0,54347.0,229.1970672607422,403.1435852050781,320.0328674316406,134.54673242720213,252.99604723784742,0.0,28075.0,0.8032943102112995,-0.2972229156904973
219.0,54653.0,230.44146728515625,400.7467346191406,320.42474365234375,135.0068213640843,253.48688292885066,0.0,28376.0,0.8055201711013069,-0.24160739618054095
220.0,54917.0,230.44146728515625,400.7467346191406,320.42474365234375,135.3717546254924,254.2129025867042,0.0,28092.0,0.8506209474792286,-0.34968802356877404
221.0,55133.0,230.67303466796875,406.0,316.0,135.67078688990986,254.70885325227613,0.0,28629.0,0.7997610891152362,-0.4253666846540227
222.0,55329.0,231.2018585205078,403.5,319.0,135.95391666125323,255.39929491786793,0.0,28583.0,0.8572619925301979,-0.6096264920216754
223.0,55546.0,231.37966918945312,406.5,316.5,136.24982455595767,256.0190422591352,0.0,29019.0,0.8344591978158178,-0.4066479624401609
224.0,55734.0,231.614013671875,403.0,320.0,136.51508147916516,256.8179315346706,0.0,29735.0,0.9609884694810944,-0.39561483840333267
225.0,55916.0,232.5108642578125,406.0,318.5,136.69330796065663,257.20905849220463,0.0,28600.0,0.8885479917904604,-0.24456805690255123
226.0,56127.0,233.35873413085938,404.5,321.0,136.9519231321106,257.9693776362446,0.0,29833.0,0.9100218842875165,-0.4560797525269322
227.0,56261.0,234.02627563476562,405.5,321.0,137.1584211905831,258.69866640553056,0.0,29490.0,0.9058779470027503,-0.39520243269845423
228.0,56425.0,234.06472778320312,405.0,321.5,137.3900869532628,259.4625213371081,0.0,28891.0,0.944780693189955,-0.4579224801219084
229.0,56618.0,234.06472778320312,405.0,321.5,137.59551424382434,259.66930892873586,0.0,29919.0,0.9169505014709785,-0.5919550856251021
230.0,56942.0,234.4993896484375,404.7035217285156,322.3463134765625,137.96840946591826,260.23066690918654,0.0,30421.0,0.9221391896004434,-0.4876348934731709
231.0,57229.0,234.9307861328125,406.2496032714844,321.5422668457031,138.31622216693233,260.679880313,0.0,29199.0,0.9496705276629882,-0.7237914341774285
232.0,57500.0,235.0203399658203,406.5177307128906,321.4209899902344,138.64375564671636,261.2662435138264,0.0,29653.0,0.9534411132350442,-0.8039166503879756
233.0,57701.0,235.0472869873047,406.7716369628906,321.22772216796875,138.9193056263035,261.9389241789009,0.0,29705.0,0.8405842959612073,-0.6204080356312147
234.0,57909.0,235.427734375,406.86810302734375,321.6534423828125,139.19482993509274,262.73180241455356,0.0,30107.0,0.9602899320452707,-0.5136534676699966
235.0,58063.0,235.427734375,406.86810302734375,321.6534423828125,139.3766800977062,263.13684652666944,0.0,29889.0,0.9871781351388336,-0.6322221399475438
236.0,58201.0,235.427734375,406.86810302734375,321.6534423828125,139.59670524867977,263.78210705049725,0.0,30880.0,1.0048894357431664,-0.5142094768010566
237.0,58354.0,236.3409881591797,404.9805603027344,322.038330078125,139.8560598150334,264.46237917553947,0.0,31017.0,1.0682295777949093,-0.6080074943031377
238.0,58530.0,236.36758422851562,404.9260559082031,322.04949951171875,140.1007510101974,264.9133820637857,0.0,29790.0,1.0035831915030258,-0.5577567503523824
239.0,58697.0,236.6931915283203,404.2593078613281,322.1854248046875,140.32554638105364,265.3273449225256,0.0,30116.0,0.9699320735071524,-0.48309296206599583
240.0,58872.0,236.6931915283203,404.2593078613281,322.1854248046875,140.5890047994988,265.9323222175146,0.0,30557.0,1.0391455269752896,-0.5785653894902794
241.0,59039.0,236.79306030273438,406.87750244140625,319.8773498535156,140.83529646519074,266.4162155704021,0.0,29923.0,0.9459426538124944,-0.4017252731070471
242.0,59223.0,237.554443359375,412.37200927734375,314.5458984375,141.075776344507,266.7376988728815,0.0,31515.0,1.0271350957398226,-0.6811372984699915
243.0,59400.0,238.53102111816406,418.0,310.0,141.3270157608812,267.22715055145875,0.0,31366.0,0.990798348298199,-0.49326777314399806
244.0,59564.0,238.86878967285156,418.0,310.5,141.54404349313427,267.6602323842674,0.0,30435.0,0.9831306906590953,-0.5481020870389557
245.0,59804.0,238.86878967285156,418.0,310.5,141.82274165741663,268.0281701314739,0.0,32285.0,1.0301846586392003,-0.6740700040458592
246.0,60144.0,238.86878967285156,418.0,310.5,142.22047988927045,268.22537165517537,0.0,32382.0,1.0165196189149128,-0.6398464126316981
247.0,60377.0,239.20712280273438,418.0,311.0,142.48260149193402,268.75565109410434,0.0,31296.0,1.058941956137346,-0.6447526544570223
248.0,60527.0,239.20712280273438,418.0,311.0,142.6643018100069,269.0074348414928,0.0,31244.0,1.0271202989903259,-0.4793674886882968
249.0,60676.0,239.51889038085938,417.5,312.0,142.84603694579948,269.4313456139695,0.0,31546.0,1.1237963548074958,-0.3969695298643501
250.0,60863.0,239.885498046875,418.0,312.0,143.08217647426181,269.8959057776132,0.0,32016.0,1.0719840892747925,-0.39069930779061224
251.0,61112.0,240.25257873535156,418.5,312.0,143.3577734333156,270.2940990784155,0.0,32318.0,1.0932607750420402,-0.449932830025773
252.0,61296.0,240.93214416503906,418.5,313.0,143.58792981192096,270.8154353060401,0.0,32522.0,0.9971149077035761,-0.3864158455255051
253.0,61493.0,241.32664489746094,419.5,312.5,143.86666865033445,271.3750166111759,0.0,32155.0,1.0176562899108603,-0.4878508483084829
254.0,61662.0,241.66567993164062,419.5,313.0,144.0942889336742,271.801305973874,0.0,31989.0,0.9514215844072851,-0.3590494379110396
255.0,61827.0,242.3454132080078,419.5,314.0,144.2927757950824,272.15014238337477,0.0,32103.0,0.9791316828118397,-0.4249632228256246
