frame,focus,bright,count,n_link,flow,struct_rms,affine_r2,div,curl,shear
0,190.1050262451172,211.69830322265625,64,60,0.05930743233855489,0.3054181171232638,0.03732132150880274,0.40393675546928304,0.24044049907433312,0.20230709226195923
36,190.83486938476562,211.2047576904297,59,54,0.4163332068419084,0.5331415676750194,0.09463659480704945,0.4137963063571953,-0.2483759782122592,0.6216173065975354
73,189.43540954589844,213.27520751953125,60,57,0.6370795874953942,0.6342144886837822,0.08697832318813492,-0.06831017302607191,-0.10629100967337547,1.1760535209943648
110,190.85208129882812,212.37889099121094,58,54,0.3671861762308514,0.34048819111360534,0.03559708490094127,-0.45563492053796917,-0.11533012759505135,0.44750200778437366
147,186.87754821777344,212.2391815185547,69,61,0.16424380782695203,0.3893239721653276,0.039070307028868045,-0.37472335466786455,-0.49091239490641636,0.6346433038494592
183,185.9525146484375,212.08322143554688,64,61,0.22744058562975167,0.5858689668112517,0.0912478689091264,-1.0894799772768975,-0.08607507275160675,0.7589064688278421
220,186.53851318359375,211.7852783203125,58,52,0.19748392781790025,0.6115548304122455,0.14288688539463312,-1.0020421470538667,0.5209289212160061,0.09903036607289996
257,185.68807983398438,211.8296661376953,59,54,0.298625905137346,0.2824616890368893,0.04218063275982198,-0.234681753097497,0.03634097434778959,0.5035855535502654
294,175.18019104003906,212.11196899414062,57,54,0.2970229191519631,0.27245693556906636,0.018519013999652945,-0.5246287619848247,-0.10231260903962336,0.20204147751963783
330,178.94097900390625,212.10986328125,68,60,0.4263138401684328,0.4671815320359687,0.048886777631632405,-0.14976536231588516,-0.7440386263950572,0.9438312545431472
367,172.04335021972656,211.94818115234375,62,56,0.2680782937979447,0.8419618682344886,0.1575459426239728,1.2196610139671997,1.216851316556882,1.0828095324018474
404,174.1991424560547,212.20901489257812,65,62,0.5097496822075142,0.7268210114037601,0.09004312149798288,1.1586459844792407,-0.8174390668343205,1.0872163673421928
441,171.83189392089844,211.65892028808594,68,64,0.3430140126354492,0.37508780535000374,0.03956508573028006,-0.5255819110732347,-0.2845025368693393,0.797793804538704
477,148.21456909179688,211.1239471435547,68,62,0.38793916152483293,0.6156856615968181,0.06587091753949281,0.3971003744537993,1.3061563190262568,1.22529720982751
514,194.7147216796875,210.5362091064453,60,57,0.43199625827306065,0.4962806932668785,0.0788016436993424,-0.4757281505663963,0.7680216159774805,0.8617755395347769
551,197.78707885742188,211.59552001953125,62,55,0.3055909963146537,0.7246421832556297,0.13307042845115302,-0.863346721840792,1.1581136380299053,1.2482041808770319
588,194.67523193359375,211.81533813476562,63,59,0.22742497130927594,0.3903147824111127,0.04466863956865774,-0.04044288868640281,0.7459167708003437,0.7146994283327746
625,193.86944580078125,212.2658233642578,60,56,0.2553972214253851,0.3411333753732972,0.02512631215476635,-0.2702641173217717,0.25448475862482944,0.6563303575157965
661,198.0278778076172,212.5205535888672,65,56,0.4027033731958362,0.5064680394174916,0.05879596820768329,0.28034089924369604,-0.6112069928980274,0.9403440296318742
698,194.73675537109375,212.31646728515625,62,56,0.4935686023086324,0.38484459841017093,0.04961922681890818,-0.22350933240326376,-0.18221348637897758,0.5121435737695674
735,196.0231170654297,213.37466430664062,56,53,0.577780117748028,0.41747414103301306,0.0578670238829222,-0.5628315282880341,-0.4043239787252272,0.7257618474423623
772,195.16973876953125,212.71929931640625,62,59,0.2997958411511415,0.3853180399019448,0.04652549966606023,-0.5087635669557701,-0.08730413803025786,0.6327105117174743
808,191.18057250976562,213.2825469970703,60,56,0.2591854591477705,0.7007884048522929,0.10851449446774808,0.8774525538684435,0.9638691363347157,1.2428166445895537
845,181.87521362304688,212.0138702392578,60,56,0.3196795189645785,0.6848649725315185,0.10686670074928595,0.5994871931862352,-0.006688592802916093,1.3464567551654965
882,186.37049865722656,213.79449462890625,59,56,0.10668273815030917,0.2810991745795664,0.022804772702807674,0.22848217714559424,0.3110169704495549,0.2542741222572795
919,189.26121520996094,213.31895446777344,59,52,0.40317664243553997,0.37545991170555165,0.030846069791948927,-0.012358420393100136,-0.3118372500472013,0.5375585607705956
955,188.04946899414062,213.8019256591797,59,57,0.23492289888034856,0.3730012235323149,0.044515933251043416,-0.531022796840127,0.41297519509714803,0.6364298326466208
992,182.99273681640625,214.3461456298828,57,56,0.21452813378029592,0.5791449295645518,0.0863574591041204,-0.2712975104593579,-0.7992165776537112,0.6106833197466347
1029,182.38768005371094,214.59869384765625,60,56,0.43563855337480833,0.5578558445544767,0.06043954007280217,-0.2498398773490906,0.759429629164212,1.035448617726618
1066,177.48548889160156,214.17054748535156,63,60,0.43623580499533404,0.20150935167018671,0.012841824781045896,0.0678468905718476,-0.14126441532114917,0.3321064084628333
1103,171.4250946044922,212.75294494628906,63,61,0.30611073216112655,0.4471980187078304,0.04665878594378359,0.22185493928549122,-0.719696821223475,0.7270419321806538
1139,171.726318359375,211.51504516601562,66,60,0.15126219770566543,0.2768869945127283,0.01831498628736883,-0.4234939703679373,0.24806502555229515,0.17993333881914098
1176,173.81752014160156,213.25390625,68,64,0.6609988776551511,0.42039385270560037,0.04914746489465993,-0.6838084909849664,-0.16641184806786039,0.8074192239946132
1213,167.3461456298828,211.54376220703125,74,67,0.462603645308144,0.6396659971548793,0.1006739879735804,0.4287363726990966,0.10809760626508065,1.2620802899803292
1250,167.19140625,211.96005249023438,72,67,0.4912586206279384,0.2711793856108384,0.01816683001969044,0.3654190316486303,0.2143596349747126,0.3906591326329812
1286,166.17431640625,212.07521057128906,75,67,0.172986971983913,0.6122911246461138,0.09678173899880194,-0.8873965212106203,-0.015208548434782622,0.7686762645304505
1323,162.2019805908203,211.6964874267578,64,58,0.4634693085099543,0.18169654851137226,0.008300997862551007,-0.1808479383035998,0.2617610787677668,0.21668058551763245
1360,163.13870239257812,211.80975341796875,68,65,0.1597774678164516,0.26247190995694375,0.030971776879471724,-0.3770479482620284,0.2082775042969762,0.19177558091007488
1397,162.39010620117188,211.79473876953125,68,64,0.41491558519627886,0.17787705369283954,0.010512795236991446,0.00298418107740337,0.02420374362902123,0.3224373844960131
