particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,r2_msd,fit_npts,v_dx_um_s,v_dy_um_s,v_drift_um_s,v_drift_se,drift_z,drift_flag,lin_flag
28,1436,0.37551626990089043,0.0013431909021642875,0.0013244137416697117,1.0481221657821076,0.9996418867060365,30,0.01667610185520198,-0.037732780991549815,0.04125354693164376,0.06975491951248414,0.5914069892125752,False,False
5,1436,0.04321823647994781,0.00016140940866462766,0.006318940860191484,0.9953688014409223,0.9996095979777244,30,0.02036954905581785,-0.04353465056971592,0.0480643769226715,0.023664317499633266,2.03109077299256,False,False
15,1436,0.14388516499770967,0.0009434397819413094,-0.06624747176456997,1.110275050636288,0.9987976473247148,30,-0.0310392454196389,0.010824505144307174,0.03287255189120107,0.04317859159470961,0.7613159826924213,False,False
1,1436,0.1588947837780363,0.000595590958170916,-0.0310867210369733,1.0804584647731341,0.9996067541713735,30,-0.013555794009960065,0.0018338933977847288,0.013679280545222676,0.045374858420748836,0.301472688209369,False,False
2,1436,0.2015890142875068,0.00034220508305064307,-0.046299337105418656,1.0834459071467812,0.999919320688915,30,0.1034342874976392,-0.021882820118988552,0.1057237421136061,0.0511085892647068,2.0686100640741802,True,False
24,1436,0.23345906909609127,0.0010312229877282282,-0.018813119492361384,1.0639970135309647,0.9994539850830858,30,-0.05518175517014928,0.013846564742198674,0.05689247277819972,0.055000398673073436,1.0344010980060874,False,False
11,1436,0.19605571082328072,0.000585108547658029,-0.02226357993720105,1.0711591771356206,0.9997506762623958,30,0.02980278109817317,0.05152765715926349,0.05952566852634438,0.05040228333310209,1.1810113469055963,False,False
13,1436,0.3233385745338232,0.0007103171362781962,-0.04547679965780733,1.055364287597688,0.9998648895641087,30,-0.1274314480274833,0.06552184015863755,0.14328951630930722,0.06472755798718123,2.2137327710970425,True,False
26,1436,0.27953473741580975,0.0007521971702841237,-0.027819894623079343,1.0584894491231722,0.9997972962373238,30,-0.030836342426235577,-0.003571238179270394,0.031042450875553216,0.060183626719347634,0.5157956169759007,False,False
44,1436,0.40009588149653447,0.0007342083545408152,-0.0880752106653721,1.0941226784203226,0.9999057182650539,30,-0.05216747820762566,0.14549389180520453,0.154563638463798,0.07200165900405062,2.1466677379628525,True,False
4,1436,0.2917248621584987,0.0014638298635005795,-0.1073950020099501,1.1013871731992952,0.9992954914330612,30,-0.03495771604963507,-0.06167696405436209,0.07089492087850854,0.06148188644032819,1.1531025637496706,False,False
30,1436,0.3614048424036398,0.0026792204451341287,-0.12571553554826032,1.0832639649545541,0.9984635472540841,30,0.025928797843156104,0.05714631680018518,0.06275351847839596,0.06843171850333263,0.9170238575163044,False,False
31,1436,0.2513233923725625,0.0011689361183014337,-0.07831847067515474,1.0782325900073804,0.9993946441017102,30,-0.020879989822217167,0.08704512084325158,0.08951439570031272,0.057065932634447696,1.568613559226711,False,False
33,1435,0.0776205498673985,0.0009577851932864297,0.04723981518879551,0.9312921378567569,0.995754847770116,30,0.012221704984908457,0.0012360009674244543,0.012284045389431382,0.03171383923099854,0.38734021762412163,False,False
6,1435,0.044851977710556705,0.00014368604304808728,0.022741549081704133,0.8669959811609053,0.9997127240789822,30,0.01567367931035391,-0.047753228766303474,0.0502596764885204,0.02410744927377985,2.084819340185636,False,False
16,1435,0.22848549324574166,0.00106385814347247,-0.08986070744754111,1.1073476776629976,0.9993933409729094,30,0.0666797629462682,-0.053134971278019395,0.08526145646941805,0.054411384731873395,1.5669782507753958,False,False
40,1434,0.05044298532346675,0.00014171482320338564,0.01339173727414345,0.937059625134582,0.9997790514985444,30,0.016976158814577053,-0.04351498116054707,0.046709137794445625,0.02556588631223243,1.8270103067812222,False,False
27,1331,0.3904727108724994,0.002816302307563885,-0.16546095471202993,1.0948791379476768,0.9985455356775049,30,0.0010971550067467811,0.07201116353319835,0.072019521121109,0.0737464508685185,0.9765828765035972,False,False
330,1314,0.29629961460907944,0.0016868449817285275,0.030526194067560772,1.0401002039978227,0.9990933237035649,30,-0.010627395244068543,0.14612153389981988,0.14650748854208737,0.064678370400015,2.265169756689686,True,False
357,1303,0.08932761003215363,0.0007538708451135,0.03976112849278467,0.9465995185487965,0.9980097150135571,30,-0.00495235510389726,-0.028507458615401174,0.02893442616994344,0.035675824164796026,0.8110373578557767,False,False
210,1297,0.0482615287614986,0.0004942325737132254,0.046078809639474756,0.8094811015010723,0.9970721743655294,30,0.019909680814038398,-0.04765314980010638,0.05164511667126203,0.026233011823829155,1.9687071014983268,False,False
452,1258,0.11860579420707734,0.0005277183449332589,-0.03377385605590332,1.0796772469723148,0.9994459997804015,30,0.051632853862231105,-0.10161464466679612,0.11398020709192343,0.04180321548955963,2.726589468228587,True,False
20,1148,0.302672301154858,0.0017165418199484145,0.035756673939348206,1.0394540520302875,0.9991002320672359,30,-0.002602865043763288,0.11212093823240145,0.11215114665731254,0.07004724254410472,1.601078680387703,False,False
758,1119,0.32711989064710356,0.0021330002509106906,-0.11931724168810155,1.0855514559273354,0.9988109250671962,30,-0.06829760361315303,-0.1458653422338691,0.1610629092134596,0.07375967385504334,2.1836174266441235,True,False
9,1114,0.4585394172138356,0.005031137654525694,-0.2529112990679379,1.1240093330633727,0.996640492537084,30,-0.13571122342518344,0.12052568387238705,0.18150475651196207,0.08752400222034365,2.0737712159805004,True,False
1138,944,0.41990789988883914,0.0012112246825812406,-0.06748012395590793,1.0954005317519846,0.9997670846023695,30,0.052079132543101765,0.15564975890292276,0.16413129955307107,0.09094470923740733,1.8047371961420342,False,False
12,905,0.13984931917148807,0.002145992888490903,-0.09471211039873217,1.112778150843757,0.9934500211341944,30,0.03526031892527624,0.002508985415981051,0.035349470979489914,0.0536330353291924,0.6590988326974148,False,False
1433,823,0.17011129270159897,0.0016276687437154888,0.05209046436426343,0.9990019438617146,0.9974431107092364,30,0.011453991560485238,-0.016603610171990118,0.02017111284513278,0.06195685721482935,0.32556707605731866,False,False
10,819,0.04868708493938341,0.0004727575992442245,0.019382202865434038,0.9331234310333038,0.9973669295023945,30,0.021101898827982593,-0.08596534837934224,0.08851740651492276,0.03322663597548559,2.66404960707519,False,False
317,745,0.18207714940615918,0.0010522553696303597,-0.05309669066891352,1.0685352810990298,0.999065706143114,30,0.012122539350528724,0.06757013788562698,0.0686489584348354,0.06736661447175615,1.0190353036609383,False,False
916,742,0.11479374770216086,0.0019123859265269484,0.07451189923437053,0.9530328069959303,0.9922889979920125,30,-0.06337951088504486,-0.0194559771449857,0.06629854784754886,0.05327661337720446,1.244421213078009,False,False
1605,732,0.352216823076989,0.003894444138143065,-0.12573878536315583,1.0749854925182079,0.9965885055308633,30,-0.20710080500963796,0.1464166829071885,0.2536308113561605,0.09433059067638315,2.6887440175826245,True,False
1318,721,0.1653257670711517,0.001179934372518097,0.025096442978543732,0.9775298788438467,0.9985757911602625,30,-0.047282470154675876,-0.017368451477427143,0.05037157026192013,0.06467151233252168,0.7788834441187102,False,False
