frame,focus,bright,count,n_link,flow,struct_rms,affine_r2,div,curl,shear
0,162.06849670410156,212.60433959960938,61,58,0.3102722960895693,0.23691386734607542,0.012598702322109023,-0.005083517055354099,-0.17790923739209527,0.49970587735247995
41,165.95677185058594,212.6042938232422,65,62,0.40301277001296915,0.42480115227579124,0.04069359252017568,-0.021685380376150323,0.23997213548142496,0.8176264771950007
82,164.20632934570312,213.11720275878906,70,64,0.8639665082379143,0.42104581837165556,0.030205210707868413,-0.20989887599390333,-0.7628934159181139,0.6825909492122704
123,167.8419952392578,212.71087646484375,61,59,0.6065666899230384,0.1869048713561422,0.009462432272599686,0.1798763596324386,-0.19828862938911745,0.39587520429656636
164,164.73965454101562,212.34800720214844,67,62,0.3579334162123114,0.0946005064885578,0.0021123209357809536,0.061092878814412964,-0.035942734128118284,0.19636205621283312
205,163.5805206298828,212.08303833007812,75,70,0.37275766085793716,0.2734992827385827,0.018101060608124664,0.27513317295895295,-0.37339292187353434,0.41184901516379374
246,162.86492919921875,212.22483825683594,75,69,0.5602682129702551,0.6653685622811516,0.10133624663754781,-0.035598883078101606,0.6212543156094705,0.9327351298558002
287,160.51992797851562,212.1234130859375,68,66,0.8450507532950206,0.7413236684924445,0.1428839682920341,-1.195800875430107,0.41266009604185316,0.4097312284294996
328,162.81483459472656,212.69790649414062,64,60,0.27827702048868924,0.3331667623534436,0.030024342785185065,-0.3846122771856735,0.08115485391380522,0.387847265934027
369,153.85903930664062,213.00726318359375,69,63,0.744862359109955,0.8812197482544607,0.13520095869807502,-1.4307168907431858,-0.9727258135442818,0.8569468957357698
410,151.36863708496094,212.46360778808594,64,60,0.34452492060017004,0.43238168645671293,0.04329034850403268,0.7754105785033232,-0.466753815681277,0.8928032414483006
451,145.9093017578125,213.9187774658203,63,58,0.26246404412975716,0.32136911786175676,0.020218835582052952,0.34604302951264704,0.18220789029466808,0.493159788914499
492,137.3023223876953,212.31887817382812,65,60,0.26060123603915836,0.26115677418326244,0.01516442153850417,0.18608107530209064,0.11755575039009025,0.4053186699466595
533,133.0396270751953,212.50408935546875,64,61,0.6606545687809364,0.41241654958439194,0.03400683040393282,0.19250500651200333,0.7695633202628315,0.7640653081713378
574,136.6970977783203,212.1505889892578,64,56,0.33046776187295906,0.46935217225052844,0.06026041686568606,-0.28258301496832,0.38962540035263865,1.1445760200886275
615,116.17292022705078,212.58609008789062,57,52,0.30115050110590236,0.4652565815692837,0.04493603678425784,-0.16584227157982562,-0.2141768379469097,0.7806833178950402
656,127.32434844970703,212.97645568847656,61,61,0.27500743122759697,0.6864655001994356,0.07583631188682671,-0.1830204932136888,1.555687631505967,0.4915127787468615
697,123.16241455078125,213.18150329589844,58,54,0.5387471842338304,0.4766206330074629,0.04090157757242918,0.2573528757301303,-0.19734157092504723,0.7799342183706882
738,120.83238220214844,212.96719360351562,57,56,0.27873510800231277,0.47552759003490624,0.053647879038474344,-0.3943455670162194,-0.23403711112935696,0.6745193309162952
779,115.81648254394531,213.33050537109375,56,53,0.5303946394867379,0.2886235267857954,0.017313530349126083,-0.36497442050132584,0.10913065359889437,0.6681560885879377
820,111.67952728271484,213.1860809326172,60,55,2.136206371087059,0.9807148399746406,0.1194229186321547,-0.8673261883466955,-0.6293688731823057,1.7316263580270865
861,169.07980346679688,213.03492736816406,58,56,0.7078063667058228,0.5249197434409157,0.05416208972784964,-0.5727602074584642,-0.016718308611182425,0.9766197917909856
902,162.90670776367188,214.21974182128906,59,54,0.30586381621436787,0.6818125434390854,0.10461541350756087,-0.6346076367603951,0.6517024877416783,0.5910652627275446
943,165.61973571777344,213.93194580078125,59,57,0.8120664136453392,0.45924068564307635,0.04311490482297198,0.06255599112207773,-0.6681653058081256,0.6523660247439014
984,160.334228515625,213.44293212890625,60,55,0.8011374973035625,0.7031976332235049,0.13587189904633934,-0.7982209982450618,-0.703185915254452,0.5443289435197903
1025,157.61988830566406,213.44920349121094,59,56,0.10860824774219528,0.41262589756861257,0.057548820942492473,-0.4384759518320586,-0.5496235707785364,0.47153240938935087
1066,150.14158630371094,212.0515594482422,56,53,0.8785823025433294,0.4005118239931134,0.045200404323559984,0.044568964263796466,0.1540124319750139,0.8390373135722274
1107,155.7977752685547,210.77694702148438,61,56,0.3036917201084564,0.5330266494046071,0.06460878103045309,-1.2952505618465642,-0.1786650786353485,0.5692829252405329
1148,150.32301330566406,210.5594482421875,58,52,0.45694894828025134,0.3857008273139464,0.02998259283069804,-0.3110258108618226,0.06099284169999453,0.9160692003463872
1189,147.49359130859375,210.8636932373047,50,49,0.33172244082522445,0.5404893384551877,0.058303512813333125,0.484291850521752,-1.1584706068444242,0.47537493440580103
1230,150.1622772216797,210.46337890625,52,47,0.10173423699825926,0.47382680089223067,0.03638245632070958,-0.8091235780210831,0.04334715290742043,0.6763242018772615
1271,148.7830047607422,211.41522216796875,50,49,0.22898754547394243,0.1936372543123521,0.008231097060248493,0.3117023774418796,0.020679911489872572,0.318662009693458
1312,146.19070434570312,212.03607177734375,46,40,0.5763785384101608,0.45301704857265973,0.03741918327544991,0.09495776273991903,-1.040520477604323,0.008738145897449813
1353,146.42007446289062,211.84823608398438,48,45,0.47927890588595895,0.8299321494280627,0.10615356980770896,-1.6449402245968758,-0.636322392985224,1.7184465007104217
1394,151.22744750976562,211.2540283203125,47,44,0.40174040038722475,0.5440975354651505,0.058511338409218294,-0.8402053586380314,-1.0399986760155149,0.4669445503693422
1435,147.83489990234375,211.7180938720703,45,42,0.44242201608864673,0.7688131398228141,0.12201034757186757,-0.9920211518880172,0.7589573332773492,1.1752504454751702
1476,149.3030548095703,211.80258178710938,54,51,0.4335905589699842,0.26225179169548557,0.01107407095603774,0.140312907813441,0.23723703246980904,0.4732223581346065
1517,148.636474609375,212.42247009277344,48,44,0.6998196665434483,0.49247781714011934,0.05721844219748329,-0.9472087558935469,-0.05655836591266821,0.6850986036029154
1558,144.60165405273438,214.43211364746094,44,41,0.6965753269771653,0.2680137785602673,0.012676272946740785,-0.25490160717992627,-0.12466886109614878,0.5524571253671725
