particle,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape
31,7.573321922617118,1.0891194256915677,0.11649486023193983,0.02595434540292732,0.03789809814723863,0.28151743036878646,0.9375,79.55714943693853,15
21,8.454804746366424,1.2158854705749553,0.0803685104758096,0.03605337104380178,0.05671906517289234,0.3491077238516131,1.0,176.22837282070057,26
2411,8.550249720817186,1.2296114123507196,0.21110103884845793,0.07499005001347557,0.0856957526388899,0.42437118784559547,0.9791666666666666,79.61597464988942,83
48,8.635199585757222,1.241828052427746,0.17917986683366405,0.05521832560697576,0.0655536405307396,0.3473085864556026,0.9791666666666666,110.93680409987213,120
2545,8.649437788836286,1.2438756484125462,0.19376847073299522,0.07640144996901088,0.07729632570832731,0.4329078495016378,1.0,125.4747155256988,81
39,8.654527767889185,1.2446076383001436,0.07061866706291828,0.0827131390827348,0.08292604168583295,0.4496483348184751,1.0,65.25594411591976,25
2020,8.727176684609379,1.2550552790136746,0.07984945238142342,0.04757916843724929,0.048908979240496406,0.3496606896488608,1.0,83.7548922035225,90
24,9.034411131061924,1.2992386647580152,0.08463281170677667,0.028422092981908856,0.06768361267268516,0.2991808906637622,0.8541666666666666,139.3284422327527,120
34,9.129855132841517,1.3129644666539384,0.07689779330518116,0.04739882447614495,0.049497824951380484,0.3397943971800629,1.0,194.89417445947817,60
9,9.23471752797499,1.3280447276980831,0.17766423360279918,0.019574570247669697,0.02158635261621304,0.2200426370052665,1.0,110.93680409987213,120
1013,9.250759474238595,1.3303517199902524,0.2101175106020978,0.041162151143712425,0.054033999143174735,0.31097618547879113,0.96875,94.69088600564993,106
7,9.516748307775066,1.3686035741411322,0.15856680101242027,0.015159059977510735,0.016626879807392903,0.19462748983069875,1.0,251.94194525372248,120
3525,9.542046168175316,1.3722416594452922,0.044785393683418995,0.023753109445855437,0.05936953983741497,0.2765837694085044,0.8229166666666667,11.33288316616575,64
22,9.676310713102747,1.391550243651306,0.04428698907023634,0.04883564998991981,0.0490247438927023,0.3532852419923179,1.0,104.9219189823529,120
6,9.937600527780251,1.4291263319000778,0.052352949928900855,0.01279011288065832,0.01428873696657566,0.1814594650535713,1.0,189.73356155521762,120
23,10.450642271468517,1.5029068650598874,0.06857507714321454,0.043845148807199946,0.046938232150067635,0.334391644614921,1.0,135.5567103498351,120
5,10.601327232228012,1.5245768692667103,0.015120294226770256,0.008302637775538801,0.01583961269657752,0.14348405436702585,0.8958333333333334,154.6466819535388,120
507,11.61295251158652,1.6700587006912575,0.028751419389298427,0.02518009291917785,0.08192030793796232,0.3654624550566115,0.875,47.90281573314223,113
3,11.662427268227717,1.6771736654438278,0.009030242809179611,0.01169788974432378,0.013922362916929672,0.16577517239747452,0.9583333333333334,189.3498157955965,120
29,11.724423843280743,1.6860893929022036,0.24419110628264026,0.04086125777531012,0.053550019005010135,0.30458385818878764,0.9791666666666666,150.91508412974662,120
10,12.317986467400285,1.7714496338768349,0.01983621923986007,0.016330007966039107,0.0682926688833433,0.2554344531573114,0.75,13.769800912637903,120
1,12.669076701808144,1.8219399204870292,0.0039249365256420815,0.005770828499807267,0.007558795090128691,0.10929138100656066,0.9583333333333334,122.85128586068187,120
4,12.851112308541168,1.8481184610913053,0.04817302653408986,0.00855884663250234,0.057480405313015175,0.24553946482195135,0.7708333333333334,14.58485005467157,120
0,13.295322591477802,1.9120003418804228,0.0038143506178258957,0.007976365167864796,0.00953209962585268,0.13125467585194228,0.9583333333333334,137.48921340466123,120
2,14.14740241791159,2.0345379417198655,0.005805150106435888,0.008575583385267397,0.030052006216137454,0.16332671652237357,0.8020833333333333,22.295383585603275,120
