particle,keep,proposed,reason,R_px_med,sym_med
16,0,reject,rigid-doublet,16.37903757457335,41.246
8,0,reject,short,11.574204085512852,30.752113
3239,0,reject,not-round,22.20830982435978,29.533041500000003
13,0,reject,rigid-doublet,9.37356289549482,23.412954
11,0,reject,rigid-doublet;not-round,12.621295426818472,19.482103
14,0,reject,defocus,11.844182244905523,18.771496
2315,0,reject,rigid-doublet,10.955696076176189,16.497131500000002
20,0,reject,not-round,22.680543662582203,14.216607
18,0,reject,rigid-doublet,9.309798090093524,14.172418
19,0,reject,not-round;elongated,20.91207975743149,13.490277
1127,0,reject,not-round;mislink,22.179182028412825,13.276614
2715,0,reject,not-round;elongated,22.501992991980828,10.744331
4814,0,reject,not-round,10.6033886864512,10.6408055
696,0,reject,not-round,10.188567447893057,10.398047
12,0,reject,not-round,22.64455131779185,10.052508
28,0,reject,short,11.98385353510319,9.694402
38,0,reject,not-round,11.852872831199155,8.757949499999999
37,0,reject,rigid-doublet;not-round,12.063402178332565,8.734582
26,0,reject,two-cores;not-round,23.79482476702504,8.731271
3312,0,reject,not-round;elongated;mislink,13.814565694678326,8.6449945
687,0,reject,not-round,22.800985576027028,8.4154315
3415,0,reject,two-cores;not-round;defocus,11.779143817109125,8.279
32,0,reject,rigid-doublet;not-round,11.283914488166497,8.0282455
3911,0,reject,not-round,9.26749214736792,7.9826875
58,0,reject,defocus,7.934318839326595,7.80727145
2453,0,reject,not-round,10.36907642792162,7.6703434
30,0,reject,rigid-doublet;not-round,9.452326725214888,7.549665
3357,0,reject,two-cores;not-round;elongated,22.49746870758413,7.269323
33,0,reject,not-round;mislink,10.435227490001012,7.143244
778,0,reject,short;two-cores;not-round,14.589245517030648,6.7944125
4089,0,reject,defocus,11.295617030784086,6.696303
27,0,reject,two-cores;not-round,13.81899624883216,6.2402091
1155,0,reject,two-cores;not-round;elongated;mislink,21.6020114176888,5.9428306
15,0,reject,two-cores;not-round,11.731580615318496,5.8914638
4138,0,reject,not-round,18.118282146124688,5.45818525
2209,0,reject,not-round;elongated,12.656335644085832,5.113722
129,0,reject,not-round;elongated,14.160465754996263,5.030374
1995,0,reject,short;not-round;elongated,9.034813287277384,5.0177627
659,0,reject,not-round,10.506527922820766,4.976743
4025,0,reject,short;not-round;elongated,19.570391866323096,4.7631683
4046,0,reject,two-cores;not-round,11.893533212981849,4.683542
6541,0,reject,not-round,13.092766170100976,4.3443837
46,0,reject,not-round,14.493402182366893,4.3365265
5275,0,reject,two-cores;not-round;elongated;mislink,21.41906902437198,4.28037455
2310,0,reject,two-cores;not-round;elongated;defocus,12.982122066318468,4.234125
36,0,reject,rigid-doublet;not-round,8.936718227495392,4.1569815000000006
3549,0,reject,short;not-round,11.904695051195349,4.107012750000001
49,0,reject,not-round;mislink,10.394590302458678,4.0861936
6424,0,reject,rigid-doublet;two-cores;not-round;elongated,12.770866509236196,4.084179
1523,0,reject,two-cores;not-round,11.808576096129954,4.0412197
7099,0,reject,short;rigid-doublet;two-cores;not-round,12.699980487528055,3.9976095
3799,0,reject,short,6.350682380026798,3.9157736
35,0,reject,not-round,10.540297605992151,3.886384
1168,0,reject,two-cores;not-round,13.384503919776517,3.70777465
5318,0,reject,two-cores;not-round,12.713757587039618,3.6192229
5088,0,reject,not-round,9.826119385304033,3.6146965
40,0,reject,not-round,9.435641306447693,3.4304659
2882,0,reject,not-round;elongated,12.491410404572536,3.2682202
4607,0,reject,rigid-doublet;not-round,8.880072725585732,3.2469956
6206,0,reject,two-cores;not-round,22.30474823444422,3.2441761
1439,0,reject,rigid-doublet;not-round;elongated,9.236111127350018,3.226748
2135,0,reject,two-cores;not-round,18.349763686546503,3.2238607
6342,0,reject,not-round;defocus,10.581217395962751,3.2173713
1564,0,reject,two-cores;not-round,11.95468318317448,3.1530278
3842,0,reject,not-round;mislink,10.458324999486692,3.1509475
1901,0,reject,short;not-round;elongated;mislink,13.244558029853104,3.1269953
804,0,reject,not-round;elongated,8.992899654006358,3.11682095
42,0,reject,not-round,11.910361697271563,3.1103594
5085,0,reject,not-round,8.600803864115484,3.0296135
640,0,reject,two-cores;not-round;elongated,12.091268723162646,3.0218532
1358,0,reject,two-cores;not-round,8.449520433064553,3.0106943
2617,0,reject,not-round,10.967724206881408,3.0014389
2184,0,reject,rigid-doublet;not-round;elongated,8.896487884433569,3.0012407
3850,0,reject,rigid-doublet;not-round;elongated,8.82261972152662,2.9906011
3813,0,reject,not-round;elongated;mislink,19.096768851628525,2.9858234
41,0,reject,rigid-doublet;not-round;elongated;mislink,11.43477508067492,2.961627
4747,0,reject,not-round;elongated,19.969802072299306,2.9358084
1478,0,reject,rigid-doublet;not-round,9.54527023306359,2.8359086500000004
3516,0,reject,not-round,9.129368614900429,2.81494125
2634,0,reject,not-round;elongated;defocus,9.929509889912774,2.680893
2642,0,reject,not-round;elongated,13.51227301516289,2.67578385
4145,0,reject,not-round;elongated;mislink,11.558018595432062,2.6674166
2726,0,reject,not-round;elongated;mislink,12.47398511156549,2.6342393
43,0,reject,not-round,8.016860733206096,2.633785
4866,0,reject,not-round,8.160946548091243,2.617179
1737,0,reject,not-round,8.623997222018097,2.6103292
4929,0,reject,two-cores;not-round;elongated,21.880358919290828,2.5536792
4940,0,reject,rigid-doublet;two-cores;not-round,11.62218774169028,2.4355912
5626,0,reject,not-round;elongated;mislink,18.84385450684061,2.367189
4574,0,reject,not-round,9.505932946567956,2.343016
5891,0,reject,not-round,15.762208940272812,2.19377815
3907,0,reject,two-cores;not-round,7.6686150278573555,2.172424
54,0,reject,not-round;elongated;defocus;mislink,14.258380255327316,2.1549313
47,0,reject,not-round;elongated;defocus,7.962945430003962,2.110804
6392,0,reject,not-round;defocus,9.855427720641549,2.1062414
6460,0,reject,not-round;elongated,8.440088789606706,2.0892145500000003
954,0,reject,not-round;elongated,19.26951736291067,2.0839913
5223,0,reject,short;not-round;elongated,18.80062003442738,2.0781367
5881,0,reject,not-round;elongated;defocus,8.7153767698688,2.0188143
2949,0,reject,rigid-doublet;two-cores;not-round;elongated,9.493777341442664,1.9765557
2097,0,reject,rigid-doublet;not-round;elongated;defocus,7.827354651997174,1.9615814
6699,0,reject,short;not-round,7.7931013205158415,1.949817
463,0,reject,two-cores;not-round;elongated,14.409022976571366,1.9383718
52,0,reject,not-round;elongated,8.691156819326627,1.9125504
6754,0,reject,not-round;elongated,10.569498977834565,1.9010801
4673,0,reject,rigid-doublet;not-round,10.015642028859228,1.89103295
4602,0,reject,short;two-cores;not-round;elongated,19.03246966184563,1.889505
3194,0,reject,not-round,16.119815773362276,1.8606066
75,0,reject,not-round;defocus,8.763619040545855,1.8422933
45,0,reject,not-round;defocus,9.393864184829685,1.83998985
4860,0,reject,not-round;elongated;mislink,14.988182709490726,1.7833996
2153,0,reject,not-round;elongated,9.106535676197932,1.7621298
5617,0,reject,short;not-round,7.293638372466387,1.7269943
6059,0,reject,not-round;poor-fit,22.82812132958856,1.6612695
404,0,reject,two-cores;not-round;elongated;mislink,16.953362986014714,1.65419
5391,0,reject,not-round,22.18687477308115,1.6392883500000002
5348,0,reject,short;not-round;elongated,15.622907808940218,1.62543915
55,0,reject,not-round,17.60045302765399,1.62066915
4582,0,reject,not-round;elongated,10.230004268996144,1.6205226
3320,0,reject,not-round;elongated,18.84937177381625,1.5317623500000002
2414,0,reject,not-round,11.597397583729473,1.4998232
4624,0,reject,two-cores;not-round;elongated;mislink,17.450665141258362,1.4981887
1278,0,reject,not-round;elongated;defocus,10.175492549558776,1.4909445
3496,0,reject,not-round;elongated;mislink,9.68140638720119,1.46881385
1357,0,reject,not-round;elongated,9.617964234576236,1.4563018
6548,0,reject,not-round,14.186046451553672,1.4522361
1204,0,reject,two-cores;not-round;elongated;mislink,15.723088928000536,1.3844279
5458,0,reject,not-round;elongated,9.849404201909188,1.3479756
51,0,reject,not-round,8.035981998411337,1.3371924
5355,0,reject,two-cores;not-round;elongated,19.800806419591844,1.3347569
2800,0,reject,not-round;elongated,22.005615133072823,1.3252414
1464,0,reject,not-round;elongated;defocus,7.808316618789608,1.31473025
1119,0,reject,two-cores;not-round;elongated,17.377063466274713,1.2722263
5540,0,reject,not-round;elongated,10.262683558195173,1.2658266
25,0,reject,not-round;elongated,12.963528937223384,1.25803935
4548,0,reject,two-cores;not-round,10.97853419290341,1.2511344
4033,0,reject,not-round;elongated,17.77926004871279,1.2488177
5034,0,reject,not-round;defocus,7.100515108495579,1.2125837
2608,0,reject,not-round,7.549450731600602,1.17058745
64,0,reject,not-round;elongated;defocus;mislink,9.05670526981935,1.1310838
4162,0,reject,not-round;elongated,9.553426673708294,1.1174492
82,0,reject,two-cores;not-round;elongated;defocus,9.83063588912561,1.111303
4359,0,reject,not-round,18.236365508211808,1.1101233
6288,0,reject,two-cores;not-round;elongated,11.030489223767434,1.0955612
258,0,reject,not-round,6.830706323058486,1.08037885
59,0,reject,not-round,9.087546007081276,1.0638016
4849,0,reject,not-round;elongated;mislink,10.536313728905627,1.0514396
5032,0,reject,two-cores;not-round;elongated;defocus,10.703670973246991,1.0320505
4684,0,reject,two-cores;not-round;elongated;mislink,15.216743838506504,1.02632865
57,0,reject,rigid-doublet;not-round;elongated,7.712565642692412,1.02107765
62,0,reject,not-round;elongated,15.171213319807178,1.0063013
74,0,reject,not-round;elongated,15.146762720116389,0.9969506
6416,0,reject,not-round;elongated,20.387668116704408,0.9812999
554,0,reject,two-cores;not-round;elongated,18.10371413973765,0.9562442
5366,0,reject,not-round;elongated,11.601388242280011,0.94694805
3952,0,reject,not-round;elongated;mislink,9.373371848045569,0.945086435
2099,0,reject,not-round;defocus,7.146085050105272,0.92385775
5856,0,reject,two-cores;not-round;elongated;defocus,11.318555117283246,0.92201847
