particle,n_frames,R_px_med,R_cv,resid_med,ring_cv_med,ecc_med,n_cores_med,frac_multicore,inlier_med,n_shape,x_med,y_med,sym_med,polarity,rigid_partner,rigid_sep_cv,rigid_corr,med_step,max_step,mislink,reason,proposed
16,1145,16.37903757457335,0.021647148405585615,0.026699557932234413,0.08900713404467843,0.3049801046604762,1.0,0.0,0.7708333333333334,80,737.1500244140625,282.3587341308594,41.246,1,5361,0.022835426310736696,0.7521732217038489,0.535045668902638,3.2645279599035457,False,rigid-doublet,reject
8,59,11.574204085512852,0.026626142008491574,0.029288094562866823,0.0930722207439237,0.4047316008016458,1.0,0.0,0.875,5,686.0702514648438,144.3720245361328,30.752113,1,-1,,,1.0963157400899455,3.4298793591678587,False,short,reject
3239,662,22.20830982435978,0.04377889449019426,0.012374557066291694,0.2175886176604363,0.4350231881785934,1.0,0.08695652173913043,0.6458333333333334,46,1518.7557983398438,675.9827880859375,29.533041500000003,1,-1,,,0.6092532364137214,3.9874314693958537,False,not-round,reject
13,1145,9.373562895494821,0.15265046864403778,0.01666240577076939,0.04947902996013587,0.23642934944898725,1.0,0.1,0.84375,80,655.6618041992188,865.7722778320312,23.412954,1,2782,0.056353960031555975,0.7217991309658767,1.2545594291021924,4.897315680668768,False,rigid-doublet,reject
11,1145,12.621295426818472,0.06587103808662459,0.029143784768500693,0.1546824557083693,0.32055602143785045,1.0,0.075,0.6875,80,749.1424560546875,921.1464233398438,19.482103,1,37,0.031721770653084,0.7472372637736168,0.7763705987113699,2.761177507022452,False,rigid-doublet;not-round,reject
14,1145,11.844182244905525,0.31959675355353695,0.03833020138743408,0.07958191028029729,0.3142661507029365,1.0,0.175,0.8958333333333334,80,1083.466796875,340.6443176269531,18.771496,-1,-1,,,1.4108071068298904,5.3845989744066625,False,defocus,reject
2315,816,10.955696076176189,0.058820228547820576,0.03925666933191997,0.07720969981030161,0.23635488218570255,1.0,0.0,0.8541666666666666,57,289.7008361816406,1209.3097534179688,16.497131500000002,1,4673,0.051827392870418765,0.7124749904097115,0.8565388315482861,3.086396702570719,False,rigid-doublet,reject
20,95,22.680543662582203,0.12891781682435796,0.013254621429157116,0.248633812972704,0.44903949120148573,1.0,0.0,0.7291666666666666,7,531.4549560546875,1067.76953125,14.216607,1,-1,,,0.6892903695680624,2.134853006129401,False,not-round,reject
18,531,9.309798090093524,0.043095054320682606,0.025228540431953786,0.08615370657359571,0.3239241178168096,1.0,0.02702702702702703,0.8125,37,586.6724853515625,188.2736358642578,14.172418,1,2949,0.06276207375980387,0.7209722994443024,1.1843359110204266,6.164755094599477,False,rigid-doublet,reject
19,797,20.912079757431492,0.17561526156256976,0.10453448471053325,0.2516489618890623,0.4767354977023771,1.0,0.21428571428571427,0.8333333333333334,56,1539.0732421875,700.276611328125,13.490277,1,-1,,,0.7020330161680913,5.269636833754356,False,not-round;elongated,reject
