particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,fit_npts
41,1339,0.01754113503127836,0.0001743945513141049,0.0046677423964966965,0.8145361370448464,30
9,1318,0.027251695956519318,6.9771019768692e-05,0.022903042759021407,0.7591837836031147,30
673,1250,0.016787555359909615,0.00018285679860280206,0.019295714337532834,0.6510069843728883,30
3429,776,0.004031596606280004,7.671708527848342e-05,0.03434319877107968,0.2792188745526903,30
1,759,0.03231553958733771,0.000140259682530925,0.005488569355486711,0.926431339693162,30
27,600,0.018238526333082962,8.389193706654618e-05,0.015066564589751578,0.7785432204325469,30
31,583,0.027579568988645598,9.793302314625851e-05,-0.0037857607736077148,1.0175679057419569,30
11,578,0.16877162090475487,0.0013831383458759014,-0.0471218503150924,1.0287181276172033,30
10,577,0.021628944333594222,0.00015578814492456404,0.008327738267309618,0.9194400745951181,30
40,577,0.02612523968821859,0.00023151601010457302,-0.010170295613018859,1.037301976356425,30
33,576,0.0344738115346812,0.0002812277269696675,-0.0004219349033059609,0.8945624219569861,30
15,576,0.055460201435210014,0.00018026626425263063,-0.00477176606226442,1.0277271608950227,30
42,574,0.24649239776153253,0.0029331158530153233,0.11942825531199973,0.9759273869506507,30
6,574,0.15242054613701364,0.0013754666951953385,-0.07122431985764421,1.0830693559187599,30
4,574,0.01721784856864966,0.00040551254409638667,0.01556503817138096,0.9347705396134562,30
2,574,0.0943227156480867,0.00048451915290641,-0.016229370413444945,1.0709391025613482,30
3,574,0.12160045934411871,0.0005400772308832739,-0.04108450299855322,1.1056346516862983,30
34,574,0.0638595794751614,0.00037020476612910363,0.025606302498971407,0.9349640877005149,30
0,574,0.06821668171017677,0.0008359172082750331,-0.04075977176475317,1.084900874046913,30
35,573,0.2399372671587578,0.0007609505656011711,-0.07408051067622332,1.0944430553306799,30
8,573,0.019888009328750338,9.702854915604882e-05,0.00027736250288915796,1.0141708906785085,30
25,573,0.098842543363043,0.002893931298987219,0.17436470169328822,0.8240808827248892,30
22,573,0.2235126795390039,0.001934829526179705,0.05146902678601638,0.9965874695702855,30
19,573,0.10757697815121059,0.0005022970736548787,0.01421108302323141,1.0023372540409574,30
43,573,0.41864880354866435,0.004957853592720069,-0.2032678127136283,1.0584325076315613,30
14,573,0.15045941996401474,0.002318150202466475,0.07166977619896504,0.987549838357325,30
44,573,0.20207653617220783,0.000865509306724464,-0.010569088202970651,1.0319302123653125,30
37,573,0.2975951705459878,0.001930031094614152,-0.11422586271721791,1.0889795725821931,30
18,573,0.197879657529559,0.0021449985870622434,0.0587067463096315,0.983407317677456,30
56,572,0.35179335008893203,0.0024962549888812432,-0.10661994756810456,1.0466074774548664,30
38,572,0.23881063309582687,0.0013004418785124527,0.010955323076245374,1.046864797851847,30
46,572,0.24685601501956692,0.0026779266394509975,-0.05631785987329259,1.000709724396547,30
32,570,0.5036594733874991,0.005701709692925163,-0.2791885215379519,1.0890284791280884,30
80,566,0.031980702471771594,0.0004067233716182063,-0.002195769021894852,0.8832407400462375,30
17,552,0.06478580642788387,0.000304730520267714,0.012494352747644785,0.9675517802308411,30
7,532,0.1381664131131639,0.001436804183988017,-0.05806910794406089,1.0540790107369955,30
36,532,0.20256163465356136,0.002413892340714687,-0.08394550365577146,1.0553379183593303,30
48,531,0.3113683993352774,0.001369504930543803,0.052364418971220045,0.9965039351337415,30
16,531,0.22894540665987317,0.0005770683297181593,-0.00634662051892193,1.0151720279727825,30
5,531,0.05024850838509189,0.0006895177175044272,0.04598951734427479,0.8976226284669923,30
20,528,0.04781580051525135,0.0003952971048423325,0.0091428624161663,0.9346498888760146,30
24,525,0.05964911304588713,0.001236676847831799,0.049857588542758485,0.9466318252958934,30
54,519,0.23198384608497566,0.0006331287954525004,-0.04370684590035438,1.061848236677935,30
12,508,0.2021573648922495,0.0030260279805184695,-0.1396254431681725,1.1110762789744766,30
29,495,0.12675704336135443,0.003234532897792869,0.1555013460839125,0.9071038112114926,30
540,486,0.06169944463767213,0.00152100854845071,0.0990998063767454,0.7866781638176288,30
376,481,0.1020658888451828,0.0005502601166239464,-0.014504090600010426,1.0293612313792606,30
613,479,0.03151202229708951,0.0009564021826309362,0.08292396455981414,0.642313278000039,30
6535,454,0.0048645278932748295,0.0001692085661782546,0.07981533124452271,0.17687931565545617,30
68,451,0.03343889554785671,0.00012539894328061446,0.00539218035504953,0.9219860022578151,30
821,439,0.13873985246855977,0.0007977395761328302,-0.0033063256624586024,0.9641902591612848,30
678,435,0.06602994055559042,0.0011690703512196056,0.08699091337881622,0.8337621425661065,30
946,427,0.061783737941876825,0.000434474843793063,0.004499251783803849,0.8998369255440823,30
636,426,0.07545673574083607,0.0014314529115459064,0.08876472893327811,0.8229099070255647,30
3438,419,0.0030951636729460445,0.00010300238451339874,0.046302169433010125,0.20765757026306111,30
61,418,0.02680158167591845,0.00020410252546015665,0.007348667641052676,0.8437341358758482,30
26,411,0.21510555815248508,0.0015362034907687849,-0.09043078905710444,1.0948196314521441,30
21,405,0.25466926360546394,0.002298518206237781,-0.036613722485037185,1.082255893226039,30
1094,397,0.013030001394834338,0.0005914773218498892,0.06408185386424212,0.49784910988367187,30
1208,382,0.09970454737533062,0.0021675234243918456,-0.03003351201257374,1.0002015032138407,30
7185,378,0.005291829793836721,0.00017111540864580153,0.035240892895589515,0.3107834937008897,30
7203,375,0.005699934910742267,0.0001886106687457259,0.06149078904068084,0.2328940669985818,30
7289,363,0.008324723919195474,0.00020916403103739118,0.05630153472305118,0.3421628730806457,30
51,349,0.6331846817128055,0.00647259419975289,-0.3572422939242457,1.1307929622834938,30
458,343,0.05977220463690371,0.0008107570664157498,0.01993654612583175,0.9572584754139302,30
7683,321,0.009162157873663767,0.00018944715824615316,0.05226242808987407,0.3983984009343383,30
39,320,0.16423737385267792,0.0023116500334760437,0.08350211102215527,0.8790610384116802,30
1622,296,0.04837967777448926,0.00027458385787194553,-0.023739521811201397,1.1171044558515493,30
1373,294,0.04146152454695549,0.0009399348039911796,0.036147181311327166,0.8959095793673763,30
438,292,0.028635949844744067,0.001731299601436497,0.17235594337811672,0.462658215926355,30
2389,290,0.04482265780092494,0.000958060025416169,0.05256648048715384,0.7221644510865661,30
1441,287,0.09097630199558028,0.0007989573379628583,0.07005355201229863,0.7788451153576702,30
60,283,0.24855143370256505,0.001711866490103812,0.12873357369483426,0.8926766738908247,30
52,269,0.214313885043121,0.005487717816700904,0.19667643640279098,0.9279512534228447,30
7311,261,0.004759833223289474,0.00041651814708400985,0.09973733630199665,0.14443190284228138,30
1757,259,0.04514301384654691,0.0003344806970049222,-0.014523724304418837,1.0417434810587378,30
71,256,0.0356226683738089,0.0007909599550421485,0.0563467170368911,0.7580521462424196,30
129,242,0.11870150909732062,0.0011580060127040614,0.026988767374401066,0.9148141217379392,30
468,240,0.03814848760789586,0.0011001701254305394,0.10936493196253516,0.5786687607154972,30
7187,239,0.012784107031700173,0.0003113290327558739,0.0772911655586437,0.34545417810651446,30
53,237,0.3527000100983185,0.0074768452943435445,0.30934329025961155,0.9322601078984659,30
1448,230,0.03753205146968921,0.0005238952539515988,0.05711225539715081,0.6271008872834867,30
95,228,0.02753607701516374,0.00024440217174281437,0.023040234816374558,0.8184560429868245,30
782,225,0.08097633030048745,0.0009469782353982365,0.04803276969483026,0.8293460099240262,30
5232,224,0.004074889086889937,0.00012752249119837842,0.047915170771570356,0.24100181190270226,30
1386,217,0.05266681419502762,0.0010239458692201302,-0.045923097742600276,1.1031976401054115,30
5289,215,0.0038066390194038974,0.000217055213794216,0.07651249425249002,0.1577741732708445,30
8146,214,0.005439451647820577,0.0005478560210342877,0.16623583583761156,0.10257608006079982,30
2087,214,0.4701476597610817,0.003991929243408887,-0.03586900306235827,1.050943630129237,30
925,213,0.07016304756967123,0.0008432923701649875,-0.04281552131975219,1.0889473975565345,30
1584,206,0.06246426633798328,0.0008525785769993208,0.023331798411563246,0.8458493897179514,30
258,199,0.12377896812242313,0.0014355480412189389,0.009749919203214589,0.8974326659284722,30
89,198,0.01641439113177543,0.0002371019301148923,0.01034728590550891,0.8017567188838914,30
5936,197,0.0162042332787309,0.00046877218445759433,0.1158500969520484,0.3495650592828306,30
2101,196,0.03578663600336699,0.0010824510108355945,0.1330943544955614,0.5301409734935029,30
108,191,0.0431883342318722,0.001213721880148439,0.057539651685709146,0.8246988999909826,30
2317,186,0.056179477240677324,0.0006167640220701257,0.037706159594707474,0.8328805668762161,30
77,182,0.054820090699760717,0.0008139419997413335,0.06355795888948096,0.7797422605965787,30
5135,182,0.010501272810154757,0.0005474440609134981,0.10181973653351498,0.30527267297385235,30
47,177,0.06332190119803767,0.0018596683121531662,0.08346647394042232,0.8357500361092174,30
2225,174,0.3672835545412379,0.00812043471015588,-0.342850601807019,1.1604221021009293,30
2323,169,0.17058907834779824,0.0007220694999302951,-0.010281805097000796,1.0226756669743415,30
5298,166,0.031208491670234366,0.0013522596952514508,0.053252798148785745,0.7582998733776066,30
2331,165,0.18544864458595187,0.0016497857192519553,-0.02631644304675281,1.014930216457055,30
2183,156,0.09493244600930918,0.0023118207070822547,0.01744840939057949,0.8151005605920956,30
73,156,0.016794068030262413,0.0006169301820411079,0.05355278783734057,0.623848380021656,30
5302,148,0.006474923003459785,0.0011203124577129288,0.2234884011370122,0.11576382092458389,30
6487,148,0.002741750872977489,0.0001992181858618373,0.05448196214402684,0.16525176020968624,30
1713,147,0.050589353492141276,0.0007578887405594097,0.01096394017870331,0.8038083205217892,30
606,143,0.030724932928812478,0.00042870457845117007,0.023193473076086744,0.7348908661730004,30
2199,143,0.10714954750930819,0.00152115721647531,0.007307116543378022,0.8295716216338995,30
983,141,0.143680212659217,0.0014831692589348379,-0.03841431466207062,0.9507312382923178,30
669,140,0.1715770862695708,0.0014643975352355801,0.053654752220385495,0.9325810445020749,30
8955,137,0.004230015341054918,0.0007459119974402273,0.16776552308696324,0.08777881800130356,30
30,137,0.3627024030102763,0.007399524579714022,0.036709406668942436,1.0149877858386125,30
1146,137,0.09367128560258682,0.0007482419488049837,0.03399051084484642,0.8094906845403524,30
2488,135,0.03835566680469225,0.0034712189624247986,0.1334882611730495,0.772613536630794,30
2334,135,0.037585628158446155,0.0008473600270172272,0.0423367555648373,0.6324990674514839,30
90,135,0.027854135351114903,0.0005979764704858427,0.04346590400828315,0.5908368525767651,30
7220,134,0.007004696373722167,0.0010709084252976467,0.21004195747137358,0.10146065260386328,30
319,134,0.4125566379332992,0.022919786831858892,0.8612404613228347,0.9037095670607052,30
233,133,0.04296677352465143,0.0006838004317375848,0.08669374994284197,0.6189920103304268,30
2507,133,0.04306788299855957,0.0005578573218049185,0.047660632455597374,0.7634747085846793,30
1495,132,0.17866059750254612,0.007036303195659828,0.3763469316022486,0.7643925507907514,30
2534,131,0.04401917894122627,0.0005609150943552578,0.0796327563128105,0.5840463683418536,30
