frame,dx,dy
0,0.0,0.0
1,-0.1959228515625,0.037353515625
2,-0.0910797119140625,0.1835651397705078
3,-0.3751983642578125,0.2029743194580078
4,-0.307891845703125,0.1690235137939453
5,-0.131134033203125,0.2853870391845703
6,-0.2801055908203125,-0.013399124145507812
7,-0.4072418212890625,-0.3505268096923828
8,-0.3250885009765625,-0.6228351593017578
9,-0.2890777587890625,-0.9010944366455078
10,-0.294525146484375,-1.1328468322753906
11,-0.244110107421875,-1.2289161682128906
12,-0.231781005859375,-1.3189277648925781
13,-0.407196044921875,-1.5289077758789062
14,-0.786224365234375,-1.7093429565429688
15,-0.8993377685546875,-1.6888351440429688
16,-0.9721832275390625,-1.6763839721679688
17,-1.1353302001953125,-1.6507797241210938
18,-1.26934814453125,-1.8966903686523438
19,-1.11260986328125,-1.7666854858398438
20,-1.0635528564453125,-1.9991130828857422
21,-0.9685516357421875,-1.9415569305419922
22,-1.2196731567382812,-2.101156234741211
23,-1.2733383178710938,-1.8575992584228516
24,-1.3113784790039062,-1.9803104400634766
25,-1.2780685424804688,-2.054147720336914
26,-1.1780319213867188,-2.142770767211914
27,-1.3315963745117188,-2.128946304321289
28,-1.6849746704101562,-2.172011375427246
29,-1.8054656982421875,-1.9939470291137695
30,-1.87554931640625,-1.8218278884887695
31,-1.7616119384765625,-1.7119874954223633
32,-1.6179695129394531,-1.4864740371704102
33,-1.7274055480957031,-1.515822410583496
34,-1.7556190490722656,-1.666121482849121
35,-1.5837745666503906,-2.0050573348999023
36,-1.6098976135253906,-2.492579460144043
37,-1.6228218078613281,-3.025904655456543
38,-1.4285697937011719,-2.843470573425293
39,-1.6609611511230469,-2.974909782409668
40,-1.8112602233886719,-3.2178335189819336
41,-1.8842887878417969,-3.193037986755371
42,-1.8415641784667969,-3.478377342224121
43,-1.7996330261230469,-3.2145204544067383
44,-1.7049064636230469,-2.7888002395629883
45,-1.6567192077636719,-2.4175233840942383
46,-2.029644012451172,-2.292721748352051
47,-1.7585258483886719,-2.252255439758301
48,-2.005046844482422,-2.1940317153930664
49,-2.1582603454589844,-2.2050867080688477
50,-1.9715232849121094,-2.23134708404541
51,-1.8231163024902344,-2.2658090591430664
52,-1.8724327087402344,-2.123368263244629
53,-1.8325157165527344,-2.027146339416504
54,-1.9298057556152344,-2.101670265197754
55,-1.5670433044433594,-1.793107032775879
56,-1.6628990173339844,-1.7987823486328125
57,-2.063884735107422,-1.9471282958984375
58,-1.9473991394042969,-1.8361682891845703
59,-2.347911834716797,-1.7120037078857422
60,-2.333751678466797,-1.7656536102294922
61,-2.1430931091308594,-1.6838436126708984
62,-2.107799530029297,-1.924917221069336
63,-2.0547714233398438,-2.0939464569091797
64,-2.4406661987304688,-2.1874446868896484
65,-2.3284225463867188,-2.243368148803711
66,-2.2734146118164062,-2.3604555130004883
67,-2.4634170532226562,-2.1978883743286133
68,-2.370500087738037,-2.1807680130004883
69,-2.307157039642334,-2.2100439071655273
70,-2.1665778160095215,-2.464766502380371
71,-2.2800421714782715,-2.575406074523926
72,-2.1051459312438965,-2.7055559158325195
73,-2.211362361907959,-3.058690071105957
74,-2.400571346282959,-3.425074577331543
75,-2.520017147064209,-3.553389549255371
76,-2.437375545501709,-3.7861204147338867
77,-2.246091365814209,-3.8423948287963867
78,-2.365262508392334,-3.729262351989746
79,-2.266232967376709,-3.7118215560913086
80,-2.372403621673584,-3.699557304382324
81,-2.207456111907959,-3.816561698913574
82,-2.032529354095459,-3.743729591369629
83,-1.928403377532959,-3.775284767150879
84,-1.820859432220459,-3.910172462463379
85,-2.1378912925720215,-3.687565326690674
86,-2.3942999839782715,-3.610792636871338
87,-1.9529242515563965,-3.3463730812072754
88,-1.6522040367126465,-3.066042423248291
89,-1.426969051361084,-3.1180806159973145
90,-1.372312068939209,-3.1413731575012207
91,-1.722440242767334,-3.1154942512512207
92,-1.886716365814209,-2.8329014778137207
93,-2.052548885345459,-2.6539158821105957
94,-2.232968807220459,-2.5321507453918457
95,-2.112668514251709,-2.4734959602355957
96,-2.077573299407959,-2.424065113067627
97,-1.893491268157959,-2.394218921661377
98,-1.549649715423584,-2.554131031036377
99,-1.166715145111084,-2.6574482917785645
100,-1.5438971519470215,-2.7038960456848145
101,-1.387876033782959,-2.6767544746398926
102,-1.5940680503845215,-2.520315647125244
103,-1.773496150970459,-2.662374973297119
104,-1.8727545738220215,-2.667632579803467
105,-2.1036505699157715,-2.187163829803467
106,-2.2271857261657715,-2.148952007293701
107,-2.2163825035095215,-2.139155864715576
108,-2.3040900230407715,-2.301387310028076
109,-2.3346381187438965,-2.404017925262451
110,-2.5835089683532715,-2.138637065887451
111,-2.5549445152282715,-2.349203586578369
112,-2.4770255088806152,-2.258383274078369
113,-2.3883719444274902,-2.4424099922180176
114,-2.460446834564209,-2.5571656227111816
115,-2.552670955657959,-2.8440918922424316
116,-2.703977108001709,-2.7392945289611816
117,-2.898923397064209,-2.4995293617248535
118,-2.8758597373962402,-2.8131279945373535
119,-3.0080618858337402,-2.8465752601623535
120,-3.0476279258728027,-3.1689677238464355
121,-3.1880850791931152,-3.2758326530456543
122,-3.3670706748962402,-3.4977755546569824
123,-3.3023734092712402,-3.587329387664795
124,-3.4603476524353027,-3.6938395500183105
125,-3.7018027305603027,-3.6928324699401855
126,-3.6876730918884277,-3.5572447776794434
127,-3.5555014610290527,-3.453547954559326
128,-3.2488608360290527,-3.377009868621826
129,-3.4270834922790527,-3.4832568168640137
130,-3.5124411582946777,-3.548154354095459
131,-3.5162253379821777,-3.359494686126709
132,-3.6931052207946777,-3.3504538536071777
133,-3.865922451019287,-3.2309393882751465
134,-3.537797451019287,-3.3592467308044434
135,-3.397233486175537,-3.4134154319763184
136,-3.546769618988037,-3.643868923187256
137,-3.445024013519287,-3.9709410667419434
138,-3.298051357269287,-4.083497524261475
139,-3.500077724456787,-3.951058864593506
140,-3.866899013519287,-4.010995388031006
141,-3.938798427581787,-4.25729513168335
142,-4.412805080413818,-4.534841060638428
143,-4.223229885101318,-4.472280025482178
144,-4.272328853607178,-4.171254634857178
145,-4.43048620223999,-4.2337164878845215
146,-4.368382930755615,-4.276113033294678
147,-4.27393102645874,-4.117360591888428
148,-4.3513503074646,-3.991300106048584
149,-4.321145534515381,-3.9114584922790527
150,-4.361245632171631,-3.7842612266540527
151,-4.288339138031006,-3.6447653770446777
152,-4.600625514984131,-3.5119528770446777
153,-4.487222194671631,-3.5460104942321777
154,-4.636941432952881,-3.5010733604431152
155,-4.673440456390381,-3.494859218597412
156,-4.139321804046631,-3.4439139366149902
157,-4.005044460296631,-3.3220877647399902
158,-3.9972777366638184,-3.4160208702087402
159,-3.887551784515381,-3.5435233116149902
160,-3.9560065269470215,-3.6208548545837402
161,-4.0798773765563965,-3.687417507171631
162,-3.8824896812438965,-3.1883788108825684
163,-3.7345709800720215,-3.0059142112731934
164,-3.9704718589782715,-3.0088438987731934
165,-3.802426815032959,-3.0646986961364746
166,-3.608029842376709,-2.9284682273864746
167,-3.811032772064209,-2.8394103050231934
168,-3.612302303314209,-3.0452513694763184
169,-3.574338436126709,-2.98427152633667
170,-3.528317928314209,-3.047511577606201
171,-3.2181525230407715,-3.218776226043701
172,-3.3051581382751465,-3.109912395477295
173,-3.1984381675720215,-3.095141887664795
174,-3.032557964324951,-2.8770360946655273
175,-3.227015972137451,-2.8309507369995117
176,-3.433345317840576,-2.7176694869995117
177,-3.787806987762451,-2.7697553634643555
178,-4.241626262664795,-3.046046257019043
179,-4.36391019821167,-2.9282140731811523
180,-4.112224102020264,-3.0649709701538086
181,-4.252025127410889,-2.92429256439209
182,-4.456828594207764,-2.8563833236694336
183,-4.388530254364014,-2.61630916595459
184,-4.344249248504639,-2.7639341354370117
185,-4.288402080535889,-2.240424156188965
186,-4.407847881317139,-2.229254722595215
187,-4.510631084442139,-2.410599708557129
188,-4.665004253387451,-2.345200538635254
189,-4.300319194793701,-2.089097023010254
190,-4.463527202606201,-2.0237436294555664
191,-4.652919292449951,-1.7208833694458008
192,-4.636989116668701,-1.7959108352661133
193,-4.843715190887451,-1.6576900482177734
194,-4.909633159637451,-1.722818374633789
195,-5.041240215301514,-1.8021717071533203
196,-4.892192363739014,-2.0344104766845703
197,-4.946986675262451,-1.8611698150634766
198,-4.9323649406433105,-1.9649906158447266
199,-4.4590373039245605,-2.149202346801758
200,-4.386725902557373,-2.0977725982666016
201,-4.280524730682373,-2.1437854766845703
202,-4.021735668182373,-1.9569873809814453
203,-3.853736400604248,-1.9659290313720703
204,-4.001970291137695,-2.2042713165283203
205,-4.060762405395508,-2.1603832244873047
206,-3.9644947052001953,-1.8601713180541992
207,-4.069055557250977,-1.7654681205749512
208,-4.191736221313477,-1.4791522026062012
209,-4.527917861938477,-1.3541865348815918
210,-4.284782409667969,-1.4360594749450684
211,-4.109764099121094,-1.7233824729919434
212,-4.396018981933594,-1.8180174827575684
213,-4.648689270019531,-1.7696690559387207
214,-4.738471984863281,-2.050997257232666
