particle,n_frames,R_px_med,R_cv,resid_med,ring_cv_med,ecc_med,n_cores_med,frac_multicore,inlier_med,n_shape,x_med,y_med,sym_med,polarity,rigid_partner,rigid_sep_cv,rigid_corr,med_step,max_step,mislink,reason,proposed
0,574,14.303320886150228,0.004499570342750542,0.005943964236823657,0.039355115660970774,0.17135794265157075,1.0,0.0,0.7916666666666666,34,1090.6544799804688,606.5512390136719,181.547685,1,-1,,,0.7926180149037845,7.308159855828631,True,mislink,reject
4,574,16.462989923746367,0.011218675544464086,0.0074912109143617615,0.09411290173766809,0.311980021748475,1.0,0.0,0.5625,34,993.4065551757812,239.84003448486328,109.94589,1,8,0.00925500805176293,0.757578232842236,0.5058938284401618,1.8103582176919353,False,rigid-doublet;poor-fit,reject
5,531,11.72585780948653,0.008044883499595566,0.008365843186443823,0.04714106965726711,0.22085376428755743,1.0,0.0,0.8020833333333333,32,972.40478515625,420.50146484375,84.70067,1,561,0.05744354319601036,0.7153520679280876,0.9286979675984252,2.9489687936848945,False,rigid-doublet,reject
8,573,14.786856512313125,0.024319110536270606,0.09505490318572886,0.14465608742536812,0.45640320167007664,1.0,0.0,0.9166666666666666,34,992.7828369140624,221.68649291992188,62.059254,1,4,0.00925500805176293,0.757578232842236,0.49261631006862633,1.7083662077535686,False,rigid-doublet;not-round;elongated,reject
10,577,14.803892019511862,0.11760954942728302,0.08688518358662106,0.23064300235408894,0.42807304040456473,1.0,0.22857142857142856,0.7708333333333334,35,1025.0516357421875,224.2637939453125,36.089878,1,-1,,,0.5723005860836919,6.407918898951112,True,not-round;mislink,reject
11,578,14.124691835518508,0.3743484289873225,0.04345354822158916,0.12219365114835141,0.24182158765665607,1.0,0.2571428571428571,0.9166666666666666,35,1414.3631591796875,506.08009338378906,31.446002999999997,-1,-1,,,1.4501887308695083,6.793772384493562,False,not-round;defocus,reject
12,508,13.45860391960921,0.2802709587112742,0.04461880681755909,0.16449510194783287,0.2539398044901529,1.0,0.36666666666666664,0.9270833333333333,30,142.2019271850586,844.1097412109375,26.777060499999997,-1,-1,,,1.3819522772706259,5.3213796079014,False,two-cores;not-round;defocus,reject
15,576,11.79463386009531,0.009972237753825405,0.02111573131565215,0.05298350543901056,0.30739628587546275,1.0,0.029411764705882353,0.7708333333333334,34,185.36924743652344,134.3056640625,25.080737,1,925,0.02303104191898118,0.8065679836843254,0.8124703164849869,5.360722415570134,False,rigid-doublet,reject
24,525,10.262101577565348,0.023895195292466,0.04470357774555063,0.15241218037023702,0.38756735325924674,1.0,0.0,0.8541666666666666,31,126.53461456298828,210.215576171875,17.008465,1,-1,,,0.9597669084192207,6.165681283374942,False,not-round,reject
18,573,11.160394391202043,0.2761162645717342,0.037890823038330385,0.05759319623440355,0.2738246568972871,2.0,0.5588235294117647,0.9375,34,761.8834838867188,712.931884765625,16.236788,-1,-1,,,1.6590420294517494,6.204047338473779,False,defocus,reject
16,531,18.430123561127218,0.11398374502999065,0.11078243498433413,0.2523786548742804,0.38101058326286275,1.0,0.0,0.84375,32,133.1165771484375,1171.8076171875,10.899029,-1,-1,,,1.699017725669656,8.101887039630107,False,not-round,reject
29,495,7.716519746021085,0.2671470114651641,0.03131617275283682,0.03244168054617455,0.28033379931323765,1.0,0.2413793103448276,1.0,29,105.88755798339844,819.715087890625,10.730286,1,-1,,,1.409062216692948,4.415556036151621,False,defocus,reject
2946,53,11.947051871108108,0.023573145378542073,0.04985742500429608,0.06861787001329807,0.2980840356350663,2.0,0.6666666666666666,0.9583333333333334,3,879.491455078125,872.8295288085938,10.634637,-1,-1,,,1.647635327115119,4.122904647789169,False,short,reject
23,72,19.245129898672552,0.01425529644748653,0.09127657793948203,0.1423782490503239,0.29140951245883945,1.0,0.0,0.9565217391304348,5,475.6833038330078,7.762616157531738,10.62017275,1,31,0.016352314594151932,0.7093944841724481,0.6311741385176378,1.4816377825347753,False,rigid-doublet;not-round,reject
2964,54,9.740184974703324,0.11255113732375557,0.14490232199104403,0.24190036735022188,0.3340114693027564,1.0,0.0,0.90625,4,136.4619140625,202.88288116455078,10.5922215,1,-1,,,1.0323027690317168,8.943229015294351,True,short;not-round;mislink,reject
37,573,16.645479804287763,0.3530722788181181,0.061818771186247345,0.13512774446413575,0.3388890676886822,1.0,0.058823529411764705,0.9270833333333333,34,1412.3328857421875,159.7877960205078,9.793747,-1,-1,,,1.725707980517066,5.575960925669129,False,not-round;defocus,reject
40,577,13.568336287480694,0.04356815138774873,0.10541488684269534,0.13353813791497265,0.3687248890607101,1.0,0.0,0.9791666666666666,34,462.88775634765625,35.41935729980469,9.082215,1,-1,,,0.47969296447983456,5.518105441439909,True,not-round;mislink,reject
22,573,8.233586420457613,0.2556585348967594,0.039137756263135995,0.0499580981162059,0.27571544917349977,1.0,0.20588235294117646,0.9375,34,1542.823486328125,45.9980354309082,8.225613,1,-1,,,1.7005900571297974,5.843422447603983,False,defocus,reject
20,528,10.01944915169774,0.04493422991198255,0.05566227334690748,0.12379897674021136,0.33948432072684676,1.0,0.0,0.8541666666666666,31,1274.1546630859375,539.4037475585938,7.699544449999999,1,47,0.09132691114436547,0.7839912335832832,0.8272515844159665,6.4810705250440055,False,rigid-doublet;not-round,reject
31,583,11.722912464847662,0.049057369995322606,0.047191095325920356,0.14147364440687926,0.3620863767131318,1.0,0.0,0.8125,35,478.8629760742188,31.25699615478516,7.596092,1,23,0.016352314594151932,0.7093944841724481,0.48996541032065316,4.1297407794056085,True,rigid-doublet;not-round;mislink,reject
34,574,9.200540025626772,0.039382326169046085,0.03128219843754297,0.1092837152732673,0.3374185117005315,1.0,0.0,0.8333333333333334,34,1278.6156616210938,549.1679992675781,7.5907979,1,-1,,,0.9970352849980013,3.4240390172495214,False,not-round,reject
38,572,7.07293196664266,0.25543445257948416,0.028755653951758317,0.03358617698044174,0.2550637448441376,1.0,0.3235294117647059,0.9375,34,704.2477722167969,1176.357666015625,7.4600945,1,-1,,,1.714907885824087,5.28823902176427,False,defocus,reject
2887,64,10.218320897281616,0.059314905617851466,0.061687566718707496,0.1413938585205645,0.32661485336980145,1.0,0.2,0.875,5,1284.5827026367188,548.3206481933594,6.4274407,1,-1,,,0.8740600053178351,5.418846391553359,False,not-round,reject
36,532,8.964180614913932,0.26231811590139054,0.07996372616067243,0.08015659579348793,0.4231002065445661,1.0,0.28125,1.0,32,108.98892593383789,317.0767059326172,6.35944675,1,2225,0.0914703874090837,0.7353884708625402,1.4216554777758073,9.079697662007868,False,rigid-doublet;defocus,reject
