particle,keep,proposed,reason,R_px_med,sym_med
0,0,reject,mislink,14.303320886150228,181.547685
4,0,reject,rigid-doublet;poor-fit,16.462989923746367,109.94589
5,0,reject,rigid-doublet,11.72585780948653,84.70067
8,0,reject,rigid-doublet;not-round;elongated,14.786856512313124,62.059254
10,0,reject,not-round;mislink,14.803892019511862,36.089878
11,0,reject,not-round;defocus,14.124691835518508,31.446003
12,0,reject,two-cores;not-round;defocus,13.45860391960921,26.7770605
15,0,reject,rigid-doublet,11.79463386009531,25.080737
24,0,reject,not-round,10.262101577565348,17.008465
18,0,reject,defocus,11.160394391202043,16.236788
16,0,reject,not-round,18.430123561127218,10.899029
29,0,reject,defocus,7.716519746021085,10.730286
2946,0,reject,short,11.947051871108108,10.634637
23,0,reject,rigid-doublet;not-round,19.245129898672552,10.62017275
2964,0,reject,short;not-round;mislink,9.740184974703324,10.5922215
37,0,reject,not-round;defocus,16.645479804287763,9.793747
40,0,reject,not-round;mislink,13.568336287480694,9.082215
22,0,reject,defocus,8.233586420457613,8.225613
20,0,reject,rigid-doublet;not-round,10.01944915169774,7.699544449999999
31,0,reject,rigid-doublet;not-round;mislink,11.722912464847662,7.596092
34,0,reject,not-round,9.200540025626772,7.5907979
38,0,reject,defocus,7.07293196664266,7.4600945
2887,0,reject,not-round,10.218320897281616,6.4274407
36,0,reject,rigid-doublet;defocus,8.964180614913932,6.35944675
2950,0,reject,short;two-cores;not-round,17.093561858825566,5.988023999999999
1622,0,reject,rigid-doublet;not-round,10.1859080532462,5.6329497
27,0,reject,two-cores;not-round;elongated;mislink,17.008598780789214,5.2392618
1208,0,reject,not-round;mislink,8.82500124549355,3.84401535
48,0,reject,not-round,12.867747603598584,3.6974518
458,0,reject,not-round,9.563318257492988,3.5462677
821,0,reject,not-round,8.463173939710757,3.5129573
39,0,reject,rigid-doublet;not-round;elongated,11.189818807782627,3.465799
47,0,reject,rigid-doublet;not-round,8.508279473475211,3.217699
33,0,reject,not-round;elongated;mislink,12.200745965009666,3.17503105
54,0,reject,not-round;elongated,8.716610117271294,3.0372486
28,0,reject,not-round,9.335557908215277,2.9420671
43,0,reject,not-round,13.237728295571973,2.892933
32,0,reject,not-round,14.585576339949483,2.8359865
376,0,reject,rigid-doublet;not-round,8.214189914143677,2.7579877
1018,0,reject,not-round;elongated,15.18480521667016,2.6135605
468,0,reject,not-round;elongated,12.610101798207705,2.4142638
2477,0,reject,not-round;elongated,12.330768066352746,2.270076
669,0,reject,not-round;elongated,7.72460255211174,2.2638397
59,0,reject,two-cores;not-round;elongated,8.275159921371953,2.2489114
