particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,fit_npts,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape,kb_i
1,759,0.0323155395873377,0.0001402596825309,0.0054885693554867,0.926431339693162,30,14.637164175305,2.104970580050612,0.109818139279809,0.0071392532421425,0.0669026422300346,0.248344046501418,0.7083333333333334,16.54681541731133,114,7.00795358940775e-24
42,574,0.2464923977615325,0.0029331158530153,0.1194282553119997,0.9759273869506508,30,8.494864140799313,1.2216464120883492,0.1895062283693144,0.0562273101641697,0.068846801280638,0.3515861980648592,0.9583333333333334,62.17038023639767,87,3.1022931081007634e-23
6,574,0.1524205461370136,0.0013754666951953,-0.0712243198576442,1.08306935591876,30,9.4203994800719,1.35474764922914,0.0212604192168743,0.010422731751592,0.0105555232420178,0.1585544347343488,0.9791666666666666,254.75538757594592,87,2.1273340638230734e-23
2,574,0.0943227156480867,0.0004845191529064,-0.0162293704134449,1.0709391025613482,30,11.932318578272918,1.7159867347414282,0.0162188153899341,0.0140041064685414,0.0150983558791029,0.1757275507039732,0.9791666666666666,276.6504423424178,87,1.6674929140424086e-23
3,574,0.1216004593441187,0.0005400772308832,-0.0410845029985532,1.1056346516862985,30,10.74658070947025,1.5454657718289164,0.0114547527070284,0.0114874144400214,0.0124631974288227,0.1583967934819256,0.9791666666666666,142.6533387427459,87,1.9361026581625202e-23
35,573,0.2399372671587578,0.0007609505656011,-0.0740805106762233,1.09444305533068,30,7.497901373638663,1.0782731965429762,0.0965875752356571,0.0370073465140377,0.040745580209321,0.3081679148051411,1.0,50.73569042974058,87,2.6653871064350584e-23
25,573,0.098842543363043,0.0028939312989872,0.1743647016932882,0.8240808827248892,30,8.795544419446564,1.2648872429606104,0.0897186951344339,0.0404916850177601,0.0434654479180272,0.3035131941870966,0.9791666666666666,62.158864522023705,87,1.2880404417925808e-23
19,573,0.1075769781512105,0.0005022970736548,0.0142110830232314,1.0023372540409574,30,9.107391745380092,1.309734006903111,0.0277289655979532,0.068071528385542,0.0682797495689269,0.4128824509107036,1.0,157.11198147596934,87,1.4515641026423893e-23
14,573,0.1504594199640147,0.0023181502024664,0.071669776198965,0.987549838357325,30,8.6997536155236,1.2511115674484488,0.1115616790525,0.0271546880789601,0.0281852432379971,0.259802941292127,1.0,64.56083566297835,87,1.9393187549023115e-23
17,552,0.0647858064278838,0.0003047305202677,0.0124943527476447,0.9675517802308412,30,10.399264287610094,1.4955181972012077,0.0907861339375772,0.0216481548801485,0.0831792920353492,0.3137523147653862,0.8333333333333334,14.96444651682491,85,9.98171913710654e-24
7,532,0.1381664131131639,0.001436804183988,-0.0580691079440608,1.0540790107369955,30,9.572608296630422,1.376636799138421,0.1554378922033416,0.0062944848872873,0.0068971049901825,0.1061167255197842,0.9791666666666666,47.05708360293029,81,1.9595467652511962e-23
678,435,0.0660299405555904,0.0011690703512196,0.0869909133788162,0.8337621425661065,30,9.801529565093938,1.4095579667561593,0.0327074532597628,0.0099035707934057,0.0148320231812209,0.1701722272856425,0.9375,219.4364294616472,66,9.588653423619028e-24
26,411,0.215105558152485,0.0015362034907687,-0.0904307890571044,1.094819631452144,30,7.658956874295047,1.1014345880923706,0.1492954019829325,0.0409198166667119,0.0415939299653919,0.3142307180593319,1.0,51.73073808447767,63,2.4408670093129692e-23
52,269,0.214313885043121,0.0054877178167009,0.1966764364027909,0.9279512534228448,30,8.440558914573725,1.2138367775048473,0.0985036196556079,0.0697673793908595,0.0963448113829807,0.3546408107650161,0.9166666666666666,69.04768730573944,41,2.6800591290112867e-23
2323,169,0.1705890783477982,0.0007220694999302,-0.0102818050970007,1.0226756669743415,30,8.526772661319008,1.2262351764242865,0.1097331963401859,0.0371026888463165,0.0421696525881795,0.2838279849549884,0.9583333333333334,184.43063869578495,25,2.1550570320704955e-23
2331,165,0.1854486445859518,0.0016497857192519,-0.0263164430467528,1.014930216457055,30,7.478583243839816,1.075495056296604,0.1353727374201684,0.0350406578729484,0.0381509794400346,0.3027949076243463,1.0,97.22350126297113,25,2.054782492253543e-23
