particle,n_frames,R_px_med,R_cv,resid_med,ring_cv_med,ecc_med,n_cores_med,frac_multicore,inlier_med,n_shape,x_med,y_med,sym_med,polarity,rigid_partner,rigid_sep_cv,rigid_corr,med_step,max_step,mislink,reason,proposed
1,759,14.639464631769108,0.11384458499073734,0.007314926853141341,0.06953704652818371,0.2472006090211173,1.0,0.0,0.7083333333333334,45,650.1771850585938,1015.1058959960938,136.78905,1,-1,,,0.7012738234887327,5.052645379364616,False,,single
2,574,11.924255284866904,0.015227854072004783,0.01423877530227647,0.015445944526607606,0.1828504360402374,1.0,0.0,0.9791666666666666,34,1549.4179077148438,1135.41259765625,115.290445,1,-1,,,1.0400716314457712,3.1108756088009373,False,,single
3,574,10.757540529641055,0.011215206193798259,0.012771507545409075,0.013324386933801547,0.17372370793761147,1.0,0.0,1.0,34,358.2618408203125,725.5117492675781,92.6763005,1,-1,,,1.0691779817443074,5.084529177258047,False,,single
7,532,9.563251435604215,0.09709583509650366,0.006503562415902761,0.007240079206862556,0.10526002240568158,1.0,0.0625,0.9791666666666666,32,896.9390869140625,474.55055236816406,80.81371999999999,1,-1,,,1.2436419943266026,5.981956420003577,False,,single
678,435,9.741756281977574,0.025926618911068885,0.00895890122803553,0.015072343385378516,0.16376178018340046,1.0,0.0,0.8958333333333334,26,1616.33984375,600.4683227539062,66.59136,1,-1,,,1.161525157790007,4.1137100589254425,False,,single
6,574,9.42008232930964,0.020662852891775673,0.009909190454413897,0.011033587225938436,0.1591926473538449,1.0,0.0,0.9791666666666666,34,636.6177368164062,405.02317810058594,61.254196,1,-1,,,1.2316861394170437,7.12755824917947,False,,single
14,573,8.674185793287954,0.11270629467517569,0.025330293786879534,0.029089294947559397,0.25511893874996894,1.0,0.029411764705882353,1.0,34,940.6421508789062,876.7179565429688,22.655107,1,-1,,,1.5038009514999924,5.0248418279267115,False,,single
17,552,10.431628255715989,0.049385273967323444,0.018724871448281645,0.09145751735389324,0.34973058501067916,1.0,0.0,0.8333333333333334,32,132.7687759399414,201.6265640258789,17.5009975,1,-1,,,0.9463010744844986,6.6139630662968285,False,,single
19,573,9.23766210873872,0.02805426613576808,0.06717081683598322,0.06728471815079215,0.410853771008926,1.0,0.0,1.0,34,58.64664459228516,457.89691162109375,11.150447,1,-1,,,1.1520254655385926,3.5318700423481166,False,,single
21,405,10.142238983713739,0.22988818409046158,0.04381434158834802,0.0726029046136129,0.31751216269548566,1.0,0.3333333333333333,0.9270833333333333,24,351.0751647949219,1001.33056640625,9.774823,1,-1,,,1.5968483101627227,5.696407984825806,False,,single
25,573,8.857588061930173,0.09673435318007445,0.04261822532946316,0.048423671559333706,0.31063860476179816,1.0,0.0,0.9791666666666666,34,1164.4307861328125,873.8936157226562,8.596466,1,-1,,,1.4525633070681256,5.096804473529132,False,,single
26,411,7.633162229448074,0.14860800144087094,0.03072704574252469,0.03342695724864369,0.28761555387673343,1.0,0.04,1.0,25,600.2073974609375,43.15027618408203,8.005908,1,-1,,,1.4202363748276414,6.517618962691001,False,,single
2331,165,7.396489161239909,0.09203535352294322,0.031467738098284695,0.03148050149487815,0.28226544885326166,1.0,0.0,1.0,10,583.556396484375,48.26720428466797,8.000744,1,-1,,,1.613643559719744,4.111939883822879,False,,single
2323,169,8.615903398012083,0.11965859792281562,0.036286535266698686,0.041913418172342384,0.2914384413413631,1.0,0.0,0.9479166666666667,10,377.0178833007813,970.7649536132812,6.883411,1,-1,,,1.430309312393752,5.385376374306283,False,,single
35,573,7.508394394270518,0.09758771442312851,0.0385208857573839,0.03915752349127283,0.31169976645617914,1.0,0.0,1.0,34,217.7957305908203,734.866943359375,6.8597984,1,-1,,,1.6291464962546005,4.906328604480105,False,,single
44,573,8.654677622622351,0.19471190454755333,0.04812898702899586,0.09708784824563452,0.391102464310108,1.0,0.058823529411764705,1.0,34,949.7564086914062,938.9649658203124,5.092944,1,-1,,,1.5703921303856987,4.6430752543813805,False,,single
46,572,8.105421111781748,0.2034451877456635,0.04072847796861154,0.06401352375037933,0.3193207632108166,1.0,0.029411764705882353,0.9166666666666666,34,867.2821350097656,511.47047424316406,4.3702023,1,-1,,,1.770793958959602,5.3888908399824595,False,,single
42,574,8.36264051403278,0.1788036857013973,0.06216352191579756,0.06969217000920522,0.3516385087246242,1.0,0.029411764705882353,0.96875,34,1212.9020385742188,840.6775207519531,3.42791975,1,-1,,,1.8522860922850364,5.9187971144589335,False,,single
52,269,8.34617550204716,0.09921023856751049,0.07071555246514961,0.08960850134775031,0.3271569443892718,1.0,0.0625,0.9375,16,90.8168716430664,1197.931396484375,1.6971774,1,-1,,,1.795902012290564,5.262721841086003,False,,single
