t_s,M_px,Rg_px,R95seed_px,Rmaxseed_px,circ_cx_px,circ_cy_px,circ_R_px,circ_R_raw_px,edge,n_comp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,1091.0,15.62249919329145,27.018512172212592,33.12099032335839,320.2787780761719,354.931640625,28.574804306030273,28.574804306030273,0.0,1.0
3.0,2805.0,24.408376588981874,41.61249701192986,55.326304774492215,319.4949035644531,358.87823486328125,30.741981454119085,47.542354583740234,0.0,1.0
3.5,4302.0,29.73645348360639,47.01063709417264,58.215118311311535,326.0491027832031,366.2164001464844,32.909158602207896,57.20481872558594,0.0,1.0
4.0,6769.0,36.927491136715965,58.538874625369914,76.40026177965623,319.7265930175781,372.3747253417969,35.07633575029671,71.03929901123047,0.0,1.0
4.5,8992.0,42.79429205936497,69.1158447825099,83.48652585896721,319.0055847167969,375.610107421875,37.24351289838552,79.434814453125,0.0,1.0
5.0,10811.0,47.497166085552436,76.69419795525604,89.31965069345043,324.3431701660156,368.19189453125,39.41069004647433,87.3162612915039,0.0,1.0
5.5,12268.0,50.76774412196828,82.03657720797473,95.85405573057407,323.73992919921875,366.48101806640625,41.57786719456314,92.65907287597656,0.0,1.0
6.0,13562.0,53.32274999545292,85.70297544426332,97.6933979345585,324.45306396484375,367.2227478027344,43.74504434265195,95.44125366210938,0.0,1.0
6.5,14788.0,55.32021293873394,88.34902174282591,102.42070103255493,322.0990905761719,366.7101135253906,45.91222149074076,97.95359802246094,0.0,1.0
7.0,16000.0,57.284325934563846,91.22033757424,105.54619841567009,322.61163330078125,366.08526611328125,48.07939863882957,101.22887420654297,0.0,1.0
7.5,17243.0,59.13941245710077,93.77579643725396,107.83784122468327,322.5497741699219,364.58294677734375,50.246575786918385,102.78563690185547,0.0,1.0
8.0,18528.0,60.94374975052464,96.24032214697671,110.47624178980746,322.38232421875,363.18212890625,52.413752935007196,104.6252212524414,0.0,1.0
8.5,19817.0,62.572489687842456,98.33107289454709,113.14592347937243,322.613037109375,363.0497131347656,54.58093008309601,107.46058654785156,0.0,1.0
9.0,21062.0,64.13237073803907,100.40418317978589,117.17081547894082,321.2401428222656,364.09271240234375,56.74810723118482,110.71910858154297,0.0,1.0
9.5,22459.0,65.94326013312042,102.88537294482646,121.19818480488888,319.5098876953125,363.22308349609375,58.91528437927363,112.80986022949219,0.0,1.0
10.0,23701.0,67.42144220137392,104.95713410721541,123.94353553130554,318.5260314941406,363.3790283203125,61.08246152736244,114.77082061767578,0.0,1.0
10.5,24989.0,68.92660573575837,107.20354469316395,125.23977004130916,319.36041259765625,363.4068908691406,63.24963867545125,116.80543518066406,0.0,1.0
11.0,26354.0,70.5161209192894,109.48059188732951,127.88275880665071,323.5948181152344,359.8984375,65.41681582354006,120.12786865234375,0.0,1.0
11.5,27541.0,71.93972445043718,111.64676439557037,130.96946208945045,326.2977294921875,358.9026184082031,67.58399297162887,122.9528579711914,0.0,1.0
12.0,28750.0,73.28181312845965,113.5649593844862,135.34031180694095,327.3736572265625,356.22601318359375,69.75117011971768,125.04345703125,0.0,1.0
12.5,29798.0,74.43744302367575,115.10994739977116,137.27709204379295,325.88690185546875,356.1936950683594,71.9183472678065,126.54197692871094,0.0,1.0
13.0,30982.0,75.79602977245109,117.23907198540937,140.6840431605518,326.66229248046875,355.9350891113281,74.0855244158953,129.92538452148438,0.0,1.0
13.5,32080.0,76.97168285273253,118.96722232017177,142.87407042567241,325.5783996582031,355.1793212890625,76.25270156398412,131.09947204589844,0.0,1.0
14.0,33267.0,78.24843319763406,120.61426094063721,145.33065746772084,327.3832092285156,354.1092529296875,78.41987871207293,133.0707550048828,0.0,1.0
14.5,34222.0,79.14574897407674,121.83944350168328,145.7737973711325,326.0858459472656,354.38958740234375,80.58705586016174,133.3645477294922,0.0,1.0
15.0,35160.0,79.97589189937825,122.29983638645936,145.60219778561037,325.5430603027344,354.89093017578125,82.75423300825055,133.70193481445312,0.0,1.0
15.5,36029.0,80.89041323754375,123.94192186703468,145.8800877433243,323.961181640625,356.5727844238281,84.92141015633936,135.0192108154297,0.0,1.0
16.0,37057.0,81.87830923382501,124.61621081313722,146.84004903295286,325.6596374511719,356.86279296875,87.08858730442817,136.74058532714844,0.0,1.0
16.5,38323.0,83.0934744647987,126.11502686040232,148.62705002791384,324.7130126953125,356.730712890625,89.25576445251698,138.1658477783203,0.0,1.0
17.0,39514.0,84.19992003920875,128.1354751274763,150.2165104108067,322.9641418457031,356.6026306152344,91.4229416006058,139.08441162109375,0.0,1.0
17.5,40130.0,84.77837754202939,128.96026483760662,150.86749152816188,323.8829040527344,356.9405212402344,93.59011874869461,140.33627319335938,0.0,1.0
18.0,40920.0,85.46181899003706,129.1239714383042,150.5257453062432,324.78118896484375,358.0854187011719,95.75729589678342,141.69802856445312,0.0,1.0
18.5,42040.0,86.6947089457626,127.47548783981962,145.12063946937388,329.4783630371094,362.38128662109375,97.92447304487223,147.30062866210938,0.0,1.0
19.0,42992.0,87.93807092724569,134.3152998749582,160.17802595861892,316.2424011230469,373.1069030761719,100.09165019296104,153.96316528320312,0.0,1.0
19.5,43614.0,88.44455231385845,131.72964733456882,154.983870128475,316.2424011230469,373.1069030761719,102.25882734104985,153.96316528320312,0.0,1.0
20.0,44584.0,89.18480101460004,138.19189556555045,165.12419568312816,310.7031555175781,374.4056701660156,104.42600448913866,155.01768493652344,0.0,1.0
20.5,44929.0,89.19042728580709,131.2288078129189,155.79473675320358,310.7031555175781,374.4056701660156,106.59318163722747,155.01768493652344,0.0,1.0
21.0,45651.0,89.85004917431559,133.15404612703287,155.7562197795003,311.30010986328125,375.75103759765625,108.76035878531628,156.26516723632812,0.0,1.0
21.5,46711.0,90.14036237810025,140.03570973148243,161.64467204334326,320.3198547363281,366.5519104003906,110.9275359334051,159.06861877441406,0.0,1.0
22.0,47090.0,90.57482725117897,139.08828130651975,164.83021567661677,320.3198547363281,366.5519104003906,113.09471308149391,159.06861877441406,0.0,1.0
22.5,48248.0,90.94188612480036,150.65855435387664,177.341478509682,328.0,355.5,115.26189022958272,166.566162109375,0.0,1.0
23.0,49247.0,92.01085022685713,140.80127840328723,163.9176622576103,328.0,355.5,117.42906737767153,166.566162109375,0.0,1.0
23.5,49579.0,92.19774117682206,149.05368160498418,174.9085475327035,328.0,355.5,119.59624452576034,166.566162109375,0.0,1.0
24.0,49899.0,92.21983719093956,159.3267083699403,187.7578227398262,328.1402282714844,350.14874267578125,121.76342167384915,171.6581573486328,0.0,1.0
24.5,50285.0,92.61312433676329,159.06036581971807,187.97074240423694,328.0,350.0,123.93059882193796,171.84014892578125,0.0,1.0
25.0,50771.0,93.06926198709986,155.2707313050338,184.10051602317685,328.0,350.0,126.09777597002677,171.84014892578125,0.0,1.0
25.5,51802.0,94.36249314146207,140.05713120009278,163.98170629676957,328.0,350.0,128.26495311811559,171.84014892578125,0.0,1.0
26.0,53520.0,96.4635902419087,154.0519392932137,173.9798838946618,322.0,361.0,130.4321302662044,180.9420928955078,0.0,1.0
26.5,53713.0,96.40359261159163,147.05441169852742,185.60711193270586,322.0,361.0,132.59930741429324,180.9420928955078,0.0,1.0
27.0,54449.0,97.2301187823389,151.21177202850313,191.44973230589798,317.8009338378906,361.9992370605469,134.76648456238206,180.99632263183594,0.0,1.0
27.5,55602.0,98.25576637487411,152.7776161615307,196.4001018329675,312.2170104980469,363.1515808105469,136.9336617104709,181.39678955078125,0.0,1.0
28.0,55516.0,97.74884018234503,150.60212481900777,175.3909917869216,312.2170104980469,363.1515808105469,139.1008388585597,181.39678955078125,0.0,1.0
28.5,56257.0,98.38479430276494,148.67750334196495,173.1733235807409,312.2170104980469,363.1515808105469,141.26801600664854,181.39678955078125,0.0,1.0
29.0,56387.0,98.71407751889306,144.1700384962146,172.03778654702577,312.2170104980469,363.1515808105469,143.43519315473736,181.39678955078125,0.0,1.0
29.5,56897.0,98.65581944884933,150.62536307010186,176.50495743746123,312.2170104980469,363.1515808105469,145.6023703028262,181.39678955078125,0.0,1.0
30.0,58209.0,100.30368419652474,150.83036773541778,174.0258601472781,313.657958984375,365.17755126953125,147.769547450915,183.58126831054688,0.0,1.0
30.5,57973.0,99.82209183514762,145.22465346626254,168.77203559831824,313.657958984375,365.17755126953125,149.93672459900384,183.58126831054688,0.0,1.0
31.0,58730.0,100.49685029550218,147.35331689514152,177.65415840897168,313.657958984375,365.17755126953125,152.10390174709266,183.58126831054688,0.0,1.0
31.5,59156.0,100.73466659094116,147.05441169852742,179.98055450520204,313.657958984375,365.17755126953125,154.2710788951815,183.58126831054688,0.0,1.0
32.0,59827.0,101.50972608277384,150.84793660913914,197.22575896672322,312.73284912109375,365.57037353515625,156.43825604327031,183.8594512939453,0.0,1.0
32.5,60191.0,101.88835337912562,152.92318136458522,199.92248497855363,310.072265625,366.7001037597656,158.60543319135914,184.6876220703125,0.0,1.0
33.0,60477.0,102.17548485961983,155.46703830716015,204.50183373260984,305.71942138671875,368.5483703613281,160.77261033944797,186.13140869140625,0.0,1.0
33.5,60663.0,102.07408802580137,153.02483453552634,190.07893097342483,305.71942138671875,368.5483703613281,162.9397874875368,186.13140869140625,0.0,1.0
34.0,60932.0,102.27823643140715,151.08275877809487,184.61852561430555,305.71942138671875,368.5483703613281,165.10696463562562,186.13140869140625,0.0,1.0
34.5,61519.0,102.5321408298007,148.48568954616468,176.23847480048164,305.71942138671875,368.5483703613281,167.27414178371444,186.13140869140625,0.0,1.0
35.0,61880.0,102.87630318770984,149.83324063771698,182.91254740995763,305.71942138671875,368.5483703613281,169.44131893180327,186.13140869140625,0.0,1.0
35.5,62400.0,103.71941694718623,152.73833834371774,196.78668654154427,305.71942138671875,368.5483703613281,171.6084960798921,186.13140869140625,0.0,1.0
36.0,62998.0,104.22748205748076,154.98709623707387,200.53179299053804,305.71942138671875,368.5483703613281,173.77567322798092,186.13140869140625,0.0,1.0
36.5,63183.0,104.44438288982154,158.52129194527782,206.31286920597077,304.50006103515625,369.06610107421875,175.94285037606974,186.55531311035156,0.0,1.0
37.0,63064.0,104.01810429403783,150.78461459976612,196.33135256499406,304.50006103515625,369.06610107421875,178.11002752415857,186.55531311035156,0.0,1.0
37.5,63602.0,104.20649396571473,151.47607071745688,182.0164827701052,304.50006103515625,369.06610107421875,180.2772046722474,186.55531311035156,0.0,1.0
