particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,fit_npts
34,1675,0.09157447154587706,0.00099983595375307,0.02985804124240954,1.0032340240855573,30
37,1675,0.030722474383183988,6.652996094671022e-05,0.005455873701388149,0.9617451974661078,30
42,1675,0.2603995310787751,0.0024839828939061427,0.046332984774293665,1.0354819479470214,30
43,1675,0.015211189409822237,0.00029894734007382336,0.013041131274239316,0.9120666922158435,30
17,1675,0.03476439132451122,0.00010765228080215946,0.013278342647244524,0.8908611209478815,30
19,1675,0.08005487451105177,0.00043436229841997725,0.027089266931480453,0.9533705471035061,30
30,1675,0.0367966016181534,0.00036529805186828594,0.015248928313371197,0.9696963027470018,30
32,1675,0.27545751279028874,0.0015953825614529538,-0.0697171274916097,1.0668873597526825,30
12,1675,0.1283502533155709,0.0010518485812118128,0.0356034165955211,0.9974289067142458,30
13,1675,0.01971207718428327,0.00020158266135454983,0.006361802974302205,0.9815979214654582,30
14,1675,0.12468361557624362,0.0002968516071783251,-0.02501310932171767,1.0738302716374184,30
15,1675,0.15211644859438114,0.0003363494770609301,-0.026579403306023635,1.0496648480007935,30
0,1675,0.05896916253613069,0.00033774732414458515,0.014956056185747335,0.993551147568844,30
1,1675,0.04294883817023855,0.0004245963418287616,0.0202636393409853,0.9687050486662793,30
2,1675,0.05743736229125841,0.0001450360810847245,-0.011237768650993397,1.0657773687081011,30
20,1675,0.19895319512518556,0.0012351409283844264,0.03512747489762551,1.016159172785594,30
3,1675,0.05639272173851606,0.0009102217923922587,0.040428919938626386,0.9536100874689054,30
7,1675,0.1342738166212365,0.0018972331125019506,0.07316205928322209,0.9762972524273178,30
6,1675,0.08306552083391992,0.0006804245734699146,0.007009016632041661,1.0382149273958057,30
4,1675,0.07588168208337352,0.000521703054209109,0.022521619044766013,0.9856804112271919,30
8,1675,0.1261104909605903,0.0005741370263566956,-0.03756481676742335,1.0798498571386925,30
9,1675,0.08140737617579599,0.00019402832628644841,-0.014991153526033665,1.0576433338895332,30
10,1675,0.05728083761854967,0.0001401478631053509,0.003945682674768886,1.0168671949208117,30
11,1675,0.05014886408675128,0.00033896138279489814,0.009694076718143116,1.0159564969104178,30
22,1664,0.04426563042559208,0.00019114771597570474,0.007290108897768593,0.9616014598103173,30
235,1658,0.3376394028403001,0.002613823215036194,0.05159871487293114,1.01834742618317,30
5,1249,0.0965386584289938,0.0010111679220689619,0.047452854195186474,0.9486275828236772,30
2984,1216,0.21366724475177426,0.003786901106925634,0.22190533832564938,0.8863967948919342,30
3192,1179,0.05015519127801828,0.00016754111050103722,0.002843522388488324,0.98795410549585,30
24,1106,0.05613801345603572,0.00020050964407278537,0.007108762355017828,0.9691536233700255,30
16,1103,0.15194429221826503,0.0009247185181232926,-0.03698228827626632,1.0334985711376081,30
2246,1069,0.030364180477318155,0.00026126630209331837,0.014533553911806198,0.8995807214077639,30
4254,995,0.021290276377663245,0.0002490190689136279,0.03444691264868384,0.6976707013790916,30
182,985,0.02399373934499725,0.00017281503319180577,0.015314955960371033,0.86651310296398,30
1065,969,0.3116243945220881,0.001965710464975695,-0.13901687096862736,1.118479817799487,30
4736,900,0.05377536697600988,0.000998422040017741,0.022542691366260734,0.8018141170024955,30
1807,898,0.20568797675021655,0.0015109103903715648,0.026765984379648538,1.0408069670151616,30
5030,870,0.058785385977182546,0.0006372955108176519,0.02952768562437465,0.9733605633410922,30
31,866,0.1592874917037247,0.0010512940543752002,0.055946481128199325,0.9759912014594966,30
26,845,0.06743013665642722,0.0007859275263363349,0.036139756838577425,0.968212547624208,30
5523,803,0.2887588071087362,0.0014970056720361381,0.08175283010044083,0.9683079486779922,30
5552,796,0.027378633240305598,0.00011416126573226632,0.0036698207455130006,0.9815626764926028,30
1564,758,0.07531562050319032,0.0004943868283347486,0.0011526578246004743,0.9914018959707253,30
1971,744,0.047913767094225075,8.486629142978358e-05,0.0015236077763442738,0.9720415452793095,30
2379,726,0.15520576931474733,0.0019659619872588584,0.031574007416791845,1.0364916731719114,30
50,723,0.02981322760164175,0.00019332672733283294,0.010896171826549535,0.880245552072229,30
33,710,0.04395786740148627,0.0006471503975304672,0.0503200128954522,0.8347828005562861,30
6339,675,0.1686712017406666,0.0008481573069116748,0.037396497505110204,0.9779753858285537,30
6313,658,0.02691226044632979,0.00012019193602571023,0.00732404001130972,0.8958302558216137,30
6583,634,0.20628483243050952,0.0012331850750724274,0.032579498489778404,0.9550644561459356,30
3875,627,0.06944526397529766,0.0001245219704572037,-0.004314983141357476,1.0200057950713448,30
4452,615,0.027090089790743455,0.0005687125461888789,0.024483392139218456,0.9095328851937249,30
3345,587,0.020240823336244915,0.00018271049218998882,0.017932268899934076,0.831832680890546,30
6912,574,0.16469639093359473,0.0014251737519056415,-0.09194325999750298,1.1371656416499394,30
28,566,0.22369396736569253,0.003192693183804411,0.07599523890388381,1.0153292726382865,30
