particle,frame,x,y,x_raw,y_raw,sym,r_est,polarity,contrast
0,0,334.5009765625,1050.930908203125,334.5009765625,1050.930908203125,238.92377,10.0,1,69.07789
1,0,559.1746215820312,1072.2066650390625,559.1746215820312,1072.2066650390625,105.94519,11.0,1,66.72916
2,0,533.6290893554688,868.0903930664062,533.6290893554688,868.0903930664062,97.41981,10.0,1,71.38116
3,0,627.8364868164062,609.7139892578125,627.8364868164062,609.7139892578125,75.76796,9.0,1,64.87578
4,0,1016.037841796875,127.28143310546875,1016.037841796875,127.28143310546875,68.20754,8.0,1,69.20195
5,0,1521.3021240234375,215.0323486328125,1521.3021240234375,215.0323486328125,65.22572,7.0,1,52.06486
6,0,1379.9217529296875,72.05272674560547,1379.9217529296875,72.05272674560547,60.052616,8.0,1,51.11877
7,0,1168.7054443359375,657.01123046875,1168.7054443359375,657.01123046875,57.896576,11.0,-1,14.209965
8,0,771.1959838867188,565.8387451171875,771.1959838867188,565.8387451171875,56.084274,7.0,1,50.396576
9,0,651.53125,88.37579345703125,651.53125,88.37579345703125,50.99213,9.0,1,67.30675
10,0,698.0617065429688,341.47894287109375,698.0617065429688,341.47894287109375,48.785267,10.0,1,69.70938
11,0,669.8703002929688,119.95829772949219,669.8703002929688,119.95829772949219,39.019978,10.0,1,101.48054
12,0,1433.25634765625,1014.2190551757812,1433.25634765625,1014.2190551757812,24.032745,7.0,1,59.04306
13,0,737.9461059570312,294.9995422363281,737.9461059570312,294.9995422363281,21.596703,13.0,1,67.8151
14,0,752.0661010742188,707.0758056640625,752.0661010742188,707.0758056640625,21.16945,7.0,1,64.83598
15,0,1112.33642578125,489.1181640625,1112.33642578125,489.1181640625,18.22653,6.0,1,30.963032
16,0,68.33181762695312,608.4598999023438,68.33181762695312,608.4598999023438,15.709817,6.0,1,35.14489
17,0,1559.4920654296875,596.1846313476562,1559.4920654296875,596.1846313476562,13.402532,11.0,1,17.416464
18,0,741.8104248046875,328.32916259765625,741.8104248046875,328.32916259765625,12.923821,20.0,1,47.74257
19,0,555.8519287109375,176.993408203125,555.8519287109375,176.993408203125,12.845933,7.0,1,43.256218
20,0,653.1874389648438,569.7439575195312,653.1874389648438,569.7439575195312,11.038434,6.0,1,55.07456
21,0,61.84029769897461,529.4473876953125,61.84029769897461,529.4473876953125,10.843949,10.0,-1,20.15575
22,0,700.1177978515625,991.0520629882812,700.1177978515625,991.0520629882812,9.993575,8.0,1,34.59097
23,0,504.8023986816406,1048.9249267578125,504.8023986816406,1048.9249267578125,9.52398,19.0,1,77.68148
24,0,660.2099609375,132.94664001464844,660.2099609375,132.94664001464844,9.29917,8.0,1,77.04117
25,0,714.5429077148438,988.2662963867188,714.5429077148438,988.2662963867188,9.115781,9.0,1,80.30666
26,0,1213.311279296875,950.5037841796875,1213.311279296875,950.5037841796875,8.630357,7.0,1,39.14823
27,0,1294.2503662109375,792.1206665039062,1294.2503662109375,792.1206665039062,8.288106,7.0,-1,52.491673
28,0,173.32171630859375,733.230224609375,173.32171630859375,733.230224609375,6.270718,5.0,1,16.711437
29,0,1572.823974609375,616.5628051757812,1572.823974609375,616.5628051757812,5.9881916,17.0,1,54.786747
30,0,723.4273681640625,997.8977661132812,723.4273681640625,997.8977661132812,5.732615,10.0,1,77.00199
31,0,94.6499252319336,704.8639526367188,94.6499252319336,704.8639526367188,5.542301,6.0,1,54.258045
